Epoch,Loss,Val_loss
1,0.6919989748434587,0.6865278482437134
2,0.6837092538674673,0.6755840182304382
3,0.6697204700022032,0.6577556133270264
4,0.6469253473209612,0.62959223985672
5,0.6109498531529398,0.5874235033988953
6,0.5606317258242405,0.5270694494247437
7,0.49535847839080926,0.4469571113586426
8,0.4142916694735036,0.3520563840866089
9,0.33109363281365595,0.2549201548099518
10,0.2529247450557622,0.17700059711933136
11,0.1973336912465818,0.1264117807149887
12,0.1606483007922317,0.09992991387844086
13,0.13988430278770853,0.08891977369785309
14,0.12202668822172916,0.08507456630468369
15,0.10970609296451915,0.08420118689537048
16,0.1017894484102726,0.08430338650941849
