Epoch,Loss,Val_loss
1,0.6913528848778118,0.6843442320823669
2,0.6796641078862277,0.6669579744338989
3,0.6564652414032908,0.6330582499504089
4,0.6119773857521288,0.5728521347045898
5,0.5432868599891663,0.4798986315727234
6,0.444289659911936,0.3587474822998047
7,0.3386729666681001,0.23289574682712555
8,0.23883692987940527,0.1433417797088623
9,0.18246004798195578,0.10122386366128922
10,0.155662797842965,0.08947183936834335
11,0.1347163091554786,0.08829882740974426
12,0.11687142198736017,0.08916141837835312
