Epoch,Loss,Val_loss
1,0.6923906198053649,0.6889317035675049
2,0.6872445715196205,0.6815807819366455
3,0.6766449176903927,0.6683443188667297
4,0.6584081189198927,0.6456843614578247
5,0.6294069181789052,0.6105601191520691
6,0.5868409917210088,0.5604338645935059
7,0.5309095491062511,0.49233484268188477
8,0.45976050649628497,0.4090980589389801
9,0.3811427047758391,0.31705954670906067
10,0.302378105394768,0.2305685430765152
11,0.23411374945532193,0.16362659633159637
12,0.18323607991139093,0.1209588423371315
13,0.1481718599344745,0.09894321858882904
14,0.12845268619782996,0.0893574059009552
15,0.11310630348144156,0.08591962605714798
16,0.10294129767201164,0.08492748439311981
17,0.09634444478786353,0.08507970720529556
