Epoch,Loss,Acc,Val_loss,Val_acc
1,0.23786232273137442,0.90531026935238,0.23712418058088847,0.9037053525447846
2,0.16370937078293749,0.9346642842947998,0.2178029060981852,0.9176059539947992
3,0.1176470220886701,0.9539315163783402,0.1992178362054369,0.9241884578660977
4,0.07938896398638179,0.9693453069007638,0.24924429270251577,0.9220243415604635
