filename,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
21bridgesmovie.jpg,0.9928132,0.506938,0.00048980117,0.0019093454,0.6814816,0.8705356,0.00048613548,0.08812654,0.00018650293,0.0015766323,0.007859737,0.0076562166,0.0075811446,0.0002527535,0.00013318658,0.008478433,0.002605766,0.022562206,0.0005927682,0.00023934245
47metersdown.jpg,0.17874312,0.44447395,0.00016790628,0.0024607778,0.00028192997,0.0004621148,0.0013494194,0.47520778,1.847744e-05,0.005345851,0.00035744905,0.962391,0.0003504157,0.31474185,0.00014421344,0.68192893,0.0005274117,0.3095891,0.00029420853,5.5909157e-05
abeautifuldaymovie.jpg,0.0012588501,0.0018094182,0.003972739,0.9171504,0.22258338,0.010017544,0.00024154782,0.9989797,0.0025746822,0.0006044507,0.0695484,0.00015610456,0.008362174,0.00081670284,0.03717369,0.00078579783,0.031213313,0.0010544658,0.046851426,0.0026208758
abominablemovie.jpg,0.00017896295,0.9991187,0.9996051,0.00015330315,0.9999369,0.00022861362,0.0019448102,0.0001680255,0.0005982816,0.00023564696,0.0011261106,9.0271235e-05,0.00018849969,6.6787004e-05,0.00033599138,6.341934e-05,5.7190657e-05,0.00011885166,0.00032386184,7.8082085e-05
adastramovie.jpg,0.8504408,0.8810657,0.0008764863,0.02042827,0.0024659932,0.01261577,0.0035012662,0.14869627,0.011565596,0.30382693,0.08666775,0.05126536,0.0038521886,0.19177148,0.0005453825,0.27899653,0.003276825,0.057139993,0.010291964,0.002376467
adogsjourneymovie.jpg,0.0026850402,0.6313032,2.3782253e-05,7.081032e-05,0.7767863,0.0013336241,9.8615885e-05,0.9962257,0.00012001395,0.0017296374,3.0070543e-05,0.00030496716,0.0001527965,0.0034982264,0.00368914,0.0041565597,0.0005296469,0.04245588,0.00049608946,7.033348e-06
aftermathmovie.jpg,0.04503867,0.050130904,0.01691842,0.25266504,0.0027734637,0.029071838,0.0027453601,0.58307576,0.040225744,0.0087789,0.09379178,0.019080073,0.009773076,0.03665626,0.008972377,0.0052194595,0.0017993748,0.029824764,0.12725112,0.0020397007
aftermovie.jpg,0.23672882,0.0772576,0.005635351,0.01559037,0.023422152,0.004717618,0.007569641,0.038398862,0.003147781,0.0038245618,0.011232972,0.34708917,0.0026624799,0.04120177,0.020631015,0.11949116,0.002286911,0.05377233,0.005344212,0.00063717365
ahiddenlifefilm.jpg,0.03706178,0.0663861,7.325411e-05,0.002498269,0.00040239096,0.014151484,0.01839295,0.29501963,3.3915043e-05,9.1701746e-05,0.01934129,0.0062663853,0.00072833896,0.2534666,0.0005129874,0.07667935,0.0005326569,0.62486416,0.00019928813,0.00016182661
alitamovie.jpg,0.999979,0.9999926,3.1858683e-05,2.6077032e-05,0.00010243058,0.00012457371,3.0636787e-05,5.4329634e-05,0.00029748678,0.03266266,0.0003798604,7.8201294e-05,0.00015485287,0.00016880035,3.287196e-05,0.9918993,4.413724e-05,2.4914742e-05,1.2040138e-05,6.4969063e-06
angelhasfallen.jpg,0.5388759,0.16004047,0.007445693,0.04379201,0.053442568,0.011768371,0.017257184,0.18552482,0.0032723844,0.021387368,0.090839654,0.07663423,0.0056415796,0.047743797,0.10145119,0.2196376,0.023614198,0.08019024,0.010388941,0.0023835301
angrybirdsmovie.jpg,0.00016319752,0.99985474,0.99987066,0.00045374036,0.9998939,6.9499016e-05,0.00045490265,0.00022405386,8.8214874e-05,6.3180923e-06,0.00015980005,0.00021833181,0.000101327896,8.1151724e-05,1.5735626e-05,2.6762486e-05,0.000277102,7.95722e-05,0.00012853742,1.9550323e-05
annabellemovie.jpg,0.0014861524,0.060831547,0.0007980764,0.0010651648,0.0062925518,3.325939e-05,0.0041307807,0.0033249557,0.0013281405,0.00017383695,0.0025721788,0.99521196,0.0006274879,0.9776082,0.00040915608,0.14697519,0.0007328689,0.90329075,0.00032374263,9.0271235e-05
annamovie.jpg,0.042514622,0.17960986,0.033650815,0.036912054,0.10623434,0.0003553033,0.0023032129,0.21916807,0.016505629,0.058436185,0.0022835433,0.8809571,0.0051846206,0.054497004,0.0010478497,0.3029151,0.0011385679,0.10471663,0.0063452125,0.000613153
apollo11movie.jpg,0.0010791421,0.0007070899,5.376339e-05,0.026541352,0.0021462739,0.00017797947,0.97968984,0.0008896291,6.347895e-05,0.0013904572,0.9875229,0.25017923,0.00046288967,0.0052570403,0.0046806335,0.00577724,0.0004093051,0.2606461,0.0028124452,0.0007061064
arcticdogsmovie.jpg,0.0031471848,0.9914414,0.9889261,0.00053834915,0.9991106,0.001163125,0.0007519424,0.0005865097,0.0017074645,0.00047394633,0.00015154481,0.00041294098,0.00095802546,0.00021845102,0.00040736794,0.0011178255,0.00015842915,0.00023910403,0.0007587373,3.59118e-05
arcticmovie.jpg,0.2877926,0.5638067,0.00010198355,0.20266274,0.00024721026,0.0022679865,0.0135599375,0.17622066,0.00198251,0.014543027,0.13982812,0.07813725,0.007868737,0.15501931,0.006013602,0.045571744,0.0018712282,0.27220035,0.0060079396,0.00020307302
