username,acc,truth,top_n,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
47metersdown.jpg,1.0,"['Adventure', 'Drama', 'Horror']","['Horror', 'Drama', 'Adventure']",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
adogsjourneymovie.jpg,1.0,"['Adventure', 'Comedy', 'Drama']","['Drama', 'Comedy', 'Adventure']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aftermathmovie.jpg,0.6666666666666666,"['Drama', 'Romance', 'War']","['Drama', 'Biography', 'Romance']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
aftermovie.jpg,0.5,"['Drama', 'Romance']","['Drama', 'Biography']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
alitamovie.jpg,1.0,"['Action', 'Adventure', 'Sci-Fi']","['Action', 'Adventure', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
angelhasfallen.jpg,1.0,"['Action', 'Thriller']","['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
angrybirdsmovie.jpg,1.0,"['Adventure', 'Animation', 'Comedy']","['Animation', 'Adventure', 'Comedy']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annabellemovie.jpg,1.0,"['Horror', 'Mystery', 'Thriller']","['Horror', 'Thriller', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
annamovie.jpg,0.5,"['Action', 'Thriller']","['Thriller', 'Comedy']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
apollo11movie.jpg,1.0,"['Documentary', 'History']","['History', 'Documentary']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
arcticmovie.jpg,0.5,"['Adventure', 'Drama']","['Documentary', 'Adventure']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
artofracingmovie.jpg,1.0,"['Comedy', 'Drama', 'Romance']","['Comedy', 'Romance', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
avengers.jpg,1.0,"['Action', 'Adventure', 'Sci-Fi']","['Action', 'Sci-Fi', 'Adventure']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
beachbummovie.jpg,1.0,['Comedy'],['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bernadettefilm.jpg,1.0,"['Comedy', 'Drama', 'Mystery']","['Drama', 'Mystery', 'Comedy']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
blindedbythelightmovie.jpg,0.6666666666666666,"['Comedy', 'Drama', 'Music']","['Drama', 'Sci-Fi', 'Music']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
booksmart.jpg,1.0,['Comedy'],['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
breakthroughmovie.jpg,1.0,"['Biography', 'Drama']","['Biography', 'Drama']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
brianbanksmovie.jpg,0.0,"['Biography', 'Drama', 'Sport']","['Horror', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
brightburnmovie.jpg,1.0,"['Horror', 'Sci-Fi']","['Sci-Fi', 'Horror']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
brittanyrunsmov.jpg,1.0,"['Comedy', 'Drama']","['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
captainmarvelofficial.jpg,1.0,"['Action', 'Adventure', 'Sci-Fi']","['Action', 'Sci-Fi', 'Adventure']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
captivestatemovie.jpg,0.3333333333333333,"['Drama', 'Sci-Fi', 'Thriller']","['Drama', 'History', 'Horror']",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
childsplaymovie.jpg,1.0,['Horror'],['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
clarathefilm.jpg,1.0,['Sci-Fi'],['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
coldpursuitmovie.jpg,1.0,"['Action', 'Crime', 'Drama']","['Action', 'Drama', 'Crime']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
detectivepikachumovie.jpg,1.0,"['Action', 'Adventure', 'Comedy']","['Action', 'Comedy', 'Adventure']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disneyaladdin.jpg,0.3333333333333333,"['Adventure', 'Family', 'Fantasy']","['Adventure', 'Action', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
doramovie.jpg,1.0,"['Adventure', 'Family']","['Adventure', 'Family']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dumbo.jpg,1.0,"['Adventure', 'Family', 'Fantasy']","['Fantasy', 'Family', 'Adventure']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
