movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,0.0,1.6317958,0.9780379,0.7101351,1.0234584,1.1915749,1.067518,0.0,1.1947274,0.92518985,0.61549526,0.0,1.0910262,0.6822694,0.8342228
47metersdown,0.0,1.5493432,1.5606039,0.89801586,1.8661968,1.2874631,1.3425899,0.0,1.3961282,0.9405893,0.9994646,0.0,0.885455,0.85908717,1.1106622
abeautifuldaymovie,0.0,1.3615279,0.93415743,0.89912844,1.4215455,1.0122406,1.0770767,0.0,0.9913048,0.94023275,0.6911034,0.0,0.88934886,0.8642901,0.9656136
abominablemovie,0.0,2.4388835,2.090264,1.7564814,2.1034493,1.7462692,1.9994545,0.0,1.9590702,1.3890045,1.1516974,0.0,1.192734,1.1817644,1.2702343
adastramovie,0.0,1.4595246,1.2619195,0.92192656,1.4603858,1.4152712,1.1844015,0.0,1.104965,0.81374687,0.95684737,0.0,1.0352852,0.96436214,0.873119
adogsjourneymovie,0.0,2.5209045,2.418416,2.2942674,2.6283545,2.1415105,3.2545967,0.0,2.5660617,1.9929326,1.6289767,0.0,1.3316445,1.6968874,2.1638894
aftermathmovie,0.0,0.9872644,0.98582757,0.70229435,0.9588726,1.0585663,0.825601,0.0,0.77940345,0.72684324,0.5959706,0.0,0.75536305,0.7391081,0.80291826
aftermovie,0.0,1.4193529,1.0940053,0.8281571,1.4415431,1.3072779,0.85894215,0.0,1.2632719,0.9275762,0.6718574,0.0,0.9382067,1.0623567,0.83377314
ahiddenlifefilm,0.0,0.65124357,0.56175053,0.46669474,0.6560731,0.61601907,0.5361349,0.0,0.5667499,0.47350773,0.38553923,0.0,0.4790059,0.48747587,0.4548212
alitamovie,0.0,1.3354187,1.158205,1.0942556,1.3030218,1.4378517,1.266779,0.0,1.3762577,0.8151718,0.7071059,0.0,0.93626875,0.87376213,1.1823559
angelhasfallen,0.0,1.684638,1.542958,1.1386446,1.6692586,1.4724244,1.5452254,0.0,1.3707745,0.99901164,0.8797735,0.0,1.4712102,1.0353339,1.095641
angrybirdsmovie,0.0,3.1955721,1.800171,1.5670928,3.1725504,3.3125234,2.8013265,0.0,3.2918227,2.1103103,1.6287929,0.0,2.277768,2.5602446,2.5085232
annabellemovie,0.0,1.9680023,1.8983122,1.4335669,2.243102,2.0110762,1.7162743,0.0,1.8954679,1.1142194,0.94156986,0.0,1.5190825,1.1580526,1.2417996
annamovie,0.0,1.3107511,1.1935517,0.871819,1.3467126,0.96642333,0.99874055,0.0,1.049869,0.8421954,0.70390564,0.0,0.83537996,0.8848895,0.82897097
apollo11movie,0.0,1.0034107,0.92852193,0.6673346,0.8537703,0.9149489,0.7663952,0.0,0.9603985,0.67675704,0.56276983,0.0,0.58440405,0.58858305,0.6631058
arcticdogsmovie,0.0,1.1853865,1.0391195,0.72394496,1.178105,1.0999198,0.73798203,0.0,1.0146132,0.79724854,0.6543435,0.0,0.6283729,0.7766552,0.94715446
