movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
21bridgesmovie,1.6277155,1.1694233,1.6169727,1.1418136,1.9711483,0.0,0.0,1.5432569,0.0,0.0
47metersdown,1.9836124,0.91750383,1.9176297,1.2062746,2.3672483,0.0,0.0,1.905686,0.0,0.0
abeautifuldaymovie,1.3197868,0.82439435,1.5065007,1.1373723,1.87865,0.0,0.0,1.501598,0.0,0.0
abominablemovie,1.7162594,1.2743518,2.4459949,1.1862652,2.9056706,0.0,0.0,2.5586874,0.0,0.0
adastramovie,1.3101094,0.7996533,1.386086,0.8893428,1.7562555,0.0,0.0,1.7155496,0.0,0.0
adogsjourneymovie,3.6083598,2.3254488,2.25488,2.2458332,4.220851,0.0,0.0,3.8255339,0.0,0.0
aftermathmovie,1.0590181,0.72426414,1.2153907,0.8369285,1.4908755,0.0,0.0,1.2389568,0.0,0.0
aftermovie,1.532902,0.78233874,1.5023141,0.96844184,1.8364224,0.0,0.0,1.5964048,0.0,0.0
ahiddenlifefilm,0.7355218,0.48841393,0.7955764,0.5868515,0.9566402,0.0,0.0,0.8173703,0.0,0.0
alitamovie,1.4444879,1.0164586,1.7345171,1.0473627,1.8919919,0.0,0.0,1.7805507,0.0,0.0
angelhasfallen,1.8206377,1.0268176,1.357933,1.1892667,2.3335764,0.0,0.0,1.9439851,0.0,0.0
angrybirdsmovie,4.073147,2.4695375,2.682668,3.009985,4.90235,0.0,0.0,4.461295,0.0,0.0
annabellemovie,2.3936667,1.4868678,2.512303,1.6400752,3.0802348,0.0,0.0,2.4393346,0.0,0.0
annamovie,1.2638278,0.88219094,1.3832357,0.92628264,2.1566074,0.0,0.0,1.8825707,0.0,0.0
apollo11movie,1.015762,0.8418056,1.2640615,0.7791709,1.5008022,0.0,0.0,1.1848031,0.0,0.0
arcticdogsmovie,1.2350996,0.9535854,1.2874451,1.0222898,1.7754724,0.0,0.0,1.317322,0.0,0.0
arcticmovie,1.0958388,0.6039641,1.1370407,1.0688081,1.5755537,0.0,0.0,1.4113067,0.0,0.0
artofracingmovie,1.4080864,0.89490485,1.6243086,0.9651046,1.9603148,0.0,0.0,1.871247,0.0,0.0
avengers,1.2613245,1.0606872,1.6676574,0.9156368,1.8347381,0.0,0.0,1.5585157,0.0,0.0
beachbummovie,1.2080814,1.2087939,1.8079264,0.9186194,2.1671014,0.0,0.0,1.6145285,0.0,0.0
bernadettefilm,1.5652139,0.8930172,1.7057078,1.2284434,2.1076186,0.0,0.0,1.5515496,0.0,0.0
blackandbluemovie,2.404524,1.7246481,2.239185,1.9212604,3.4466915,0.0,0.0,3.0129836,0.0,0.0
blackchristmas,1.5795825,0.98972964,1.649718,1.0461279,1.9818541,0.0,0.0,1.6780668,0.0,0.0
blindedbythelightmovie,1.0086975,0.716063,1.1083134,0.80809546,1.4778917,0.0,0.0,1.2987823,0.0,0.0
bombshellmovie,1.5234383,1.2228488,1.4870164,0.9549879,2.153111,0.0,0.0,1.7887424,0.0,0.0
