movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44
21bridgesmovie,0.5390077,0.4738186,0.0,0.5609467,0.6778345,0.49019128,0.64156556,0.0,0.56065637,0.85295475,0.72271687,0.61949116,0.799678,0.55854124,0.0,0.9980194,0.49466136,0.7394129,0.543814,0.64987284,0.50786316,0.3815909,0.43407667,0.8324332,0.3751504,0.7029381,0.59012026,0.4947917,0.573962,0.3906507,0.7291431,0.77184445,0.5355632,0.31350595,0.8489396,0.0,0.44316125,0.8279599,0.0,0.7480521,0.57340217,0.5518158,0.59190995,0.9657062,0.41242656
47metersdown,0.7515368,0.652277,0.0,0.8490126,1.0095392,0.6448621,1.0196028,0.0,0.29028392,1.4978931,0.67706656,1.0527613,0.9523095,1.0699688,0.0,1.1699735,0.5789382,0.9140469,0.5889888,0.591734,1.211284,0.662374,0.39120036,0.98124504,0.7907944,0.66124845,0.57931614,0.700789,1.0926367,0.13856989,0.7452164,0.90328217,0.9630203,0.6893888,1.1818336,0.0,0.48900706,1.115918,0.0,0.89861566,0.8605788,0.3522406,0.76423067,1.048547,0.6362336
abeautifuldaymovie,0.7876825,0.42602256,0.0,0.46877193,0.91245496,0.4463395,0.6048115,0.0,0.46367735,1.0212743,0.5709549,0.5808292,0.6521812,0.5340721,0.0,0.6440316,0.62303674,0.7259648,0.5636159,0.586794,0.74725765,0.54250556,0.4482895,0.65581,0.4584294,0.53201497,0.54747504,0.52742195,0.6855054,0.4494558,0.6855885,0.7001108,0.9075871,0.5700692,0.7139411,0.0,0.575039,0.82220113,0.0,0.7308565,0.5894461,0.38919532,0.3838067,0.77440315,0.71746945
abominablemovie,1.0447992,0.71262133,0.0,0.7648178,1.1797532,0.7301108,1.0299994,0.0,0.60496515,1.220342,1.0297734,0.82532924,1.0989699,1.088956,0.0,1.2463347,0.7988323,1.0016464,0.76954657,1.0256443,0.9001068,0.54374367,0.5016804,1.1516813,0.7129477,0.68616647,0.7624628,0.73826814,1.0680946,1.0240644,1.1615239,1.3815207,0.8611483,0.5836201,1.3724362,0.0,0.9432886,1.0435605,0.0,1.1899686,0.59541315,0.7786976,0.59301466,1.4512254,0.62656045
adastramovie,0.6794022,0.4823394,0.0,0.46976167,0.6867516,0.7080025,0.7598138,0.015907189,0.5708181,0.9448173,0.5984027,0.82482177,0.48891923,0.4454868,0.0,0.6327094,0.5668318,0.5334908,0.29755604,0.5612242,0.5888414,0.48261613,0.3213043,0.7753234,0.36886668,0.74008924,0.7662219,0.47510663,0.6881602,0.3861143,0.5642061,0.7139851,0.76364374,0.63538814,0.73053193,0.0,0.6293284,0.75922346,0.0,0.7190834,0.5187806,0.20741351,0.495191,0.83655196,0.43439215
adogsjourneymovie,2.0026731,1.3941405,0.0,1.4754759,2.4526305,1.2764324,1.5694791,0.0,1.4563024,2.3818195,1.3292435,1.1559323,1.1639541,1.5371629,0.0,2.3046596,1.0548662,1.7518753,1.1656008,1.3676484,1.1418046,0.52729917,1.0893155,1.5374027,0.7874496,1.551044,1.6624877,1.0090522,1.4673504,0.9168763,1.574978,1.4257396,1.2837762,1.116288,2.6711192,0.0,0.7576039,1.7135862,0.0,1.7803686,1.422935,1.1211393,0.70407957,1.9812748,0.65139544
aftermathmovie,0.4691912,0.4471801,0.0,0.37149203,0.68510604,0.5288396,0.5143924,0.0,0.5100991,0.6867481,0.55013543,0.65411186,0.51113135,0.4410328,0.0,0.397897,0.40209207,0.54608995,0.37031457,0.3798406,0.5650665,0.3919384,0.4107514,0.72618973,0.3261742,0.42458427,0.43997514,0.5346247,0.5403281,0.3591063,0.57400495,0.5911912,0.52604693,0.34637958,0.57531554,0.0,0.3290957,0.7551115,0.0,0.6756131,0.5014313,0.36825976,0.37943107,0.5151283,0.44193578
aftermovie,0.42295864,0.4118641,0.0,0.53321534,0.47823334,0.60188645,0.60668236,0.036268227,0.44917414,0.84992313,0.55322975,0.8020079,0.6481759,0.4157762,0.0,0.57598233,0.6394083,0.6579499,0.44432533,0.5864453,0.5011767,0.65364444,0.46440154,0.59584343,0.21964684,0.6126142,0.740344,0.50987864,0.54634213,0.3981526,0.58811176,0.72545505,0.74470377,0.44278508,0.68845475,0.0,0.41434327,0.76976293,0.0,0.5300833,0.5491421,0.288685,0.36125574,0.8571857,0.27923504
ahiddenlifefilm,0.31140932,0.22255647,0.0,0.2658332,0.3698332,0.28606296,0.3461635,0.0,0.26308233,0.4161829,0.31873927,0.3313469,0.32987463,0.28059056,0.0,0.3922542,0.2843723,0.36975744,0.27023336,0.28690118,0.32050183,0.23006251,0.21807571,0.3531006,0.20024908,0.28873295,0.27518612,0.29186398,0.3394915,0.19155039,0.32693756,0.34926608,0.3666834,0.23205224,0.40510777,0.0,0.23619875,0.41424456,0.0,0.35328555,0.2955097,0.23641331,0.23283926,0.4345444,0.23204595
alitamovie,0.97500527,0.5717484,0.0,0.9714985,0.9711685,1.1800405,1.0569046,0.0055257026,0.6657169,1.3215004,0.8601526,1.1639371,0.8940084,0.6835252,0.0,0.96703315,0.69648224,0.9830109,0.5655394,0.6088306,0.7532773,0.8768313,0.559665,1.1169196,0.57857513,0.74391454,1.2910876,0.5039779,1.1162244,0.6694894,0.8692543,0.9389974,1.249949,0.65913624,1.441237,0.0,0.6272628,1.0339338,0.0,1.2177184,1.1300179,0.49769717,0.5822456,1.0327435,0.84928787
