movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,0.65037805,0.50305194,0.96144545,0.0,0.58796406,0.5097287,0.8434669,0.8061758,0.83321035,0.7136444,0.893134,0.5524674,1.196217,0.991433,0.6727821,1.0519513,0.55282223,0.60483086,0.80933094,1.2221422
47metersdown,0.9503538,0.8412194,1.011047,0.0,1.3536353,0.8479167,0.36041608,1.1025405,1.3606026,0.91121185,1.2258385,0.91129833,0.99162626,2.0078557,0.8767928,1.612232,0.83515745,0.35661727,0.9737538,1.2297364
abeautifuldaymovie,0.83430886,0.50219506,0.76314026,0.0,0.9012865,0.53751254,0.5968003,0.6563836,0.84988886,0.65079814,0.79879457,0.4811055,1.0596601,1.1293318,0.6604262,1.2042,0.68138754,0.5419721,0.7877842,1.0076792
abominablemovie,1.1641039,0.9188607,1.6719638,0.0,1.7371662,1.0636837,0.9747437,1.1898749,1.8911812,1.4099357,1.4924246,0.8987145,1.7804109,2.0534303,1.2022514,2.224939,1.1412567,0.93562937,1.7954199,1.9729412
adastramovie,0.62634856,0.5354666,0.786714,0.0,0.80653906,0.54186547,0.6077854,0.8162278,1.09192,0.7312889,1.0100601,0.46951994,0.9068566,1.1009505,0.7896396,1.3475344,0.64720297,0.5386884,0.72786814,1.1501621
adogsjourneymovie,1.3860867,0.94100094,1.8519161,0.0,1.2153131,1.2601999,1.071902,1.5795407,2.3001344,1.1608294,1.6572136,0.94918936,1.7886705,2.4328415,1.687935,2.5493968,1.0205863,1.6257924,1.5733385,2.1282084
aftermathmovie,0.42854482,0.4309387,0.72674686,0.0,0.53056216,0.33811742,0.37806097,0.6741924,0.8449525,0.5283237,0.6575413,0.39781526,0.74811834,0.8117307,0.5336282,0.9386551,0.6185157,0.3904636,0.6213625,0.8195455
aftermovie,0.5269454,0.52221173,0.9587026,0.0,0.5932522,0.66961575,0.4097427,0.58111537,1.1101308,0.6875855,0.7238832,0.44001764,0.7283095,1.071096,0.5574549,0.9766351,0.5160519,0.45738888,0.64422625,0.85763294
ahiddenlifefilm,0.3520939,0.27035,0.46844405,0.0,0.3941011,0.31970733,0.29441753,0.3571399,0.48178518,0.33924767,0.4286414,0.2663397,0.4566769,0.54740524,0.39619336,0.5930747,0.31188166,0.32411045,0.42101973,0.5147798
alitamovie,0.52515525,0.27621648,1.722482,0.0,1.06278,0.7772964,0.709607,1.2205927,1.5887272,1.0958652,1.4696134,0.5305052,1.5702163,1.4522185,1.225548,1.9168522,0.9136042,0.7641782,0.8450462,1.6940864
angelhasfallen,0.6431621,0.41768277,1.2812294,0.0,1.1924658,0.69678277,0.9783423,1.0531101,1.3724731,0.7521229,1.1224773,0.67033094,0.96783364,1.3787546,0.826635,1.4405704,0.7496937,0.54095376,0.99089056,0.9957696
angrybirdsmovie,1.7279316,1.1224496,2.2925453,0.0,1.2921131,1.3974078,1.3128829,1.8449203,2.5589478,1.4076891,2.367487,1.2945514,2.9050837,3.0260394,2.5317175,2.8198507,2.0126417,1.664522,2.104397,3.5114202
annabellemovie,1.2747298,0.9216229,2.0781295,0.0,1.3490163,0.9950459,0.9377241,1.4099315,1.8135823,1.124931,1.4808816,0.7851634,1.6547008,2.014066,1.3590193,2.1669438,0.99358743,1.2382816,1.6785944,1.8726739
annamovie,0.6963509,0.585999,0.77040076,0.0,0.5585081,0.53739613,0.35485572,0.6805247,0.85005474,0.51814735,0.91004276,0.53836024,0.9848585,1.115078,1.0302173,1.3188416,0.63480836,0.58988297,0.82270014,1.1479518
apollo11movie,0.40986815,0.44097647,0.67504305,0.0,0.47949618,0.54637164,0.3932281,0.5923082,0.7628292,0.42538196,0.69397515,0.31900737,0.7143836,0.7463644,0.71664804,0.9884521,0.5494544,0.46152562,0.67534524,0.8650591
arcticdogsmovie,0.5451787,0.73205435,0.8884226,0.0,0.81738716,0.6332642,0.62203175,0.7514773,0.9070482,0.6216221,0.8581374,0.67208254,0.7397804,1.0625758,0.5004673,1.0718029,0.7680522,0.4045818,0.76262975,0.84214664
arcticmovie,0.46095502,0.29009393,0.7866602,0.0,0.7071656,0.5786151,0.24748838,0.6176828,0.74779266,0.58001095,0.6825516,0.4494946,0.6604325,0.81434315,0.7385207,1.0028238,0.3848964,0.38801116,0.74715203,0.703608
artofracingmovie,0.8594093,0.56708896,0.8833484,0.0,0.68694085,0.55774254,0.605469,0.9778215,1.0118128,0.54291934,0.94001865,0.41520193,1.2192662,1.1842692,0.9315726,1.5576948,0.6782091,0.69132555,0.8895016,1.3448925
avengers,0.771486,0.46772286,0.83499813,0.0,0.7535313,0.45109636,0.84765375,0.65016335,0.95784396,0.5570676,0.74924636,0.4318726,1.0583392,0.96078414,0.83433264,1.1082493,0.54051644,0.5684591,0.8730561,1.2501956
beachbummovie,0.8311398,0.4740459,0.66507643,0.0,0.7901907,0.88268846,0.6537205,1.0370592,1.0758609,0.68333304,1.2197933,0.61698467,1.1109176,1.319051,0.8729683,1.3678871,0.7676477,0.54620576,1.0482786,1.146761
bernadettefilm,0.6414911,0.62702894,0.9437108,0.0,0.7846595,0.8517891,0.42027426,0.5744684,1.1399988,0.86471874,0.6735397,0.71160114,0.901677,1.1886394,0.7328906,1.005054,0.6506791,0.49960703,1.1606896,1.1343766
blackandbluemovie,1.8491539,0.71189517,1.7535895,0.0,1.4446733,0.9651996,1.1363844,1.3146956,1.9865829,1.4389354,1.561053,1.3430715,2.4525285,2.2106292,1.6315173,2.6877456,1.3195069,1.2491596,1.7424124,2.3979287
blackchristmas,0.8151994,0.44942462,0.8800912,0.0,0.7081331,0.78066957,0.6896234,0.63836575,1.0705527,0.5969233,1.1352785,0.6244912,1.0980273,1.0028508,0.74790514,1.4074174,0.4458313,0.5786032,0.87792903,1.0062487
blindedbythelightmovie,0.493323,0.43899626,0.6700598,0.0,0.6287189,0.36337906,0.48307428,0.5274846,0.4926635,0.34948808,0.58632225,0.48368025,0.6168667,0.74290067,0.45055452,0.7256997,0.5859026,0.4460727,0.5348243,0.536893
bombshellmovie,0.9778052,0.7409507,1.4771076,0.0,1.2061665,0.8453165,0.68807954,1.0327975,1.7049649,1.0681729,1.1733541,0.97756785,1.1695167,1.5842183,0.90942675,1.6374302,0.6479262,0.92662996,0.9512238,1.3074069
booksmart,6.536797,3.2597387,8.295975,0.0,7.756564,4.1594806,3.149121,4.410621,8.782498,5.98062,4.473724,2.9253922,5.9337664,9.64783,8.1850195,9.63911,3.491191,3.8790295,4.714437,9.459635
breakthroughmovie,1.8501533,1.4391493,2.4206157,0.0,1.5922401,1.4414896,1.2293272,1.3998983,2.7982733,1.885594,2.1973588,1.3490252,2.298603,2.8673885,1.6775764,3.2436461,1.3623598,1.298083,1.6017774,2.6238453
brianbanksmovie,0.8151325,0.70068604,0.94702417,0.0,0.8510896,0.9094499,0.6048275,0.70092297,1.3607215,0.86330175,1.0353998,0.5707765,1.2221481,1.2132561,1.0487881,1.6795427,0.55889255,0.85296977,0.9098811,1.31701
brightburnmovie,1.1411083,0.5672597,1.1462053,0.0,1.0281291,0.7191358,0.67990357,0.7823667,1.3130623,0.97908384,0.9063241,0.77079564,1.5134012,1.404494,1.085879,1.7910862,0.7933221,0.8363483,1.1461021,1.4630562
brittanyrunsmov,0.42479464,0.38264441,0.7819446,0.0,0.5903766,0.26188523,0.5064739,0.548505,0.84605896,0.59522694,0.81347096,0.55739826,0.6956684,0.8446752,0.5541077,0.83575296,0.8612228,0.30600297,0.6672369,0.81336236
captainmarvelofficial,0.8234208,0.71305984,1.0933324,0.0,1.0378195,0.70134956,0.98598635,0.761627,1.3761227,0.8549284,1.0518638,0.39005867,1.1611081,1.2539136,1.0537313,1.5732675,0.86538446,0.8565381,1.0447289,1.5287962
