movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
21bridgesmovie,0.16230132,0.56353086,0.65578204,0.7291645,0.62788534,0.38510278,0.71508986,0.5102185,0.577704,0.6473358,0.8093321,0.37402043,0.5091025,0.0,0.7060268,0.5763705,0.71405435,0.0,0.38605607,0.7702206,0.0,0.0,0.5985131,0.0,0.5673712,0.5544033,1.1686304,0.5812957,0.0,0.0,0.55282354,0.38644296,0.7140111,0.8679939,0.33253545,0.70402354,0.42544052,0.46978354,0.0,0.49033213,0.6922518,0.0,0.80189985,0.547422,0.44869375,1.0379041,0.46916232,0.0,0.60277385,0.0
47metersdown,0.0,0.7173612,1.2247907,1.0830868,1.0656693,0.6128514,0.91600525,0.7593227,0.5207917,0.4716538,1.3494331,0.5894364,0.9599533,0.0,0.87851274,0.4765171,0.66544735,0.0,0.51076555,0.7441076,0.0,0.0,1.1993138,0.0,0.7422468,1.137692,1.3892721,0.331834,0.0,0.0,0.39153197,0.84302044,0.83986735,0.83416593,0.7553003,0.89004004,0.9415456,0.41610748,0.0,0.73391306,0.79340893,0.0,0.6261117,1.229676,0.9359474,1.3488516,0.6419722,0.0,1.04901,0.0
abeautifuldaymovie,0.023055714,0.4741115,0.6227898,0.80274785,0.6204159,0.32234293,0.9216001,0.4738539,0.46296135,0.78131,0.7360206,0.2660821,0.3538608,0.0,0.4562561,0.5113455,0.68152446,0.0,0.40221334,0.54393333,0.0,0.05331046,0.5257164,0.0,0.52738327,0.78247184,1.0332487,0.4993425,0.0,0.0,0.20045799,0.6507489,0.4850571,0.54467994,0.34765553,0.5594765,0.3666377,0.3975648,0.0,0.6676831,0.48657417,0.0,0.72648394,0.6021744,0.69032884,0.7530011,0.61974776,0.0,0.48662728,0.0
abominablemovie,0.17839465,0.85839033,1.4869562,1.3940609,1.1541932,0.5891131,1.5539827,0.30930638,0.7610303,1.3898203,1.144181,0.75589913,1.0040535,0.0,0.9809737,0.77113366,1.3901787,0.0,0.43286544,1.0801054,0.0,0.0,1.068181,0.0,1.3810048,1.2926064,1.8078502,0.9295649,0.0,0.0,0.9225088,1.2615047,1.262931,1.3358849,0.5975894,0.6649598,0.57421607,0.5821873,0.0,1.0054829,1.2668839,0.0,1.0390493,1.1758702,1.2494199,1.3774726,0.8933763,0.0,1.1039797,0.0
adastramovie,0.12423766,0.5477284,0.99010944,0.7220089,0.7711647,0.696101,0.65314937,0.41962186,0.65610707,0.6020577,0.8741128,0.6313305,0.58474034,0.0,0.78205913,0.325712,0.5484104,0.0,0.35437578,1.0591851,0.0,0.0,0.73060024,0.0,0.6923633,0.6211612,1.0823456,0.5132961,0.0,0.0,0.3455029,0.6360221,0.61664116,0.6952076,0.54792327,0.5610001,0.9164124,0.28573373,0.0,0.69434464,0.5863416,0.0,0.53787595,0.7109924,0.5793283,1.0547575,0.5838831,0.0,0.87505746,0.0
adogsjourneymovie,0.5672809,0.7669978,2.2298717,1.3727039,0.660626,0.7796037,2.169458,0.978536,1.257283,1.5383502,1.4793577,0.9622754,1.3808017,0.0,1.3604716,0.86483854,1.728938,0.0,1.311629,1.1404852,0.0,0.0,1.2013532,0.0,1.6767023,1.6084402,2.2051873,0.5258548,0.0,0.0,0.87577003,1.5302676,0.7661886,1.6195093,0.61647016,1.1638964,1.1318697,0.42460257,0.0,1.5096952,1.3589103,0.0,1.4526907,1.7096097,1.2544578,1.9534596,1.1500052,0.0,1.6612734,0.0
aftermathmovie,0.102685325,0.54464245,0.82820284,0.4983827,0.39191467,0.2753273,0.74753,0.3810649,0.39898595,0.4770278,0.6522204,0.43231648,0.52435684,0.0,0.52062494,0.3121371,0.46499935,0.0,0.28761172,0.6094252,0.0,0.0,0.5600921,0.0,0.60653156,0.68992746,0.76585656,0.41957858,0.0,0.0,0.36239448,0.51232135,0.5934995,0.5468877,0.34107962,0.46711683,0.49311247,0.3166816,0.0,0.5465746,0.54746747,0.0,0.48402727,0.5631951,0.41075903,0.6166688,0.42574495,0.0,0.6446508,0.0
aftermovie,0.1865241,0.41313344,0.69844157,0.7515932,0.62418777,0.3921558,0.6074838,0.3909697,0.6444323,0.7785969,0.6984101,0.29699028,0.46631712,0.0,0.54135674,0.5416892,0.5562624,0.0,0.32873535,0.6679305,0.0,0.0,0.43945158,0.0,0.44391108,0.6316952,0.8965152,0.5137247,0.0,0.0,0.23822922,0.4369563,0.69221795,0.65391517,0.51419586,0.541842,0.4060614,0.22795886,0.0,0.5490048,0.3416506,0.0,0.49626988,0.6538781,0.5032638,0.64315397,0.6372737,0.0,0.52473074,0.0
ahiddenlifefilm,0.090234175,0.30415615,0.44179893,0.37336543,0.30376348,0.18807393,0.40768725,0.23687717,0.29717064,0.33851582,0.3693291,0.2540163,0.29127687,0.0,0.321693,0.2713959,0.34791428,0.0,0.20829964,0.38472822,0.0,0.0,0.3065287,0.0,0.33301646,0.35246423,0.513051,0.25075096,0.0,0.0,0.26174805,0.29512402,0.3298076,0.37633437,0.2383512,0.29324514,0.27685237,0.1787892,0.0,0.319401,0.31821507,0.0,0.29527137,0.34505802,0.28868,0.4252074,0.28977627,0.0,0.35793602,0.0
alitamovie,0.19077516,0.49501055,1.0002576,1.0106617,0.80649155,0.41567641,0.79459137,0.6669791,0.6824886,0.90729296,0.82085854,0.3171629,0.7782011,0.0,0.90260094,0.54977,0.6696182,0.0,0.55380034,0.85412717,0.0,0.0,0.65262806,0.0,0.4229731,0.60134745,1.3666792,0.70915526,0.0,0.0,0.4417804,0.7164293,0.7093405,0.75579363,0.67834324,0.7694747,0.8674678,0.21163747,0.0,0.814795,0.70862114,0.0,0.3807891,0.57698774,0.6044875,1.311172,0.53226346,0.0,0.6660613,0.0
