movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,0.47197697,0.39997876,0.74626267,1.2174188,0.4725947,1.2044384,1.445537,0.7443111,0.9005681,0.8216665,1.1068628,0.0,1.2060813,0.7978305,0.8785168
47metersdown,0.63104486,1.0975342,0.55934066,1.5797223,0.7912408,1.4819971,1.309559,0.38894832,0.82760406,0.76798624,0.89421624,0.0,1.2988217,0.89987755,0.9860071
abeautifuldaymovie,0.33749536,0.5846621,0.79185665,1.0707875,0.5963347,1.0077932,1.3162367,0.6965206,0.8462373,0.8449572,0.9372277,0.0,1.108922,0.542416,0.8254403
abominablemovie,0.8682007,0.8971694,1.0082155,2.484482,1.3497925,2.2333884,2.616317,1.2150936,1.520635,1.7539694,1.8380986,0.0,1.9565638,1.048862,1.6510141
adastramovie,0.4721298,0.4540912,0.5943382,1.2603362,0.47429097,1.1778946,1.2980995,0.69314754,1.0528042,0.9301862,1.0383981,0.0,1.0717483,0.68188596,0.67188716
adogsjourneymovie,1.0868101,1.6071259,1.2290422,2.4297302,0.9019052,3.0656583,2.8938727,2.0814397,1.9592897,1.3422178,1.8395116,0.0,2.6768036,1.6806679,2.0567262
aftermathmovie,0.46854994,0.4716562,0.5722272,0.81017774,0.60083055,1.0014676,1.1919463,0.44075906,0.7656917,0.8424612,0.80072683,0.0,0.8870901,0.68820584,0.7767005
aftermovie,0.46784464,0.83166945,0.62024343,1.1299205,0.29619855,1.1246148,1.0388321,0.4820354,0.88341576,0.9185366,0.87129056,0.0,0.81884193,0.80519325,0.6908729
ahiddenlifefilm,0.33475798,0.312298,0.33294046,0.6046471,0.31025743,0.600219,0.6555897,0.41056126,0.49961996,0.47291297,0.47817892,0.0,0.55466455,0.43126148,0.46352857
alitamovie,0.36376658,1.0377545,0.8110448,1.665226,0.49557805,1.4852493,1.7937703,0.64000386,1.1537036,1.5104796,1.8545386,0.0,1.4027057,0.8619324,0.9049978
angelhasfallen,0.49078903,0.52458715,0.81431586,1.6557317,0.8227738,1.4280684,1.5461019,0.6949421,1.1701553,0.9418918,1.137474,0.0,1.5188719,0.9819907,0.93784034
angrybirdsmovie,1.3178318,1.5193862,1.6541651,3.436918,1.237731,3.1063387,3.6110523,1.5757767,1.6763988,1.9728096,3.118827,0.0,2.6534827,2.5030282,2.1346698
annabellemovie,0.76617056,1.0471814,1.2878032,2.1866117,0.8674871,1.750994,2.2806447,1.3704238,1.5182331,1.4718219,1.7052032,0.0,1.8277715,1.2348242,1.4480175
annamovie,0.5326334,0.6357174,0.66487217,1.2832795,0.5218924,1.4026033,1.3210908,0.98887455,0.92855394,0.8235015,0.84192026,0.0,1.1912566,0.98828757,1.0492536
apollo11movie,0.41283986,0.33478916,0.61628574,0.82130927,0.31755334,0.97908753,0.9071696,0.6897584,0.5236168,0.53017056,0.6574993,0.0,0.8767721,0.56653076,0.5925487
arcticdogsmovie,0.5165051,0.76258343,0.69559807,1.1261679,0.35564542,1.2332318,1.2093078,0.5708453,0.7627026,0.77979344,0.9306239,0.0,0.9804944,0.8307256,0.85056996
arcticmovie,0.59010696,0.501138,0.5618373,0.8594912,0.60960925,0.9978529,1.2037232,0.59444916,0.87664807,0.8785682,0.7390202,0.0,0.97699803,0.57820034,0.8401738
artofracingmovie,0.38983053,0.5085048,0.7011304,1.3833889,0.66102433,1.473482,1.6039186,0.7081298,0.8781902,0.81400937,1.2512397,0.0,1.3099779,0.76527804,0.8783659
avengers,0.42825535,0.5568302,0.6004291,1.0623713,0.17856258,1.1172646,0.87898886,0.49496377,0.69686806,0.70895714,0.91491246,0.0,0.8526439,0.6366116,0.70030904
beachbummovie,0.71069753,0.56598544,0.7984811,1.3050933,0.5658733,1.4458034,1.4140286,0.9737344,1.0699216,1.0754026,0.95808035,0.0,1.3637047,0.90762216,0.7009256
bernadettefilm,0.7360741,0.7274994,0.768517,1.2863872,0.87947714,1.3232322,1.3603472,0.6697546,0.99749243,1.1590738,0.6394432,0.0,1.1995182,0.8118575,1.1261697
blackandbluemovie,1.0309806,1.0914049,1.661196,2.0499232,1.1295029,2.4895964,2.8929415,1.6541355,1.9037969,1.6472443,1.8106385,0.0,2.5181334,1.2568048,1.8554243
blackchristmas,0.79533094,0.6700966,0.4537393,1.197162,0.6240212,1.1360261,1.4188851,0.70965415,0.90544134,0.86740214,0.96348304,0.0,1.1994735,0.7954089,0.8854107
blindedbythelightmovie,0.47079766,0.4456265,0.42391932,0.8216467,0.48321941,0.88131523,0.8695961,0.6468155,0.7200474,0.67223394,0.718231,0.0,0.73107535,0.7098011,0.71980643
bombshellmovie,0.5576886,0.91859806,0.92025656,1.6718266,0.53893256,1.5235547,1.8428576,1.1986395,1.4622457,1.0280676,1.7465395,0.0,1.3757155,1.0210011,1.0453254
booksmart,2.4238229,4.208643,4.346374,9.621509,5.6552715,11.802899,11.57378,4.758148,6.598287,5.500811,6.198232,0.0,8.8028,4.086727,6.7964725
breakthroughmovie,0.8212569,1.1330503,1.0749722,2.262229,1.046013,3.0926442,2.2900336,1.5679342,2.064534,1.468287,2.0912309,0.0,2.548137,1.4789878,1.9460695
brianbanksmovie,0.61195594,0.87576044,0.64947945,1.2630367,0.53049415,1.4167404,1.4080889,1.0444689,1.3680447,1.1310103,0.9405523,0.0,1.3644537,1.152197,0.89705616
brightburnmovie,0.5386257,0.63452935,1.0002657,1.3179893,0.67037344,1.3816487,1.5706885,0.943568,1.2162353,1.0307223,1.1640567,0.0,1.3620658,0.7906506,1.1178839
brittanyrunsmov,0.5243299,0.38426948,0.56777155,0.877836,0.3392435,0.8790183,1.0073142,0.6930421,0.8128758,0.67332333,0.6697182,0.0,0.6391812,0.6161529,0.5648548
captainmarvelofficial,0.42248937,0.65103906,0.5420781,1.2275375,0.10827167,1.5797523,1.175513,0.65860474,0.879837,0.80284876,1.2013314,0.0,0.96570814,0.8849534,1.062749
captivestatemovie,0.8709935,0.7997397,0.65820134,1.1188376,0.54321307,1.295941,1.6162992,0.68796325,1.1450814,1.1447109,1.1611959,0.0,1.2562834,0.9732511,1.1798139
catsmovie,0.97003967,1.4850799,2.0214024,1.8725066,1.4478018,2.1701965,2.967552,1.9574332,1.6498815,1.3943883,1.373563,0.0,2.0124302,1.7754235,2.151808
charliesangels,1.2768288,1.1838355,2.0191894,2.9313526,1.2217369,2.4196935,3.0119007,2.1858585,2.213482,2.1437206,2.6461825,0.0,2.1966662,2.3581045,1.6244122
childsplaymovie,2.2553093,2.8192496,3.7596877,5.564722,2.3698652,5.3932548,5.560942,3.276204,4.312813,3.056303,3.0613816,0.0,3.4664116,3.822933,2.8885844
clarathefilm,2.2122626,2.593086,3.4329684,5.8027024,3.6493473,6.1425796,7.005605,3.7419405,4.0916977,3.0298312,3.641974,0.0,5.595694,3.0769308,4.468948
coldpursuitmovie,0.5806234,0.4512217,0.55164856,0.8763096,0.39180282,1.1011463,1.0954458,0.5764826,0.8812328,0.9603889,0.99764514,0.0,0.9415344,0.7864199,0.7672154
countdown,0.2574736,0.79897976,1.0663394,2.3413877,0.69916415,1.5710169,2.2437184,1.1612076,1.5065131,1.0865653,1.5390291,0.0,1.2488384,1.2005671,0.9131173
currentwarmovie,0.6184621,0.5515098,0.82045066,1.3282992,0.57461524,1.3184171,1.3338957,0.72327983,1.0261583,0.81715757,1.0592868,0.0,1.1058651,0.92643,0.9720424
darkwatersmovie,0.91032344,1.1180096,1.1623864,1.6322166,0.7185172,1.9160162,2.1968093,0.7767734,1.8003229,1.4067675,1.5523506,0.0,1.7465822,1.0511056,1.3326993
detectivepikachumovie,0.86193573,0.73958397,1.2052753,1.8838491,0.7120663,1.5362136,2.0316727,1.0388426,1.1460956,1.2519625,1.4266815,0.0,1.2891992,1.1826233,1.0709358
disneyaladdin,0.5229101,0.9505175,0.7399894,1.6289524,0.94900656,1.6458765,1.7885277,1.0819391,1.2287662,1.2500844,1.2747481,0.0,1.5470071,1.3959247,1.2817255
disneyfrozen,0.2570273,1.0249374,0.97678435,2.960312,1.5453962,2.8272054,2.8109503,0.78422606,1.7465781,1.8109562,2.4494562,0.0,2.1949213,1.156389,1.2264891
