movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,0.85828143,0.78924364,0.4581538,0.69891596,1.5234203,0.93453145,0.96085477,0.0,0.6157163,0.47996652,0.90925354,0.779933,0.8162297,0.6667458,0.0,0.5967485,0.77685624,1.3941473,0.7322954,0.9303084,0.60864586,0.0,0.755344,0.46953207,0.9771573
47metersdown,1.2528106,1.1813715,0.91436,0.92441106,2.379735,0.96501184,1.2069268,0.0,1.1676599,0.29798603,1.1056364,1.185403,0.87567836,1.3373222,0.0,0.38973755,0.7976094,1.7524382,1.0613998,1.1247098,0.4977833,0.0,1.3488083,0.77657026,1.3419404
abeautifuldaymovie,0.9049249,0.8698041,0.51202875,0.6030997,1.2775953,0.76194155,0.5696757,0.0,0.73174006,0.22530839,0.84722066,0.91545844,0.7440989,0.69844186,0.0,0.299157,0.78967845,1.3112698,0.6926292,0.8095599,0.61601317,0.0,0.63858885,0.49000868,0.90534216
abominablemovie,1.6204365,1.7462525,1.554435,1.0849396,3.2242124,1.7246491,0.96018934,0.0,1.6115919,0.72794664,1.2158501,1.3572887,1.6396905,1.3070207,0.0,0.8085712,0.8872235,2.0824182,0.9147363,0.9191605,1.0731506,0.0,2.0006247,1.1924486,1.1653991
adastramovie,0.8505624,0.86760366,0.49476787,0.5892589,1.4639949,1.0565478,1.0119429,0.0,0.7423219,0.47800994,0.910304,0.7643591,0.8595592,0.7740556,0.0,0.5748573,0.57133305,1.2268203,0.79844344,0.89314747,0.7271417,0.0,0.6451415,0.552881,0.95940155
adogsjourneymovie,1.3785332,1.7736171,1.3434787,1.4941213,2.784491,2.1402795,1.9685522,0.0,1.9637147,1.1423618,1.775644,1.9648805,1.2237048,1.4248288,0.0,0.7175157,1.618142,3.0304883,1.9224812,1.7160968,1.9896517,0.0,1.2032664,0.97866654,1.8661993
aftermathmovie,0.73723024,0.5649832,0.48590824,0.571382,1.2292361,0.6071272,0.631022,0.0,0.5943323,0.2834149,0.70639944,0.6261085,0.553563,0.610658,0.0,0.3523916,0.60474277,1.0721883,0.6509568,0.7143448,0.46577802,0.0,0.7173424,0.34841266,0.7245769
aftermovie,0.7838068,0.8751691,0.4537932,0.5522374,1.3690128,0.797261,0.8959285,0.0,0.6088384,0.29544613,0.8706809,0.7303679,0.89134985,0.6432432,0.0,0.56928104,0.36234418,1.3277935,0.89533836,0.72258395,0.73974484,0.0,0.614808,0.34634224,1.0439336
ahiddenlifefilm,0.41866344,0.4512105,0.30733463,0.34169778,0.72361785,0.5029644,0.43432197,0.0,0.4011502,0.24257025,0.46839017,0.41760868,0.38031453,0.40644592,0.0,0.2859651,0.35841474,0.6520506,0.393744,0.42497787,0.36347416,0.0,0.40794805,0.28703502,0.45955363
alitamovie,1.1218326,1.692284,0.6594634,0.7475842,2.060314,1.569827,1.3141247,0.0,1.4528902,0.61884546,1.0970093,1.083076,0.81847125,1.1288153,0.0,0.94364244,0.71175295,1.6141137,0.7905916,0.90979433,0.85110444,0.0,1.156141,0.38935363,1.2847362
angelhasfallen,1.1355212,1.4922942,0.9160683,0.99746865,1.8713789,1.5216334,1.2171772,0.0,1.4996587,0.54282564,1.1532322,0.9232328,0.8769524,1.2967377,0.0,0.5970165,1.1378214,1.8959284,1.1514511,1.430526,1.1632197,0.0,0.81445014,0.7514861,1.2611682
angrybirdsmovie,1.7116525,2.9085221,1.387393,1.3333732,3.3102956,2.780753,1.7498624,0.0,2.0532875,1.0665983,1.6094091,2.3459427,1.4921709,1.7127564,0.0,0.62639105,1.3694751,3.1344697,0.96682554,2.2858353,1.6827614,0.0,1.5909973,0.9001042,2.7244232
annabellemovie,1.6772231,1.4914572,1.1894891,1.0261343,2.7642922,1.7240796,1.8619666,0.0,1.3539829,1.154442,1.3655285,1.6136502,1.3312941,1.3732977,0.0,0.90972257,1.2851343,2.4309933,1.2026088,1.4070306,1.0947003,0.0,1.4339226,1.1821343,1.764148
annamovie,0.9416946,1.0730405,0.50895756,0.39893898,1.2227302,0.8202368,0.8365165,0.0,0.7233834,0.42539808,0.8962752,0.72163963,0.64480674,0.7546228,0.0,0.31425798,0.77879965,1.3555151,0.6523094,0.9454802,0.8008445,0.0,0.6404834,0.6340216,0.9724864
apollo11movie,0.49300545,0.7304131,0.3773757,0.46854818,1.0142694,0.90505517,0.700446,0.0,0.6423476,0.45969772,0.6078529,0.6640495,0.530055,0.5615718,0.0,0.43261063,0.49443853,0.92717177,0.67841977,0.52724206,0.50197995,0.0,0.60681075,0.6140994,0.40567696
arcticdogsmovie,0.7809757,1.0508187,0.76096004,0.4201143,1.4532285,0.70671535,0.91629446,0.0,0.7322333,0.50713265,0.60136926,0.760677,0.62483305,0.8638576,0.0,0.3062643,0.68466514,1.155682,0.6452813,0.66412926,0.2153896,0.0,0.7690276,0.52164984,0.83587766
arcticmovie,0.4930762,0.65933365,0.36206585,0.43674186,1.1156704,0.6207557,0.7840756,0.0,0.59600043,0.33576727,0.5232444,0.70708966,0.44652933,0.62612826,0.0,0.54462034,0.38407654,0.9323554,0.65732026,0.5161673,0.4673935,0.0,0.4700111,0.36164212,0.5879821
artofracingmovie,0.83758694,0.7582952,0.72358936,0.5446753,1.6822045,1.2043014,1.0316826,0.0,0.5721772,0.560974,0.7505735,0.75190234,0.8693713,0.69664145,0.0,0.49021602,0.65968186,1.1783161,0.8825237,0.88558316,0.65958816,0.0,0.8494496,0.46091497,1.3057091
avengers,0.6421566,0.9099058,0.53492254,0.6256149,1.4746033,0.8218453,0.9001858,0.0,0.71539456,0.6188359,0.6072781,0.68753374,0.6931467,0.7514982,0.0,0.72124153,0.8038441,1.1652818,0.63977873,0.8263676,0.67135614,0.0,0.8191781,0.50622714,0.9156395
beachbummovie,0.8823683,1.408833,0.3725701,0.71796787,1.7155893,1.3252875,1.0479555,0.0,1.0454946,0.7857651,0.88375777,0.8953037,0.8628839,1.06506,0.0,0.5101919,0.96814674,1.7255188,0.6995974,1.1497036,0.8880946,0.0,0.88014716,0.8602739,0.8309738
bernadettefilm,0.83979607,0.9122085,0.91373646,0.76997507,1.5769945,0.988559,0.76923275,0.0,0.8648447,0.43286565,0.6752982,0.96684766,0.9251534,0.8353247,0.0,0.48796532,0.7173086,1.1571758,0.49713355,0.8428503,0.6470578,0.0,0.8625174,0.70541066,0.884777
blackandbluemovie,1.6288891,2.149487,1.2297077,1.4319904,2.8153021,2.1086662,1.3297725,0.0,1.8455364,1.055863,1.4034102,1.530408,1.5576555,1.4927707,0.0,0.70531064,1.5790584,2.7841117,0.8462752,1.6868542,1.5527322,0.0,1.3115917,0.67663836,1.9319937
blackchristmas,0.765022,1.1780293,0.5599664,0.7138051,1.541281,1.0662802,0.8256533,0.0,0.8281569,0.60432893,0.77942604,0.636508,0.91796875,0.7900404,0.0,0.70315355,0.6778694,1.25566,0.82206947,0.79947984,0.82041234,0.0,0.7293671,0.57001567,0.85550624
blindedbythelightmovie,0.654635,0.57784843,0.42242947,0.62491065,1.0866473,0.6131984,0.6686746,0.0,0.57965755,0.09156442,0.7782071,0.68747616,0.5508679,0.6861992,0.0,0.42311135,0.49123535,1.0523921,0.76181513,0.73944116,0.46713147,0.0,0.72111934,0.48460668,0.70675164
bombshellmovie,1.0126671,1.0856253,0.609763,0.6122211,1.7170311,1.1212158,1.0361537,0.0,0.5732676,0.7259834,0.91920376,1.1764975,0.90272254,0.96369666,0.0,0.7161005,0.7227894,1.6392523,0.5660677,0.9259487,0.8221204,0.0,0.8916761,0.58438164,1.254107
booksmart,7.936965,7.091644,6.130661,6.3442364,14.049828,7.5301495,4.741808,0.0,6.393048,3.3163695,5.092807,8.688579,7.0135536,6.06357,0.0,5.2285,7.0017943,9.910221,3.6674292,6.398313,4.32522,0.0,7.7466383,5.1783695,7.395414
