movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,0.9707874,0.9860793,0.68445235,0.86656874,0.76317734,0.0,0.0,1.2276881,0.59810764,1.0321447,0.5187386,0.6556242,0.7044517,0.73204654,1.4633832,1.0972279,0.9581495,0.0,0.8686045,0.78141356
47metersdown,1.473648,1.4388868,1.0299706,1.2156276,1.1000127,0.0,0.0,1.1928626,0.48374838,1.3837104,0.6188412,0.43236232,0.72241795,0.9918807,1.1994013,0.81182474,0.86649805,0.0,1.1323907,0.44716933
abeautifuldaymovie,1.2038388,1.1570936,0.69583786,0.7143791,0.8048299,0.0,0.0,1.1076242,0.5239729,0.7246073,0.61202526,0.6249997,0.68936455,0.7935986,1.3908097,0.97477216,0.89502805,0.0,0.7956353,0.99530697
abominablemovie,1.8255409,1.9393296,1.2469503,1.065548,1.2370667,0.0,0.0,1.0969694,0.33359417,1.3446741,0.91486883,1.1451668,0.8659158,1.1938822,1.5603472,1.1575482,1.7671738,0.0,1.8080752,1.2617394
adastramovie,0.8473691,0.97706807,0.7236755,0.6727754,0.68630314,0.0,0.0,0.61629874,0.24560747,0.9200344,0.7573538,0.7059825,0.5349993,0.68426657,1.1764635,0.96589833,0.78582686,0.0,0.7795145,0.59335667
adogsjourneymovie,3.1379936,2.7864716,2.0329769,1.7353766,1.7096658,0.0,0.0,2.2939506,0.6724789,2.272161,1.4857056,1.529522,1.2532046,2.0736024,3.5025973,1.7849915,2.7391527,0.0,1.8521127,1.3318906
aftermathmovie,0.7972958,0.8839971,0.6268701,0.56672645,0.6348473,0.0,0.0,0.9904799,0.49635658,0.7835541,0.69701946,0.61668146,0.69138026,0.73572886,1.066091,0.8465416,0.6964682,0.0,0.72079664,0.6244311
aftermovie,0.97513676,0.96581787,0.83136594,0.83392394,0.85315514,0.0,0.0,0.9862357,0.5479869,0.87704307,0.6437024,0.58292043,0.4575423,0.8203494,1.1424636,0.7846309,0.9823688,0.0,0.7493229,0.7913166
ahiddenlifefilm,0.53305745,0.6096264,0.37644994,0.4281176,0.41468823,0.0,0.0,0.5196707,0.27609992,0.44253132,0.3608289,0.3481765,0.30994356,0.39316216,0.66375667,0.47515264,0.47718233,0.0,0.3867988,0.3830032
alitamovie,1.3847489,1.643897,1.2671213,1.2635751,1.0929109,0.0,0.0,1.3306807,0.38916263,1.475318,1.0015522,0.6776022,0.8537504,1.2904336,1.5700401,1.5207665,0.90692854,0.0,0.79590994,1.1256917
angelhasfallen,1.3897306,1.6476116,0.96608484,1.1008276,1.1818442,0.0,0.0,1.6841973,0.86531806,1.0133154,0.9922085,0.9698011,1.0410485,1.0852722,1.8093528,1.0070463,1.3821476,0.0,0.6503094,1.2783934
angrybirdsmovie,2.5799065,3.5372312,1.4756223,1.1971276,1.8701516,0.0,0.0,2.8393836,1.4918755,1.5596219,1.947231,1.1411572,1.0259674,2.08945,3.7296565,2.2534254,2.5699925,0.0,2.2018397,1.4523735
annabellemovie,1.9144028,2.3543212,1.3520722,1.3817146,1.572468,0.0,0.0,1.586415,0.7426994,1.6178477,1.3404422,1.3231353,1.2002832,1.2672147,2.772948,1.7520224,1.5350924,0.0,1.4934679,0.98505783
