movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,1.4976422,1.4649074,1.4601916,1.2075329,0.83120894
47metersdown,1.9793315,1.4698628,1.6956234,1.4469273,0.49630302
abeautifuldaymovie,1.6566443,1.5813327,1.4880209,1.3568914,0.8357785
abominablemovie,2.8385813,2.4585276,2.4773872,2.210198,1.4422224
adastramovie,1.6448286,1.5489119,1.5181612,1.5127993,0.697021
adogsjourneymovie,3.8137507,3.3834453,2.7411923,2.0703294,1.3814787
aftermathmovie,1.1873013,1.2961285,1.3515693,1.0123748,0.70248544
aftermovie,1.4375484,1.5670067,1.4853069,1.323393,0.8964737
ahiddenlifefilm,0.7912965,0.7628471,0.7716706,0.7044878,0.48014653
alitamovie,2.0079672,1.8863672,2.0305889,1.5553473,0.81844234
angelhasfallen,1.9093041,1.6411747,1.6416252,1.400972,1.0591314
angrybirdsmovie,5.1552672,4.326942,4.0905867,2.7532673,2.5635214
annabellemovie,2.5752635,2.4041052,2.4485843,2.2839305,1.3160113
annamovie,1.4197308,1.3996202,1.5199994,1.3239176,0.7561975
apollo11movie,1.1878995,1.151757,1.1177781,1.0960982,0.57622015
arcticdogsmovie,1.3984998,1.2995259,1.3695686,1.0440408,0.7290919
arcticmovie,1.0528105,0.8856855,0.99392676,0.7014841,0.4183876
artofracingmovie,1.7065071,1.71138,1.7770965,1.7125821,0.94868183
avengers,1.3193268,1.4011674,1.3586215,1.2727664,0.5011991
beachbummovie,1.5150095,1.8576026,1.7144713,1.2373036,0.9040983
bernadettefilm,1.7757498,1.8468002,1.8473164,1.4532402,0.974103
blackandbluemovie,3.1467679,2.7929392,2.842772,2.1767056,1.4235914
blackchristmas,1.5087191,1.4448279,1.4581604,1.2145401,0.66468847
blindedbythelightmovie,1.253761,1.049358,1.2036366,1.0706999,0.58752275
bombshellmovie,2.0259268,1.4255942,1.639328,1.2817199,1.0084094
booksmart,13.901384,10.152212,14.23654,8.521012,2.4804964
breakthroughmovie,4.0486827,3.1122699,3.9409175,2.8862534,1.5350494
brianbanksmovie,2.2787385,1.6907837,1.995236,1.5512223,0.6049243
brightburnmovie,2.0427117,1.8394374,1.8363353,1.4185947,1.0765705
brittanyrunsmov,1.0614741,0.9701779,1.008652,0.7884642,0.6697284
captainmarvelofficial,1.7582392,1.7485914,1.8974472,1.4129126,0.3854894
captivestatemovie,1.7618742,1.4538995,1.5120634,1.208788,0.7448034
catsmovie,3.2898557,2.6935596,3.2692509,2.2141163,1.0060846
charliesangels,4.3037333,3.0201974,3.6335614,2.4733896,2.166498
childsplaymovie,6.8256044,4.4582124,5.097757,3.834779,1.7137725
clarathefilm,9.161242,6.240516,7.292598,5.185885,2.874943
coldpursuitmovie,1.3244585,1.0717416,1.244778,1.0293372,0.56654805
countdown,2.913718,2.1987247,2.4429579,2.2213545,1.1040509
