movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
21bridgesmovie,0.5596827,0.0,0.83010393,0.0,0.63851005,0.5305067,0.6359978,0.33747327,0.87577206,0.85553443,0.0,0.750848,0.96085024,0.0,0.0,0.33474043,0.9584728,1.1684525,0.6425991,0.0,1.0958922,0.07695814,0.61429816,0.7436292,0.52912253,0.80310816,0.85740644,0.72764695,0.3777589,0.8827736
47metersdown,0.8260497,0.0,0.5799595,0.0,0.9899283,0.4492509,1.0204881,0.53245896,0.84919804,1.0768286,0.0,1.0777193,1.2122163,0.0,0.0,0.84937364,0.92202777,1.0772024,0.87228596,0.0,1.3928914,0.056925472,1.2032549,0.9328164,0.36970943,0.51794934,0.7277826,0.9464284,0.48027065,1.5449145
abeautifuldaymovie,0.62675005,0.0,0.734776,0.0,0.844175,0.24781883,0.8679338,0.3185776,0.8060662,0.5087534,0.0,0.77347386,0.80366707,0.0,0.0,0.47325352,0.67433155,0.942139,0.7959143,0.0,0.8602884,0.0,0.6961991,0.6533409,0.5765193,0.710582,0.51140845,0.77032787,0.53989077,1.0799377
abominablemovie,0.6971374,0.0,1.1477102,0.0,1.295562,0.7942218,1.5566326,0.647325,1.3668054,0.98359394,0.0,1.3158712,1.3836665,0.0,0.0,0.80200833,1.2189666,1.4239175,1.2041509,0.0,1.2906284,0.02452584,1.0350406,1.2539463,0.7097614,1.2844543,0.89612275,1.1530792,0.6523608,1.9185798
adastramovie,0.59694993,0.0,0.63005286,0.0,0.7294464,0.30956292,0.6806126,0.48569423,0.83194125,0.67475545,0.0,0.8178412,0.89460933,0.0,0.0,0.22345456,0.5953285,0.9667634,0.5886741,0.0,0.8526765,0.0,0.78436065,0.56434673,0.72457945,0.4635841,0.5546582,0.6269956,0.7102735,0.97353274
adogsjourneymovie,1.349824,0.0,0.9497251,0.0,1.7020171,1.414423,1.3787578,0.7538757,2.3444889,1.474638,0.0,1.407943,2.008614,0.0,0.0,0.64581716,2.0852003,2.325382,1.5702133,0.0,2.419168,0.0,1.9126891,1.8393811,1.2933352,1.0293328,1.0820526,0.9887564,1.1716235,2.0602598
aftermathmovie,0.5953979,0.0,0.5754435,0.0,0.6378202,0.3862853,0.6751156,0.4142396,0.7701314,0.53595155,0.0,0.7131691,0.8510525,0.0,0.0,0.2980748,0.73878723,0.8807595,0.6600564,0.0,0.73711103,0.0,0.6481726,0.46598133,0.5483269,0.51555526,0.6077943,0.6415931,0.50893056,0.901124
aftermovie,0.5462668,0.0,0.57338554,0.0,0.67605126,0.6601021,0.53156424,0.4580689,0.8208475,0.73668814,0.0,0.6274655,0.8053421,0.0,0.0,0.39472654,0.96141267,1.0060623,0.41647667,0.0,0.9810902,0.023844393,0.7235491,0.45489174,0.51266253,0.5390771,0.73196733,0.7545211,0.6642966,0.8857189
ahiddenlifefilm,0.32399926,0.0,0.36929655,0.0,0.38293695,0.2950232,0.33703876,0.27544144,0.45354834,0.35060367,0.0,0.38607365,0.47771809,0.0,0.0,0.19538522,0.4200602,0.50120515,0.37148234,0.0,0.48809034,0.0,0.41472867,0.3429344,0.31526828,0.29640743,0.35834506,0.36898935,0.3199703,0.46689624
alitamovie,0.8282465,0.0,0.40862554,0.0,0.944618,0.3400531,0.96805024,0.52052665,0.68305516,0.77024746,0.0,0.9006368,1.192978,0.0,0.0,0.60454637,0.5867159,0.96384823,0.57279927,0.0,1.0512357,0.0,1.1050768,0.79302555,0.392734,0.50891453,0.45220098,0.5177187,0.64585435,0.6699023
angelhasfallen,0.80692476,0.0,0.98600745,0.0,1.1727452,0.6839357,0.73196733,0.56997967,1.0773269,0.8471149,0.0,1.1264749,1.0091386,0.0,0.0,0.32073173,1.1801158,1.4981551,0.42300037,0.0,1.1965697,0.0,1.1165136,0.80406624,0.7761244,0.6838978,0.6483559,1.1496867,0.79622555,1.0447733
angrybirdsmovie,1.8239202,0.0,1.5478507,0.0,2.2540593,1.4353393,1.7664335,0.8690657,2.5589435,1.4427733,0.0,2.5342493,2.7511573,0.0,0.0,1.7275612,2.7238863,3.1323364,2.2682526,0.0,2.2684386,0.0,2.4340806,1.273637,1.6586564,1.5975912,1.6577958,2.226093,1.9362564,2.5453389
annabellemovie,0.9359352,0.0,0.93844527,0.0,1.2106022,0.84732646,0.8497107,0.74800724,1.3597636,0.7847209,0.0,1.1980582,1.3649403,0.0,0.0,0.79142886,1.3919126,1.311301,1.3943689,0.0,1.1463873,0.10739575,1.1804627,0.7064154,0.6938413,0.83503807,0.7678596,0.9470239,1.0854075,1.1525354
annamovie,0.76507753,0.0,0.50816756,0.0,0.5388728,0.4300852,0.64504814,0.48421472,0.83307296,0.59499145,0.0,0.7468462,0.8773432,0.0,0.0,0.20472395,0.74314946,0.7834984,0.84204423,0.0,0.89217585,0.016744168,0.61070806,0.47423464,0.6900262,0.46639284,0.5149349,0.48004448,0.46846512,0.6622712
apollo11movie,0.30744138,0.0,0.45290142,0.0,0.5832966,0.4015089,0.49031693,0.37108856,0.70268816,0.49748522,0.0,0.6496261,0.7642716,0.0,0.0,0.37740776,0.5187396,0.7071693,0.48285744,0.0,0.7085306,0.0,0.5353524,0.612754,0.45343673,0.6003527,0.4505643,0.50205183,0.3725604,0.7684581
arcticdogsmovie,0.4558627,0.0,0.60329187,0.0,0.71408135,0.58023345,0.4232213,0.6071225,0.9182894,0.421861,0.0,0.95673794,0.86844516,0.0,0.0,0.56290466,0.84370667,0.8835652,0.6422616,0.0,0.79039234,0.0,1.0493668,0.6067049,0.645143,0.694647,0.68570054,0.7876221,0.8589442,0.86568165
arcticmovie,0.504873,0.0,0.3847752,0.0,0.5346732,0.27584347,0.5680231,0.44550455,0.63866836,0.52627283,0.0,0.5894956,0.6718738,0.0,0.0,0.4139515,0.5745122,0.5195291,0.45124823,0.0,0.65732867,0.009744912,0.67075986,0.4116512,0.33306623,0.35678965,0.30665338,0.6039276,0.55456376,0.6375401
artofracingmovie,0.72828096,0.0,0.84848607,0.0,0.8894751,0.5188434,0.49492592,0.5322872,1.0261616,0.48362073,0.0,0.8561969,0.98519194,0.031126566,0.0,0.2787952,0.64432555,1.1710192,0.54952437,0.0,0.9598394,0.0,0.88318,0.61102736,0.71542877,0.58840966,0.5961512,0.65461046,1.0158823,0.8045836
avengers,0.4922261,0.0,0.71145886,0.0,0.7149353,0.5026285,0.5634084,0.39084744,0.8532294,0.7212126,0.0,0.6490482,0.9688481,0.0,0.0,0.3517759,0.79003817,1.1233675,0.6495656,0.0,1.0096483,0.0,0.7950263,0.8030034,0.31322402,0.70104265,0.82775027,0.5899226,0.35042775,0.999073
beachbummovie,0.46775132,0.0,0.4575888,0.0,0.8324433,0.60240674,0.5327298,0.48442143,1.0310711,0.92572725,0.0,1.134782,1.2259139,0.0,0.0,0.58442175,0.83151823,0.9865024,0.8145587,0.0,1.0619218,0.0,0.82342166,1.166622,0.7183575,0.7048207,0.7743487,0.7442078,0.41441128,1.2891016
bernadettefilm,0.61008215,0.0,0.6280757,0.0,0.657381,0.5088913,0.91819334,0.55089355,1.0128454,0.7638037,0.0,0.7216469,0.9003898,0.0,0.0,0.44657493,0.6912123,0.8091104,0.82161057,0.0,0.8008365,0.0,0.9991402,0.5152921,0.62410605,0.6820737,0.507639,0.71633214,0.6170156,0.98004776
blackandbluemovie,0.71964145,0.0,1.1737101,0.0,1.6727314,0.6155421,1.5494807,0.40745032,1.4120383,0.998544,0.0,1.2452426,1.6424917,0.0,0.0,0.9045684,1.2157362,1.8682967,1.2855289,0.0,1.6374931,0.0,1.2956523,1.6487157,1.2337811,1.3842556,0.68984693,1.5499252,0.9955002,2.0444324
blackchristmas,0.69847065,0.0,0.6575862,0.0,0.8341006,0.659621,0.7149711,0.5500832,0.86957276,0.9653307,0.0,0.7507107,0.87350845,0.0,0.0,0.29105055,1.0145899,1.0729347,0.55295455,0.0,0.9683011,0.1650732,0.8392764,0.5670119,0.49634433,0.46953264,0.5087166,0.9090389,0.5208161,1.0221136
