movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,0.8082024,0.83253795,0.88356626,0.87823063,1.0684526,0.8211872,0.75047493,0.30863768,0.4432521,0.86168176,0.7209662,0.46440017,1.1190177,0.69808507,1.1695764,0.6274726,0.45330796,0.8190309,0.7785979,0.5389974,0.3339275,0.4380371,0.77240247,0.47973973,0.75007
47metersdown,0.61521196,1.4798249,1.0028746,0.9678566,1.0566245,1.3397571,0.92594516,0.4201302,0.6794931,0.7511016,0.7805903,0.35601136,1.2078564,0.53159755,1.0934132,0.9917,0.42828178,0.9775369,0.6606808,0.52601445,0.28982398,0.639094,1.1431625,0.56967807,0.8840316
abeautifuldaymovie,0.66217905,0.66536504,0.71743774,0.5181943,0.4256109,0.6165215,0.93034697,0.32324374,0.26753002,0.80058306,0.48990726,0.6494857,0.912662,0.49044636,0.6831086,0.4273176,0.46088406,0.74157286,0.9204052,0.19146124,0.1644164,0.3326554,0.61967903,0.37786,0.6780286
abominablemovie,1.4518906,1.3028657,1.2393006,1.0869778,1.718668,1.3484408,1.4716203,0.6879413,0.69438756,1.4104263,1.3188255,0.5577818,1.3699499,1.136793,1.4425364,0.98902506,0.7779297,1.4890099,1.4750762,0.7630586,0.53690463,0.9251106,1.4554418,0.79600185,0.88714427
adastramovie,0.7815297,0.84230053,0.649971,0.6251423,0.75403655,0.80834055,1.0703146,0.31862324,0.61613655,0.9096215,0.7890011,0.5285452,0.8435735,0.5101962,0.76264304,0.68230534,0.4511149,0.73602635,0.8075839,0.4255921,0.30788916,0.44479775,0.8589639,0.7212678,1.1578774
adogsjourneymovie,1.5955341,1.4286644,1.2096528,1.3787233,1.9168044,1.0082105,2.6319344,0.9433578,1.0943252,1.8769689,1.7838197,0.90692806,1.5858245,0.7058734,1.3185564,1.4144337,1.5437219,1.9090785,1.6603286,0.82992804,0.5967857,0.5549313,1.6305577,0.6513991,1.717176
aftermathmovie,0.54765105,0.7245654,0.5120348,0.5142058,0.7991237,0.35017624,0.9197639,0.3431657,0.34655142,0.68019265,0.48302528,0.47324952,0.76745117,0.37431476,0.6901229,0.52384174,0.59136635,0.6582606,0.84480107,0.39842364,0.36892986,0.35475382,0.525355,0.31963503,0.56671023
aftermovie,0.6532053,0.657011,0.5064155,0.77938217,0.6242131,0.5584364,0.57450306,0.34042308,0.394669,0.47078675,0.42759007,0.45617574,0.83957636,0.5170856,0.6291594,0.36066514,0.3843251,0.5413828,0.67949486,0.297577,0.27873552,0.40854993,0.71650434,0.39460787,0.8390438
ahiddenlifefilm,0.36570886,0.40785128,0.3324536,0.32425,0.43541837,0.35408732,0.4801246,0.20534489,0.25366747,0.38703948,0.30960503,0.2626018,0.46204534,0.2731466,0.43165192,0.33205417,0.24293533,0.4007922,0.43108824,0.23781781,0.21162939,0.22874838,0.36715946,0.26012284,0.40183222
alitamovie,0.75563616,1.5205808,0.939342,1.0919759,1.1125778,1.200393,1.2240062,0.3911457,0.41039824,0.6670181,1.0281154,0.49346572,1.2759451,0.5842296,0.9276239,0.9159758,0.713549,0.9546282,0.8308203,0.35551718,0.6039975,0.6891511,1.045813,0.27950114,1.0408756
