movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,1.3213596,0.0,1.7186409,1.9931927,1.7085145
47metersdown,1.1631706,0.0,2.132236,2.5887594,2.2348638
abeautifuldaymovie,1.321636,0.0,1.4781723,1.6106236,1.344485
abominablemovie,1.8596275,0.0,2.3676546,3.5044737,2.288918
adastramovie,1.4563843,0.0,1.4596637,1.8239768,1.570655
adogsjourneymovie,2.5666938,0.0,3.1483974,4.211097,3.4432557
aftermathmovie,1.2540656,0.0,1.1812762,1.4098046,1.271349
aftermovie,1.2159094,0.0,1.3752706,1.7579089,1.4688027
ahiddenlifefilm,0.7411316,0.0,0.7955186,0.9093825,0.87051827
alitamovie,1.4591751,0.12733103,1.9389206,1.9783156,1.4799479
angelhasfallen,1.7872684,0.0,2.3112307,2.2055495,1.683113
angrybirdsmovie,2.9575522,0.0,3.406136,4.571647,3.5332875
annabellemovie,2.0587666,0.0,2.295283,3.370907,2.663184
annamovie,1.4671078,0.0,1.6340259,1.6979471,1.5819634
apollo11movie,1.1492273,0.0,1.3095362,1.3744988,1.3428607
arcticdogsmovie,1.0542407,0.0,1.2054518,1.6438946,1.2797039
arcticmovie,1.0204815,0.0,1.2622848,1.317126,1.300556
artofracingmovie,1.5494757,0.0,1.7685982,2.2152996,1.8247924
avengers,1.1168454,0.0,1.2392238,1.5689118,1.3408183
beachbummovie,1.8358389,0.0,1.8904803,2.3013947,2.1771545
bernadettefilm,1.2908651,0.0,1.6783019,2.0012968,2.288318
blackandbluemovie,2.4748592,0.0,2.0836377,3.4907,3.270267
blackchristmas,1.2100835,0.0,1.5630194,1.6822975,1.5955055
blindedbythelightmovie,1.1150086,0.0,1.3683193,1.3116508,1.2724963
bombshellmovie,1.4633262,0.0,1.7112168,2.453393,1.920833
booksmart,8.275874,0.0,11.181395,16.430574,12.265567
breakthroughmovie,2.7708254,0.0,2.7780542,3.910066,3.6480753
brianbanksmovie,1.8554382,0.0,2.0949647,2.1892653,2.037018
brightburnmovie,1.8390046,0.0,1.6387128,2.2996185,2.103948
brittanyrunsmov,0.85463387,0.0,0.95891017,1.0703917,1.023546
captainmarvelofficial,1.4477994,0.0,1.6834457,1.9599681,1.5114603
captivestatemovie,1.1219875,0.0,1.5126791,2.1439645,1.6485131
catsmovie,2.3264077,0.0,3.7503705,2.5114803,3.3994565
charliesangels,2.7835386,0.0,3.3665788,4.6922126,4.1134753
childsplaymovie,3.814808,0.0,4.9583697,6.364847,6.7824526
clarathefilm,5.5170727,0.0,6.983309,8.561831,7.3407784
coldpursuitmovie,1.2668874,0.0,1.303243,1.4307084,1.2665057
countdown,1.8941518,0.0,2.3743322,3.314827,2.570906
currentwarmovie,1.8039548,0.0,1.4749817,1.9892617,1.559292
darkwatersmovie,1.6976434,0.0,2.7811596,2.9094758,2.970386
detectivepikachumovie,1.3465273,0.0,1.7523884,2.517843,2.0941424
disneyaladdin,1.8214567,0.0,2.2140157,2.487203,2.2986367
disneyfrozen,2.9193394,0.0,4.2974777,3.0928743,2.7212136
disneymaleficent,1.6658216,0.0,2.22783,2.0859923,1.6741589
doctorsleepmovie,1.4809357,0.0,1.8874242,1.7580302,1.5124625
dolemiteismyname,2.2199259,0.0,1.9983941,2.891939,2.85188
dontletgomovie,1.2195945,0.0,1.6318907,1.88926,1.8158957
doramovie,1.3876585,0.0,1.5034292,1.9495263,1.7805523
downtonabbey_official,2.199583,0.0,2.4630702,3.2863889,3.169431
dumbo,1.3739133,0.0,1.7325625,1.7174802,1.46267
escaperoom,1.6121469,0.0,1.5679306,2.1495817,1.9913095
everybodyknowsmovie,0.91557044,0.0,1.095072,1.3706176,1.3679417
fastandfuriousmovie,2.066086,0.0,2.6553092,3.6345608,3.029924
fightingwmyfam,2.084368,0.0,2.2481318,3.294251,2.5501544
fivefeetapartfilm,2.343801,0.0,3.1038532,5.3130593,3.3335595
fordvferrari,1.3143744,0.0,1.6353942,1.7581378,1.7064577
freaksthefilm,1.0462837,0.0,0.9768409,1.8513994,1.8975978
geminimanmovie,1.4205686,0.0,1.3741231,1.9984372,2.3154848
glassmovie,1.6617826,0.0,1.7573103,2.1990314,1.791308
gloriabellmovie,1.4287269,0.0,1.6083248,1.9076282,1.7653998
godzillamovie,0.9391313,0.0,1.3161026,1.6168679,1.5070021
goldfinchmovie,1.3035725,0.0,1.5980923,2.1868753,1.905788
goodboysmovie,1.6131392,0.0,1.9073322,2.5453353,2.053973
goodliarmovie,2.0972908,0.0,2.4784033,2.3946807,1.8771496
gretafilm,1.4531353,0.0,1.6931441,2.3475718,2.3850083
halathemovie,1.7532697,0.0,2.189662,3.4935186,2.935943
happydeathdaymovie,1.045524,0.0,1.2290595,0.9549569,1.0931178
harrietfilm,1.5261673,0.0,1.5392227,2.2446704,1.9982792
hellboymovie,1.3726597,0.0,1.9992023,1.805828,1.502385
hersmellmovie,2.7179036,0.0,3.832522,4.356424,4.13271
highlifemovie,1.2980969,0.0,1.3686405,1.6094856,1.4418777
highstrungmovie,12.085578,0.0,19.714312,19.369719,16.233767
honeyboymovie,2.5596936,0.0,2.5739408,3.575697,3.659274
hotelmumbaifilm,1.4820057,0.0,1.6825758,1.777821,1.415012
httydragon,3.151678,0.0,4.125397,4.6207314,4.726844
hustlemovie,1.7596976,0.0,1.9935268,2.627948,2.5574934
hustlersmovie,5.674708,0.0,8.257366,9.974742,10.607347
