movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34
21bridgesmovie,0.41044798,0.45116466,0.0,0.6403663,0.47672936,0.72452545,0.34660023,0.86917293,0.5730516,0.5055033,0.0,0.8039672,0.5716291,0.66239846,0.0,0.5631621,0.88034844,0.6493428,0.55340815,0.0,0.92956054,0.0,0.64434314,0.7659116,0.47696722,0.42220166,0.5454161,0.6331576,0.41062695,0.11563109,0.49344712,0.0,0.5405748,0.77896726,1.0525076
47metersdown,0.6053767,0.4307428,0.0,0.66717273,0.88415843,0.12930143,0.85154396,1.1361948,0.9385044,0.85025066,0.029554894,1.0816182,0.52333665,0.7156159,0.0,0.7307779,0.9374139,1.1918079,0.25213695,0.0,0.69652855,0.0,0.5198633,0.6593257,0.55903035,0.52411354,0.47669142,1.0455306,0.076478496,0.1439204,0.38873124,0.0,0.6988832,0.8364907,1.1106498
abeautifuldaymovie,0.53820765,0.4827415,0.0,0.6024913,0.50245297,0.41710764,0.4530175,0.9882074,0.6017967,0.6505493,0.0,0.9046133,0.50572866,0.4309793,0.0,0.54572517,0.7558021,0.6716956,0.37153038,0.0,0.7749585,0.0,0.677623,0.7598213,0.50926024,0.42087793,0.4694295,0.5575051,0.40176788,0.26134533,0.38287082,0.0,0.60941136,0.71023947,1.0667961
abominablemovie,0.7505379,1.069346,0.0,1.1262681,0.80437523,1.3631166,0.70665085,1.8581004,0.9554787,0.5941679,0.0,1.0696976,0.8316614,0.82203966,0.0,1.2475052,1.4923998,1.4451426,0.84789455,0.0,1.1786202,0.0,1.4532992,1.5754209,0.5352407,0.77691877,0.8163326,1.092084,0.8344272,0.4517493,0.8065289,0.0,0.8700642,1.4874845,1.4713249
adastramovie,0.4937515,0.44624728,0.0,0.49004674,0.5523541,0.692199,0.5484197,1.0631394,0.5635199,0.6478972,0.0,0.8146268,0.6327915,0.69584686,0.0,0.723551,0.7761427,0.9450732,0.35662106,0.0,0.6465292,0.0,0.6953763,0.5517823,0.45030862,0.431919,0.67076457,0.64125246,0.49618304,0.30557713,0.43093714,0.0,0.7087168,0.6998394,1.024193
adogsjourneymovie,0.7804782,1.056477,0.0,2.0812457,1.2431887,1.5257787,1.5367421,3.1156754,1.6316812,1.655262,0.0,1.9355164,0.84877485,1.3312848,0.0,1.9049206,2.350047,1.0043132,1.0116572,0.0,1.7377028,0.0,1.2579615,1.7068787,0.8507775,1.1303064,0.9225883,1.4317118,0.7896413,0.9417216,0.65577644,0.0,1.4604518,2.070059,2.1391683
aftermathmovie,0.28996104,0.664847,0.0,0.6272111,0.5314779,0.71315527,0.40418044,1.011682,0.47305015,0.4011147,0.0,0.4888157,0.47039008,0.45699978,0.0,0.6084926,0.7141903,0.5325287,0.5687928,0.0,0.59768724,0.0,0.7209627,0.7344579,0.29893458,0.4085265,0.49713606,0.5967331,0.41835758,0.30113497,0.43775913,0.0,0.57046497,0.6931191,0.8068361
aftermovie,0.33694056,0.63544774,0.0,0.7959371,0.47602364,0.6889913,0.38887236,1.0665705,0.64224976,0.6517991,0.0,0.76341647,0.6512318,0.4516949,0.0,0.6240704,0.8855444,0.801535,0.50378513,0.0,0.70283294,0.0,0.7135146,0.756891,0.4316681,0.40686575,0.21285519,0.6022349,0.29399905,0.39308122,0.50997066,0.0,0.6635873,0.842971,0.8783344
ahiddenlifefilm,0.23128924,0.3080583,0.0,0.34244588,0.31399688,0.3717885,0.25268903,0.49425864,0.27025497,0.2865671,0.0,0.37291506,0.26746866,0.28522235,0.0,0.3666078,0.42783588,0.3686647,0.2810967,0.0,0.3731228,0.0,0.38623303,0.386411,0.24551407,0.27419356,0.23905312,0.34405994,0.27365586,0.19491643,0.24501714,0.0,0.3359525,0.37361535,0.48795518
alitamovie,0.30790475,0.63152134,0.0,0.6884471,1.1065964,0.5371182,0.46886936,1.3197342,0.5519119,0.7975887,0.0,0.8900005,0.55775106,0.7283731,0.0,1.0294857,0.9569148,0.9354869,0.9449013,0.0,0.85651714,0.0,0.9635731,0.8945261,0.4138885,0.7496276,0.5717058,0.93123275,0.56186414,0.52294,0.47370654,0.0,0.6981858,0.7182878,0.981566
angelhasfallen,0.5280269,0.6020056,0.0,0.83236617,0.5474488,0.62083465,0.7469575,1.5389643,0.54058295,1.1753359,0.0,1.1476433,0.66881776,0.9674864,0.0,0.9329281,1.3988146,1.1276053,0.688153,0.0,1.0581831,0.0,0.99147743,0.8288596,0.57529706,0.77401435,0.4617669,0.7956484,0.8059268,0.51491064,0.7387306,0.0,0.61899847,0.74545276,1.6815348
angrybirdsmovie,1.2163436,1.3723334,0.0,2.0879145,0.5095822,1.6378269,1.0961486,3.000958,1.1348552,2.2591057,0.0013447627,1.9870548,1.0734524,0.8901794,0.0,1.6402066,2.2301514,1.9596205,1.158227,0.0,2.1939623,0.0,2.9716039,2.0798643,0.90052265,1.0196685,1.0893066,1.4589154,1.6482849,0.8170187,1.4573264,0.0,1.7442921,1.9681703,3.0639374
annabellemovie,0.6357813,1.1592973,0.0,0.9988254,1.2241334,1.7714108,0.9153745,1.63639,0.56573045,0.706997,0.0,0.8910026,0.4691947,0.75260955,0.0,1.4361173,1.2201859,1.3224142,0.7689761,0.0,0.8916096,0.0,1.2072842,1.2676555,0.72398645,0.85209566,0.815411,1.3026403,0.8361773,0.89072776,0.9757173,0.0,1.1587827,1.0982563,1.4590561
