movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44
21bridgesmovie,0.0,0.36963063,0.43306273,0.0,0.45299396,0.42261845,0.0,0.0,0.656121,0.61794,0.3532024,0.34972325,0.40811062,0.6768513,0.49394354,0.647059,0.301768,0.8028357,0.8941336,0.39790022,1.0430409,0.76334053,0.0,0.8064351,0.4790396,0.23311228,0.749007,0.0,0.0,0.7646005,0.7554438,0.0,0.4784494,0.6564745,0.07694602,0.45746917,0.4835739,0.5274991,0.6699961,0.9618688,0.29168606,0.25540072,0.58367103,0.46949294,0.6592706
47metersdown,0.0,0.55598056,0.87155044,0.0,0.45558012,0.5625033,0.0,0.0,0.88033646,0.67183214,0.46926767,0.5692121,0.55423856,0.93547535,0.49927327,0.5956113,0.5945441,0.5759072,0.9596018,0.517367,1.095825,1.2348903,0.0,1.0013539,0.8658735,0.88670355,1.04115,0.0,0.0,1.0061898,1.3204241,0.0,0.5665085,0.89489514,0.0,0.79577535,0.4017553,0.8492723,1.032883,0.9874482,0.25906593,0.3798737,0.8059994,0.34652752,0.537306
abeautifuldaymovie,0.0,0.22387432,0.35594997,0.0,0.35058436,0.46546793,0.0,0.0,0.5464545,0.7079068,0.4097135,0.4879295,0.2838232,0.69456494,0.40200967,0.54005635,0.5330873,0.14146067,0.78613824,0.40766796,0.9423597,0.76519126,0.0,0.74581146,0.32172063,0.29612356,0.79036343,0.0,0.0,0.78437805,0.93462706,0.0,0.3669755,0.83480686,0.0,0.41394863,0.6564912,0.697761,0.90264815,0.8663003,0.4763732,0.48597884,0.665417,0.49230307,0.63413167
abominablemovie,0.0,0.5472505,0.67578506,0.0,0.7573842,0.8634871,0.0,0.0,0.97408324,0.8364361,0.42510313,0.91712946,0.27224323,1.190661,1.0351644,1.4222649,1.079413,0.99475765,0.90704566,0.87672675,1.7044787,1.409312,0.0,1.3996384,1.4402878,0.49323434,1.104513,0.0,0.0,1.4225991,1.5420517,0.0,0.6343382,1.5249233,0.0,1.1199473,0.7251136,1.3063504,1.3160291,1.372007,0.838483,0.56441003,1.1043048,0.49524936,1.109821
adastramovie,0.0,0.3614354,0.6141665,0.0,0.40676448,0.41014147,0.0,0.0,0.61583054,0.82536554,0.40232557,0.64912647,0.4729471,0.5571424,0.37245393,0.47074354,0.45993125,0.5723466,0.73485714,0.3635124,0.8903681,0.8142959,0.0,0.68248135,0.4132132,0.48436326,0.5522209,0.0,0.0,0.81039333,1.0405881,0.0,0.42285115,0.92983985,0.0,0.62945396,0.7279961,0.63930506,0.64371145,0.71344674,0.42773306,0.19183177,0.6417468,0.44545132,0.65295094
adogsjourneymovie,0.0,0.59488165,0.896096,0.0,0.54383665,0.537618,0.0,0.0,1.4809192,1.6135523,0.38454598,0.97753584,0.6749696,1.3378938,0.850804,0.97055495,1.0493201,0.9539338,1.4938323,0.5462183,1.8127717,2.2646892,0.0,1.3828956,1.51112,1.3896745,0.9196832,0.0,0.0,1.3383337,1.2631449,0.0,0.86562634,2.1489594,0.0,1.7837539,1.2387533,1.6042999,1.7013365,1.3996423,0.568135,0.8614758,1.3681959,1.0582297,0.8052867
aftermathmovie,0.0,0.30966505,0.5294793,0.0,0.30741343,0.34815708,0.0,0.0,0.4264429,0.4939351,0.28732622,0.5333713,0.32087237,0.40526748,0.36087453,0.40189263,0.4122983,0.3988671,0.4557641,0.3441246,0.6629611,0.6308644,0.0,0.5945346,0.37463683,0.3748875,0.5038229,0.0,0.0,0.56003445,0.70077634,0.0,0.34953725,0.5130593,0.0,0.450648,0.29339328,0.5125362,0.5921102,0.54918295,0.24244773,0.20996366,0.48380643,0.27927452,0.56033957
aftermovie,0.0,0.37339896,0.6740452,0.0,0.3917276,0.30568877,0.0,0.0,0.67504287,0.60311013,0.2790457,0.36415255,0.46460643,0.7261343,0.5486294,0.44340667,0.49897453,0.5631524,0.8947571,0.46842694,1.0336629,0.8545531,0.0,0.56419426,0.50816554,0.32651493,0.7516029,0.0,0.0,0.60981196,0.94150245,0.0,0.39609542,0.80760497,0.0,0.65678054,0.586587,0.5499036,0.6975723,0.71671486,0.3359598,0.4221605,0.5291165,0.30903366,0.47028404
ahiddenlifefilm,0.0,0.20383969,0.24613856,0.0,0.20472759,0.18591914,0.0,0.0,0.28027567,0.34691438,0.20429635,0.28475046,0.20191899,0.34301382,0.22483733,0.27902326,0.2573941,0.2507306,0.35249892,0.22978616,0.45603532,0.38632944,0.0,0.34028497,0.2825673,0.24849533,0.3127656,0.0,0.0,0.39630264,0.47661412,0.0,0.19768554,0.37177795,0.0,0.32041755,0.2612074,0.32367164,0.3769608,0.39268053,0.21431896,0.18962747,0.2911529,0.24850515,0.3090094
alitamovie,0.0,0.40785733,0.45824373,0.0,0.114174895,0.47185415,0.0,0.0,0.68605477,0.6274496,0.43548328,0.29500824,0.59881836,0.6985216,0.38878897,0.24088186,0.33416346,0.55280364,0.7637065,0.5170298,0.88480544,0.6276366,0.0,0.56349564,0.41308385,0.42917463,0.86445975,0.0,0.0,0.6270715,0.7378024,0.0,0.37934458,0.67942137,0.050841518,0.6293868,0.5379905,0.68227,0.6683673,0.803804,0.30490386,0.32249275,0.5084347,0.3818787,0.6502022
angelhasfallen,0.0,0.5191264,0.7456509,0.0,0.60295993,0.3799061,0.0,0.0,0.758403,0.8709541,0.37814605,0.9716879,0.38373893,0.70291483,0.5289524,0.8105548,0.7505122,0.7478909,0.6785351,0.57712615,1.4104085,1.1386012,0.0,0.83348924,0.74963266,0.47413212,0.49525502,0.0,0.0,1.1124501,1.3909799,0.0,0.6314342,1.046376,0.0,0.7520088,0.564956,0.94636977,0.74373686,0.9277364,0.41106838,0.47192055,0.87156516,0.7026924,0.7430301
angrybirdsmovie,0.0,1.3989793,0.9082571,0.0,1.2123133,0.5815424,0.0,0.0,1.6529189,2.0300317,1.3208259,1.1802934,1.8807573,1.6689879,0.58609587,1.5103083,1.1015295,0.8523725,2.3013387,0.80378807,2.8071842,2.5131042,0.0,1.5466743,1.1909603,1.7251356,2.2423472,0.0,0.0,2.3709648,2.5387442,0.0,1.2690516,1.388483,0.39466122,1.6893474,0.83145714,2.0749803,2.345657,2.0908327,0.5441845,0.8135333,1.159197,1.0560554,1.1726526
annabellemovie,0.0,0.7238883,0.73134613,0.0,0.90176415,0.5452328,0.0,0.0,0.87980527,1.2834425,0.8024764,0.9417642,0.7572807,1.3841085,0.7173118,0.833718,0.9063997,0.76487505,1.165167,0.7113207,1.5274986,1.2271925,0.0,1.3705605,0.95145726,0.68064934,1.2158159,0.0,0.0,1.5724562,1.7398165,0.0,0.39972872,1.3904151,0.0,0.80066097,0.7503484,0.89645255,1.1823434,1.2645789,0.98522115,0.60664576,1.1439377,0.6598233,1.021923
annamovie,0.0,0.4173998,0.6475277,0.0,0.3942896,0.53212833,0.0,0.0,0.5460053,0.4895779,0.3247931,0.6256238,0.4368062,0.554674,0.46505085,0.48247895,0.53330547,0.3040303,0.7931843,0.56903774,0.9452952,0.71088296,0.0,0.61246234,0.5602558,0.36733297,0.5559639,0.0,0.0,0.77267903,0.80227697,0.0,0.3724439,0.5560083,0.0,0.5179236,0.4299203,0.7143637,0.6877865,0.73712283,0.3691238,0.31675005,0.51507014,0.36119428,0.55890244
apollo11movie,0.0,0.35510975,0.38918322,0.0,0.33413824,0.26352835,0.0,0.0,0.41371924,0.48204786,0.33008307,0.33599126,0.26813635,0.46965963,0.24243078,0.39883295,0.3385528,0.43897972,0.4869259,0.24566907,0.763132,0.5917994,0.0,0.4673803,0.41327122,0.32992467,0.5516875,0.0,0.0,0.5605331,0.7920358,0.0,0.26357526,0.5975818,0.0,0.41340563,0.2714614,0.35172653,0.46072966,0.7003577,0.28557456,0.35047224,0.43332446,0.4840943,0.5258031
arcticdogsmovie,0.0,0.25633675,0.44256058,0.0,0.16849074,0.51381445,0.0,0.0,0.4581378,0.5156517,0.28359926,0.34810644,0.40123028,0.72062624,0.36693776,0.39483726,0.52032346,0.4254333,0.6876515,0.31585485,0.7326489,0.7223495,0.0,0.707638,0.59093785,0.5360639,0.60381174,0.0,0.0,0.84137416,0.915975,0.0,0.3167967,0.6328476,0.0,0.61958295,0.34371248,0.5108569,0.5470335,0.6585365,0.28654373,0.27553353,0.28644443,0.34962013,0.42117146
arcticmovie,0.0,0.27477247,0.30690166,0.0,0.21347103,0.26872993,0.0,0.0,0.45536152,0.5097025,0.30561942,0.3215038,0.28033856,0.6373515,0.39742962,0.29174992,0.36711958,0.3419474,0.6109632,0.3147787,0.61861765,0.7587072,0.0,0.45176864,0.46961567,0.47881266,0.3884675,0.0,0.0,0.6103627,0.70123136,0.0,0.3712845,0.69726026,0.057370268,0.568436,0.40063274,0.62897086,0.5800998,0.6808216,0.2978741,0.36805612,0.4006769,0.44113874,0.4247218
artofracingmovie,0.0,0.37601495,0.5546974,0.0,0.28570107,0.36735877,0.0,0.0,0.5963386,0.8188918,0.41867453,0.7380459,0.4937146,0.502144,0.32797283,0.45671484,0.5295294,0.567743,0.83409816,0.41210055,0.8878446,0.87489134,0.0,0.60099304,0.4360704,0.5206924,0.7085571,0.0,0.0,0.79499954,1.0759912,0.0,0.34554526,0.6841855,0.0,0.64830065,0.6761931,0.7631753,0.89072514,0.62456083,0.6267141,0.12426351,0.5390778,0.49814382,0.66019595
avengers,0.0,0.32386813,0.47076395,0.0,0.2849724,0.43701866,0.0,0.0,0.7159287,0.710627,0.28180537,0.39014325,0.48647508,0.7072959,0.4509772,0.623404,0.31335708,0.75888216,0.95862687,0.56536806,1.0916699,0.6229115,0.0,0.7616812,0.6078129,0.31072548,0.60216165,0.0,0.0,0.89264786,0.81134963,0.0,0.47844005,0.5267473,0.06915562,0.4252407,0.4243546,0.7879744,0.7725812,1.0097996,0.14541805,0.2817176,0.491117,0.5137918,0.7380521
beachbummovie,0.0,0.62635374,0.54247713,0.0,0.53905946,0.38141787,0.0,0.0,0.4436042,1.0436418,0.5529278,0.7152784,0.5042007,0.8050337,0.44270355,0.65826184,0.6628331,0.66140884,0.62937534,0.51789737,1.088946,0.82084394,0.0,0.64277995,0.6071182,0.5579729,0.58291817,0.0,0.0,1.1651235,1.2880372,0.0,0.44479552,0.7303398,0.0,0.5320591,0.4327228,0.5532813,0.6044275,1.0013325,0.39845356,0.33429113,0.73687154,0.74869585,0.75642496
bernadettefilm,0.0,0.35896885,0.4148665,0.0,0.5531942,0.42528066,0.0,0.0,0.5691299,0.65203005,0.34163368,0.47310835,0.36516303,0.83541346,0.4215087,0.39439854,0.66976875,0.49088377,0.7791771,0.43781644,1.0128347,0.8674354,0.0,0.6532621,0.7056094,0.36755225,0.6419773,0.0,0.0,0.883344,1.0995249,0.0,0.40069547,0.95296496,0.0,0.567533,0.5828476,0.582131,0.5899198,0.7206655,0.4538057,0.36446702,0.6557237,0.46951327,0.5153413
blackandbluemovie,0.0,0.7615323,0.9231223,0.0,0.93913573,0.9930433,0.0,0.0,1.0488436,1.704005,1.0637528,1.1185092,1.0686244,1.1736528,1.1220949,1.2740493,1.165917,0.5824852,0.6928117,0.5282984,1.8218174,1.2330978,0.0,1.6555499,1.1509436,1.3559971,1.1793606,0.0,0.0,2.1109848,1.865692,0.0,0.97604847,1.2893908,0.0,0.91212463,0.8279868,1.2352381,1.6336426,1.7819089,0.6003685,0.501327,1.1158808,1.0806932,1.0885309
blackchristmas,0.0,0.27047127,0.49068087,0.0,0.35004553,0.32957393,0.0,0.0,0.5326945,0.8002136,0.5322403,0.805127,0.36680984,0.67648363,0.43854177,0.5483529,0.5944723,0.50287896,0.6806396,0.35916162,0.95143634,1.0286115,0.0,0.8620121,0.50244844,0.4592758,0.40408832,0.0,0.0,0.80606765,0.864192,0.0,0.45423403,0.93206185,0.0,0.8045315,0.5922021,0.5957114,0.7841056,0.7192703,0.52258456,0.25110483,0.762126,0.4997244,0.52477145
blindedbythelightmovie,0.0,0.3462433,0.18947563,0.0,0.2575312,0.20722508,0.0,0.0,0.30516922,0.44237277,0.22987518,0.33662733,0.40112022,0.50024354,0.29830545,0.28635982,0.34926063,0.44892782,0.4765924,0.28790185,0.60816926,0.59237516,0.0,0.42705363,0.3591281,0.29738033,0.37079298,0.0,0.0,0.4957725,0.68444586,0.0,0.13336083,0.38376024,0.0,0.50223327,0.373052,0.3502469,0.4516108,0.4302698,0.36206174,0.2233556,0.34843743,0.24398465,0.42412657
bombshellmovie,0.0,0.48187464,0.3587962,0.0,0.17162848,0.24907863,0.0,0.0,0.6709687,0.8066191,0.58202153,0.5346657,0.51719606,0.64966047,0.53091645,0.46964365,0.35128474,0.50949204,1.0995785,0.593399,0.9041267,1.1944175,0.0,0.7413796,0.6533984,0.5610666,0.6800748,0.0,0.0,1.0923243,0.9374603,0.0,0.46041575,0.7335364,0.24375464,0.83939016,0.57381177,1.1188679,0.98723376,1.0208546,0.24033275,0.2844,0.71413934,0.5896,0.8778081
booksmart,0.0,2.9188676,1.8507928,0.0,1.1093591,2.418359,0.0,0.0,3.478843,6.225985,2.0426257,3.2139363,3.1041799,4.2685714,2.238996,4.566406,3.3748844,3.0416899,6.343435,2.1905608,6.628563,7.7559423,0.0,3.7802293,4.2664742,1.9693673,4.667779,0.0,0.0,7.951923,7.6559315,0.0,2.876976,5.4341297,0.0,4.6996417,3.0197632,7.5500154,6.880646,4.938897,2.4369638,1.9210508,5.541485,1.2294649,4.817003
breakthroughmovie,0.0,0.6959598,0.9093305,0.0,0.78835446,0.6753985,0.0,0.0,1.3426611,1.9211972,1.070584,0.79895127,0.8804694,1.9506135,0.7368077,1.1598313,1.1791666,1.3067478,1.4915687,0.73764265,2.3374543,2.0110743,0.0,1.1970835,1.0486811,0.74871224,1.9065293,0.0,0.0,1.9369118,2.2437036,0.0,0.87703615,1.6652071,0.0,1.6045947,1.6068038,1.3098297,1.9228957,1.7800616,0.71135664,0.8704081,1.3881743,0.92992,0.8885888
brianbanksmovie,0.0,0.51134723,0.8628135,0.0,0.62379354,0.4269069,0.0,0.0,0.7724305,0.76161444,0.5581205,0.54801315,0.52200496,0.93076694,0.65401,0.45164627,0.37026396,0.63651127,0.6560968,0.33665448,0.9176843,0.9828543,0.0,0.7971895,0.8445348,0.65545595,0.63124466,0.0,0.0,0.907562,0.7812873,0.0,0.4996228,0.8423895,0.0,0.6459724,0.39663827,0.8916342,0.7512825,0.9271621,0.41806287,0.4525451,1.0254713,0.5245669,0.6355754
brightburnmovie,0.0,0.35280144,0.5877631,0.0,0.53160506,0.6536578,0.0,0.0,0.6563663,0.7649815,0.5388745,0.50903225,0.5170554,0.66848576,0.81646687,0.57076675,0.5687492,0.28602177,0.7437611,0.36124825,0.9445292,0.58012706,0.0,0.9721861,0.61385334,0.5905171,0.7506244,0.0,0.0,0.97435975,1.2031679,0.0,0.44698665,0.8842209,0.03634675,0.3651006,0.68708783,0.732344,0.8661289,1.137142,0.39833823,0.41755813,0.5419028,0.35660756,0.7349257
brittanyrunsmov,0.0,0.39084315,0.345112,0.0,0.27681547,0.11966552,0.0,0.0,0.40999252,0.63310087,0.28821194,0.46186137,0.31762823,0.52339363,0.33076742,0.40426195,0.38249525,0.4542767,0.41972452,0.41848993,0.6461032,0.74744946,0.07012047,0.5582635,0.45564315,0.5081354,0.3889908,0.0,0.0,0.67689407,0.48222086,0.0,0.29712087,0.44075328,0.0,0.40924633,0.22028184,0.4939865,0.668641,0.5409462,0.25953394,0.11290805,0.582025,0.34614074,0.33521283
