movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,0.6880528,0.96527296,1.2205782,0.85335296,0.9364459,0.69491404,0.47880274,0.82120854,0.6735301,0.6608989,0.4945501,0.5944002,0.78676623,0.60093874,0.83546054,0.68620336,1.0198444,0.8760474,0.59021205,0.6298821,1.1608777,0.9781627,1.2144701,1.1427974,0.6080355
47metersdown,0.55938464,0.71795154,1.8305546,1.0112209,0.7884929,0.9675055,0.86974657,0.93390316,0.8280021,1.2318509,0.7271202,0.82121205,1.4488477,0.6801508,1.105137,0.5406047,1.5927418,1.03059,0.5435871,0.9043167,1.3339001,1.0528209,1.6963191,1.3042141,1.1813074
abeautifuldaymovie,0.5795727,0.7747717,1.0559744,0.74718475,0.5315792,0.5984268,0.57968676,0.59071165,0.6261898,0.8291346,0.40954822,0.6703959,0.6981596,0.6341628,0.8219844,0.5460982,0.9429208,0.6755986,0.49001208,0.65436286,1.0781897,0.8987585,1.0964074,0.86961865,0.44635132
abominablemovie,0.7395768,1.3838059,1.5853044,1.2049723,0.4497962,0.8031765,0.90518594,0.73131675,1.3342415,1.1864507,0.628105,0.89801294,0.50668675,1.1530823,1.35302,0.7356173,1.4185792,0.8531312,0.5263626,0.7898741,1.3278872,1.2517668,1.5353789,1.2670107,0.5250772
adastramovie,0.7368008,0.74068296,0.94365424,0.72282183,0.7880382,0.62535733,0.4852803,0.6723029,0.74092484,0.50342715,0.37774783,0.5373802,0.8109049,0.80636704,0.82094735,0.5078558,0.8964217,0.63142407,0.45648998,0.58263594,1.0335214,0.8436125,1.0070043,0.926191,0.56067485
adogsjourneymovie,1.3016328,1.9152277,2.2862072,1.9774231,1.532607,1.3630719,1.3858283,0.8138888,1.1973559,1.5581412,0.9502401,1.4264643,1.9585671,1.488857,1.9318315,1.4064624,2.3566694,1.375333,1.234991,1.3942773,1.9918449,1.9606575,2.7936397,1.940231,0.83139354
aftermathmovie,0.5612464,0.5744638,0.7688302,0.58217937,0.6630572,0.4343714,0.3719487,0.5580459,0.51111394,0.64138013,0.36653298,0.44437736,0.54386896,0.41170198,0.6590585,0.43104324,0.54562324,0.62244123,0.33742607,0.44012773,0.7881972,0.746685,0.8408861,0.6957487,0.44225085
aftermovie,0.4556032,0.856374,1.0942969,0.76117206,0.74198,0.56388545,0.48107558,0.81090087,0.72699666,0.5168982,0.65130776,0.4445747,0.50580937,0.59452397,0.72448087,0.6609005,0.94238776,0.7354731,0.41066328,0.44351482,1.0055159,0.72277045,0.9001586,1.0512841,0.5962012
ahiddenlifefilm,0.3821891,0.45758104,0.546963,0.46782154,0.4349468,0.297031,0.3186268,0.3781857,0.3961983,0.43723497,0.27506614,0.3430286,0.37244758,0.37114465,0.47319055,0.33869964,0.46681288,0.41007894,0.27104604,0.33570552,0.5549432,0.48955172,0.5923152,0.5369767,0.27558672
alitamovie,0.90734875,1.0517911,1.3979203,1.4120151,1.0687724,0.6668112,0.85027325,1.1291426,0.9096005,0.97823936,0.75138885,0.5691554,0.8743798,0.79835856,1.1349964,0.759905,1.367189,0.77821004,0.8368406,0.61224365,1.2149268,1.1491158,1.3703842,1.1393051,0.84561807
angelhasfallen,0.6589019,1.2429724,1.6310484,0.8072117,0.77078277,0.70725435,0.5089232,0.87727857,1.1088734,1.0430515,0.55703366,0.96095854,0.6897258,0.95651126,1.1916237,0.61385345,1.2330786,0.6928947,0.8127087,0.6531115,1.3368356,0.86392075,1.1876619,1.4341182,0.61990285
angrybirdsmovie,1.1874266,2.5460808,3.355532,2.4424,1.8814503,1.1235582,1.7101986,1.9775434,2.2334738,2.8597798,1.6605097,1.6473762,1.0684417,1.407982,2.5250394,1.7864696,3.4279897,1.1751343,1.2752801,1.5862075,3.2364223,1.6710871,2.958841,3.2924492,1.0452923
annabellemovie,0.98582923,1.0810236,1.6624637,1.1290932,0.83537155,0.89776325,0.87998915,1.0808597,0.97765744,1.0974476,0.8919107,0.6115247,0.88257515,0.9042511,1.520647,0.8128643,1.4781994,1.0059161,0.5334636,0.7984998,1.5737343,1.0348846,1.7452846,1.6115593,0.57536197
annamovie,0.611915,0.68269163,1.0719235,0.6603256,0.5537488,0.4941048,0.4832347,0.591245,0.71274674,0.6590769,0.36699945,0.7399106,0.6167417,0.75211316,0.8759455,0.39742213,0.75751764,0.7402067,0.31313884,0.50055367,1.0475448,0.8236867,1.0270044,1.0732269,0.52817416
apollo11movie,0.5503581,0.6631085,0.8561809,0.64502263,0.80400425,0.3753426,0.4227569,0.7768779,0.6462171,0.5664919,0.37946463,0.4734156,0.49016276,0.5464923,0.6713018,0.4227426,0.65416855,0.65136117,0.30850065,0.3638221,0.9649822,0.7065961,0.70758253,0.7822263,0.5280057
arcticdogsmovie,0.36444798,0.52810794,1.1162513,0.7749776,0.52207917,0.5383441,0.5859946,0.51464415,0.60285556,0.7313508,0.4983623,0.3926357,0.71440095,0.5264138,0.7885652,0.506294,0.91977465,0.53098327,0.4610151,0.5435434,0.80603045,0.7542865,1.0521665,0.7443991,0.5180773
arcticmovie,0.54268694,0.629498,0.77057004,0.7368071,0.5511678,0.4560699,0.5508736,0.5008091,0.5789673,0.5965003,0.4003265,0.5158602,0.56094784,0.4972934,0.64705384,0.434604,0.67817676,0.6496759,0.25280654,0.54401374,0.7697358,0.7169024,0.90816474,0.74067616,0.43861976
artofracingmovie,0.9220575,0.8807053,1.0905539,0.91235286,1.0273706,0.70083094,0.6112567,0.847421,0.8977126,0.6389878,0.40723354,0.5509424,1.0254976,1.0630306,1.1164612,0.6857189,1.1871876,0.76347107,0.5729959,0.60090894,1.3220358,1.1381239,1.3039627,1.1935123,0.64261633
