movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39
21bridgesmovie,0.47641274,1.0129601,0.6523824,0.68703365,1.0363339,0.77368027,0.7014533,0.973328,0.51062346,0.0,0.0,0.0,0.0,0.55877125,0.56078076,0.4523436,0.75010985,0.60646665,0.8082883,0.5111519,0.7109551,0.42276827,0.37243834,0.5706976,0.0,0.2910969,0.61820555,0.41147724,0.76581496,0.82705927,0.26073265,0.675912,0.6440165,0.64241356,0.54374367,0.0,0.80671,0.79545397,1.0684661,0.734169
47metersdown,0.3087604,1.5450124,0.5454637,0.72738355,1.2632256,1.1773413,1.3166369,1.096337,0.890405,0.23406756,0.0,0.0,0.0,1.1528656,0.5641995,0.76036966,0.8054329,0.19528055,0.96357113,0.5077278,0.58414626,0.9723687,0.52546644,0.5536379,0.0,0.12201919,1.0095443,0.45982066,1.1031597,1.0357603,0.28357935,1.3317888,0.9096549,0.8218445,0.70754206,0.0,0.83322227,1.1203731,1.2498274,0.7745576
abeautifuldaymovie,0.33064377,0.96256036,0.6460116,0.53284734,0.8043456,0.8040316,0.8398586,0.6674864,0.25759688,0.0,0.0,0.0,0.0,0.59634084,0.43163717,0.44943392,0.4662943,0.36282325,0.9026449,0.26952234,0.74374044,0.54773223,0.263218,0.38859236,0.0,0.27495074,0.83437973,0.38580337,0.5737071,0.727745,0.4177425,0.7233604,0.5173867,0.5955805,0.28925008,0.0,0.5985379,0.9205494,0.84965533,0.4084285
abominablemovie,0.6160895,1.7671149,1.076371,1.4091499,1.4123955,1.3025354,1.6303486,1.3522078,0.6795991,0.0,0.0,0.0,0.0,1.2923248,0.60011077,1.1733593,0.8567092,1.0315068,1.9023175,0.7858711,1.4634991,1.0453634,0.81032026,0.5594412,0.0,0.4774537,1.3856982,1.0198547,1.2086567,1.324197,0.5556885,1.5775411,1.0685639,0.94301254,0.60653967,0.0,1.1480333,1.9746971,1.6526184,0.8513405
adastramovie,0.27756885,0.9754013,0.63583815,0.59031093,0.76664317,0.65730274,0.8620096,0.7168205,0.21504885,0.0,0.0,0.0,0.0,0.5646166,0.43544737,0.43411028,0.5953777,0.3320045,0.8736639,0.47334713,0.88339686,0.6725249,0.15121973,0.3914687,0.0,0.34263137,0.9460919,0.48322928,0.6288279,0.7332753,0.3559955,0.6807095,0.5981445,0.5190154,0.295202,0.0,0.6004787,0.9338614,0.87632453,0.4739148
adogsjourneymovie,0.71047264,2.7206998,1.0295128,1.5424783,2.1285174,2.0034804,2.4780319,1.3967863,0.9699921,0.0,0.0,0.0,0.0,1.9337823,0.8562416,1.1801965,0.7368434,0.65469253,2.02412,0.5018792,1.8524617,1.3351156,0.6054251,0.75822574,0.0,0.88688487,1.9417232,1.0398984,1.6199477,1.5907863,0.8329521,1.6231494,1.3675624,0.79465455,1.2571017,0.0,1.2824702,2.337247,1.8677013,1.0440993
aftermathmovie,0.3577411,0.77840793,0.49948704,0.582647,0.6555021,0.7284033,0.54806906,0.5678649,0.29328,0.0,0.0,0.0,0.0,0.56213164,0.43636245,0.5410832,0.45936823,0.37970918,0.608125,0.2477535,0.59009016,0.444596,0.34250832,0.4456225,0.0,0.28707686,0.66775525,0.3481846,0.52853715,0.54630643,0.22649638,0.69538784,0.5751841,0.56276107,0.3131209,0.0,0.38426906,0.6466275,0.7853549,0.3755913
aftermovie,0.31847376,0.8832248,0.40994415,0.7650161,0.85488236,0.7924398,0.7127244,0.7443526,0.37072694,0.0,0.0,0.0,0.0,0.67782766,0.514688,0.4420283,0.50210434,0.36222798,0.8466295,0.42409697,0.8477291,0.575765,0.35790977,0.39924622,0.0,0.32708773,0.902375,0.4421348,0.5179575,0.560954,0.23897812,0.7705538,0.7001371,0.53903323,0.35244673,0.0,0.5950981,0.86779624,0.9285317,0.5408986
ahiddenlifefilm,0.21640289,0.4640448,0.3159686,0.33724713,0.45204514,0.40404826,0.40317225,0.39537036,0.20832205,0.0,0.0,0.0,0.0,0.35100228,0.27126217,0.2827419,0.317699,0.2804899,0.44369,0.23224948,0.3940846,0.32028148,0.21900027,0.2594396,0.0,0.19733384,0.41415244,0.22058022,0.37047824,0.35994202,0.2048345,0.4051812,0.35810775,0.331805,0.24049032,0.0,0.32561517,0.4310738,0.46845016,0.31957752
alitamovie,0.8052912,1.1046739,0.7106402,0.665182,0.9589741,1.0909147,1.248709,1.0231433,0.81305,0.0,0.0,0.0,0.0,0.35537738,0.91045296,0.9074472,0.41108564,0.4856063,1.0120217,0.2108923,1.2138869,1.039061,0.6339468,1.010093,0.0,0.8585749,1.1968478,0.49940768,0.6486995,0.9060795,0.5323264,1.0240852,0.65119326,1.0254737,0.6094084,0.0,0.77257925,1.0571914,1.1223135,0.5087006
