movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,1.4259561,1.4103186,0.9878844,0.91903675,0.6472981,0.700743,1.0767885,0.781036,1.1062886,0.97029436,0.98192763,0.6319328,0.56858325,1.2514131,1.1901487
47metersdown,1.7481804,1.732897,1.1711022,1.0541928,1.3088142,0.50875753,0.93831134,0.40471202,1.5531594,0.48564348,1.4508245,0.850734,0.64257455,1.1296657,0.884553
abeautifuldaymovie,1.2059944,1.281771,1.0012099,0.78449965,0.5363675,0.67397195,0.8304069,0.7591624,1.0994897,0.9431881,0.7023458,0.46172822,0.4534446,1.3629532,1.1197903
abominablemovie,2.334451,2.2164526,1.8012555,1.3537741,1.6277133,0.74320716,1.5458058,0.7702097,2.2513943,1.5353799,1.3582443,0.9333914,0.58174723,2.6377683,1.6223978
adastramovie,1.3328738,1.3061686,0.8602292,0.9976851,0.97306657,0.64805883,1.0129932,0.6481715,1.2407329,0.67734814,1.2271932,0.70663536,0.61919165,1.2224019,1.0820718
adogsjourneymovie,2.6836233,2.7170773,1.615371,2.080535,1.5370889,0.9059982,2.1485748,1.0683506,1.7996429,1.4485049,2.9407177,1.1060321,0.8262133,1.7525287,2.2397666
aftermathmovie,0.9869185,1.1907871,0.8828268,0.71509266,0.72709495,0.6043438,0.76715827,0.4679029,0.98119414,0.6523206,0.8434822,0.52881783,0.3785826,1.057225,0.7734528
aftermovie,1.1369311,1.2895536,0.86503714,0.6863309,0.583496,0.8112169,1.133148,0.5053582,1.0631967,1.0796777,0.7418578,0.75554776,0.5140314,1.2628676,1.0218973
ahiddenlifefilm,0.6344376,0.727193,0.48127544,0.44967216,0.38354504,0.42904913,0.5205889,0.3906069,0.60685354,0.5515386,0.46334288,0.32808328,0.29316416,0.71933657,0.6179859
alitamovie,1.7084055,1.9083309,1.1821045,0.94017565,0.92728335,0.55358225,1.5293673,0.81172925,1.2779769,1.0794834,1.1065829,0.8787311,0.71358293,1.7240934,1.4117153
angelhasfallen,1.4114196,1.7705293,0.9260969,1.0758691,0.6993819,0.5829938,1.5192622,0.8741705,1.4066803,1.3978189,0.92396545,0.5979445,0.87948775,1.838034,1.6464914
angrybirdsmovie,2.9031713,3.6000469,2.5905087,1.9027514,2.070895,2.16259,2.0618248,1.84556,3.9707742,2.0925782,2.844519,1.8595988,0.9439296,3.138994,2.2146158
annabellemovie,2.480524,2.5303414,1.8810544,1.3306293,0.67816496,0.90475804,2.1963584,1.2605584,1.8240676,2.084004,1.1614656,0.84691554,0.7520401,2.5022376,2.2335439
annamovie,1.1697903,1.2863524,0.9254213,0.59501374,0.6979812,0.7370988,1.0607144,0.6708655,1.1189015,0.9466692,0.721486,0.64844656,0.43890613,1.41038,0.9539017
apollo11movie,0.86285645,0.86956626,0.5984947,0.4366397,0.46637338,0.49031907,0.82874125,0.39935598,0.883259,0.99260044,0.3453557,0.49806052,0.34680367,1.1028504,0.96420443
arcticdogsmovie,1.0989661,1.1241496,0.92055887,0.40678635,0.6489601,0.55503565,0.5661786,0.4113177,1.046073,0.67116857,0.58793586,0.63507855,0.4286828,1.0912207,0.85446334
arcticmovie,0.69946617,0.8005502,0.7588372,0.42797115,0.36663193,0.64474285,0.5972279,0.54410213,0.72508955,0.71722484,0.51917756,0.43778086,0.24204476,0.9497025,0.6480503
artofracingmovie,1.3738384,1.4635344,0.86525226,1.0376787,1.1359986,0.70612776,1.1817843,0.66942686,1.2566282,0.6656151,1.2630762,0.6284382,0.49116147,1.1170058,0.8849188
avengers,1.2694261,1.2450359,1.0283346,0.72045195,0.68232584,0.69912785,0.72953993,0.7338038,0.93658733,0.67756855,0.93924546,0.50157034,0.4220572,1.0381845,0.72720724
beachbummovie,1.3260995,1.4868014,0.9046571,0.5489196,0.8087777,0.57404786,1.1420764,0.40671715,1.2321595,1.4339262,0.682779,0.67311966,0.5213124,1.6346393,1.1951462
bernadettefilm,1.2599673,1.3476985,0.9904854,1.159717,0.669153,0.7104605,1.0637474,0.7300213,1.0611802,0.7409831,1.3874382,0.80852824,0.8013312,0.79735094,1.0291052
blackandbluemovie,2.4832425,2.718955,1.727823,1.2201405,1.6446847,0.76675785,1.3885515,0.5028696,2.3379862,1.6327665,1.7316827,1.4744614,0.16998431,2.2235548,1.9520435
blackchristmas,1.1874952,1.4672008,0.8276283,0.85855186,0.6350208,0.8311536,1.1428549,0.78610015,1.074395,1.1935205,0.8946792,0.59757906,0.6688458,1.3436006,1.2732762
blindedbythelightmovie,1.0501467,0.95195496,0.6523287,0.6861515,0.5195927,0.5763336,0.76820636,0.58565104,0.9218699,0.83908236,0.6929625,0.3573845,0.3734076,1.0600344,0.8475225
bombshellmovie,1.295354,1.7512376,1.0548944,0.82928205,0.9334983,0.6100478,1.2863821,0.77039194,1.2157581,1.0121822,0.81328607,0.8337307,0.5127308,1.5478754,1.3097285
booksmart,8.179982,9.658893,8.039059,2.67236,3.8824441,3.099257,8.144024,4.3831086,6.497052,7.405125,3.8250413,5.471353,2.1172888,11.125613,7.038355
breakthroughmovie,2.1637437,3.4715312,1.648561,1.1972811,1.6358252,0.71877015,1.3217508,0.9272132,1.8086126,1.8071688,1.7490877,1.0566444,0.79232234,2.2713537,2.1530647
brianbanksmovie,1.0259997,1.1046841,1.0927231,0.88988006,0.42591965,1.0094981,1.3634658,1.0769666,1.2803776,1.2090919,1.125477,1.120581,0.4780826,1.4654186,1.3680421
brightburnmovie,1.6066873,1.5150309,1.2239782,0.7603923,0.75674,0.6349739,1.0324662,0.7110714,1.3302684,1.012208,0.9875406,0.7189501,0.21953553,1.5701164,1.2111804
