movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,0.62106925,0.0,0.56006485,0.57682127,0.8474133,0.4930027,0.9391032,0.9107084,0.0,0.6397298,0.75660044,0.0,0.0,0.6391167,0.6187429,0.5921923,1.0184724,0.7143366,0.5427342,0.9015651,0.0,0.9210495,0.98040706,1.2906613,0.3687934
47metersdown,0.7589547,0.08146836,1.1673789,0.76237786,0.98956966,1.1473248,1.3823427,0.7680541,0.0,1.057658,1.0665991,0.0,0.0,0.7908567,1.0934774,0.8623366,1.3981364,1.2389246,0.93565035,0.7014193,0.0,1.5895939,1.0450225,1.7377249,0.74342996
abeautifuldaymovie,0.8291923,0.0,0.75100833,0.49205396,0.6990674,0.58522844,0.8540154,0.9788984,0.0,0.60986257,0.827695,0.0,0.0,0.75276935,0.73261315,0.5602723,0.9446676,0.7470694,0.8270024,0.96358544,0.0,1.0810457,0.98998237,1.2646718,0.325028
abominablemovie,1.0734909,0.0,1.5123681,0.68128806,1.7445991,0.9493927,1.7145176,1.5426021,0.0,1.2099469,1.3731004,0.0,0.0,1.4519354,1.6007403,0.8364672,1.6670412,1.1682376,1.6872604,1.370667,0.0,1.7007452,1.7799761,1.9098408,0.7331009
adastramovie,0.7242234,0.0,0.7901228,0.4955345,0.8582061,0.65434253,1.0385603,0.7310921,0.0,0.7486739,0.63484615,0.0,0.0,0.67463,0.676553,0.46465403,0.87743956,1.0112565,0.7675567,0.84991723,0.0,0.9040267,0.8244324,1.2026131,0.60628814
adogsjourneymovie,1.4711411,0.0,2.3273907,1.4415954,1.7017128,1.7294928,2.356569,1.9172411,0.0,1.2938013,2.4637358,0.0,0.0,1.2387,1.800041,1.4222195,2.2178977,2.3944213,2.0365202,2.3170679,0.0,2.988219,2.382202,2.6328125,1.2716339
aftermathmovie,0.4102079,0.0,0.6730157,0.4320853,0.6394835,0.7148546,0.91990614,0.63920367,0.0,0.5836799,0.9776629,0.0,0.0,0.56093025,0.59098464,0.4801053,0.712931,0.68253803,0.5684433,0.68519294,0.0,0.91405326,0.7636571,0.95148,0.46829587
aftermovie,0.45238402,0.0,0.70979,0.56887513,0.72663957,0.5227278,0.83195025,0.8247249,0.0,0.7575803,0.7993705,0.0,0.0,0.6918393,0.6224529,0.44583097,0.8954396,0.8576806,0.64951545,0.79826134,0.0,0.668531,1.0561686,1.2107583,0.054387443
ahiddenlifefilm,0.33398607,0.0,0.42624366,0.27134666,0.4245777,0.36447886,0.52646726,0.44152218,0.0,0.3778792,0.4299302,0.0,0.0,0.3413779,0.36096632,0.3052282,0.50905764,0.47715685,0.39233458,0.43641907,0.0,0.5183389,0.48145035,0.60872495,0.26114756
alitamovie,0.9881184,0.0,1.4979159,0.99655336,1.2432023,0.89772284,1.746896,1.169038,0.0,1.0722551,1.5327675,0.0,0.0,0.86151004,1.0637345,1.0639808,1.757806,1.4562049,1.2326239,0.9660095,0.0,1.5487689,1.5727371,1.7579573,0.8435021
angelhasfallen,0.8147563,0.0,0.9907517,0.5109232,1.3583511,0.885003,1.3305169,1.0716277,0.0,0.7282493,1.2536417,0.0,0.0,0.8483732,1.1265937,0.6974633,1.3420917,1.4440204,0.89994454,1.3132061,0.0,1.3418053,1.2934879,1.6210867,0.68468237
angrybirdsmovie,2.2059577,0.0,2.8874273,1.3142693,2.3724434,1.9861472,2.8908722,2.7065408,0.0,2.320263,3.2262492,0.0,0.0,3.068655,2.4142985,1.6917404,3.0201077,2.9036078,2.6137326,2.9370198,0.0,3.944382,3.166254,3.360869,1.9106601
annabellemovie,0.8343927,0.0,1.479803,0.68503153,2.1216226,1.3813498,1.8838402,1.7341502,0.0,1.4377444,1.1316186,0.0,0.0,1.4534199,1.0318011,1.0318412,1.5523494,1.658603,1.6752611,1.5316294,0.0,2.0942798,1.6751078,2.177824,0.84240204
annamovie,0.6707802,0.0,0.8993705,0.47076035,0.60375035,0.7168994,0.95071864,0.7260649,0.0,0.7300005,0.8983353,0.0,0.0,0.513386,0.724751,0.65638375,1.0110397,0.75804734,0.66118705,0.924511,0.0,0.9591089,1.0624033,0.9497687,0.309465
apollo11movie,0.413302,0.0,0.5683363,0.4576727,0.728423,0.5644864,0.8692819,0.6950078,0.0,0.4365583,0.6054404,0.0,0.0,0.533526,0.66795886,0.42078856,0.8716273,0.63888276,0.7239716,0.6555293,0.0,0.6247794,0.6958297,0.80074096,0.2983371
arcticdogsmovie,0.5445309,0.0,0.8605254,0.41672382,0.8812054,1.0109948,1.0568775,0.8446147,0.0,0.60127074,0.84623295,0.0,0.0,0.6276595,0.8365116,0.66435283,0.9647323,0.93939304,0.58904,0.8724583,0.0,1.1074063,0.862709,1.2254252,0.46192318
arcticmovie,0.5519094,0.0,0.6379649,0.4360766,0.7447132,0.6502373,0.8197398,0.6951998,0.0,0.60827804,0.70795727,0.0,0.0,0.48408607,0.5443032,0.54556507,0.87540585,0.82948875,0.61557645,0.72925335,0.0,0.90839434,0.78666544,1.0296173,0.46980926
artofracingmovie,0.8176205,0.0,1.218827,0.8624929,0.8550745,0.66674614,1.310532,0.77455604,0.0,0.91162986,0.8845408,0.0,0.0,0.63948846,0.82536083,0.6858382,1.1929166,0.901539,1.0708758,0.8715378,0.0,1.0715333,1.1111549,1.3822302,0.617146
avengers,0.724646,0.0,0.579578,0.53516024,0.7961617,0.5879344,0.72469026,0.91133505,0.0,0.8860587,0.5739097,0.0,0.0,0.6389675,0.7435534,0.79371417,0.9015668,0.84058505,0.68730253,0.84093666,0.0,0.9523353,0.8457595,0.9246179,0.4736422
beachbummovie,0.6124576,0.0,0.92486024,0.66613984,1.1606057,0.9253596,1.4399333,1.1894734,0.0,0.84127486,0.8954827,0.0,0.0,0.60459036,0.9786337,0.43457088,1.2951409,0.9659531,1.233642,1.1479603,0.0,0.92532784,0.9866872,1.4004242,0.63617164
bernadettefilm,0.4006632,0.0,0.7937892,0.6067021,0.9179369,0.5672097,1.0071297,0.79092324,0.0,0.77482414,0.84126556,0.0,0.0,0.8230711,0.59933215,0.47414973,1.0156859,1.0664343,0.9224917,0.67351,0.0,1.1409676,0.7990431,1.4099838,0.5829348
blackandbluemovie,1.2389989,0.0,1.8402776,1.1654056,1.714181,0.75285006,1.9916191,2.3357673,0.0,1.1445309,1.3835187,0.0,0.0,1.7420805,1.068456,0.7600513,1.9647894,2.040959,1.8923117,1.5611268,0.0,1.9776145,2.0452943,2.7842317,0.96923834
blackchristmas,0.4603789,0.0,0.7737405,0.6762504,0.84942865,0.73926413,0.85703063,0.78766406,0.0,0.7851294,0.8717993,0.0,0.0,0.72249156,0.664519,0.657872,0.8867263,0.8938046,0.650438,0.8658275,0.0,0.8712608,0.89937013,1.0853573,0.55702937
blindedbythelightmovie,0.4589235,0.0,0.6270913,0.42899716,0.6820657,0.5743147,0.7324576,0.64981854,0.0,0.52369523,0.6013574,0.0,0.0,0.45534405,0.49507692,0.30159113,0.554817,0.53662306,0.53728294,0.6532688,0.0,0.7057494,0.52180094,0.9727016,0.4013388
bombshellmovie,0.6322927,0.0,1.1833936,0.42013487,0.8164063,0.864578,1.246221,0.96282846,0.0,0.74483925,1.2705673,0.0,0.0,0.7675866,1.1772637,0.6338318,1.1900232,1.0528077,0.8810363,0.92358685,0.0,1.3616898,0.9690066,1.4906143,0.828953
booksmart,3.6038325,0.0,8.64375,2.1201332,4.9670377,5.542416,8.532552,7.0429134,0.0,4.0128407,5.776118,0.0,0.0,4.4811177,5.231156,2.4084718,7.299653,7.204477,5.9993773,7.0244565,0.0,9.020177,5.101671,8.840649,3.9218369
breakthroughmovie,1.6485273,0.0,2.082765,1.3348938,1.4359173,0.8408252,2.8555856,1.7936937,0.0,1.0733639,1.7423728,0.0,0.0,1.3918415,1.6737593,0.9951889,1.6369183,1.9998503,2.1000278,2.0921614,0.0,2.0606947,2.3045661,2.5523176,1.1315582
brianbanksmovie,0.7021406,0.0,1.204879,0.59284914,1.0729201,0.84827864,1.3443052,1.2397349,0.0,0.61686325,1.2956505,0.0,0.0,0.9294119,0.9213789,0.8107802,1.4881665,1.354149,1.0301352,1.0883819,0.0,1.5686321,1.2774768,1.6149266,0.6297057
brightburnmovie,0.96501017,0.0,1.1557143,0.76586735,1.1626772,0.6875328,1.280672,1.415727,0.0,0.8142019,0.97876513,0.0,0.0,1.0938791,0.9029217,0.7694901,1.3677114,1.1358669,1.2309657,1.1491497,0.0,1.4478546,1.3182889,1.8597147,0.5344903
brittanyrunsmov,0.358798,0.0,0.72695476,0.24768844,0.66385126,0.4117589,0.80960524,0.64048684,0.0,0.6215928,0.5694527,0.0,0.0,0.52619123,0.5569243,0.40215778,0.59292006,0.7100099,0.813518,0.67564195,0.0,0.57885027,0.63935995,0.82505304,0.28957897
captainmarvelofficial,0.86595863,0.0,0.9637029,0.7798182,0.8951242,0.9013623,1.1076031,1.1560148,0.0,0.9895258,0.98632467,0.0,0.0,0.8468287,0.9904078,0.99373025,1.2676382,1.2334248,1.1705526,0.8183533,0.0,1.2138228,1.2624401,1.2885364,0.47108322
captivestatemovie,0.59007543,0.0,0.89581144,0.6705682,1.1135445,0.8710624,1.2030712,0.90537685,0.0,0.6669578,1.0097768,0.0,0.0,0.58014756,1.0245545,0.6147436,0.83979326,0.87617046,1.0079529,1.1723249,0.0,1.1945394,1.2052717,1.184179,0.33752128
catsmovie,0.99922866,0.0,2.0097818,1.614308,1.0402933,1.9154363,2.446601,1.7763157,0.0,1.077913,2.21998,0.0,0.0,1.6734831,1.7336403,1.3478537,1.6324129,1.879014,1.7585706,1.6707748,0.0,1.9931614,2.0314581,2.8579931,1.0822092
charliesangels,1.7945967,0.0,2.1268058,1.3218039,1.6512825,1.7002023,2.2442284,2.4682856,0.0,1.3197081,2.5205488,0.0,0.0,2.2584796,1.9273205,1.0537088,2.078922,2.36398,2.344042,1.8506657,0.0,3.2997067,2.5179336,3.4609184,1.5399948
childsplaymovie,1.9289973,0.0,3.4240441,0.7781417,3.3896797,2.439626,4.7652016,4.31292,0.0,3.1164436,3.1230984,0.0,0.0,2.0555818,3.1413727,2.1607969,4.160175,3.2338018,3.9837594,3.6540513,0.0,4.0478315,3.9829283,4.108923,2.7168794
clarathefilm,1.4523559,0.0,4.9043,2.5122037,4.727195,2.5975945,5.2599683,4.875151,0.0,2.4142303,3.6652153,0.0,0.0,3.5166116,3.0771322,1.9278044,5.0977798,5.0354695,3.6512105,4.656532,0.0,4.67446,4.557197,6.4282613,2.514137
coldpursuitmovie,0.40287766,0.0,0.61058646,0.48146808,0.65563077,0.51236326,0.8494903,0.6664373,0.0,0.4592726,0.6345457,0.0,0.0,0.6183116,0.5297788,0.39102086,0.643163,0.7833366,0.47578412,0.6543786,0.0,0.7336725,0.70644855,0.8976643,0.31137782
countdown,0.60363805,0.0,1.0072477,0.69205636,1.3738488,0.8928591,1.674439,1.4294115,0.0,0.7978416,1.3798143,0.0,0.0,1.0347141,1.1077132,0.9704465,1.6336588,1.0757343,1.1498295,1.4750379,0.0,1.8946418,1.4419031,1.9486492,0.8079976
currentwarmovie,0.6219441,0.0,0.6975779,0.3664362,1.0322158,0.647689,1.2476149,1.1049503,0.0,0.8315104,0.79523367,0.0,0.0,0.7289784,0.82450765,0.5656079,1.1569299,0.94576496,0.91756403,1.0538914,0.0,1.2935001,1.0578398,1.4782746,0.8093796
darkwatersmovie,1.0540547,0.0,1.5712271,0.85283464,1.580663,0.75006676,1.8284401,1.3594539,0.0,0.8376811,1.4579507,0.0,0.0,1.014984,1.1282184,0.7004985,1.6388314,1.3333743,1.5782465,1.2942685,0.0,1.5461494,1.3605511,1.7209663,0.79649925
detectivepikachumovie,0.84673345,0.0,1.2059659,0.7681847,1.4969443,1.032518,1.962365,1.4639889,0.0,1.3108727,1.125622,0.0,0.0,0.8452954,0.8455128,0.53597015,1.6544858,1.5361803,1.3756324,1.2942793,0.0,1.673934,0.72324604,1.5639905,0.7834402
disneyaladdin,0.53002423,0.0,1.083436,0.78890085,1.2095922,0.750551,1.6758759,1.2883395,0.0,0.701234,1.4088871,0.0,0.0,0.76290673,0.9052962,0.7385525,1.2151625,1.3285795,1.2645491,1.3484484,0.0,1.6205256,1.1672231,1.8432713,0.81260705
disneyfrozen,0.89304143,0.0,2.3412642,1.1380118,1.9549416,1.6669664,2.9097855,2.0040543,0.0,1.3486583,2.526969,0.0,0.0,1.5424205,1.57222,1.3478339,2.858161,2.6537535,1.7805603,1.739109,0.0,2.6201236,2.1897042,2.6771777,1.3210441
disneymaleficent,0.48032516,0.0,0.97041637,0.6494687,1.0390203,0.64187706,1.4735476,1.2441878,0.0,0.72830504,1.0604697,0.0,0.0,0.7830027,0.80204886,0.6715755,1.1536212,1.2097627,1.0161635,1.1258907,0.0,1.3083477,1.0992762,1.5162603,0.6127392
doctorsleepmovie,0.72408235,0.0,0.8593334,0.6528557,0.8279517,0.87264776,1.1113801,0.722883,0.0,0.70720017,0.7860341,0.0,0.0,0.73586774,0.7407016,0.7668631,1.1575465,0.9354459,0.88319516,0.7028507,0.0,1.0244858,1.1076427,1.282222,0.52616185
dolemiteismyname,0.84579784,0.0,1.3245078,0.81448513,1.4095618,0.8894217,1.6743166,1.6440909,0.0,1.0344508,1.2804623,0.0,0.0,1.1690382,0.94387114,0.5993455,1.6741958,1.3484086,1.3351476,1.1523107,0.0,1.6308674,1.3393279,2.1329286,0.72120404
dontletgomovie,0.6907148,0.0,0.96292716,0.7377098,1.0458186,0.8950952,1.0836369,1.0002875,0.0,1.031153,1.0857717,0.0,0.0,0.91475576,0.8509189,0.86312294,1.0896332,0.98065746,0.8046688,1.1264926,0.0,1.1173159,1.0536295,1.3496677,0.69267935
doramovie,0.7243289,0.0,1.2288156,0.40401736,1.0180769,1.0143092,1.3378642,1.0352006,0.0,0.8209997,1.0395987,0.0,0.0,0.77278197,0.84488136,0.63601226,1.2401011,1.2087275,1.1032126,0.9656891,0.0,1.2224779,0.9710667,1.352375,0.58412653
downtonabbey_official,1.21296,0.0,1.2712183,0.9952606,2.270549,1.211938,1.9715972,1.9439822,0.0,1.1533966,1.980175,0.0,0.0,1.7339609,1.6908768,1.2596389,2.2503457,1.5642163,1.7073255,2.021559,0.0,2.226346,1.9631984,2.314557,1.1400583
dumbo,0.39289707,0.0,0.7591548,0.57238656,0.970352,0.6329541,1.2631769,1.0418453,0.0,0.64106154,1.0259775,0.0,0.0,0.5906545,0.6722066,0.60887694,1.0356971,0.94591546,0.8344079,0.9596578,0.0,1.1037996,0.8561572,1.2696096,0.45684433
