movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,1.1868409,2.2181098,1.4534578,1.3091165,0.0
47metersdown,1.9666296,1.8800764,1.8977336,1.2056148,0.0
abeautifuldaymovie,1.0815524,2.0535417,1.4508021,1.3253134,0.0
abominablemovie,2.2022521,3.7501216,3.6072855,2.1311977,0.0
adastramovie,1.3881948,1.9731979,1.7680471,1.3140912,0.0
adogsjourneymovie,2.2310412,3.687297,5.310932,2.4510589,0.0
aftermathmovie,1.0484076,1.6203681,1.4866654,1.191367,0.0
aftermovie,1.1599195,1.7933558,1.8637856,1.2191947,0.0
ahiddenlifefilm,0.65096956,1.0121969,0.9104203,0.72992283,0.0
alitamovie,1.3198212,1.8854673,1.8138824,1.1848356,0.0
angelhasfallen,1.2272975,2.7364094,2.0813642,1.78582,0.0
angrybirdsmovie,2.840069,4.534321,5.47497,2.3964772,0.0
annabellemovie,2.2498085,2.8986616,2.8637102,2.1992512,0.0
annamovie,1.2453605,1.9508772,1.8874176,1.3082625,0.0
apollo11movie,1.0073268,1.7387727,1.412906,0.99974644,0.0
arcticdogsmovie,0.9221043,1.5580865,1.4985629,1.0282701,0.0
arcticmovie,0.8757158,1.8253976,1.4116186,1.3581874,0.0
artofracingmovie,1.3757255,2.2083998,2.0660284,1.4230709,0.0
avengers,1.0427985,1.880022,1.63586,1.3195037,0.0
beachbummovie,1.6687121,2.5990353,2.1411607,1.5670339,0.0
bernadettefilm,1.6118906,2.1894908,2.2284586,1.447706,0.0
blackandbluemovie,2.044437,4.16514,3.701349,2.1389358,0.0
blackchristmas,1.2294445,2.1990113,1.7560254,1.3824837,0.0
blindedbythelightmovie,1.0088425,1.4866798,1.4928787,1.2300669,0.0
bombshellmovie,1.2789184,2.444338,1.4766644,1.4416485,0.0
booksmart,7.9840837,20.307392,13.027998,7.6238775,0.0
breakthroughmovie,3.3017633,3.7132442,5.3584366,2.8340635,0.0
brianbanksmovie,1.396315,2.929721,2.0720181,1.5429789,0.0
brightburnmovie,1.1724116,2.874743,1.955202,1.5550237,0.0
brittanyrunsmov,0.70736754,1.1357533,1.4738964,0.83335596,0.0
captainmarvelofficial,1.3735288,2.343168,2.4040256,1.7661687,0.0
captivestatemovie,1.3724365,2.0373807,2.1611056,1.5011643,0.0
catsmovie,2.1442773,3.7927763,4.8637257,2.3734417,0.0
charliesangels,3.4191792,4.446413,4.2450376,2.3141222,0.0
childsplaymovie,4.563636,7.1518917,8.882111,3.9480443,0.0
clarathefilm,5.0335317,8.24348,11.489908,5.7790365,0.0
coldpursuitmovie,0.9065469,1.5915838,1.2881249,1.0865818,0.0
countdown,2.227081,2.987084,2.5832138,1.9855257,0.0
currentwarmovie,1.1592939,2.5417526,1.7567927,1.4687172,0.0
darkwatersmovie,2.33768,2.7143748,3.4533017,2.3624914,0.0
detectivepikachumovie,1.8491304,2.9258401,1.943639,1.01843,0.0
disneyaladdin,1.7499565,2.6624224,2.976908,2.0754087,0.0
disneyfrozen,2.1599562,3.954702,4.259499,2.4521291,0.0
disneymaleficent,1.2241781,2.3962526,2.1278129,1.4612596,0.0
doctorsleepmovie,1.1655971,1.7920184,1.9297656,1.3205656,0.0
dolemiteismyname,2.172186,3.536823,2.7914855,1.7203138,0.0
dontletgomovie,1.3905556,2.5534012,2.1537225,1.5179019,0.0
doramovie,1.2193094,2.2461846,1.7569022,1.0575036,0.0
downtonabbey_official,2.3391573,3.6495852,4.0910735,2.191676,0.0
dumbo,1.1038682,1.8230232,1.7834476,1.300451,0.0
escaperoom,1.2606137,2.7695577,1.9210634,1.5779196,0.0
everybodyknowsmovie,0.99531627,1.5032808,1.5883949,1.014447,0.0
fastandfuriousmovie,2.7007782,4.0651646,2.7352953,2.0931716,0.0
fightingwmyfam,2.0338883,3.193595,3.2540557,2.0413187,0.0
fivefeetapartfilm,2.764966,4.1299644,3.9146948,2.0310192,0.0
fordvferrari,1.4986519,1.8229091,1.6937166,1.2706383,0.0
freaksthefilm,1.3191078,2.1412573,2.1461542,1.3819097,0.0
geminimanmovie,1.6530514,2.2488005,2.4430878,1.8136011,0.0
glassmovie,1.3093402,2.4779873,2.3270047,1.4626132,0.0
gloriabellmovie,1.2506094,2.4101717,1.909129,1.6248095,0.0
godzillamovie,1.4364073,2.4964812,1.3774215,1.3402994,0.0
goldfinchmovie,1.5765592,2.966949,1.9189063,1.3957031,0.0
goodboysmovie,1.7277371,2.447617,2.5135872,1.5739123,0.0
goodliarmovie,1.6112093,2.4565327,2.753468,1.6337565,0.0
gretafilm,1.2760565,2.25401,2.3599927,1.3016956,0.0
halathemovie,2.5334084,3.9843438,3.8926399,2.3543859,0.0
happydeathdaymovie,0.59227043,0.8919596,1.0404178,0.7212814,0.0
harrietfilm,1.3335241,2.0987413,2.6486063,1.3420004,0.0
hellboymovie,1.3540639,2.2604442,1.3791832,1.4834371,0.0
hersmellmovie,2.9943802,4.1435037,5.3842444,2.3588731,0.0
highlifemovie,1.043777,1.7654185,1.5737523,1.3253118,0.0
highstrungmovie,12.840395,19.954039,20.995008,7.874065,0.0
honeyboymovie,3.0294278,3.745407,4.43938,2.5416975,0.0
hotelmumbaifilm,1.3154718,1.9910063,1.8245131,1.5550348,0.0
httydragon,3.1611345,6.5797963,5.1194863,3.528478,0.0
hustlemovie,1.7001942,3.406518,3.3099504,1.4941816,0.0
hustlersmovie,5.991439,10.640052,11.035059,4.562188,0.0
isntitromantic,1.3827655,2.2376995,2.2773314,1.116048,0.0
itmovieofficial,1.5516261,2.351565,2.2893672,1.40286,0.0
jayandsilentbob,2.174919,4.388325,3.1452968,2.1310024,0.0
johnwickmovie,1.9739583,4.138406,2.6236753,2.2736304,0.0
jojorabbitmovie,2.4468153,3.4160597,4.0329757,2.2682464,0.0
jokermovie,1.2647464,1.8086661,2.013006,1.4192376,0.0
judythefilm,1.5448698,2.6434252,1.9269576,1.5415528,0.0
jumanjimovie,2.5540702,4.9268928,3.8305533,3.0399444,0.0
justmercyfilm,0.9906211,1.881705,1.3882612,0.89249974,0.0
knivesout,1.9373157,2.9209368,3.856776,2.3149533,0.0
lalloronamovie,1.3389505,1.8479335,1.5721707,1.2475748,0.0
lastblackmansf,2.2735665,3.7538652,2.5146623,2.5769238,0.0
lastchristmasthemovie,0.96808183,1.6949319,1.4477788,1.1011976,0.0
latenightmovie,2.1538422,3.6498764,3.1769555,1.9923837,0.0
lighthousemovie,1.043777,1.7654185,1.5737523,1.3253118,0.0
lionking,1.9533793,4.3216114,2.4690485,2.0979779,0.0
littlethemovie,1.3185428,2.8389266,2.1291544,1.4799268,0.0
littlewomenmovie,1.8605922,3.388134,2.5377629,2.2186217,0.0
littlewoodsfilm,1.2342951,3.1004093,2.4094474,1.85538,0.0
longshotmovie,1.5569104,2.8413477,1.9971998,1.6001053,0.0
lordsofchaosmovie,1.4594169,1.7962571,1.402142,1.3517061,0.0
lucyintheskyfilm,1.3210083,2.337865,2.4859216,1.7444626,0.0
mamovie2019,2.7309191,5.0775948,3.5529797,2.259499,0.0
marriagestory,2.0822392,3.3714712,3.4684637,2.047744,0.0
meettheaddams,1.7381256,2.5461438,2.479025,1.3418871,0.0
meninblack,1.2785635,4.0324764,3.319042,1.6173314,0.0
midsommarmovie,1.5269024,2.3448765,2.374827,1.9690267,0.0
midwaymovie,1.6161633,2.5375779,2.5674407,1.5518515,0.0
missbalamovie,1.5023834,2.950064,2.1866994,1.7484276,0.0
missinglinkfilm,0.9631127,1.4529212,1.4733632,1.1684427,0.0
motherlessbklyn,1.8419515,2.717719,3.8672662,2.078643,0.0
onceinhollywood,1.5194545,3.0113711,2.400029,1.8493102,0.0
onthebasisofsex,3.0178769,3.4326756,4.3044944,2.8761928,0.0
overcomermovie,0.975092,1.5316912,1.5775765,1.1104864,0.0
peanutbutterfalcon,17.016695,27.877028,25.099377,14.833842,0.0
petsematarymovie,1.4944568,2.7380722,2.8303814,1.7701793,0.0
piercingmovie,6.805912,10.558013,13.133582,7.1392817,0.0
playingwithfire,2.6330514,3.191727,3.1410491,1.8105671,0.0
playmobilthemovie,1.7582254,3.0125437,2.464703,1.6854204,0.0
pomsmovie,0.95785964,1.6973033,1.1780128,1.0504391,0.0
