movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,1.0336502,2.0386806,1.6459689,1.7034011,1.4283
47metersdown,0.999348,2.3721838,2.1632042,2.118764,1.5820518
abeautifuldaymovie,1.0619082,1.8383151,1.775143,1.5633746,1.8253536
abominablemovie,1.0539823,2.4770458,3.0834773,2.2456086,2.2500496
adastramovie,0.9103685,1.9134792,1.8299817,1.5249536,1.7301621
adogsjourneymovie,1.8220251,3.6635396,3.4804888,3.5230083,3.2270458
aftermathmovie,0.9773217,1.437314,1.5142788,1.47473,1.4698156
aftermovie,0.98417515,1.8646843,1.5840374,1.6957431,1.4494262
ahiddenlifefilm,0.5980405,0.95531166,0.9096197,0.8993629,0.86544496
alitamovie,0.984444,1.8331752,1.9497256,1.9128889,1.6472816
angelhasfallen,1.2043486,2.369756,2.172387,2.1562376,2.1292129
angrybirdsmovie,2.389335,4.1933613,3.7868483,2.691706,3.7822728
annabellemovie,1.7706815,3.2893252,3.2891207,2.5103123,2.9008005
annamovie,1.1023803,1.9439324,1.9004251,1.7725823,1.5746716
apollo11movie,0.98148113,1.3600464,1.2520387,1.2391595,1.2596115
arcticdogsmovie,0.86383396,1.7841405,1.4175255,1.5342405,1.4081752
arcticmovie,0.74571383,1.2666416,1.286034,1.1656774,1.2451438
artofracingmovie,1.2136937,2.024389,2.1800234,1.8627446,2.0113807
avengers,0.9338728,1.6712334,1.7700443,1.4307377,1.5973034
beachbummovie,1.454828,2.1034083,1.9695143,1.6502175,1.9529148
bernadettefilm,1.1299732,1.8062013,1.9976496,2.1992443,2.131113
blackandbluemovie,1.7861354,3.7631307,3.175349,2.9765854,3.1205013
blackchristmas,1.1558554,1.9574599,1.7799653,1.8650458,1.6052496
blindedbythelightmovie,0.8207242,1.4197493,1.3887033,1.281039,1.3388247
bombshellmovie,1.2118868,2.3296442,2.253514,1.8860507,2.2306721
booksmart,5.8118677,11.340309,15.222067,10.681668,16.315771
breakthroughmovie,2.085388,3.6463723,3.0893483,3.90914,3.8226278
brianbanksmovie,1.2191434,2.299301,2.1919863,2.592516,2.1044137
brightburnmovie,1.2963824,2.2287912,1.9212719,1.7214053,2.003872
brittanyrunsmov,0.8081211,1.5566292,1.2520255,1.2524123,1.0897931
captainmarvelofficial,1.393484,2.066211,2.3162265,1.9440647,1.953964
captivestatemovie,1.2799459,2.144969,1.9970971,1.8885213,2.0171561
catsmovie,1.7900547,3.7095258,3.1060965,3.3230987,3.1211276
charliesangels,2.324802,3.958226,3.9785836,2.7673974,4.0361295
childsplaymovie,3.2630281,6.4793696,5.7993793,6.1989303,5.6605477
clarathefilm,4.5030985,9.239802,7.6651354,8.832489,7.9535217
coldpursuitmovie,1.107057,1.4421834,1.3119253,1.2632308,1.4783561
countdown,1.1619234,2.6778624,2.7285597,2.199312,1.80118
currentwarmovie,1.384578,2.2530608,2.1880014,1.9710869,1.8356369
darkwatersmovie,1.7975702,3.0306373,3.200079,2.3832457,2.8056755
detectivepikachumovie,1.3062556,2.2997055,2.063051,2.411221,2.1127946
disneyaladdin,1.205274,2.086701,2.6871152,2.2447677,2.5250328
disneyfrozen,1.7975309,2.94988,3.7806118,3.0498316,3.813332
disneymaleficent,1.042234,1.6980032,2.0203118,1.7051558,2.2436266
doctorsleepmovie,1.1212299,1.8368301,1.9561191,1.5032134,1.4998665
dolemiteismyname,1.3061781,3.2248483,2.6927006,2.567169,2.5807214
dontletgomovie,1.1811496,2.2464905,2.0604637,2.218063,1.8481688
doramovie,1.2849799,2.0851674,1.921405,1.7625667,1.3865355
downtonabbey_official,1.8075253,3.5338733,3.3825452,3.390889,3.1354136
dumbo,0.9851654,1.5757796,1.8424253,1.499015,1.8817636
escaperoom,1.3961755,2.4615853,2.1991374,1.841039,2.097296
everybodyknowsmovie,0.8657436,1.2584119,1.3123554,1.1245314,1.3801682
fastandfuriousmovie,1.7973876,3.5682452,3.7535834,2.6742685,3.2618866
fightingwmyfam,0.93473166,1.8553423,2.3976862,1.9863508,2.2618155
fivefeetapartfilm,2.3681936,4.6492176,4.0758834,4.2944107,3.6471503
fordvferrari,1.0373846,1.7517431,1.3511248,1.4272956,1.5681814
freaksthefilm,1.0620944,1.761605,1.8082126,1.7874179,1.5034374
geminimanmovie,1.2445982,1.9042646,2.2244704,1.9873716,1.7892988
glassmovie,1.3312957,1.9636909,1.8152164,1.9760739,1.5757197
gloriabellmovie,1.0823476,1.805317,1.6536418,1.8311853,1.7782238
godzillamovie,1.2788796,2.0411623,1.7759488,1.9378552,2.1644151
goldfinchmovie,1.1267762,1.986592,1.7353472,1.6677047,1.8522049
goodboysmovie,1.2372055,2.390862,2.6502457,2.0183127,1.8794732
goodliarmovie,1.5341997,2.8497243,2.302046,2.4908028,2.591909
gretafilm,1.2450976,2.1956892,2.2347336,1.9692597,2.0553296
halathemovie,1.4920793,3.1124842,3.5275733,2.9514508,3.131577
happydeathdaymovie,0.50438774,1.1482761,0.9064379,0.95696855,1.0506227
harrietfilm,1.0689505,1.5720232,2.0167222,1.5846568,2.0694883
hellboymovie,0.9272411,2.2351663,1.8418669,1.8587424,1.7154264
hersmellmovie,1.9426793,4.271515,3.888098,3.7241187,3.218538
highlifemovie,0.90909433,1.5845819,1.3047619,1.4799545,1.3435382
highstrungmovie,8.446101,18.579609,15.894951,20.293386,18.360867
honeyboymovie,2.1208766,4.4536266,3.6352682,3.0077257,3.221131
hotelmumbaifilm,1.1300501,1.5679536,1.8257301,1.640536,1.8690159
httydragon,2.7933168,5.1680546,4.6382318,5.3625183,4.518317
hustlemovie,1.4640417,2.171337,2.1395235,2.4501538,2.3935723
hustlersmovie,5.5001945,10.29009,7.59051,9.420789,7.532666
isntitromantic,1.3724142,1.9384898,1.8671699,1.8845578,1.7341429
itmovieofficial,1.1288021,1.9284012,1.8456092,1.6511246,1.9922
jayandsilentbob,1.7274717,3.689396,3.4518578,2.909704,2.491211
johnwickmovie,1.6919057,3.550844,2.574799,2.742252,2.5253487
jojorabbitmovie,1.640192,2.823528,2.7133143,2.8123374,2.6302643
jokermovie,1.1913685,1.909463,1.6774662,1.8152933,1.7913785
judythefilm,1.3616122,2.612695,2.4158804,1.9927801,2.3654208
jumanjimovie,2.1492305,4.23885,4.290575,2.9655685,3.6792505
justmercyfilm,0.64933515,1.2668551,1.1919185,1.2021065,1.2828686
knivesout,1.0184716,3.093101,2.9580147,2.8011456,2.892058
lalloronamovie,1.1458489,1.8847727,1.9086332,1.39251,1.6809747
lastblackmansf,1.2923198,3.0729923,2.8886776,2.7155912,2.8889484
lastchristmasthemovie,0.92726,1.5619547,1.552621,1.4723742,1.4140296
latenightmovie,1.2614198,2.4728496,2.4604883,2.5673394,2.4946835
lighthousemovie,0.90909433,1.5845819,1.3047619,1.4799545,1.3435382
lionking,1.7762865,3.6639333,4.0919695,3.1296136,3.8986154
littlethemovie,1.3779583,2.177991,2.2585871,2.0574415,1.6801523
littlewomenmovie,2.017648,2.9085321,2.8412461,2.3299744,3.38735
littlewoodsfilm,1.620514,2.52095,2.480743,2.227409,2.6862237
longshotmovie,1.1785685,2.560038,2.4566333,2.3126216,2.3107376
lordsofchaosmovie,1.2654908,1.6846207,1.8197312,1.5379283,1.824254
lucyintheskyfilm,1.4465295,2.2498744,2.2732618,2.2564726,2.3400285
mamovie2019,2.1554022,3.9669755,3.489811,3.9573991,3.1616676
marriagestory,2.0239494,3.7388191,3.0320797,3.0840228,2.701353
meettheaddams,1.144825,2.6552205,2.3738835,1.9483317,1.9590999
meninblack,1.6909288,3.4243538,2.9500017,3.0300474,2.763874
midsommarmovie,1.2787119,2.377123,1.9736373,2.1562228,2.377975
midwaymovie,1.6729214,2.6841218,2.8777673,2.1470985,2.1032627
missbalamovie,1.3379856,2.3995154,2.2735138,1.8626987,2.1036294
missinglinkfilm,0.8884492,1.6734437,1.5150939,1.3832916,1.4095088
motherlessbklyn,2.061037,3.1114976,2.4954586,3.1556237,2.8681977
onceinhollywood,1.8390088,3.5962923,2.6997912,2.680242,2.3400917
onthebasisofsex,2.072761,2.1476095,3.635299,1.8759352,3.5222588
overcomermovie,0.9269158,1.5334167,1.4938956,1.3923523,1.4750532
peanutbutterfalcon,14.837125,26.779297,24.140245,22.670238,23.313925
petsematarymovie,1.3895361,2.2014039,2.5767443,1.9753518,1.8822315
piercingmovie,5.1249175,11.19702,11.202073,8.083985,9.552114
playingwithfire,1.7900149,2.6350675,2.861871,3.1486456,2.8513622
playmobilthemovie,1.3242141,2.4935355,2.2928178,2.32558,1.9632683
