movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
21bridgesmovie,0.0,0.7634933,0.9430009,0.45080575,0.658608,0.97901857,0.8156601,0.47234857,0.83906263,0.5526834,0.0,0.6001207,0.9758468,0.6947317,0.38136977,0.48995438,0.639899,0.96264285,0.0,0.37791815,0.5483654,0.38645998,0.75808835,0.69441164,0.38659602,0.4644414,0.74868864,0.55797404,0.8721086,0.271188,0.33185408,0.54043674,0.5742316,0.0,0.6151555,0.0,0.0,0.9426479,0.70736337,0.4603149,0.7320111,0.0,0.5716371,0.833287,1.1246393,0.477566,0.63514066,0.63337785,0.0,1.2245672
47metersdown,0.0,0.7685366,1.287163,0.4777474,0.9282342,0.8373753,1.1289575,0.48443836,0.8477591,0.64326525,0.0,0.29330996,0.8223524,0.9342505,0.5451143,0.95747477,0.6553285,0.87062615,0.0,0.6853072,0.7650268,0.5250491,0.8772549,0.84811306,0.5416478,0.49862123,0.84208626,0.96076185,1.0754834,0.35449663,0.5068978,0.8273559,0.46174654,0.0,0.7612991,0.0,0.0,1.1031735,0.77743816,0.5235718,0.8444481,0.3029585,0.29659173,0.90342665,1.0833278,0.63116336,0.7246752,0.5003261,0.0,1.4098191
abeautifuldaymovie,0.0,0.68265665,0.83346605,0.555765,0.57175815,0.5924601,0.7344327,0.38764116,0.67511773,0.61879677,0.0,0.41906744,0.75483114,0.6941646,0.3547328,0.61547744,0.4747719,0.7657289,0.0,0.36673817,0.32638076,0.24550916,0.55512774,0.5792877,0.38638794,0.5766434,0.538666,0.5627445,0.682258,0.45972455,0.32881096,0.7485262,0.4681671,0.0,0.54969597,0.0,0.0,0.8098561,0.6493686,0.4370056,0.5219263,0.1237129,0.37718317,0.88891786,0.6468185,0.46467915,0.5333313,0.4511816,0.0,0.9957187
abominablemovie,0.0,0.9812869,1.795607,0.2942444,0.9173421,0.9033521,0.98027164,0.44454506,1.5429081,1.163511,0.0,0.9324984,1.5097933,1.3720725,0.40878674,0.97439134,0.99892575,1.1618574,0.0,0.9351223,0.51799595,0.51326025,0.9723471,1.0185616,0.37822577,0.8068972,1.1550051,0.62834215,0.9994947,0.52761143,0.82008314,1.0018427,0.70156693,0.0,1.1949958,0.0,0.0,1.5826021,0.6905852,0.74844295,0.69328606,0.013274743,1.0595335,1.2863743,1.514078,0.8945871,1.0150056,1.1292093,0.0,1.9795744
adastramovie,0.0,0.5739439,0.8306538,0.35518637,0.46099228,0.7152116,0.68714726,0.27961162,0.71388954,0.46890038,0.06366218,0.5941339,0.84632385,0.47964442,0.20857611,0.7076658,0.4201174,0.66642696,0.0,0.4695211,0.18101141,0.23398016,0.5977195,0.6252891,0.42535642,0.47172296,0.65512085,0.5077439,0.75962335,0.45658132,0.43701023,0.5240526,0.44441974,0.0,0.6298658,0.0,0.0,0.8484976,0.5009419,0.48483455,0.40583792,0.07154159,0.4441543,0.865272,0.7435621,0.73466265,0.38269535,0.53442323,0.0,0.9918926
adogsjourneymovie,0.0,1.2083241,2.2897465,0.80177855,1.5494592,1.3933372,2.1587112,1.1765124,2.156379,1.3657167,0.0,1.0734903,1.2533209,1.586913,1.0316683,1.5674384,1.4551618,2.3869815,0.0,0.9897755,0.987274,0.8148526,1.0373545,1.4774368,0.8826962,1.1267635,1.8007938,1.6759757,1.5040402,1.0314344,0.94242364,1.8643574,0.956277,0.0,1.6134173,0.0,0.0,2.7114065,1.1522268,0.46044782,1.2175901,0.09201561,0.80961597,1.557716,1.980606,1.1801993,1.8431332,1.4600159,0.0,2.627396
aftermathmovie,0.0,0.33164456,0.6872244,0.36502907,0.3857175,0.63458157,0.71730745,0.44083357,0.6048885,0.4611693,0.0,0.42441556,0.5531598,0.50597906,0.26563084,0.48487714,0.47337142,0.6429277,0.0,0.38330346,0.3205316,0.22459587,0.5067859,0.4898205,0.28633338,0.30453756,0.5327229,0.3714816,0.59160584,0.1831488,0.32592848,0.5858777,0.4472682,0.0,0.40373743,0.0,0.0,0.68461376,0.37167063,0.34963217,0.40473875,0.0,0.48635545,0.6879015,0.5642958,0.5588471,0.39286673,0.3849132,0.0,0.82390714
aftermovie,0.0,0.5551472,0.729194,0.48215932,0.56387264,0.5084996,0.3725362,0.31702915,0.63344795,0.41708133,0.0,0.50869703,0.5258556,0.44006437,0.26916116,0.36992747,0.5180387,0.69363815,0.0,0.25239217,0.23958811,0.28189301,0.6084083,0.29379815,0.30838925,0.2678499,0.63678604,0.32950705,0.5177641,0.33765602,0.2929274,0.5638993,0.3253088,0.0,0.3645597,0.0,0.0,0.741204,0.51573426,0.22594893,0.33037984,0.0,0.3952744,0.551877,0.6936823,0.3960606,0.71563655,0.537906,0.0,0.8829765
ahiddenlifefilm,0.0,0.27570853,0.43458086,0.18646549,0.25702012,0.34470248,0.38361323,0.22730425,0.37516335,0.28252444,0.0,0.27582207,0.34095585,0.30935302,0.15162127,0.308651,0.2813378,0.3929447,0.0,0.19548623,0.17897908,0.13349777,0.32792464,0.29337525,0.18804184,0.22354147,0.33770192,0.23002219,0.35491553,0.1809666,0.19950455,0.32541907,0.25003287,0.0,0.2687586,0.0,0.0,0.44618264,0.23521951,0.20538455,0.24921225,0.0,0.27534077,0.3558658,0.38586995,0.3057723,0.2913938,0.29088628,0.0,0.5115559
alitamovie,0.0,0.54919386,0.9436626,0.5018809,0.6139692,0.58538604,0.8369174,0.12199356,0.93088526,0.57519674,0.018467389,0.95327044,1.3915137,0.60184395,0.504879,1.032178,0.37539208,0.8540227,0.0,0.5078374,0.38867164,0.17912999,0.6327382,0.6013874,0.56699723,0.730583,0.9757778,0.6064784,0.9834731,0.4830852,0.49074125,0.44788337,0.75077176,0.0,0.9143779,0.0,0.0,0.835383,0.76671445,0.4588411,0.7238537,0.17004913,0.5625573,1.0196955,0.98185843,0.8634911,0.54483616,0.7477665,0.0,1.2160652
