movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34
21bridgesmovie,0.0,0.36963397,0.43053612,0.32887584,0.15208046,0.8828549,0.6449648,0.583639,0.66371024,0.50070953,0.68572944,0.6537191,0.0,0.8301453,0.6530528,0.4373448,0.793069,0.84399223,0.5590525,0.0,0.57851976,0.83486325,0.50600886,0.6609724,0.5544159,0.7282841,0.6903363,0.68676424,0.50270665,0.8961842,0.71140563,0.7560439,0.0,0.9905335,0.7152365
47metersdown,0.0,0.49102926,0.39610517,0.27343214,0.33656102,1.006732,1.2894136,0.84072286,1.2397993,1.045114,0.74636745,0.9338729,0.31231922,1.1904244,0.78319144,0.332811,0.89332587,1.0622418,0.8158659,0.0,0.71474576,1.0965707,0.66204506,0.972165,1.0315953,0.87537235,0.43051222,1.0163049,0.6423825,1.3394923,0.71328086,1.3133539,0.0,1.4116763,0.85147166
abeautifuldaymovie,0.0,0.41545513,0.5954459,0.48329347,0.040123533,1.1661148,0.8628343,0.6748917,0.8835725,1.0316328,0.9304469,0.7534302,0.0,0.938369,0.6754816,0.67817485,0.48170108,0.95566195,0.61619097,0.0,0.5547596,0.9841821,0.5428688,0.7866833,0.7834722,0.77982485,0.71185744,0.8306376,0.4871346,0.7315546,0.8011598,1.1429664,0.0,1.0806547,0.7572706
abominablemovie,0.0,0.9924806,0.9416867,0.8875835,0.0,1.0655491,0.84266955,0.9314846,0.9180981,1.2885284,1.2773854,0.73160183,0.0,1.2395387,1.1866854,0.6258585,1.181743,0.9463047,1.0197355,0.0,0.63008976,1.5270828,1.0112058,0.9580192,0.9127351,1.30973,0.92202145,1.0790852,0.63210565,1.3215714,0.9839429,1.1068215,0.0,1.5195295,0.87623537
adastramovie,0.0,0.52260363,0.5828351,0.5147274,0.18280163,0.7310255,0.70410955,0.60790956,0.93050486,0.86651945,0.6861063,0.7673819,0.0,0.6813843,0.48227662,0.40257186,0.57403594,0.7785853,0.4839303,0.0,0.54324025,1.0956323,0.74040294,0.50034297,0.5945594,0.75283086,0.60925996,0.7976049,0.46457723,0.8901066,0.71840346,0.7522577,0.0,0.9062,0.6364421
adogsjourneymovie,0.0,0.9408643,1.6530589,0.7464052,0.63103116,1.9134082,1.9297795,2.1515455,2.078103,2.6294868,1.8933457,1.6657653,0.0,1.496563,1.2782699,1.0003318,1.0498881,2.0681937,0.90114474,0.0,1.3162571,2.2577257,1.5853039,1.5867183,1.9144518,1.9643883,1.4182962,2.087627,0.7686815,1.4224942,1.5845704,3.1765482,0.0,2.6596544,1.3498167
aftermathmovie,0.0,0.3210986,0.5529602,0.38696367,0.30937737,0.7057817,0.62207896,0.6246222,0.524008,0.63535064,0.6465913,0.31186053,0.0,0.5846753,0.47843668,0.4328344,0.4050494,0.6347556,0.60410094,0.0,0.39194393,0.755256,0.47371978,0.4736833,0.62368286,0.43808,0.33342767,0.5941974,0.33889276,0.5894445,0.5495122,0.5033541,0.0,0.80537546,0.6247676
aftermovie,0.0,0.34662905,0.44472608,0.47630936,0.15261069,0.90462416,0.75423396,0.6361685,0.7345785,0.5717169,0.8847468,0.74632305,0.0,0.7054624,0.6605304,0.4431712,0.50058925,0.75739354,0.50796294,0.0,0.5436076,0.9627651,0.70423687,0.41112083,0.6461087,0.83735865,0.46036997,0.81200886,0.4978662,0.7632067,0.6260469,0.89481676,0.0,1.0460635,0.58363724
ahiddenlifefilm,0.0,0.26203942,0.29659033,0.23665382,0.09978898,0.45150632,0.41052505,0.33445233,0.43482202,0.43443906,0.40023863,0.3767172,0.0,0.43606433,0.3131049,0.23612419,0.30124125,0.43403122,0.30191457,0.0,0.31791437,0.50296766,0.32865503,0.3461042,0.36824644,0.3934462,0.32000634,0.42524615,0.26444674,0.41666523,0.37951788,0.4824463,0.0,0.52507937,0.40321696
alitamovie,0.0,0.6418991,0.54883415,0.82063586,0.121712044,1.360483,0.82606536,0.8503732,0.8941636,0.9770454,1.1605419,0.88273364,0.0,0.76715475,0.81311244,0.6546765,1.0103679,0.9182098,0.734985,0.0,0.8101128,1.387445,0.82463,0.4932444,0.8872108,0.8535314,0.7499749,1.1557785,0.60134506,1.0548145,0.7370493,1.0536035,0.0,1.3270584,0.8818534
angelhasfallen,0.0,0.6965597,0.48113889,0.20510387,0.118079625,1.02465,0.89623487,1.0174159,0.8189868,1.155513,1.0247314,0.7830765,0.0,1.0055174,1.1150212,0.5407415,1.1031741,1.0539775,0.7255305,0.0,0.76873684,1.3413117,1.059483,0.86328804,0.9650568,0.9966871,0.90997964,1.0840046,0.39381298,0.8978623,0.43163383,1.0869179,0.0,1.1979848,0.81810635
angrybirdsmovie,0.0,1.0108852,1.5085316,1.9863535,0.135259,2.5014238,2.291285,1.6767745,2.0773711,2.5433922,2.8275523,1.7661122,0.0,2.1723633,2.0529234,1.4784405,1.7773283,2.1208627,1.5355451,0.0,1.7498316,3.1876776,1.8619089,1.8235061,1.7789924,1.9117571,2.1566644,2.1529286,1.520371,2.187399,2.1477544,2.6449203,0.0,3.3975883,1.9546394
annabellemovie,0.0,0.8976,0.802671,1.2305666,0.113600254,1.681913,1.5021634,1.2302357,1.3883157,1.2621355,1.4414318,1.3297323,0.0,1.4027033,1.4214958,0.8782288,1.085582,1.5058165,0.86470723,0.0,1.0146292,2.0348542,1.1290452,1.0271015,1.5355982,1.8068362,1.2731442,1.2437843,1.190932,1.3657466,1.4297711,2.3550968,0.0,2.2935297,1.3363239
annamovie,0.0,0.57824326,0.6018084,0.452509,0.20769747,1.2147049,0.87000835,0.57342577,0.9895032,0.8581583,0.8030328,0.8660056,0.0,0.6332201,0.61825955,0.48452526,0.500479,0.8523602,0.6956992,0.0,0.62296754,1.1042655,0.8071838,0.5361563,0.8276136,0.8831488,0.609221,0.9694107,0.60221463,0.8478405,0.88778025,1.087472,0.0,1.2031237,0.76179606
apollo11movie,0.0,0.35199577,0.3263223,0.5293915,0.14861332,0.65020275,0.6331932,0.28757367,0.53997,0.5614888,0.57289726,0.58334786,0.0,0.57888347,0.3690183,0.2661605,0.29302904,0.5111164,0.38287228,0.0,0.44650593,0.57023674,0.41277388,0.36598575,0.5867399,0.45497572,0.5317677,0.5637613,0.43421775,0.6737181,0.6164315,0.7930623,0.0,0.73474133,0.60859793
arcticdogsmovie,0.0,0.32950908,0.3011298,0.30715632,0.14220016,0.77308947,0.8440665,0.4753955,0.60085654,0.5603489,0.37485915,0.56774366,0.09183517,0.7717513,0.54363716,0.05880464,0.3929535,0.8499065,0.32880408,0.0,0.37498578,0.79887474,0.5511492,0.72417,0.7196821,0.8096088,0.4027363,0.60672647,0.57428384,0.5862564,0.5488513,0.74468553,0.0,0.9041848,0.67828923
arcticmovie,0.0,0.3543767,0.43521753,0.2870664,0.25899863,0.6823207,0.7682506,0.3508407,0.6279978,0.72533816,0.6503103,0.54847693,0.0,0.6965722,0.543945,0.34508073,0.4050914,0.75372183,0.39398372,0.0,0.5635905,0.78199744,0.4588122,0.5171944,0.5968201,0.6969016,0.3089619,0.51724637,0.36637226,0.76306164,0.49119535,0.86985314,0.0,0.9052665,0.6658701
artofracingmovie,0.0,0.6564944,0.586985,0.624245,0.09632838,0.9379263,0.60937244,0.48884916,0.7480117,0.9462582,1.0200918,0.73213196,0.0,0.87530196,0.58228004,0.59090877,0.6852731,0.8596646,0.8224551,0.0,0.58632195,1.0563121,0.7216297,0.4779567,0.725304,0.71371526,0.76083994,1.0547596,0.36865103,0.9313516,0.8260464,0.9200071,0.0,0.99469125,0.78423625
avengers,0.0,0.41720167,0.48480368,0.2863524,0.10626432,0.78557944,0.5859787,0.45908672,0.57892567,0.53644705,0.67643887,0.47771674,0.0,0.6596494,0.42131063,0.228515,0.415473,0.70961004,0.68948996,0.0,0.6021151,0.8016637,0.50706244,0.5166759,0.5581328,0.44702548,0.38710117,0.64675564,0.42987716,0.8047413,0.8036403,0.6041001,0.0,0.7873652,0.9377132
beachbummovie,0.0,0.314921,0.46270797,0.468647,0.29363,1.0780654,0.9317818,0.62022126,0.7019904,1.0032384,1.0263877,0.7290939,0.02609289,0.840736,0.7803535,0.59474975,0.467229,0.9817398,0.64494956,0.0,0.61588806,0.9694901,0.6258445,0.57663834,0.860892,0.6975934,0.69167066,0.7883617,0.5936167,0.8827208,0.77544355,0.98517716,0.0,1.1658909,0.880082
bernadettefilm,0.0,0.576801,0.6731899,0.7389808,0.3593924,1.1586739,0.9484272,0.85173386,0.973537,0.9739945,0.7257106,0.6658419,0.0,0.96112823,0.74049175,0.49465156,0.6590223,1.1728418,0.9086187,0.0,0.6759372,1.307897,0.66353023,0.8737765,0.84392637,1.0817804,0.57673526,0.84989643,0.5768577,0.90667474,0.7824878,1.1473376,0.0,1.261914,1.0492206
blackandbluemovie,0.0,0.75427634,1.4981004,0.98414445,0.41155064,2.2138784,1.5563576,1.7019007,1.7965249,1.749015,1.7643065,1.3842987,0.0,1.4472964,1.4421092,1.2467968,0.950744,2.1834216,1.8069434,0.0,1.0330958,2.2482665,1.5424786,1.4415585,1.4695922,1.4852022,0.9153538,1.7618972,0.7836311,1.4261904,1.6093664,1.9036951,0.0,2.2213361,1.8153545
blackchristmas,0.0,0.5741849,0.8274979,0.371637,0.4008112,0.9710751,1.031493,0.8555201,1.1120613,1.0847325,0.6869004,0.6822825,0.0,1.0135666,0.5129899,0.4610384,0.5224116,0.9443155,0.47432584,0.0,0.58156025,1.0560578,0.5217893,0.9218348,0.7976999,0.83031714,0.6052915,0.86525315,0.65270084,0.843656,0.91231674,1.0492636,0.0,1.0803356,0.7658126
