movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34
21bridgesmovie,0.5543245,0.45077565,0.78774667,0.31157568,1.037687,0.0,0.5996042,0.72390306,0.35157293,0.34767884,0.81574607,0.0,0.4558277,0.0,0.30013296,0.0,0.68216854,0.3911045,0.7694271,0.7364605,0.48192027,0.4523862,0.0,0.4907373,0.79478174,0.60239804,0.48947248,0.7146028,0.3663823,0.5479823,0.71814895,0.6736765,0.3364244,0.6918353,0.6705846
47metersdown,0.5672438,1.2778214,1.1965537,1.1034567,1.406804,0.0,0.9604971,1.4885334,0.4719961,0.66027004,1.1647604,0.0,0.6131632,0.0,0.43970007,0.0,0.9305669,0.8283051,0.9556079,0.6086123,0.48101038,0.39831305,0.0,0.94149697,1.0820715,1.2511536,0.7520783,1.1899056,0.70782095,0.2777659,1.3555744,0.8954884,0.53098935,0.7471242,1.3768964
abeautifuldaymovie,0.4452016,0.59877294,0.54535925,0.5846876,0.93343765,0.0,0.72340006,0.72135967,0.09298748,0.5469561,0.635107,0.0,0.6092333,0.0,0.44535208,0.0,0.42461562,0.41462436,0.77935994,0.37525705,0.46030578,0.5134394,0.0,0.6186021,0.8573038,0.8336368,0.46627238,0.82914394,0.4602813,0.48690882,0.6877142,0.5321496,0.517786,0.62698245,0.9500885
abominablemovie,0.87338877,0.97797024,0.8870571,1.1712947,1.6068399,0.0,1.3396184,1.3036823,0.67880344,0.90215087,1.2695638,0.0,0.85667664,0.0,0.94538474,0.0,1.0786788,0.9009167,0.98748165,0.32823187,0.6304129,0.9102235,0.0,0.9789267,1.2104349,1.0899628,0.86287826,1.2101173,1.0595423,0.38133708,1.7756896,1.106806,0.60973245,1.1439215,1.6975254
adastramovie,0.7011566,0.5656853,0.6663024,0.56020856,0.9289122,0.0,0.40943518,0.80416733,0.3501006,0.3727657,0.69678056,0.0,0.6242388,0.0,0.33104682,0.0,0.4723311,0.41888523,0.61954665,0.3980311,0.44697106,0.3846298,0.0,0.4002442,0.63819337,0.56678885,0.40221965,0.91669255,0.38258767,0.3759283,0.87975377,0.7988456,0.14122617,0.49304065,0.76128536
adogsjourneymovie,1.4771224,0.9841651,0.8698633,1.209044,1.9374925,0.0,1.315533,1.5647448,1.1538924,0.97146,1.1526709,0.0,0.63478595,0.0,0.9793539,0.0,0.7319388,1.1675094,0.59231853,0.486248,0.53902435,0.94290143,0.0,0.94086134,1.5480086,1.474476,0.87238646,1.336252,1.6974511,0.9367512,1.855612,1.5415872,0.08680571,1.0059892,1.75454
aftermathmovie,0.40383977,0.47999096,0.5642607,0.60164624,0.7415929,0.0,0.5480994,0.54757816,0.26948953,0.2772624,0.59667647,0.0,0.30097866,0.0,0.4176076,0.0,0.50840807,0.461502,0.50327,0.26631826,0.34452406,0.4815386,0.0,0.4609931,0.5385946,0.5769222,0.37416294,0.63000286,0.50732076,0.28682002,0.55276984,0.50952727,0.41304398,0.53729755,0.5985805
aftermovie,0.57197225,0.43703368,0.6633443,0.56196904,1.0030097,0.0,0.7246437,0.70357126,0.24359703,0.449186,0.6091296,0.0,0.2779413,0.0,0.505086,0.0,0.61213326,0.41235504,0.63106227,0.42557403,0.42580083,0.48672616,0.0,0.6991945,0.7638306,0.6712955,0.46482208,0.72930896,0.30727983,0.50418437,0.7627421,0.6703031,0.28664437,0.43137574,0.7931446
ahiddenlifefilm,0.27904293,0.33435765,0.3666555,0.3010301,0.4661915,0.0,0.36213407,0.4108097,0.20783031,0.22231203,0.37959826,0.0,0.26913446,0.0,0.2593875,0.0,0.3388062,0.27879608,0.36429018,0.23760924,0.21303749,0.29472488,0.0,0.35666093,0.3773999,0.35880074,0.26249906,0.41704217,0.2748567,0.2149757,0.4183388,0.3581739,0.24803047,0.305304,0.40262777
alitamovie,0.88809586,0.4821519,0.6841014,0.9299246,0.9721784,0.0,0.95134366,1.0456526,0.5307206,0.76227665,0.86656016,0.0,0.59541905,0.0,1.2533892,0.0,0.49701852,0.6183834,0.5428737,0.56374615,0.32138228,1.0148836,0.0,0.6726518,0.9040536,0.85758895,0.33743677,0.9813983,0.59860384,0.5835131,1.4348884,0.73503757,0.689292,0.7549059,1.2533519
angelhasfallen,0.5307174,1.084977,0.78887033,0.7158159,1.2468601,0.0,1.1466211,1.1340375,0.56418693,1.0087008,0.8565891,0.0,0.6097976,0.0,0.6882658,0.0,0.80936885,0.86453265,0.9012773,0.48427194,0.86349994,0.57562375,0.0,0.66687536,1.0342036,0.8880593,0.36801708,1.1311948,1.0392835,0.057293892,1.0437087,0.77452433,0.38994718,0.5641865,1.0335146
angrybirdsmovie,1.3246342,2.0410018,1.4794799,1.2840905,2.472598,0.0,2.2275906,2.6052392,0.9379493,0.43075836,1.8792254,0.0,1.2523158,0.0,0.97394896,0.0,1.8342761,1.2285182,1.3618457,0.8668415,1.0741047,1.2871755,0.0,1.4281822,2.110304,2.3048573,1.0062982,2.0559816,1.9434321,1.0192766,1.8813175,1.3810471,0.6944844,1.0850012,2.4299963
annabellemovie,0.8176285,0.9739053,0.9603005,0.68574584,1.2606156,0.0,1.0073404,0.96069187,0.61772686,0.56354195,1.1835288,0.0,0.946743,0.0,0.49639004,0.0,0.95210505,0.96264535,0.9909899,0.47283012,0.6303382,1.0367553,0.0,1.0900875,1.3519955,1.0546972,0.5140254,0.78580076,0.70600855,0.44505748,1.2892872,1.1214886,0.67800593,0.7179707,1.4396545
annamovie,0.46297884,0.6422504,0.7646477,0.6056339,0.853853,0.0,0.7668458,0.8881523,0.51475435,0.35477215,0.9552545,0.0,0.5412531,0.0,0.6600323,0.0,0.68681335,0.51925826,0.7164498,0.51220584,0.44429654,0.60602677,0.0,0.5448926,0.79456496,0.86777896,0.58003485,0.78906214,0.48984823,0.45874974,0.89868015,0.78025407,0.5648323,0.64484453,0.93308103
apollo11movie,0.42106813,0.6361872,0.47967622,0.4497059,0.80433065,0.0,0.50564194,0.68870133,0.3623277,0.2056782,0.51645553,0.0,0.4963829,0.0,0.23658296,0.0,0.37991056,0.43440196,0.48393273,0.25161356,0.37279037,0.45974022,0.0,0.24391025,0.59451574,0.6497992,0.42065382,0.69941944,0.55169857,0.29768267,0.53174496,0.4656244,0.42960066,0.49893746,0.6171134
arcticdogsmovie,0.6043546,0.5246528,0.75126994,0.647123,0.9062069,0.0,0.84968346,0.65895295,0.4072303,0.4924444,0.61235344,0.0,0.59925145,0.0,0.40933233,0.0,0.42994925,0.3859395,0.7742173,0.6231554,0.41782433,0.55280703,0.0,0.6298632,0.74813485,0.5981352,0.57348895,0.60657614,0.39249572,0.23310655,0.8939848,0.4933666,0.5324629,0.40801808,0.8224527
arcticmovie,0.46454644,0.31301904,0.59846133,0.42909956,0.64755857,0.0,0.35159948,0.56118363,0.29050365,0.3663528,0.579767,0.0,0.36683863,0.0,0.41328275,0.0,0.38810423,0.3201159,0.5536159,0.3480815,0.24382888,0.5074807,0.0,0.40431592,0.55906177,0.43895793,0.262326,0.6869717,0.25719914,0.14008665,0.63957816,0.52229136,0.33991748,0.33753544,0.56970966
artofracingmovie,0.70253646,0.6162096,0.8427304,0.9623506,1.145423,0.0,0.5826397,0.79822135,0.42040345,0.6530241,0.7226224,0.0,0.8670668,0.0,0.6391075,0.0,0.4075931,0.74521357,1.0047168,0.4404339,0.49961478,0.62455755,0.0,0.5705573,0.72114116,0.7868896,0.46651408,1.0687492,0.35304105,0.32180953,0.9395479,1.0902888,0.453223,0.5934479,1.0191633
avengers,0.381472,0.3134654,0.6947293,0.46337262,0.73668355,0.0,0.50163543,0.41147837,0.292259,0.31324705,0.5728113,0.0,0.3204109,0.0,0.51040536,0.0,0.4263319,0.25434458,0.35460657,0.49108493,0.26077116,0.60027134,0.0,0.5296337,0.79506433,0.5699348,0.28518882,0.67614776,0.32243472,0.37025887,0.6060719,0.72024435,0.27704,0.40485933,0.43618923
beachbummovie,0.7642337,0.793241,0.9155685,0.6066671,1.0757242,0.0,0.74968326,1.1750385,0.7260693,0.2818778,0.82483613,0.0,0.4782973,0.0,0.4982736,0.0,0.7890081,0.6934337,0.68364483,0.20510766,0.28426537,0.79524034,0.0,0.4844861,1.0017912,0.90179604,0.5853893,1.028585,0.8724811,0.49805072,1.1560045,0.8928466,0.60301477,0.848,1.0800654
bernadettefilm,0.45048928,0.8641388,0.90116286,0.6215065,0.9872414,0.0,0.9528788,1.0735093,0.56283593,0.69486946,0.9069987,0.0,0.64014757,0.0,0.6488416,0.0,1.0305749,0.6549099,0.9637058,0.5863789,0.55432016,0.55750614,0.0,1.1222557,0.8830558,0.8736289,0.5093576,1.0052956,0.62595063,0.4093319,1.0989684,0.78603166,0.651774,0.6631058,1.053756
blackandbluemovie,1.0425429,1.4998649,0.8994296,1.1098301,1.478145,0.0,1.2608014,1.8337135,0.7899286,1.0695369,1.137845,0.0,1.3102167,0.0,1.0213101,0.0,1.0913568,0.882299,1.3753296,0.66462386,0.724779,1.094997,0.0,1.4489992,1.5507779,1.5684952,0.7514372,1.8521621,0.78552014,0.5550027,1.8083229,0.8982825,0.71261823,0.6439418,2.0678241
blackchristmas,0.58765936,0.5398474,0.87206537,0.3201718,1.0924133,0.0,0.71917504,0.8306009,0.32149717,0.3716593,0.636416,0.0,0.27812415,0.0,0.38919508,0.0,0.6497571,0.42834362,0.7194039,0.41872564,0.40004936,0.66216034,0.0,0.82051176,0.8253694,0.7041659,0.47415653,0.71171176,0.65920204,0.4903033,0.63026524,0.6314358,0.34997326,0.49879307,0.68888557
blindedbythelightmovie,0.39236605,0.47132164,0.3333312,0.21870114,0.61031955,0.0,0.3663774,0.43330148,0.28882235,0.31740335,0.45785338,0.0,0.30736676,0.0,0.1535297,0.0,0.36990517,0.36718875,0.6559401,0.2850115,0.31241935,0.4486637,0.0,0.47549045,0.5240237,0.57573324,0.37770933,0.49458572,0.37631944,0.2350403,0.4294716,0.39307266,0.2442925,0.41069394,0.69648165
bombshellmovie,0.74007905,0.87739205,1.0750269,0.7911285,1.3811551,0.0,0.7466418,1.14723,0.4767851,0.617957,0.9569445,0.0,0.50795656,0.0,0.4516468,0.0,0.636348,0.49490243,0.8618325,0.34539947,0.59021276,0.4924785,0.0,0.671624,1.1725937,1.050949,0.61779284,1.122272,0.5256717,0.51531386,1.227605,0.7738001,0.46368843,0.5136018,0.9134178
