movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,1.7867737,1.9735594,1.7537369,1.3561003,1.1578317
47metersdown,1.8949088,2.6280394,2.7055407,2.0803063,0.55676824
abeautifuldaymovie,1.5291617,1.9984683,1.7796115,1.6568674,0.9261908
abominablemovie,1.9733964,3.5911722,2.7624097,2.338215,1.2634846
adastramovie,1.5138023,1.7341942,1.7446167,1.6196156,1.0087249
adogsjourneymovie,3.4270105,3.6668468,4.7825913,3.731911,1.9475839
aftermathmovie,1.3991032,1.5357052,1.5723963,1.4208066,1.0012107
aftermovie,1.5210158,1.537477,1.5405167,1.1124839,0.69054884
ahiddenlifefilm,0.85562444,0.92821604,0.9007688,0.7693447,0.53221005
alitamovie,1.781496,1.9769284,1.742317,1.8714733,1.2908818
angelhasfallen,1.9764729,2.7617404,2.4805882,2.315266,1.1651989
angrybirdsmovie,2.8806355,4.610364,4.5160913,3.391909,2.1760616
annabellemovie,2.6994085,3.3912358,3.2730622,2.2991698,1.1389407
annamovie,1.4178138,1.9051472,1.7675984,1.4598626,0.7330268
apollo11movie,1.2771803,1.4599926,1.2878234,1.1498418,0.761989
arcticdogsmovie,1.4758085,1.7853221,1.9282149,1.4383564,0.899775
arcticmovie,1.116195,1.2676172,1.2935479,1.248985,0.70540303
artofracingmovie,1.5121092,1.794276,1.8558939,1.8494434,0.9608209
avengers,1.6067284,1.6816819,1.5961711,1.107,1.1105624
beachbummovie,1.8259141,2.2926428,1.9969832,2.1165411,1.2789736
bernadettefilm,1.4406688,2.0510428,2.247319,1.7790271,1.1419158
blackandbluemovie,2.3055336,3.5232677,3.943722,3.3471916,1.4567381
blackchristmas,1.5557086,2.0700154,1.9717927,1.6418983,0.9364522
blindedbythelightmovie,1.3475851,1.5434302,1.4073704,1.089702,0.7636702
bombshellmovie,1.501613,2.4363344,2.2119842,1.5286596,1.3115382
booksmart,9.419949,17.604372,16.932539,11.835694,6.217701
breakthroughmovie,3.128836,3.9236255,4.4254274,3.117981,1.7705966
brianbanksmovie,1.9613835,2.6272185,1.9601902,2.1676416,1.215845
brightburnmovie,1.799258,2.3568714,2.1886497,1.8757337,1.1840703
brittanyrunsmov,1.1686475,1.1675662,1.4376928,1.1139823,0.78842884
captainmarvelofficial,1.5617734,2.0879934,2.0170949,1.3914855,1.0694373
captivestatemovie,1.7493315,2.0483408,2.2052402,1.8567958,1.1385258
catsmovie,3.298076,4.052725,4.733452,3.2892087,1.5411836
charliesangels,3.4747612,5.138073,5.1594586,3.800183,1.8367921
childsplaymovie,5.2507563,8.61349,7.081997,5.0471845,4.105432
clarathefilm,5.979606,10.1799135,9.417896,6.506041,4.214745
coldpursuitmovie,1.2361506,1.52104,1.3691342,1.1079245,0.92806673
countdown,2.7976742,3.8310614,2.8377173,2.4055614,1.5496838
currentwarmovie,1.653601,2.0727437,2.2175171,1.750712,0.9709498
darkwatersmovie,1.9355043,2.554942,3.0767794,2.3216295,1.3381156
detectivepikachumovie,1.7458354,2.8216007,2.303675,2.2637823,1.2396847
disneyaladdin,1.9509867,2.960259,2.7306876,1.9439954,1.3548983
disneyfrozen,2.7465398,4.571935,4.122035,3.238769,3.184519
disneymaleficent,1.6045499,2.6122024,1.989279,1.8676423,1.1385224
doctorsleepmovie,1.3569257,2.0137777,1.901055,1.4105408,0.75436485
dolemiteismyname,2.1643934,3.301765,3.0844116,2.423122,1.3391219
dontletgomovie,1.7383304,2.4039755,2.2466195,1.8376516,1.1443169
doramovie,1.5471381,1.9911944,1.6527039,1.8643997,1.2440451
downtonabbey_official,2.4205248,3.1736727,3.7339466,2.294145,2.6133366
dumbo,1.3917872,2.190078,1.8007865,1.4826344,1.0473827
escaperoom,1.8179513,2.5679936,2.2522128,2.1745956,0.9760762
everybodyknowsmovie,1.1046542,1.3842833,1.3864065,1.1867572,0.86468214
fastandfuriousmovie,2.1088867,3.2778802,3.672666,3.2235894,1.2573622
fightingwmyfam,2.214749,2.6283329,3.1903746,2.4495504,1.1300362
fivefeetapartfilm,3.4939673,3.8153093,3.9720335,4.333896,1.5756342
fordvferrari,1.4690832,1.6509625,1.8001868,1.3701487,1.0735044
freaksthefilm,1.4311976,2.1422677,1.8782855,1.66337,1.2883576
geminimanmovie,1.5541341,1.9193001,2.3540604,1.4244938,1.1050764
glassmovie,1.309908,2.256947,2.0654519,1.7407914,0.9687005
gloriabellmovie,1.494649,2.0927677,1.8781055,1.4803834,1.0458388
godzillamovie,1.6675209,2.2574892,2.239822,1.6999732,1.2606324
goldfinchmovie,1.6778629,2.5289402,2.558252,1.7577227,1.429767
goodboysmovie,1.4595362,2.3497238,2.0763433,1.6850072,1.0753499
goodliarmovie,1.8301516,2.6676667,2.318284,2.0490477,1.0074769
gretafilm,1.5549974,2.450144,2.0079818,2.0984833,1.46732
halathemovie,2.6011646,2.8550155,3.9281845,2.28576,1.3113168
happydeathdaymovie,0.9504198,1.131109,1.0820336,0.7836525,0.79724485
harrietfilm,1.5561826,2.0014424,1.9602599,1.8313192,1.1310508
hellboymovie,1.8502284,2.1540518,2.0929677,1.5712547,0.9908989
hersmellmovie,2.5630326,4.2107987,5.259741,3.3551204,2.208192
highlifemovie,1.3268269,1.6815175,1.654795,1.2681173,0.9499915
highstrungmovie,16.379148,23.654554,26.792826,18.311653,10.956782
honeyboymovie,3.2991064,4.099633,5.4176264,3.2169955,2.3170297
hotelmumbaifilm,1.5607074,1.8504788,1.6561487,1.5543534,1.031043
httydragon,3.5296896,5.1155586,5.9394608,4.4937086,3.0210843
hustlemovie,2.0914166,2.999432,3.1008096,1.8694077,1.5056103
hustlersmovie,6.534325,10.137918,12.4934435,8.621001,6.129922
isntitromantic,1.9570323,2.08836,2.6785934,1.7350336,1.3672389
itmovieofficial,1.5700114,2.2729623,2.7116973,1.703051,1.2607697
jayandsilentbob,2.9056969,4.332998,4.16655,3.9718592,1.696857
johnwickmovie,2.480763,3.429377,3.477313,3.1649542,1.6010603
