movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,1.2146733,0.8961179,1.1501292,0.5140731,0.90306,1.0385531,0.55025506,0.9180915,0.55000716,0.8596702,0.0,0.9196317,0.91979975,0.0,0.5093133,0.0,1.1040963,0.3725792,0.9038265,0.8892468
47metersdown,1.4252429,0.8683764,1.3917211,1.086641,1.1914039,1.4333152,0.7021381,1.3291028,0.4901237,1.160031,0.0,0.8663414,1.1112571,0.0,0.52644575,0.0,1.0187435,0.7735158,0.97906154,0.8940535
abeautifuldaymovie,1.0006685,0.8409804,0.88646793,0.6512379,0.8138558,1.0480261,0.5186143,0.801967,0.60484093,0.62543887,0.0,0.77169406,0.7216132,0.0,0.62154657,0.0,0.69113374,0.5368239,0.76799697,0.7237533
abominablemovie,2.0313158,1.513877,1.8172331,0.92576605,1.5703675,2.1869795,0.8759559,1.3517338,1.2393335,1.3191146,0.0,1.957686,1.8533694,0.0,1.356807,0.0,1.3758196,0.8133166,1.5166265,1.6555352
adastramovie,1.0444982,0.9555218,0.95399785,0.6651931,0.90129393,1.1060706,0.5104764,0.81196,0.52400327,0.51871413,0.0,0.9926814,0.9446567,0.0,0.5182176,0.0,0.71427673,0.41182566,0.60058117,0.80036557
adogsjourneymovie,2.6942394,1.8702624,2.7698014,1.6266805,1.7028675,2.3226762,1.1854991,2.0924313,1.1935043,1.8838763,0.0,1.8908793,2.022931,0.0,0.9070814,0.0,1.6677266,1.1825688,1.9764206,1.9015218
aftermathmovie,0.88706064,0.5452392,0.7989529,0.66544855,0.5352975,0.7839224,0.35439974,0.59637016,0.36165634,0.528841,0.0,0.7925106,0.59791625,0.0,0.41272175,0.0,0.8076081,0.38458395,0.6607296,0.6106898
aftermovie,0.92078733,0.78802574,0.951754,0.6714445,0.57244796,0.9877858,0.4958253,0.6149542,0.3016623,0.71044934,0.0,0.75326234,0.73492074,0.0,0.4882506,0.0,0.6073007,0.47000098,0.7282237,0.6331968
ahiddenlifefilm,0.5579165,0.40183398,0.49113667,0.3640766,0.43798605,0.5498029,0.33265784,0.4317175,0.3068658,0.40173727,0.0,0.47882533,0.45249164,0.0,0.29130322,0.0,0.43628174,0.28521976,0.40627792,0.40647486
alitamovie,1.4349676,1.0756148,0.8884301,0.82804406,0.86114186,1.4984056,0.3933574,0.9008032,0.6244607,0.74303174,0.0,1.1785263,1.1225995,0.0,0.68872875,0.0,0.8695938,0.62184227,0.5769235,0.9099686
angelhasfallen,1.311793,0.9100524,1.3488306,0.82942307,1.2895436,1.0070779,0.65134096,1.1448693,0.75923806,1.0853937,0.0,1.1557959,1.1022272,0.0,0.5387605,0.0,1.0239193,0.6556643,0.8302258,1.0578841
angrybirdsmovie,3.3346055,2.1523774,2.897517,2.174625,2.391044,3.4963217,1.6797796,2.3809602,1.2007413,2.1302392,0.0,2.328696,2.3458714,0.0,1.1133523,0.0,2.0743892,1.6158103,2.322389,2.338199
annabellemovie,1.9444226,1.3779624,1.820501,0.9122123,1.2680094,1.6244859,0.7415004,1.2542902,0.8223273,1.2312651,0.0,1.423073,1.3557686,0.0,0.7302081,0.0,1.3994157,0.6996485,1.4537059,1.7599812
annamovie,0.97696257,0.6499729,1.0232226,0.80398023,0.59019804,0.92385244,0.4982249,0.88259614,0.457428,0.7676025,0.0,0.76960367,0.7149252,0.0,0.3657412,0.0,0.74402285,0.4650215,0.7460922,0.6943589
apollo11movie,0.92931056,0.64423954,0.75727063,0.57838476,0.66171074,0.904867,0.49659657,0.62736213,0.48534602,0.6439683,0.0,0.90943795,0.7401424,0.0,0.40217513,0.0,0.68699116,0.3714335,0.69697773,0.6411894
arcticdogsmovie,1.1784027,0.6706922,1.0118948,0.8174175,0.85883677,1.0561031,0.59637076,1.0017965,0.52087414,0.7902275,0.0,0.66875297,0.85488445,0.0,0.49801087,0.0,0.67263806,0.63807905,0.6975719,0.7800838
arcticmovie,0.8639702,0.60434437,0.9410257,0.47637326,0.7349785,0.8528182,0.53374946,0.6943423,0.51761866,0.7691763,0.0,0.63000923,0.82313615,0.0,0.41066408,0.0,0.69070953,0.3972011,0.66030127,0.73657197
artofracingmovie,1.4308964,1.0872273,1.2214154,0.8897279,1.1258526,1.4964726,0.52045333,0.9407522,0.6379373,0.7663073,0.0,1.2159115,1.2373884,0.0,0.7113476,0.0,0.90255916,0.5972789,0.81821406,1.1009144
