movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,1.3753909,0.5102787,0.0,0.558328,1.1733388,0.73285395,1.4106878,0.85303056,1.0834937,0.73604035,0.61563987,0.9024408,0.8806808,1.4885199,0.49670812
47metersdown,1.4840515,1.0853908,0.0,0.2603566,0.86334264,0.6192401,1.7621052,0.7648661,0.6538872,0.96570444,1.093117,0.9927139,0.89774203,1.3868456,0.42786914
abeautifuldaymovie,1.4462993,0.5043378,0.0,0.5464738,1.1750957,0.59494346,1.3109373,0.94420993,1.0566409,0.6724355,0.6542086,0.8502281,0.7720855,1.3771157,0.4103499
abominablemovie,2.0727673,1.0094247,0.0,0.46587524,1.8935947,0.6334379,2.5014107,1.3261076,1.5914752,1.6456852,1.1395011,1.4779965,1.1829313,2.2525415,0.87966645
adastramovie,1.2852842,0.73273206,0.0,0.44925395,1.0009815,0.55281794,1.3929398,0.69471204,0.97830135,0.9161744,0.69386035,0.8149946,0.7351318,1.3214718,0.57416505
adogsjourneymovie,3.19137,0.58524376,0.0,0.8838485,2.6152408,1.0721083,2.553158,1.4074911,1.6521239,1.1921688,1.220894,1.7933731,1.0441265,2.269898,0.6699265
aftermathmovie,1.0405217,0.49563408,0.0,0.5232128,0.88315004,0.4448592,1.0418147,0.8537984,0.8153247,0.7252527,0.66414,0.81501216,0.6176957,1.1660688,0.3961592
aftermovie,1.1172155,0.7627834,0.0,0.3537336,0.84466684,0.5412307,1.3348659,0.73405457,0.9211578,1.0629767,0.78538764,0.81835485,0.8394616,1.4251701,0.57263494
ahiddenlifefilm,0.651727,0.41158098,0.0,0.28158686,0.55607384,0.33774483,0.6566678,0.46960676,0.543323,0.5301739,0.46422923,0.50225085,0.4247857,0.72537684,0.2703337
alitamovie,1.5367619,0.547349,0.0,0.69722307,1.50067,0.6373098,1.419334,1.2115896,1.1783563,0.8826316,0.8725715,1.2756279,0.7400707,1.3087804,0.40072075
angelhasfallen,1.4193877,0.90948296,0.0,0.6216502,1.0832355,0.40682524,1.4839427,1.0781754,0.95866394,1.1266744,1.1046078,1.0587324,1.017967,1.577236,0.4269854
angrybirdsmovie,3.3952274,1.351416,0.0,0.33873168,2.0553617,1.3966444,3.5802572,1.0018127,1.4737781,1.4003406,1.3188637,1.260093,1.5692213,2.494062,1.4386634
annabellemovie,2.0304615,1.249581,0.0,0.6745594,1.8558437,0.6960825,2.1664596,1.2960913,1.6709721,1.9255137,1.2947847,1.5213673,1.1450952,2.2889872,0.92043734
annamovie,1.2954957,0.559781,0.0,0.5739835,1.0577322,0.53813267,1.3408368,0.74959946,1.1091851,0.80735844,0.81797427,0.8961267,0.7658897,1.494645,0.41518047
apollo11movie,1.0028015,0.6376289,0.0,0.4230422,0.7874854,0.45008135,1.0243075,0.6710024,0.747414,0.79346186,0.5884669,0.8358104,0.6058185,1.1166267,0.23935243
arcticdogsmovie,0.9492157,0.61315376,0.0,0.24231362,0.72510326,0.36910734,1.2884886,0.7350496,0.7903115,0.7414914,0.84316677,0.67166746,0.7435079,1.1296135,0.49557337
arcticmovie,0.9897909,0.53382385,0.0,0.40688977,0.8719442,0.4508001,1.0463128,0.81643033,0.7933561,0.74569106,0.68317837,0.7909477,0.6491286,1.1415433,0.35224122
artofracingmovie,1.2645562,1.1785382,0.0,0.3836721,1.0570117,0.5887846,1.5389807,0.53579664,1.2754958,1.3698059,0.78130364,1.1033363,0.6112918,1.6803604,0.52104324
