movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,0.8087147,0.6647014,0.0,1.1888784,0.932974,1.1075398,1.2325599,1.0612473,1.4548038,1.161272,1.5963304,0.0,0.8322821,1.1260756,0.9969308
47metersdown,1.7618012,1.0735099,0.0,1.4491285,1.0623683,1.2531474,1.7753237,1.3399231,1.7855027,1.5422208,1.9734817,0.0,1.3734301,1.4275404,1.0406425
abeautifuldaymovie,0.66015285,0.54313636,0.0,1.1715834,0.9956996,1.0671186,1.281632,1.1741636,1.3572584,1.1795957,1.506869,0.0,0.7574737,1.0140672,0.92240626
abominablemovie,1.2686533,0.9990262,0.0,2.096622,2.2102568,1.889288,2.2410917,2.1360798,2.444475,2.3244398,3.1679044,0.0,1.9129472,1.6117314,1.6550659
adastramovie,0.79453313,0.6936168,0.0,0.9097853,1.0581492,1.093475,1.1553524,0.94715506,1.3127422,1.2089514,1.3335829,0.0,1.0827969,0.95324373,0.871842
adogsjourneymovie,1.163227,0.68344474,0.03447556,1.5317391,1.9369391,1.8974884,2.3944035,2.512732,3.1709511,2.3094788,3.641792,0.0,1.3311778,2.2540493,2.3441975
aftermathmovie,0.7887454,0.5071136,0.0,0.87351495,0.7157951,0.89413255,0.9832759,0.6833155,0.9840988,0.9415272,1.0482528,0.0,0.7576585,0.85258454,0.6198082
aftermovie,0.9457486,0.6521253,0.0,1.0914683,1.0578521,1.1309261,1.1196604,0.8698666,1.0933247,1.3293263,1.2983952,0.0,0.85575664,0.7329667,0.7195716
ahiddenlifefilm,0.52391243,0.36530223,0.0,0.53748304,0.5190686,0.53845334,0.61443245,0.5087526,0.6315377,0.6139082,0.6783603,0.0,0.50030667,0.5075092,0.43834323
alitamovie,0.9610465,0.964897,0.20036425,0.9435672,1.4333156,1.1316668,1.2624375,1.1988838,1.5860716,1.4023075,1.6800419,0.0,1.2421635,0.73445064,0.93626964
