movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,2.0216238,1.6143003,1.7440962,2.2238955,0.1705182
47metersdown,1.6554996,1.432489,2.283477,2.7043345,0.08694507
abeautifuldaymovie,2.036468,1.3953215,1.3850186,2.2330456,0.0
abominablemovie,3.3805537,1.9805071,3.4675884,3.481793,0.0
adastramovie,1.8902571,1.7294879,1.9704055,2.193011,0.04402083
adogsjourneymovie,4.700673,3.0119348,3.804197,5.8665247,0.0
aftermathmovie,1.5563145,1.346743,1.3704953,1.7637581,0.06367339
aftermovie,1.6861439,1.5507885,1.4761243,1.7221555,0.22960193
ahiddenlifefilm,0.97295237,0.75195634,0.8671373,1.0937729,0.0
alitamovie,1.8858356,1.3898436,2.5226636,2.4371557,0.0
angelhasfallen,1.9959446,1.7634104,1.6961197,2.6460037,0.16140682
angrybirdsmovie,5.7522483,3.5762014,4.634145,5.8605256,0.0
annabellemovie,2.8797178,2.0460465,2.764408,3.4161265,0.0
annamovie,1.86728,1.1850066,1.574676,2.3213482,0.0
apollo11movie,1.4211442,1.1784402,1.3811927,1.6628114,0.0
arcticdogsmovie,1.8083394,0.87138486,1.4022522,2.0488257,0.18232483
arcticmovie,1.4825863,0.85309255,1.1101639,1.5995386,0.019550206
artofracingmovie,1.6487812,1.61952,2.014132,2.0871425,0.08526005
avengers,1.8756183,1.1185559,1.2390556,1.8782955,0.18299131
beachbummovie,2.472355,1.7819856,2.274979,2.7613204,0.00218671
bernadettefilm,1.9394761,1.5031072,1.8321284,2.4075754,0.0
blackandbluemovie,3.6878023,2.4802752,3.0711873,4.7987223,0.0
blackchristmas,2.0456963,1.5506363,1.8553958,2.545121,0.046803787
blindedbythelightmovie,1.3853601,1.017997,1.3040669,1.6445291,0.0
bombshellmovie,2.595231,1.1326164,1.9865246,3.070966,0.0
booksmart,16.689198,9.632238,10.009448,19.42824,0.0
breakthroughmovie,2.9668896,4.0624504,2.9188113,3.7453098,0.30884695
brianbanksmovie,2.3423705,1.5721462,2.192067,2.9999022,0.0
brightburnmovie,2.089504,1.2949171,1.7269849,2.6334534,0.0
brittanyrunsmov,1.2580594,0.99123466,1.3014448,1.5252868,0.0
captainmarvelofficial,2.2244315,1.320167,1.6305335,2.6133392,0.19922467
captivestatemovie,2.2964559,0.9656249,1.3324327,2.5409293,0.0
catsmovie,3.6466904,2.5102453,2.8511887,4.909497,0.0
charliesangels,5.1266823,1.9917204,3.4965863,5.5224195,0.0
childsplaymovie,5.7454777,3.56074,7.4084206,7.787855,0.0
clarathefilm,8.338094,6.076555,8.404221,9.884232,0.0
coldpursuitmovie,1.4754636,0.99530745,1.4156338,1.7482797,0.0
countdown,2.886661,2.3107097,3.0281494,3.3661773,0.0
currentwarmovie,1.863875,1.3058082,2.0138054,2.2852764,0.0
darkwatersmovie,3.160739,1.493641,2.3298512,3.9713569,0.0
detectivepikachumovie,2.514343,1.59877,2.0476468,3.3685114,0.0
disneyaladdin,2.7854748,1.909787,2.0687702,3.103097,0.0
