movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
21bridgesmovie,0.3972776,0.343986,0.5732151,0.53612113,0.2587575,0.62486935,0.0,0.2695475,0.62462085,0.0,0.6057248,0.81899536,0.6042751,0.56226236,0.31986564,0.21579427,0.75800526,0.7250328,0.47734588,0.89856035,0.8192303,0.0,0.7043629,0.61695814,0.33338612,0.5566367,0.30277497,0.8097731,0.5553653,0.37627217,0.61404824,0.52645725,0.7911307,0.75064456,0.7102654,0.47497627,0.60618275,0.60111046,0.38954842,0.6011633,0.7161306,0.0,0.0,0.31517464,0.0,0.0,0.70410365,0.81728464,0.18386684,0.887684
47metersdown,0.80694187,0.28330368,0.40519583,0.72391605,0.47010937,0.710551,0.0,0.5679424,1.0193243,0.0,0.7846437,1.2801274,0.7932183,0.92645735,0.62938124,0.42589146,1.154397,1.3005605,0.45619595,0.7820044,1.0699594,0.0,0.6569845,0.94591576,0.41218853,0.7039632,0.81862324,0.98264235,0.73705816,0.5341791,1.0361828,1.0888137,0.6940254,1.2315001,0.8957698,0.9619596,0.84904593,0.61907506,0.5691811,0.67092985,0.8387184,0.0,0.0,0.7438494,0.0,0.0,1.1488361,0.76455945,0.32910293,1.0232958
abeautifuldaymovie,0.39704683,0.36421108,0.6752081,0.41886628,0.1410356,0.5298285,0.0,0.35133994,0.66959035,0.0,0.45954862,0.92767507,0.6955748,0.8292295,0.4062311,0.2650376,0.79182696,0.60217756,0.40853918,0.5911582,0.70244455,0.0,0.48996967,0.75022995,0.28488627,0.88102657,0.5069956,0.89562285,0.68651587,0.44996408,0.5585135,0.60709643,0.5842987,0.6473766,0.58744764,0.61798936,0.67123705,0.49386162,0.42703333,0.61463076,0.43354928,0.0,0.0,0.32173944,0.0,0.0,0.6739902,0.52445966,0.38877842,0.6581515
abominablemovie,0.27327713,0.6183299,0.8893762,0.656899,0.82297236,1.1857684,0.0,0.42336273,1.3517923,0.0,1.007679,1.6608291,1.3627212,1.290568,0.4806515,0.48237512,1.3013583,1.066467,0.8043417,0.8055213,1.8852525,0.0,1.2670046,0.9223605,0.6610598,1.2459918,0.6039506,1.3447121,1.101123,0.7918179,0.9273975,0.87584734,1.34009,1.3527604,1.1984338,1.1932414,1.1398786,0.90948343,0.8276713,1.474788,0.86689854,0.0,0.0,1.0389634,0.0,0.0,1.2772703,1.2813771,0.50208145,1.3713229
adastramovie,0.27896103,0.27356234,0.46957934,0.44574335,0.4310565,0.514997,0.0,0.20266351,0.5989165,0.0,0.52582437,0.77177423,0.609943,0.51499826,0.32223612,0.40464896,0.6079812,0.7357266,0.56020904,0.6335021,0.724283,0.0,0.7223046,0.49644136,0.20519647,0.54532933,0.35163507,0.7697325,0.6488539,0.24665001,0.45800334,0.40097636,0.6986299,0.8011469,0.5511418,0.61247754,0.35460827,0.4096567,0.36568838,0.53479123,0.65991193,0.0,0.0,0.44376162,0.0,0.0,0.83524853,0.4770646,0.31483498,0.6408753
adogsjourneymovie,0.9589388,0.9350135,1.0105114,1.0078076,0.8265533,1.4938359,0.0,0.34549746,1.3755648,0.0,1.3538349,2.102286,1.6166643,1.5621227,0.8554468,0.59745693,1.7675028,1.4550527,1.2176522,2.169602,2.1387634,0.0,1.1348228,2.0009859,0.62861717,1.4100356,0.6799352,1.913717,2.1738946,0.62434113,1.6669024,1.1805117,1.7408583,1.9037168,1.5181853,1.6010674,1.7097635,0.9439471,1.0769801,1.3406656,1.4342767,0.0,0.0,0.8369768,0.0,0.0,1.5463048,1.7673056,0.59057796,1.8027519
aftermathmovie,0.40613732,0.32892966,0.38220748,0.36862186,0.37902156,0.4993968,0.0,0.31467408,0.5619744,0.0,0.41736987,0.7776796,0.57141876,0.6233089,0.3263135,0.31003508,0.71403015,0.6092077,0.2926217,0.5908441,0.7250158,0.0,0.5689299,0.63416624,0.53268355,0.60793793,0.41124022,0.6857402,0.62205726,0.41145858,0.50642765,0.4776276,0.6199765,0.64071196,0.48058212,0.48939934,0.48776546,0.43119183,0.4292663,0.5723141,0.52424663,0.0,0.0,0.41841787,0.0,0.0,0.64263994,0.6693157,0.40468198,0.7154488
aftermovie,0.43577814,0.30721292,0.55107486,0.3286369,0.5007369,0.67046475,0.0,0.25441,0.5888742,0.0,0.7779149,0.80372816,0.67539984,0.58210826,0.26700866,0.36111674,0.85550976,0.8005004,0.34278625,0.60692555,0.69343984,0.0,0.66731346,0.7288536,0.46261856,0.49742526,0.5761327,0.65885866,0.7356151,0.3771407,0.4262772,0.43545023,0.5304279,0.65638465,0.6316947,0.57289577,0.39903688,0.3886495,0.35090175,0.5160767,0.5604182,0.038237534,0.0,0.27241093,0.0,0.0,0.63576984,0.5554363,0.3452683,0.75254905
ahiddenlifefilm,0.23292845,0.1762938,0.24604796,0.23319772,0.21201575,0.31679922,0.0,0.18351154,0.33201167,0.0,0.27391088,0.4242127,0.3222685,0.34486365,0.20300324,0.15274544,0.37350234,0.3650408,0.22818433,0.33389443,0.4089749,0.0,0.30920497,0.3381201,0.19790578,0.31388593,0.22421665,0.39618573,0.3505795,0.18075287,0.30090207,0.27268398,0.33653998,0.3694453,0.33185104,0.32714155,0.3056449,0.26348937,0.24096908,0.2886166,0.3244312,0.0,0.0,0.17305899,0.0,0.0,0.3671217,0.33137542,0.20224229,0.36361685
alitamovie,0.6149416,0.32615182,0.57078344,0.32955897,0.78548425,0.59170926,0.0,0.27227694,1.0261086,0.0,1.0880327,1.2402445,0.6824648,0.5604765,0.46032846,0.7385132,0.8732836,1.2472534,0.6697734,1.0396847,1.0903821,0.0,0.8498852,0.82663137,0.151594,0.9690072,0.31528914,0.79356104,1.1296432,0.20386711,0.5276681,0.80633265,1.0802175,1.0922378,0.7949587,0.8816802,0.7932353,0.59489775,0.53020215,0.63375455,0.90625966,0.0,0.0,0.36178118,0.0,0.0,0.87856174,0.7400754,0.43702397,0.98037606
angelhasfallen,0.5353605,0.49160185,0.3589589,0.6492511,0.59467626,0.7449141,0.0,0.42095575,0.82249326,0.0,0.6045759,0.88589764,0.6729913,0.8595911,0.5441807,0.34728932,1.1202024,0.8631409,0.6551539,0.96018237,1.0064416,0.0,0.77425545,0.7005993,0.78177303,0.8655135,0.5339129,1.0837325,0.88112366,0.53594136,0.86236334,0.38478732,0.8242717,0.94775504,1.1127185,0.7859968,0.77472633,0.56182086,0.75435,0.8609778,0.84751946,0.0,0.0,0.41030404,0.0,0.0,0.9644766,0.87410945,0.5121992,1.061079
angrybirdsmovie,0.8740761,0.92935634,1.2992336,1.1784075,0.28558022,1.6726573,0.0,1.5945412,1.7920477,0.0,1.020065,2.5547667,1.7379724,2.2724133,1.3891603,0.85810554,2.0491219,1.5162704,1.1798292,1.809641,2.2181745,0.0,1.2878755,1.9716115,0.32319734,2.2860444,1.1509722,2.2929277,2.1415715,0.83002937,1.81048,1.6475714,1.6888932,2.3667297,1.9618862,1.8108313,2.2331352,1.545075,1.2442517,1.3377836,1.2570168,0.0,0.0,1.3400638,0.0,0.0,2.3190436,1.6179558,1.028232,1.6994911
annabellemovie,0.8131666,0.6698651,0.86100036,0.64913714,0.36584565,1.2501032,0.0,0.7755585,1.0273757,0.0,0.5793838,1.5451257,1.0027231,1.0876485,0.4039778,0.43879607,1.254164,1.2535352,0.8252196,1.2483417,1.5101153,0.0,1.2837985,1.5149306,0.5300187,0.82419866,0.57368326,1.3376858,1.2590817,0.49084902,1.1680684,0.9155657,1.1132985,1.3340741,0.7637061,0.983866,0.87431854,0.55875814,0.8734237,0.9768838,1.4898056,0.0,0.0,0.6800972,0.0,0.0,1.170871,1.1220351,0.59169316,1.1238389
annamovie,0.38058186,0.19451891,0.4186268,0.38137978,0.3870017,0.64901006,0.0,0.19197889,0.5928613,0.0,0.45571122,0.7586854,0.3579892,0.6015112,0.36262798,0.06628224,0.77075124,0.5627564,0.36667308,0.522193,0.7000489,0.0,0.6794285,0.6358503,0.3619946,0.5734572,0.33112195,0.7736693,0.61684173,0.4524345,0.48007688,0.40452397,0.67545485,0.6640928,0.62687606,0.4972521,0.4302836,0.4197224,0.2955944,0.5539931,0.52178043,0.0,0.0,0.31198066,0.0,0.0,0.7045605,0.5850785,0.2693892,0.5937859
apollo11movie,0.47821206,0.375487,0.3944888,0.29298788,0.38852495,0.43159664,0.0,0.4045919,0.5069971,0.0,0.41744494,0.64700943,0.5614912,0.52266353,0.25770766,0.2900954,0.6389859,0.60317045,0.23109104,0.50911045,0.69656456,0.0,0.4710595,0.5160316,0.39411092,0.57630473,0.37551546,0.52784806,0.53283817,0.30887383,0.42118445,0.28903833,0.4989516,0.4436312,0.49401015,0.39618126,0.44371957,0.40735632,0.38242668,0.51456743,0.46193853,0.0,0.0,0.26172012,0.0,0.0,0.55125463,0.40623745,0.2695412,0.48177043
arcticdogsmovie,0.5074639,0.37422186,0.38266557,0.40866756,0.2668011,0.43806946,0.0,0.5007774,0.5727128,0.0,0.44498944,0.7982888,0.5270829,0.69431496,0.41146654,0.50981057,0.6812594,0.5583631,0.41346633,0.53954303,0.72661006,0.0,0.43985477,0.64809346,0.429763,0.7649754,0.5260961,0.7109758,0.54366934,0.31911278,0.6809249,0.47094035,0.5818804,0.72140276,0.47450453,0.41932747,0.74798083,0.56825745,0.36150655,0.5019266,0.52024555,0.0,0.0,0.3863301,0.0,0.0,0.71198606,0.6570278,0.3954151,0.658888
arcticmovie,0.39438695,0.14251,0.43382987,0.26791763,0.27816257,0.54650116,0.0,0.31668085,0.5836126,0.0,0.5388714,0.7363996,0.50314224,0.58843464,0.3215478,0.23473676,0.62230337,0.64205605,0.45268178,0.64358306,0.83674186,0.0,0.5498846,0.59107757,0.3341689,0.46778768,0.35715684,0.7076286,0.6894552,0.16911142,0.349007,0.5446711,0.517908,0.58369786,0.48274902,0.66271263,0.58384246,0.20769462,0.5206014,0.4373401,0.5345565,0.0,0.0,0.24354848,0.0,0.0,0.5946161,0.62016857,0.36492324,0.47066057
artofracingmovie,0.6255485,0.40046585,0.53165555,0.51761097,0.5139604,0.68005615,0.0,0.41894937,0.65497184,0.0,0.57021713,1.005005,0.927882,0.756653,0.23888463,0.46036005,0.8706919,0.75710773,0.6258491,0.80891734,0.87872124,0.0,0.61938125,0.68863606,0.3662387,0.50229335,0.47788587,0.8432662,0.70450735,0.49689907,0.76164174,0.50263846,0.7249366,0.79537475,0.5569712,0.72332984,0.568462,0.4686522,0.40707073,0.61374444,0.72529083,0.0,0.0,0.23767555,0.0,0.0,1.0226575,0.57889974,0.41722292,0.6319496
avengers,0.372949,0.23712842,0.5197575,0.49537748,0.17014834,0.48684835,0.0,0.093255244,0.61657333,0.0,0.32253584,0.6912299,0.5214361,0.6570607,0.2681164,0.0,0.7476276,0.4838257,0.31352377,0.78532255,0.71980715,0.0,0.35010824,0.54222125,0.16816762,0.51202005,0.27883825,0.68758744,0.5350982,0.36917517,0.49511996,0.45363516,0.66152996,0.6589191,0.5952139,0.4199858,0.5388008,0.4393658,0.28221953,0.47735184,0.55366576,0.0,0.0,0.1711461,0.0,0.0,0.44578636,0.61790127,0.19114602,0.7655448
beachbummovie,0.9016125,0.74677926,0.6588326,0.40412572,0.70110214,0.76890606,0.0,0.5848837,0.9215735,0.0,0.69305825,1.1171099,1.0096138,0.77637005,0.48823476,0.46709368,0.99228704,1.0120394,0.5201988,0.8165111,1.2863476,0.0,0.81928927,0.99180245,0.6412333,0.77422315,0.72748095,0.78187084,0.9947534,0.5871793,0.7990414,0.58723617,0.9028929,0.7062636,0.78397983,0.86487263,0.7905032,0.72233176,0.78899205,0.74190176,0.6521663,0.0,0.0,0.19571716,0.0,0.0,0.87472653,0.8086457,0.43412957,0.85887164
bernadettefilm,0.57066363,0.55750257,0.5862674,0.6081308,0.30055127,0.66363937,0.0,0.36598438,0.81250083,0.0,0.7153316,1.0059565,1.0418755,0.89330727,0.51025814,0.47950244,0.852666,0.70237565,0.41830727,0.83675325,1.0270342,0.0,0.41637096,0.76294065,0.1263052,0.79589057,0.5608677,1.040276,0.90924805,0.36347765,0.6878363,0.816765,0.7871999,0.88953197,0.9223899,0.8335568,0.93354774,0.48765177,0.631584,0.5608726,0.8323538,0.0,0.0,0.37585706,0.0,0.0,0.8847148,0.5312355,0.5697428,0.80651134
blackandbluemovie,0.48629004,0.8820279,1.309035,1.040873,0.32834262,1.5039092,0.0,0.7848154,1.3434899,0.0,1.1306201,2.0299582,1.8281665,1.6005696,0.55929255,0.5204617,2.1874816,1.1568722,0.80534315,1.6451693,1.8049992,0.0,1.003646,1.5806485,0.558678,1.5431206,1.2130872,1.6900963,1.6896785,0.931182,1.275294,1.1823642,1.8088014,1.8826635,1.6341165,1.6066159,1.3982027,0.7790483,0.8964575,1.0293366,1.5107704,0.0,0.0,0.5505606,0.0,0.0,1.8337117,1.134649,0.9118266,1.8470798
blackchristmas,0.3920868,0.19896871,0.55942804,0.53793836,0.18296644,0.80345386,0.0,0.3547933,0.7517459,0.0,0.45405748,1.0666901,0.7950194,0.85281765,0.5021017,0.27923462,1.0238678,0.53661513,0.6265842,0.62217045,0.7408052,0.0,0.59748244,0.70865285,0.30890724,0.7512173,0.41774502,0.96632713,0.8128468,0.48698795,0.7463503,0.6904384,0.77208555,0.9309368,0.7801791,0.7003035,0.85430557,0.62602556,0.45912313,0.48486334,0.6798936,0.0,0.0,0.29235736,0.0,0.0,0.8060634,0.7896888,0.5931941,0.5598207
