movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44
21bridgesmovie,0.38999993,0.0,0.28369817,0.7145665,0.5453208,0.74653846,0.25953507,0.30640924,0.37123033,0.0,0.6502866,0.0,0.54625946,0.0,0.45564872,0.5752093,0.68414664,0.31658173,0.14355078,0.6549617,0.6464811,0.41625565,0.6966472,0.46288854,0.37650287,0.55652714,0.46633306,0.6772783,0.86108696,0.0,0.5232077,0.3582747,0.0,0.9160061,0.66521955,0.70495915,0.6376421,0.41875127,0.47628546,0.6140968,0.35085732,0.16773799,0.58356035,0.5515273,0.44558063
47metersdown,0.31498632,0.0,0.24693184,0.66597015,0.5310581,0.9079987,0.2271324,0.49696398,0.41556367,0.0,1.0530713,0.0,0.53253067,0.0,0.61467427,0.7602454,0.75843894,0.56843483,0.38622966,0.8279413,0.59058267,0.21255615,0.71806234,0.63599515,0.5406975,0.69089276,0.45324862,0.7800844,1.435013,0.0,0.39954033,0.8343858,0.0,0.98442894,0.81493604,0.9749899,0.8969653,0.39730152,0.6924748,0.8847836,0.55825466,0.40323514,0.8632972,0.7333138,0.2988053
abeautifuldaymovie,0.48790848,0.0,0.24007574,0.77137387,0.48136288,0.6701701,0.4191259,0.28604615,0.32024613,0.0,0.7179449,0.0,0.4699013,0.0,0.45382166,0.40375108,0.6925357,0.44451696,0.28997317,0.72569716,0.4140904,0.47275963,0.662634,0.71480876,0.32767403,0.56647,0.7669329,0.5704504,1.0096073,0.0,0.5027128,0.33361834,0.0,1.2057315,0.5489514,0.6492226,0.80880004,0.50930434,0.40277457,0.6403477,0.32170326,0.22100109,0.6436018,0.49860376,0.26645574
abominablemovie,0.71601003,0.0,0.28919497,0.7507719,1.085841,1.0988224,0.2874124,0.22714543,0.75581986,0.0,1.0691847,0.0,0.6159709,0.0,0.84628814,0.6351743,1.3099349,0.36588848,0.36993936,0.96938235,0.8100495,0.8758689,1.1058755,1.1811339,0.5656903,0.83858484,0.82367027,0.77776945,1.774087,0.0,0.79400563,0.82136077,0.0,1.7886286,0.92141163,0.9414116,0.94047165,1.033343,0.85129756,1.2749298,0.72972125,0.18403788,1.0588989,0.7846418,0.5266228
adastramovie,0.6403968,0.0,0.23446596,0.83686674,0.62473613,0.77972317,0.47203428,0.25770265,0.50177956,0.0,0.70233685,0.0,0.5561309,0.0,0.3828559,0.47792247,0.9565453,0.358074,0.106785715,0.5411992,0.3932129,0.64480984,0.49150926,0.8919481,0.4213994,0.65106255,0.53139114,0.5924455,0.95586157,0.0,0.55591184,0.41190463,0.0,1.0151399,0.50574493,0.80613506,0.70490706,0.58699375,0.42909458,0.56546557,0.31185615,0.3994766,0.7121423,0.545815,0.4904691
adogsjourneymovie,1.251047,0.0,0.49743673,1.0916196,1.1966784,1.9559908,0.8180853,0.7381311,1.1114068,0.0,1.7911572,0.0,1.2891552,0.0,0.7385988,1.0926156,1.5904626,0.6126377,0.6301364,1.8842237,1.3934326,1.5708306,1.7964679,1.7626518,1.4877291,1.0834858,1.1822215,0.7975126,2.3433363,0.0,0.8978686,0.7721656,0.0,2.4807968,1.2426536,1.61051,1.519462,1.4414653,0.76131815,1.612782,0.8523603,1.06927,1.0800024,0.9613338,0.7522315
aftermathmovie,0.2883346,0.0,0.23667939,0.6227486,0.5646589,0.63324344,0.33416867,0.32876194,0.30980274,0.0,0.8159667,0.0,0.33289668,0.0,0.35153103,0.39243457,0.462418,0.32761487,0.3198557,0.43362108,0.31414855,0.36866164,0.5331377,0.7439955,0.40812212,0.5463612,0.50058043,0.3709469,0.84737086,0.0,0.18936226,0.3716467,0.0,0.8512254,0.43559253,0.6999006,0.5974762,0.4747738,0.310633,0.48856297,0.24576756,0.3741272,0.6025314,0.46736228,0.15895997
aftermovie,0.30876148,0.0,0.12191327,0.50280243,0.5648814,0.58016235,0.26393104,0.20761697,0.5609927,0.0,0.6139864,0.0,0.4672675,0.0,0.50290835,0.49291527,0.55805874,0.45402306,0.3511912,0.70445627,0.597232,0.43258768,0.49682707,0.75969964,0.39524418,0.6482643,0.5046365,0.4345587,0.99399114,0.0,0.3890932,0.35005593,0.0,1.061467,0.55075526,0.64645445,0.5496462,0.5850319,0.29517433,0.594583,0.36122268,0.40468073,0.6923966,0.6394658,0.42798266
ahiddenlifefilm,0.2530538,0.0,0.14065917,0.32849887,0.30522978,0.36881748,0.1926642,0.2104079,0.24632443,0.0,0.37187335,0.0,0.25939453,0.0,0.2282726,0.26397702,0.35598567,0.2223919,0.17952521,0.33285382,0.2730844,0.24447025,0.33509132,0.37295467,0.2497566,0.2994027,0.26091945,0.2747883,0.48132133,0.0,0.21032745,0.23557146,0.0,0.52234286,0.32228673,0.3409018,0.3585664,0.26625142,0.21411617,0.3216025,0.23833823,0.21517663,0.3767333,0.33841103,0.21711159
alitamovie,0.7328368,0.0,0.179195,0.94750726,0.84472144,0.74796236,0.26768348,0.39918524,0.6208851,0.0,0.8928276,0.0,0.3619517,0.0,0.2503127,0.46689692,1.0831668,0.64099735,0.53042233,0.9755119,0.56266856,0.56811404,0.6411065,0.7644952,0.81711125,0.7281821,0.60993093,0.90723234,1.5730486,0.0,0.42526534,0.40237063,0.0,1.38534,0.48152652,0.86957276,0.5677839,0.7206905,0.39628696,0.6618416,0.24704583,0.7083864,1.0987225,0.86197865,0.6630793
angelhasfallen,0.49015585,0.0,0.29629698,1.1547457,0.7830334,1.1090188,0.53808236,0.20925824,0.5732565,0.0,0.9445333,0.0,0.57245976,0.0,0.486726,0.82176197,1.0239524,0.41364855,0.33181098,0.74858063,0.5811973,0.727162,0.76060814,1.0301795,0.79095894,0.91939855,0.6073817,0.6730364,1.3493564,0.0,0.467209,0.3974417,0.0,1.3728058,0.75084925,0.9996836,1.103122,0.81662077,0.41067225,0.8874881,0.6048,0.4150919,0.8753171,0.7188315,0.5775759
angrybirdsmovie,1.2199186,0.0,0.8253889,1.9533936,1.6685865,1.5587155,0.13529763,0.60714287,0.9779054,0.0,2.008584,0.0,1.4458216,0.0,1.0750437,1.1726398,1.7343895,0.8889516,0.7437081,2.007977,1.1430489,1.0019163,2.1675725,2.5411878,1.355002,1.5914487,1.8821748,1.5275279,2.947491,0.0,1.2088186,1.0199189,0.0,3.0551145,1.8563535,1.6114787,1.62416,1.3619756,0.663525,1.1824522,1.2829167,1.005284,2.2497685,1.6464016,0.82422066
annabellemovie,0.72942585,0.0,0.3514816,1.111789,0.6602618,0.8645034,0.5035138,0.62230575,0.49772257,0.0,0.8225019,0.0,0.5294183,0.0,0.81851166,0.43136048,0.95327,0.5976571,0.6922757,1.3489561,0.8079259,0.59114265,1.1276897,1.1144853,0.75220644,0.9020232,0.8362972,0.8048714,1.3212522,0.0,0.647183,0.41772908,0.0,1.7724788,0.97594357,1.0292637,0.8890241,0.92580813,0.4052128,0.9910272,0.63963526,0.41303626,1.0938704,0.70120955,0.7554396
annamovie,0.552746,0.0,0.42703182,0.73877126,0.48077622,0.80351067,0.30716476,0.38519228,0.4325769,0.0,0.7345034,0.0,0.54385215,0.0,0.2940809,0.52260745,0.639328,0.40387726,0.34048748,0.6997785,0.52376753,0.3466783,0.6308867,0.56247425,0.3591351,0.6299858,0.47236156,0.267212,1.0010521,0.0,0.15102173,0.50941455,0.0,1.0376009,0.7028787,0.6911603,0.6915701,0.3756876,0.29470572,0.6511436,0.59173816,0.5018535,0.8277586,0.5407721,0.33684713
apollo11movie,0.5389424,0.0,0.22892094,0.5550716,0.41275448,0.59524184,0.32976586,0.3413838,0.34671828,0.0,0.6190611,0.0,0.4058766,0.0,0.26790494,0.40874973,0.50357306,0.36039588,0.33359894,0.49077302,0.37928903,0.26598936,0.46796507,0.54419965,0.250497,0.40008837,0.42098093,0.4066715,0.7071442,0.0,0.28373742,0.36527407,0.0,0.9466132,0.43887338,0.4960668,0.5935639,0.35436466,0.2834673,0.529798,0.3552984,0.35596025,0.5331325,0.468758,0.42469335
arcticdogsmovie,0.2713357,0.0,0.38634095,0.35974005,0.5637771,0.70896816,0.31363362,0.46622068,0.50782984,0.0,0.7576208,0.0,0.386893,0.0,0.41474652,0.45593095,0.57782906,0.49241847,0.35408884,0.6752517,0.4433962,0.29760808,0.6647205,0.4478476,0.45091408,0.41539466,0.3162224,0.5368334,0.900371,0.0,0.3299528,0.6084466,0.0,0.94245416,0.8233174,0.7582743,0.6444686,0.3709162,0.48961312,0.70219916,0.37191993,0.33501467,0.6401442,0.65720236,0.38406396
arcticmovie,0.2794235,0.0,0.14471951,0.46489576,0.5571701,0.42258066,0.24408916,0.30520055,0.34202737,0.0,0.5111367,0.0,0.37412894,0.0,0.41761756,0.38793403,0.56269294,0.4281142,0.29612654,0.59231925,0.47075108,0.40201235,0.48907655,0.50703746,0.42917073,0.5248609,0.3142287,0.473078,0.7384371,0.0,0.34957176,0.41556853,0.0,0.8755341,0.4787201,0.53482425,0.43803513,0.34261864,0.2428719,0.61216974,0.4377929,0.19975549,0.69872,0.482274,0.36466303
