movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,0.0,0.8636383,0.71563786,0.75789815,0.5551449,0.58949804,0.9568574,0.78529215,0.35605106,0.972368,0.43395463,0.836037,0.56891334,0.69277346,0.7160554,0.6993247,0.6016917,0.7022354,0.4805855,0.891365,0.36924294,0.43214387,1.038547,0.6804908,0.36837938
47metersdown,0.0,1.1502274,1.0351397,0.94408923,0.86738634,1.0749404,1.3107812,1.1059124,0.57162136,1.3031857,0.6531138,0.804081,0.92387706,0.5461559,1.0374624,0.68914294,0.7836032,0.5655617,1.051497,1.3659928,0.5070677,0.32254332,1.6769856,1.0120878,0.97433615
abeautifuldaymovie,0.0,0.9012677,0.7958609,0.7957754,0.6148161,0.8867701,0.95801765,0.7703835,0.51537573,1.0648727,0.61479586,0.7142763,0.7690568,0.8545504,0.83298665,0.6283498,0.5728883,0.6281769,0.6257975,1.006159,0.35006836,0.4559039,1.1163278,0.53064656,0.46587738
abominablemovie,0.0,1.9482944,1.3969586,1.1195216,0.8135019,1.2869902,1.5720198,1.0595624,0.75851256,1.9363587,0.96150076,1.3114147,0.89087117,1.2056897,1.2897881,1.1175585,0.82448035,0.83475333,1.1013064,1.4559658,0.9231489,0.77337444,1.4114742,0.7169314,0.9727176
adastramovie,0.0,0.8422516,1.037716,0.9565655,0.6484734,0.8674216,0.9895145,0.84555197,0.3660244,0.9040459,0.5229703,0.63808805,0.6799339,0.7479225,0.5404301,0.6569176,0.58491427,0.63288116,0.7281199,0.9460097,0.59210515,0.4007466,0.92281795,0.8365345,0.6383808
adogsjourneymovie,0.0,2.326359,1.9510747,2.106869,2.068553,1.4955691,2.086033,1.9198089,0.9304636,2.660326,0.96606946,1.6868718,2.1236138,2.1902814,1.8635467,1.1868572,1.6253569,0.7495397,1.530379,2.42398,0.8809804,0.9587486,2.6417909,1.6470566,1.5155364
aftermathmovie,0.0,0.5825057,0.59217924,0.6123719,0.49024555,0.57955796,0.6161979,0.63684267,0.2481668,0.669592,0.4124503,0.38254887,0.6558016,0.56896746,0.52663565,0.3733591,0.48149675,0.33840942,0.62896687,0.67054003,0.34562108,0.27218232,0.7436143,0.55323714,0.45821485
aftermovie,0.0,0.651969,0.79562986,0.8594742,0.3491747,0.8690796,0.8374121,0.6845256,0.2978672,0.9848648,0.660593,0.70641273,0.6381371,0.7404004,0.4632864,0.70958996,0.54524,0.55016613,0.5391953,0.8882287,0.37951818,0.45405722,0.95702183,0.547322,0.6487231
ahiddenlifefilm,0.0,0.4334432,0.44752228,0.38857454,0.3466427,0.37723368,0.44650936,0.4135479,0.21768276,0.48235342,0.27117425,0.3532198,0.3843745,0.37690753,0.33846766,0.31769192,0.33545038,0.2991045,0.37390476,0.46386096,0.2725936,0.20216106,0.5007037,0.37472725,0.30187714
alitamovie,0.0,0.98365176,1.6201894,1.4813622,0.8673509,1.0293385,1.4084387,1.2471697,0.6374909,1.2542026,0.66143876,0.6831489,1.213655,0.8017926,1.1938094,1.1341883,0.5663904,0.9671586,1.0893524,1.246037,0.90263474,0.59901816,1.3345352,1.2788318,1.0631361
angelhasfallen,0.0,1.0412977,0.6385783,1.1962802,0.9615675,0.89301616,1.3186084,1.1260573,0.60829103,1.4393587,0.38302588,1.0413448,1.1498415,0.97724265,0.6231434,0.6914357,0.659796,0.5885812,0.917709,1.1323271,0.5913947,0.21247186,1.3070827,0.9739557,0.69756955
angrybirdsmovie,0.0,2.4950197,1.8832796,2.4181962,1.5610425,2.1310248,2.5459955,1.748714,1.2098055,3.050486,1.2847686,1.8580039,2.0831301,2.112607,1.9185492,1.330883,1.8715986,1.412438,2.1971252,2.0495212,1.0376055,1.2252955,2.743474,1.8515112,1.5833497
annabellemovie,0.0,1.6273448,1.3722515,1.4120831,0.85735506,0.9576619,1.7022221,1.0158691,0.638655,1.5631015,1.0937815,1.1293634,1.4304752,1.3318492,0.83058345,0.79110646,1.238142,0.9044892,1.160029,1.3278222,0.85688466,0.33825198,1.6790287,1.2853348,1.4132899
