movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,0.98463756,0.8165809,0.63322943,0.6156828,0.0,0.8321077,0.8274585,0.31260344,1.0653151,0.61733127,0.5537829,0.6338785,0.5797273,0.8317443,0.7409591,1.0441058,0.7582638,0.5417712,1.1542698,0.81323594,0.7471423,0.5835766,1.0728531,0.8570562,1.0139705
47metersdown,1.2698174,1.1430283,0.86412185,0.28314632,0.0,1.0829492,1.044466,0.4882843,1.5909437,0.7879431,0.5843975,0.9617686,0.67258674,1.3500631,0.9134609,1.6188025,1.1994786,0.6815025,1.228363,1.1362152,1.4022348,0.8897566,1.65633,1.1029772,1.3542866
abeautifuldaymovie,0.92183596,0.82038844,0.41022277,0.62806904,0.0,0.92057776,0.7534897,0.23209897,0.8682577,0.6641222,0.44775662,0.60591877,0.7611952,0.9042442,0.91192824,0.93893343,0.9846589,0.45999408,1.1271145,0.59786993,0.6261914,0.5313852,0.9101472,0.6728157,0.9383214
abominablemovie,1.4892561,0.7393414,0.8189693,1.0341535,0.19857413,1.6337641,1.4198512,0.23534973,1.9010488,1.3270458,1.006482,1.0889171,1.0449258,1.4573915,1.3433956,1.5199461,1.5202581,1.2644641,1.6312357,1.3802242,1.4602047,0.927395,1.8388016,1.1589822,1.6502459
adastramovie,0.9359874,0.44248703,0.5059805,0.40458024,0.0,0.89307714,0.9424363,0.0447407,1.049113,0.70382726,0.46391484,0.5112155,0.79909533,0.8348001,0.8270506,0.70486873,0.8960018,0.5406334,0.88983166,0.578665,0.6831305,0.5127341,0.916013,0.64980483,0.8715695
adogsjourneymovie,1.7914233,1.2112707,0.70636994,0.65926385,0.0,1.6615181,1.610484,0.1838792,2.2358637,1.8623089,0.6006489,0.9858483,1.4095167,1.9200624,1.3184867,1.4359064,1.5613819,0.9649972,1.6641217,1.4563617,1.1983486,0.69220936,1.6009047,1.2276877,1.863372
aftermathmovie,0.7158024,0.53581524,0.48198795,0.37689948,0.0,0.6720929,0.7128102,0.14972726,0.858905,0.5868937,0.37457985,0.4784973,0.73345524,0.7769904,0.634966,0.8596161,0.8365554,0.38888514,0.9143373,0.50695485,0.7258705,0.45200163,0.81351334,0.58996695,0.8605915
aftermovie,0.75619835,0.5929731,0.40273237,0.469285,0.0,0.7536278,0.7753717,0.27607828,0.92156756,0.70281637,0.47458974,0.7373667,0.6578814,0.6792037,0.46314222,1.0071851,0.68337184,0.6095253,0.9869249,0.63783175,0.8403419,0.60953856,1.0960441,0.6780539,0.89324653
ahiddenlifefilm,0.49186677,0.36672375,0.27961254,0.2636602,0.0,0.40831217,0.41821587,0.10452593,0.51645285,0.32581955,0.2699804,0.37520108,0.37354344,0.4527288,0.3987341,0.49050704,0.48358834,0.26854974,0.5418054,0.3954172,0.4191652,0.3454543,0.51854676,0.37314877,0.49372283
alitamovie,1.0738641,0.81072617,0.6892622,0.6281025,0.13333812,0.95030916,0.7929694,0.0,1.1330888,0.6952965,0.5464552,0.9644751,0.57576025,0.62057877,1.0905384,1.1118828,1.1832235,0.46670413,1.1008611,0.7204936,0.67992514,0.92069185,0.9656774,0.9828596,1.1751387
angelhasfallen,1.4898906,0.777876,0.83479166,0.5344158,0.0,1.1022049,1.4739664,0.34609354,1.6744345,0.70172465,0.727044,1.3573498,0.7456588,1.1453929,0.76024103,1.3629895,1.4023793,0.8477557,1.501952,1.3106698,1.6552503,0.66117835,1.5167972,1.2422165,1.5290993
angrybirdsmovie,2.3752987,1.4806696,0.7109739,0.7393082,0.0,1.9760258,1.7623644,0.41781226,2.477134,1.8780323,1.5506939,2.2917626,1.6185831,2.1829526,0.91818607,1.988135,2.9442947,1.0708553,2.6256,2.393078,2.343814,1.3433702,3.100505,1.5427877,2.3645608
annabellemovie,1.3305511,0.9603945,0.7620732,0.7143303,0.0,1.5060439,1.2809082,0.24648915,1.8851444,1.3036373,0.47366765,1.2209743,0.94871885,1.3482394,0.90279156,1.5752189,1.3401897,0.70023924,1.7288445,1.19942,1.4252024,0.7084456,1.7129782,0.74247396,1.7206509
annamovie,0.6436507,0.76998806,0.64263433,0.5357575,0.0,0.676264,0.7878548,0.23100212,1.0035471,0.43847588,0.7164677,0.6759357,0.5061906,0.83019865,0.8331835,0.9354192,0.70707756,0.5428619,1.0616977,0.73989713,0.80896866,0.58653384,0.94048214,0.6987256,0.80311155
apollo11movie,0.6663955,0.4140904,0.2809772,0.46218973,0.0,0.5452768,0.5964154,0.21591754,0.83895856,0.6229868,0.43796578,0.49127275,0.51100653,0.44099092,0.58876073,0.7353884,0.6336434,0.4261604,0.700745,0.4826166,0.660008,0.38295138,0.7193158,0.503733,0.6037561
arcticdogsmovie,0.79202604,0.51983947,0.63502073,0.10164552,0.0,0.72397137,0.8115441,0.08723899,1.0685322,0.40672413,0.3984654,0.5822581,0.4914297,0.9182393,0.75332284,1.0719483,0.7519098,0.67298096,0.9338369,0.88014144,1.0026865,0.6291931,0.9919854,0.67758536,0.9645047
arcticmovie,0.6819928,0.6185986,0.51859444,0.2291707,0.0,0.7105732,0.5966209,0.30360186,0.9274454,0.41841564,0.21137694,0.48832136,0.68357474,0.6857999,0.6786789,0.8951215,0.6025063,0.40902424,0.8127753,0.5570588,0.6016149,0.6167802,0.7148259,0.45225862,0.9112721
artofracingmovie,1.1548529,0.64336896,0.6405911,0.5702719,0.0,0.8741705,1.0439152,0.1074795,0.97611994,0.7063298,0.53714204,0.5721899,0.81400967,0.8250557,1.029274,0.9679869,1.0732629,0.57452756,1.1808822,0.5030341,0.75816286,0.7452513,1.1200534,0.9907419,1.1038579
