movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39
21bridgesmovie,0.75958836,0.5238491,0.358764,0.5685174,0.5220348,0.4370902,0.7171441,0.9771074,0.51028955,0.85064185,0.46777385,0.0,0.0,0.52029127,0.7949491,0.4061228,0.948907,0.84554946,0.92307985,0.21257919,0.7661097,0.40721312,0.7593042,0.67802465,0.82875276,0.753584,0.25439373,0.75299233,0.47200975,0.585417,0.0,1.0785773,0.32025918,0.6408892,0.75591683,0.44328254,0.0,0.46186283,0.5915929,0.60641956
47metersdown,1.1864527,0.66446793,0.36283726,0.21802254,0.47880876,0.13410518,0.6618904,1.1581874,0.6658902,0.49676389,0.73360443,0.0,0.0,0.9345143,0.8842773,0.46887735,0.7609416,1.2291226,1.0144866,0.20917793,0.89516735,0.48171535,0.9333911,0.564378,0.831911,1.1565223,0.46022782,0.83876073,0.23915312,0.7196988,0.013377097,1.509908,0.5932834,0.3562591,0.562506,0.27937233,0.0,0.617186,0.8822298,0.807448
abeautifuldaymovie,0.5454201,0.35827586,0.34118104,0.44410414,0.4954958,0.4144644,0.5450314,0.7837409,0.5978161,0.68952405,0.23233484,0.0,0.0,0.57864094,0.7211057,0.4212052,0.92753667,0.8907356,0.87205446,0.40959406,0.52499396,0.40668833,0.732384,0.56982166,0.7441674,0.6070885,0.43596503,0.6089424,0.29765132,0.6895441,0.0,0.8152222,0.41929227,0.57536113,0.5926011,0.23235306,0.0,0.544638,0.6542765,0.42483503
abominablemovie,0.7811712,0.53222775,0.6132555,0.8253703,1.1297891,0.75828725,1.463007,1.4683241,1.0210371,1.0512457,0.60970104,0.0,0.07938799,0.8242317,0.9919702,0.87066495,1.4889722,1.477771,1.1790062,0.54322755,1.1631371,0.8593249,0.9090408,1.2638097,1.2288983,1.4906358,0.8332078,1.4146225,0.7699843,0.8194519,0.0,1.5492439,0.4184113,1.0860113,0.80163914,0.463572,0.0,0.14447713,0.5948084,0.1556241
adastramovie,0.7302356,0.43874383,0.30942374,0.4911124,0.5925216,0.34035403,0.7174649,0.81150794,0.58965194,0.67655706,0.47018188,0.0,0.0,0.5826422,0.72516876,0.40729892,0.9974535,0.8757889,0.6261949,0.33135015,0.5493063,0.40584838,0.7332709,0.5393438,0.8283788,0.8754754,0.4972459,0.7911748,0.102586746,0.5598975,0.0,0.9009144,0.4800289,0.56995517,0.46263075,0.3153482,0.0,0.73350805,0.6490902,0.4661749
adogsjourneymovie,1.5654906,0.9116365,0.563023,1.2030295,1.2150816,0.9614153,1.5640111,2.055937,1.3004478,1.3749827,1.0371612,0.0,0.0,1.7059152,1.4719182,0.9951868,2.1959715,2.0599606,1.6091248,0.36660823,1.5855979,0.8062713,2.027746,1.4061923,2.1589975,1.827877,0.6078738,1.1493618,1.0250442,1.2958121,0.0,1.437263,0.90331197,0.9166343,1.4656645,0.55509025,0.0,0.8910326,1.9180006,1.1954774
aftermathmovie,0.5701581,0.44935858,0.27103227,0.2931834,0.4597901,0.31138438,0.5560055,0.56655675,0.506566,0.41227144,0.4139869,0.0,0.0,0.45175412,0.60849386,0.27684027,0.739909,0.83457804,0.62983704,0.38410994,0.3357813,0.35310417,0.59891415,0.35485008,0.5408645,0.6651579,0.45206717,0.4111724,0.22462624,0.52597404,0.08725082,0.7427139,0.30914816,0.5934695,0.33753496,0.35782203,0.0,0.30492947,0.49368474,0.42372423
aftermovie,0.7653309,0.59135664,0.4761757,0.41370207,0.5417807,0.22873011,0.67814827,0.7618205,0.5183533,0.641909,0.4968706,0.0,0.0,0.6695813,0.6880673,0.4963317,0.7419844,0.946189,0.7662498,0.19088636,0.73423284,0.63673604,0.60156965,0.50398713,0.64592564,0.5840123,0.4049226,0.53568083,0.36273065,0.45297605,0.0,0.8643794,0.3087086,0.39858496,0.36213446,0.22777843,0.0,0.23416582,0.647665,0.62828463
ahiddenlifefilm,0.347188,0.24764022,0.2010675,0.24353175,0.30971584,0.18806815,0.3274705,0.4161132,0.3098887,0.33028293,0.24484374,0.0,0.0,0.28329107,0.38045985,0.21352522,0.4493727,0.45711046,0.3983949,0.17985675,0.32117426,0.1944873,0.3597582,0.30771092,0.37681943,0.40792024,0.20787899,0.3618962,0.18433805,0.32794207,0.0,0.4724452,0.19414207,0.32600367,0.29850462,0.1992662,0.0,0.25030714,0.3325361,0.2743458
alitamovie,0.78795904,0.5169737,0.6401736,0.622635,0.64177734,0.42372507,0.7540862,0.9429019,0.5869701,0.73560727,0.6289011,0.0,0.0,0.79959816,0.7813856,0.48017448,1.4204609,0.99470633,1.2411591,0.17772405,0.7764244,0.4565693,0.84757745,0.6138116,0.9220578,0.9135922,0.44005457,0.87241954,0.54665345,0.71991265,0.0,1.141561,0.5263754,0.65617484,0.5310864,0.645878,0.0,0.60193145,0.9070518,0.85604393
