movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,0.54924965,0.8955574,0.39287293,0.39095005,0.8043821,1.1384727,0.769482,1.044398,0.7679872,1.4598837,0.8625405,1.0364431,0.50912124,0.79787743,1.1521804
47metersdown,1.2289954,0.7521009,0.1346736,1.2593033,0.49211514,1.5868293,0.6976515,1.5226067,1.2481177,1.7799497,1.198265,0.83240545,0.7601127,1.1996406,1.2121456
abeautifuldaymovie,0.98429793,0.9524721,0.5735732,0.4929295,0.7537335,1.0097204,1.0633132,1.3000664,0.8813991,1.4765497,0.94938904,0.97809076,0.49699074,0.76285666,0.9462671
abominablemovie,1.0778648,0.9345856,0.62888014,1.5011526,1.2528749,2.0473006,1.0102342,1.6135471,2.3321352,2.2000911,1.8977553,1.4859242,0.76526195,1.5583905,1.7800243
adastramovie,0.862884,0.72025216,0.71286356,0.6998434,0.6789104,1.3415978,0.8470453,1.3917516,0.9344633,1.6494397,0.969852,0.93263555,0.3971777,0.8624222,1.2528498
adogsjourneymovie,0.8291773,1.9573853,1.5669466,1.1263674,1.7431769,2.3426888,1.8711283,2.311097,1.9257202,3.4012613,2.1898248,2.2811396,1.1517818,1.6062685,3.0195553
aftermathmovie,0.44650298,0.8190247,0.55723315,0.40507495,0.61246663,0.9248773,0.8060787,0.8965728,0.73454666,1.181712,0.7244156,0.7752197,0.6431561,0.6213929,1.0023801
aftermovie,0.68201596,0.5487719,0.4295317,0.8003447,0.5672626,1.1028262,0.89850926,1.0370193,0.93648815,1.2485005,0.70840293,0.9513571,0.57943434,0.85020745,0.93777746
ahiddenlifefilm,0.40880966,0.43652838,0.30523384,0.3785562,0.36156026,0.5864771,0.4767666,0.5944876,0.4691345,0.77880526,0.5135962,0.53236663,0.2786676,0.4212724,0.54340196
alitamovie,1.0400592,1.1267142,0.6291861,0.6629646,0.7875264,1.6178071,0.9182241,1.6084183,1.3801548,1.8834053,1.1617196,1.2531778,0.40210935,0.93354803,1.3869007
angelhasfallen,1.0602541,0.91432947,0.42588758,0.9328544,0.6992614,1.2369691,0.9438244,1.5844764,1.6160698,1.9770733,1.027627,0.96469283,0.56977147,0.7220731,1.0419691
angrybirdsmovie,1.863644,3.3083913,1.7043579,1.0025263,2.3712478,3.126497,3.0506277,3.025656,2.3545547,4.076403,2.6637661,3.6100392,2.3997223,2.2432714,2.6670642
annabellemovie,1.2986073,1.0147171,0.8348139,1.2245266,1.3405931,2.076901,1.2136691,2.1432211,1.7242947,2.5617852,1.6243985,1.6084602,0.8922059,1.3595345,1.7715745
annamovie,0.776967,0.66982794,0.49637908,0.6354784,0.6358259,1.0252848,0.8525399,1.1154857,1.0201073,1.1386377,0.9145349,0.9324304,0.61146265,0.77682805,0.9378113
apollo11movie,0.5527792,0.71515423,0.4079737,0.6003907,0.5241212,1.0439875,0.71035194,0.8855227,0.92308235,1.1832978,0.75030804,0.83715606,0.39645258,0.55585605,0.8968632
arcticdogsmovie,0.82228327,0.6981884,0.30667406,0.67605186,0.41782203,0.98697174,0.7847339,1.2977313,0.88857526,1.3288052,0.80994123,0.8575531,0.43717545,0.71017426,0.7276348
arcticmovie,0.5713654,0.50300753,0.54208183,0.53016114,0.45036593,0.7589009,0.7017751,1.0871129,0.6620669,1.3477226,0.6699635,0.6679175,0.39293498,0.6566435,0.89695394
