movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,1.6539186,1.6598909,1.7258054,1.2455165,1.2770678
47metersdown,2.20929,1.9120268,2.300366,1.8747463,1.555652
abeautifuldaymovie,1.7594497,1.696238,1.5729233,1.4572582,1.147805
abominablemovie,3.2979696,2.205596,2.2663734,2.196182,2.0384114
adastramovie,1.4396731,1.587495,1.7268173,1.3981874,1.2714117
adogsjourneymovie,2.40803,3.7433383,3.4431567,2.1345022,1.3914217
aftermathmovie,1.3969594,1.3171126,1.5650543,1.1819404,1.2624766
aftermovie,1.7252011,1.437448,1.3518416,1.3035212,1.4569271
ahiddenlifefilm,0.857521,0.85815996,0.87291884,0.67963886,0.7224419
alitamovie,2.0895553,1.8721018,1.8624357,1.5629759,1.1059811
angelhasfallen,2.2196107,2.3876722,1.7887651,1.2760937,1.429489
angrybirdsmovie,3.3488455,4.178919,4.8566623,4.2378955,2.5305467
annabellemovie,2.9632564,3.0932884,2.7034616,2.2010012,2.1066475
annamovie,1.6318592,1.4434832,1.5754707,1.2343338,1.3909713
apollo11movie,1.2026306,1.1340443,1.3180871,1.123856,1.0815114
arcticdogsmovie,1.4568771,1.190008,1.5087652,0.9835224,1.0181423
arcticmovie,1.4305713,1.4011158,1.3215773,1.0150365,0.9710058
artofracingmovie,1.7307725,1.9296095,1.9201603,1.3386762,1.229528
avengers,1.460077,1.3719865,1.6832358,0.8143105,0.87439686
beachbummovie,1.845062,1.874574,2.1548862,2.1568549,1.63958
bernadettefilm,1.9538416,2.1657834,1.9807982,1.6223743,1.5141654
blackandbluemovie,3.5376737,3.7248163,3.6307614,2.8541276,2.1428404
blackchristmas,1.4226943,1.7820458,1.90863,1.3116153,1.2880949
blindedbythelightmovie,1.3452703,1.2057811,1.3554409,1.0768827,1.159452
bombshellmovie,2.3089385,2.2103093,2.011293,1.8321015,1.3618674
booksmart,13.536381,11.442567,10.513965,13.80199,6.4465756
breakthroughmovie,4.1895776,3.9773424,3.3228688,2.7805655,2.5443988
brianbanksmovie,2.33463,2.340858,2.3050663,1.5110581,1.5632148
brightburnmovie,2.397666,2.1183653,2.3023686,2.0394993,1.518839
brittanyrunsmov,1.2148219,1.0857269,0.9336246,1.03557,0.90835726
captainmarvelofficial,1.8249917,1.6887617,2.032552,1.0591741,1.380015
captivestatemovie,1.7039857,1.622253,1.8410757,1.3249636,1.1069616
catsmovie,2.48113,3.5904548,3.0376253,1.9084979,2.589644
charliesangels,4.5263734,3.5891538,3.7335062,4.1420083,2.7093189
childsplaymovie,6.030152,7.591811,6.5697784,4.5991,3.6475215
clarathefilm,6.4871745,10.352071,9.680286,6.7880683,5.3979754
coldpursuitmovie,1.4472339,1.3738667,1.3754164,1.0345488,1.2959801
countdown,3.1095479,2.5135808,2.5094414,2.315906,2.0789938
currentwarmovie,2.0630288,2.1008465,2.0568633,1.6862472,1.6258786
darkwatersmovie,2.4235976,2.5111954,2.4633648,2.462511,1.6803435
detectivepikachumovie,2.5859468,2.6105616,2.6889045,1.4885347,1.5786147
disneyaladdin,2.5046287,2.9019873,2.0403912,1.5806296,1.7127539
disneyfrozen,4.3761754,3.9988954,3.9727726,2.5601878,2.4397805
disneymaleficent,2.0640059,2.1616046,1.6772449,1.5862975,1.3579752
doctorsleepmovie,1.948983,1.4879409,1.3985739,1.2719359,1.2540287
dolemiteismyname,2.350532,2.5317202,3.0101583,2.4719126,2.4984827
dontletgomovie,1.6421808,2.047264,2.1352277,1.4960734,1.4023862
doramovie,1.5453801,1.7405666,1.7707008,1.7874293,1.2986332
downtonabbey_official,2.5241325,3.3546393,3.0732553,2.5614333,2.1062331
dumbo,1.8437569,1.954886,1.6568968,1.3273773,1.3489695
escaperoom,2.113763,1.9303026,2.172907,1.8738977,1.2901813
everybodyknowsmovie,1.0947936,1.2149637,1.3159573,1.04121,0.9197929
fastandfuriousmovie,3.0971699,3.660048,3.5259328,2.5759695,3.1840138
fightingwmyfam,2.414783,2.388356,3.3577244,1.7416092,1.9273273
fivefeetapartfilm,4.5505466,4.2326236,4.2238884,3.4393177,2.8673904
fordvferrari,1.4370452,1.4865582,1.5613253,1.3409132,1.0325109
freaksthefilm,1.9458656,2.3001986,1.8951147,1.5972586,1.8423594
geminimanmovie,2.067781,2.2610881,1.9183321,1.1707033,1.3628846
glassmovie,1.8943131,1.5345035,2.0525627,1.3836243,1.4557432
gloriabellmovie,1.713482,1.8889949,1.7975516,1.5530295,1.3564054
godzillamovie,2.2547371,1.7476424,2.0883214,1.295338,1.2769618
goldfinchmovie,2.0614197,1.6737478,2.4146504,1.5492799,1.5570222
goodboysmovie,2.1469808,2.1972537,1.7745098,1.4613113,1.6553423
goodliarmovie,2.6983712,2.549193,2.296996,1.2888178,1.5380208
gretafilm,1.7242259,1.9430887,2.283646,1.5039612,1.3037868
halathemovie,3.052296,4.0503607,2.22035,2.2182558,1.9802629
happydeathdaymovie,1.1614853,1.2999454,1.3872808,0.74766016,0.88726115
harrietfilm,1.6171546,1.849954,2.197698,1.1989682,1.243165
hellboymovie,1.9635733,1.8200673,1.714623,1.303386,1.335441
