movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,0.9011538,0.0,1.0296814,0.61460495,0.7463737,0.56893253,1.0553197,1.2067137,0.92582583,0.43766758,1.0049976,0.836275,0.62702537,1.1222649,0.9699677
47metersdown,1.6944058,0.0,1.4420846,0.611344,1.0682279,0.8494387,1.6796523,1.6236544,1.1340684,1.1044137,1.8277866,1.2424364,0.7142507,0.83599234,1.0748341
abeautifuldaymovie,0.96523476,0.0,1.2448504,0.59586585,0.9577159,0.5165459,0.994455,1.2997773,0.87502414,0.6953625,1.3137144,0.829178,0.6307019,1.0780298,0.84806144
abominablemovie,1.7068061,0.0,1.9422427,0.6881376,1.3577595,1.1721714,2.0242944,2.2030787,1.2121328,0.9588153,2.1224155,1.9043024,0.65717304,1.8996271,1.1323463
adastramovie,1.0415727,0.0,0.9238277,0.49730146,0.5620171,0.5052823,0.9799701,0.88975453,1.1499804,0.48096773,1.2022834,0.8363724,0.57427895,0.7438933,0.8282503
adogsjourneymovie,1.6761326,0.0,3.061877,1.1298108,1.571811,1.4142945,2.560039,3.0660732,2.3331804,1.2364194,2.4109972,2.3326826,1.6927265,3.3429236,1.8041273
aftermathmovie,0.7158909,0.0,0.92606276,0.5540999,0.7972027,0.561318,0.9750134,0.78621763,0.9888776,0.60685945,0.99804544,0.6864524,0.45888418,0.8682779,0.6921334
aftermovie,0.8809084,0.0,0.9656985,0.5854746,0.5566087,0.7160819,0.80265033,0.680537,1.1125659,0.7471239,1.1171625,0.75027156,0.6258621,0.86542803,0.7358291
ahiddenlifefilm,0.50947523,0.0,0.5614128,0.33285975,0.41665787,0.39601403,0.5736159,0.5743276,0.57269484,0.38984415,0.6022193,0.4807428,0.37097624,0.51659274,0.4727442
alitamovie,1.2318101,0.0,1.1933247,0.5395857,0.96228194,0.7222537,1.169014,1.027477,1.0154403,0.5871197,1.3991406,1.1020161,0.5604201,1.1272624,0.88970447
angelhasfallen,1.173544,0.0,1.2750034,0.58641434,1.2660449,1.0604086,1.5312277,1.3964815,1.210447,0.71971035,1.4105172,1.1667593,0.8937148,1.3961494,0.9796362
angrybirdsmovie,2.6799793,0.0,2.832237,1.0005883,1.7917967,1.4423547,2.7540317,3.201434,1.665836,1.3096142,3.120605,2.5081131,1.4771714,2.768575,1.9000593
annabellemovie,1.914417,0.0,1.635432,1.022968,1.221326,1.1176422,1.6593934,1.8991697,1.2939624,0.8786301,2.1061878,1.677787,0.6345968,1.5034531,1.5134202
annamovie,1.0871481,0.0,1.1751462,0.3845778,0.7726576,0.65954673,1.0156531,1.1847389,0.98112005,0.6365111,1.1473372,0.79237366,0.6791215,0.86749375,1.0867794
apollo11movie,0.81437397,0.0,0.8639116,0.43159214,0.7390311,0.6066555,0.9124398,0.8860848,0.87958205,0.43794602,0.9359179,0.92867386,0.5646394,0.879576,0.66659033
arcticdogsmovie,1.0204648,0.0,0.9686076,0.6586198,0.91908973,0.55905896,1.0134411,1.0160296,0.9404986,0.6555486,1.4280232,0.96826065,0.64404035,0.95140773,0.70652354
arcticmovie,0.82228297,0.0,0.8479441,0.38493967,0.6233926,0.50517404,0.8382417,0.8309787,0.85819215,0.5228417,0.9748114,0.7431762,0.4505819,0.6435524,0.59764206
artofracingmovie,0.94782263,0.0,1.1564137,0.5038471,0.59354943,0.64097047,1.2217959,1.2611439,1.2439022,0.67256445,1.1844183,0.73880005,0.9123858,0.87613463,0.940009
avengers,0.89176714,0.0,0.9786963,0.43445477,0.5744638,0.4996764,0.7947091,1.0796363,0.911804,0.611107,1.0080444,0.77653015,0.63819563,0.73246866,0.90026057
beachbummovie,1.4907947,0.0,1.5057278,0.47616333,1.1883869,0.63468564,1.3028021,1.6026425,1.3974726,0.6671475,1.7539911,1.4625313,0.91354334,1.1703482,1.1070849
bernadettefilm,0.9351675,0.0,1.2488154,0.6555617,0.7438693,0.6855546,1.0230954,1.1370997,0.8701086,0.8697521,1.2166371,0.9177064,0.90010846,1.2233839,0.7419752
blackandbluemovie,1.9758084,0.0,1.9722067,1.3230822,1.6865883,0.74334615,1.9455968,2.4682035,1.9515651,0.9580045,2.8617089,1.3052477,1.299929,1.9759952,1.8019929
blackchristmas,0.766499,0.0,1.3197669,0.6688125,0.7412207,0.84291714,1.225486,1.1040554,1.3074203,0.68549603,1.1548313,1.0029881,0.8480724,1.2303952,0.9562714
blindedbythelightmovie,0.5929291,0.0,0.90251905,0.5018922,0.5503182,0.53413945,0.822546,0.6906618,0.7734885,0.5759925,0.9125015,0.634289,0.42812407,0.683087,0.4892314
bombshellmovie,0.92895734,0.0,1.3839242,0.58951163,0.60641444,0.7681611,0.95367444,1.0184045,1.5321327,0.53873074,1.287342,1.1238687,0.565139,0.8015594,0.7738235
booksmart,5.93228,0.0,10.616348,3.0046542,4.872773,4.334125,4.727422,5.691347,7.9624305,6.0653515,9.910864,6.8011,3.414031,7.019646,5.6832304
breakthroughmovie,2.0006602,0.0,2.2907114,0.7837158,1.189562,0.5146482,1.7779545,2.523378,1.6755,0.97651464,2.2374506,1.9765705,0.574759,1.9165808,1.5655555
brianbanksmovie,1.5913112,0.0,1.5586257,0.6982333,0.8056628,0.94970447,1.1330992,1.2826514,1.948897,0.771711,1.711088,1.4408704,0.8738344,1.1328776,1.48834
brightburnmovie,1.2163615,0.0,1.6012346,0.84505963,1.2838281,1.0160807,1.712271,1.5624378,1.1854523,0.9936001,1.7851896,0.9710356,0.7814759,1.5280113,1.2631768
brittanyrunsmov,0.6469972,0.0,0.82405424,0.40153614,0.46894103,0.6098453,0.6437292,0.69153917,0.9602235,0.42136392,0.9094852,0.83223915,0.39578772,0.5425856,0.40257818
captainmarvelofficial,1.2009541,0.0,1.4629049,0.4765392,0.80823135,0.7706498,1.0142443,1.4693937,1.3303308,1.0355201,1.5133547,1.34464,0.8631965,0.8702771,1.2396253
captivestatemovie,1.111564,0.0,1.2528924,0.5801773,0.7990267,0.41274965,0.9946786,1.4973717,0.6585996,0.3264405,1.3161297,1.4418283,0.42887565,1.0859559,0.6445099
catsmovie,1.7811991,0.0,2.7666662,0.6611994,1.4508396,1.090327,1.3262991,2.304965,1.6544186,1.2950052,2.1782382,1.645239,0.84775484,1.6454709,1.5925522
charliesangels,2.7467227,0.0,2.927576,0.9247238,2.3129983,1.25347,2.6396906,3.9685931,2.0147338,1.3657085,3.3007915,2.071201,1.4250478,2.432848,1.987188
childsplaymovie,3.7913795,0.0,4.570931,1.2735047,4.0786347,2.020462,3.7813675,5.5751915,2.3348868,2.0785975,4.5361958,4.0384173,1.7810833,3.6133091,2.9394555
clarathefilm,4.137577,0.0,6.3756266,2.0481796,4.1453886,2.014928,4.284205,5.5509105,3.9782424,2.658188,6.1961427,4.3043838,1.4860023,5.4952397,2.8087282
coldpursuitmovie,0.796671,0.0,0.7853486,0.40920347,0.65245926,0.50475717,0.70863354,0.9808883,0.5999683,0.5069246,0.92459744,0.6334796,0.4464628,0.70633364,0.6360576
countdown,1.6000819,0.0,1.6480066,1.0153472,1.0191168,0.8027393,1.1271315,1.8233097,1.3439678,0.88744116,1.9446048,1.3148708,0.74868023,1.400951,1.555833
currentwarmovie,1.1628704,0.0,1.2651347,0.69563216,1.0816324,0.7680859,1.264678,1.4172075,0.9989417,0.65746063,1.4793953,0.9138814,0.88377666,1.2383363,1.0092242
darkwatersmovie,1.5985023,0.0,1.7257618,0.81094223,1.2103344,0.6097692,1.4728857,1.8049002,1.2271979,0.7034147,1.9009353,1.7249143,0.7684597,1.3275661,1.2114137
detectivepikachumovie,1.4748386,0.0,1.5263774,1.0290723,1.0655067,1.1452296,1.436645,1.349524,2.0453787,0.7645209,2.0373523,1.5251465,0.78903747,1.3346105,1.2223334
disneyaladdin,1.5325577,0.0,1.6407039,1.0721804,0.9091568,0.8169005,1.2533478,1.6647434,1.6729082,0.7851737,1.8313621,1.045157,1.0931278,1.3215404,1.3632449
disneyfrozen,2.3681474,0.0,2.5409288,1.2407637,1.4295155,0.98850304,1.561819,2.8129766,1.6338252,1.2168947,2.7917154,1.9686116,1.6522899,1.841932,1.8111596
disneymaleficent,1.3651986,0.0,1.3608843,0.99961704,0.5400349,0.7552548,1.1129419,1.2410922,1.2558686,0.7770143,1.6877141,1.0167384,0.63139904,1.0955259,0.9989189
doctorsleepmovie,0.99730295,0.0,1.0987512,0.59370494,0.76584053,0.7897899,1.1297368,1.1078775,1.1751529,0.7476253,1.3242644,0.911554,0.6686615,0.89773977,0.7907411
dolemiteismyname,1.5847076,0.0,1.7447016,0.7244166,1.2734079,0.28149062,1.2558006,1.4456854,1.6943871,0.63608944,2.0473275,1.4070214,0.9412334,1.5951618,1.1067183
dontletgomovie,1.0895191,0.0,1.5365019,0.7791384,0.9838317,0.97786695,1.3916638,1.3238504,1.5372428,0.7306259,1.487527,1.3215103,1.0352906,1.3387004,1.0480778
doramovie,0.94836164,0.0,0.8813687,0.5764129,0.6588442,0.6407894,1.0228293,0.63613933,1.1348017,0.6411836,1.258425,1.3063271,0.62633526,0.9717859,0.66526675
downtonabbey_official,1.340085,0.0,2.0133927,1.2249894,0.94334227,1.0943937,1.8112059,2.2148612,1.5329926,1.0773859,2.0327315,1.4746863,1.0837992,2.0268857,1.3742021
dumbo,1.060947,0.0,1.1570371,0.7874779,0.42085445,0.6806843,0.9799402,1.1615322,1.098851,0.62767303,1.2721032,0.8174243,0.63604903,0.87192774,0.9368632
escaperoom,1.3531443,0.0,1.3332045,0.8006865,1.2090677,0.75876296,1.3424786,1.5342133,1.0097162,0.804711,1.7049823,1.0418475,0.8165494,1.2589213,1.2112381
everybodyknowsmovie,0.70504063,0.0,0.7869476,0.47818363,0.5722697,0.4793335,0.8511281,0.9142482,0.5696286,0.40355957,0.8649324,0.7325187,0.44027805,0.8355084,0.63008344
fastandfuriousmovie,1.9416512,0.0,2.0112684,0.7297073,1.6345569,1.2795672,2.1349177,2.4525814,1.6878333,1.2058313,2.406346,1.5131611,1.359449,1.8631396,1.5536028
fightingwmyfam,1.5048168,0.0,1.7151395,1.1374404,1.1578045,0.996647,1.6555709,2.2836065,1.5313041,0.7210353,2.1255915,1.1486437,0.9143506,1.2933888,1.4684193
fivefeetapartfilm,2.291808,0.0,2.1577554,0.76588,1.5372971,1.8475447,2.371556,2.1040795,2.3097115,1.611241,2.4580054,2.6216257,0.59103584,1.804299,1.976185
fordvferrari,0.9166676,0.0,1.0246553,0.6365877,0.9061784,0.41127557,0.7244618,1.0048914,1.1617804,0.5059321,1.251781,0.70838153,0.6372446,0.73509336,0.80079746
freaksthefilm,0.9223659,0.0,1.2469815,0.3798036,0.62257236,0.4798073,0.93777776,1.1904819,1.3959926,0.61936367,1.2097256,0.9758135,0.7006867,0.77097005,0.9907925
geminimanmovie,1.0668901,0.0,1.5127462,0.84364104,0.86159587,0.82858443,1.1908126,1.162843,1.6006056,0.919216,1.5896257,0.8863096,0.8669864,1.0333303,0.8967092
glassmovie,1.1904075,0.0,1.3752432,0.61948395,1.0062222,0.646641,1.1534207,1.4526012,1.0761247,0.7988583,1.4906498,1.0171651,0.7485546,1.3859328,1.0775539
gloriabellmovie,0.9141953,0.0,1.0665624,0.49887294,0.8565398,0.62273806,0.9825357,0.9555444,0.94950664,0.56010556,1.0589273,0.8234706,0.77962625,1.2402387,0.9956901
godzillamovie,1.091402,0.0,1.2905641,0.6345323,0.8120073,0.9427159,0.98667586,1.3136692,1.0681547,0.6122769,1.312191,1.2080978,0.8176029,1.1143135,0.873961
goldfinchmovie,0.85682684,0.0,1.387436,0.4414782,0.96376246,0.7116103,1.3997971,1.506022,1.0727077,0.697988,1.2574866,1.1735451,0.6452465,1.4951023,0.7501013
goodboysmovie,1.0734777,0.0,1.343956,0.64958966,0.8038628,1.0547833,1.1004072,1.231489,1.4554222,1.0410576,1.6055082,1.1143343,0.70261085,1.0065833,0.84446776
goodliarmovie,1.3849589,0.0,1.445855,0.8030704,0.9280704,1.0010792,1.2616024,1.3392193,1.5136747,0.39206752,1.6195405,1.305094,0.9172988,1.3519872,1.1486558
gretafilm,1.3634428,0.0,1.0662049,0.55936635,0.9557657,0.90432495,1.5624394,1.6494119,0.6794821,0.74003154,1.3998935,0.7610917,0.9533535,1.1157627,1.1985006
halathemovie,1.2424073,0.0,1.9574951,1.079685,1.6312855,1.0081375,1.8477556,1.6962318,1.7674217,0.9118953,2.1155756,1.6629734,0.98203635,2.044581,1.1188589
happydeathdaymovie,0.56762654,0.0,1.0305967,0.48198763,0.7502458,0.50704026,0.88139796,1.0091395,0.8534218,0.259558,0.92025506,0.745157,0.511532,0.88013774,0.65439034
