movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,1.1566728,0.68842137,0.47732925,1.1273239,0.910064,0.61962914,0.3733723,0.7435198,1.0896885,0.9021373,0.734025,0.7185808,0.65202856,0.7638773,0.45107985,0.78853595,0.88673323,0.95379555,0.80005586,0.93485403,0.8351945,0.90195215,0.0,0.6314675,0.7770387
47metersdown,1.6483293,0.7745873,0.7841879,1.7949235,1.2949932,0.9383196,0.39395833,1.4397314,1.3749304,0.89712584,0.914473,1.3059818,0.6505862,0.97395897,0.7843392,0.8609675,1.2513931,0.81242424,1.1900218,1.0224998,0.82593113,1.4955641,0.0,0.7275022,0.8608559
abeautifuldaymovie,1.0099374,0.60921454,0.5522586,1.0951562,0.8088312,0.6626629,0.30832326,0.6811428,0.76667655,0.63822633,0.5417245,0.5029033,0.83544123,0.9490146,0.46103394,0.46840534,0.83093995,1.0422988,0.99559665,0.8872293,0.9497125,0.88052195,0.0,0.38273278,0.76349455
abominablemovie,1.8352613,0.9404167,1.0846238,2.0257015,1.3997023,1.2592853,0.5655481,1.5003887,1.3892112,1.3740904,1.0437328,1.1422989,1.1971245,1.7133809,1.1455582,1.6036426,1.5720614,1.4505563,1.139693,1.5733769,1.2859559,1.7158788,0.0,0.5178562,1.226392
adastramovie,1.1490883,0.5700213,0.42943284,1.2365481,0.8687599,0.57973564,0.2649156,0.7288661,0.83063114,0.73771065,0.4354499,0.7261756,0.6768452,0.6267517,0.65629697,0.67937887,0.72611886,0.9020292,0.87433594,0.74065316,0.8719328,0.73386896,0.0,0.6098696,0.7929646
adogsjourneymovie,2.544504,1.2332149,1.3392541,2.93745,1.7656579,1.3078899,0.8567539,1.1614339,2.0896711,1.7435021,1.135344,2.0968904,1.7563623,1.7971611,1.2238554,1.314564,2.3224552,1.7387459,2.2375607,2.7481127,1.82992,2.2282813,0.0,1.1548886,1.0907985
aftermathmovie,0.9436749,0.6435107,0.39157307,1.0337712,0.6491001,0.5635457,0.35327548,0.65329605,0.81553733,0.7678869,0.44952434,0.65899324,0.70399666,0.5509018,0.6283685,0.7026036,0.8885369,0.8623686,0.6588277,0.8253839,0.6823471,0.76909447,0.0,0.36681128,0.84742707
aftermovie,0.944861,0.49024493,0.42211375,1.0260346,0.6934779,0.40060258,0.35566396,0.45045495,0.7465957,0.7300868,0.5134838,0.5759636,0.7512567,0.656842,0.5943847,0.6546689,0.6294106,0.7390426,0.8317235,0.90006256,0.9794485,0.90580976,0.0,0.3866007,0.8320195
ahiddenlifefilm,0.589838,0.331546,0.26123494,0.5810869,0.4423889,0.34677243,0.17488943,0.3213718,0.48127088,0.4591717,0.34993833,0.3610599,0.39025956,0.39757255,0.32783318,0.4230793,0.45887446,0.48495603,0.42770216,0.49165854,0.43962625,0.46998832,0.0,0.27194768,0.42284346
alitamovie,1.2373977,0.5063304,0.34218663,1.4484619,0.97053546,0.45120436,0.09816727,0.7989684,0.77295494,0.77475494,0.52325296,1.0165061,0.8151199,0.74516684,0.58630466,0.7291788,0.7486765,0.9444401,1.0276101,1.2780344,1.219295,0.8178411,0.0,0.54670286,0.7360452
angelhasfallen,1.6475371,0.88338923,0.6409378,1.8388046,1.1093924,0.8730661,0.4740804,0.89350927,1.5250175,1.528417,1.1004015,1.1167337,1.1715726,1.2256882,0.92665315,0.9578669,1.2412908,1.7066917,1.2748225,1.6581545,1.20429,1.3200147,0.0,0.6510429,1.2226863
angrybirdsmovie,2.7547457,1.4705311,1.2140564,3.3973978,2.565185,1.8480793,1.3922659,1.7179043,1.8988907,2.3684378,1.6386306,1.5851442,1.5538582,1.9692554,1.7179166,1.683699,2.5127614,2.5631287,2.3856773,2.7711763,1.9790982,2.357095,0.0,0.7871227,2.0415306
annabellemovie,2.1463838,0.78985023,0.53815603,1.983792,1.2445767,0.95978427,0.41354778,1.1671038,1.3388317,1.6275482,0.94461083,1.0148276,1.2327026,1.2734865,0.92854416,1.5199945,1.5556047,1.5454113,1.4768213,1.5004131,1.2862992,1.8054005,0.0,0.8913507,1.196474
annamovie,1.2417021,0.3424241,0.29951036,1.1451905,0.8389352,0.64580303,0.2202749,0.7630958,0.882112,0.83095986,0.7901506,0.64128315,0.518721,0.57643723,0.60487604,0.95418084,0.7374706,1.0177761,0.57394594,1.0859755,0.84119034,0.84460825,0.0,0.3286225,1.046862
apollo11movie,0.8387073,0.50396055,0.3061162,0.6855817,0.6574125,0.4989004,0.2983474,0.47427934,0.60668635,0.65606403,0.48901695,0.6234166,0.5626918,0.49651465,0.3871004,0.71286595,0.58836794,0.6938422,0.5658728,0.64117694,0.54046845,0.67138773,0.0,0.43485308,0.6000178
arcticdogsmovie,1.1036017,0.6585362,0.55703545,0.9543491,0.80413634,0.5524798,0.4438963,0.36319226,0.6522303,1.0044819,0.67420465,0.6601361,0.69615793,0.60691094,0.5293047,0.49044427,0.64440966,0.8301571,0.65391207,0.7086104,0.72228974,0.83701175,0.0,0.59284955,0.5399693
arcticmovie,0.82243836,0.5108999,0.4419649,0.87364036,0.8141738,0.4788379,0.14931852,0.3600374,0.7294028,0.65112555,0.5975076,0.6322515,0.749812,0.6988602,0.6242707,0.757241,0.71917206,0.77879745,0.6510059,0.86375976,0.735096,0.7302111,0.0,0.35296986,0.6225817
artofracingmovie,1.4462014,0.6879187,0.45942166,1.4238178,0.96470064,0.6030729,0.44038117,0.7709681,1.0471616,0.8774187,0.43972373,0.7853924,0.85256356,1.0220774,0.8067719,0.4257237,0.95755583,1.1948729,0.9922146,1.1194199,1.3198153,1.1536909,0.0,0.77638006,0.9101238
avengers,1.0128955,0.72911775,0.62309766,1.1320974,0.8627394,0.7302492,0.28500912,0.71793926,0.76497865,0.9541833,0.5332406,0.85661453,0.7875208,0.6028315,0.54795426,0.6818758,0.97100836,0.98302513,0.83634055,0.8196018,0.7610816,1.1566335,0.0,0.6017042,0.6826105
beachbummovie,1.2613542,0.7488264,0.629199,1.2584275,1.0570061,0.78035206,0.4469614,0.6546588,0.87594825,0.87095463,0.52785736,0.9666167,0.86307865,0.9304358,0.5801192,0.9060557,1.2137169,0.95576066,0.96241534,0.9442905,0.5899618,1.0887827,0.0,0.62600344,0.67776585
bernadettefilm,1.3931172,0.8632605,0.4879535,1.5747665,0.98760164,0.81223255,0.33354485,0.8023636,1.0915134,1.3183486,1.1212434,0.77612025,0.80229557,0.9928731,0.9654438,1.265322,1.3009988,1.2272794,1.2012215,1.1771199,0.8252565,1.142332,0.0,0.6555559,0.9952054
blackandbluemovie,2.4736202,1.1336563,1.2010716,2.6685994,1.6964629,1.4522007,0.8066501,1.3370899,1.80653,1.543455,1.0470786,1.7275035,2.0430071,2.1755333,1.0310034,1.2990887,2.1364844,2.3572717,2.1788764,2.2654512,2.0665715,1.488209,0.0,1.199681,1.5909909
blackchristmas,1.2948043,0.5437332,0.58713794,1.4075868,1.007704,0.7401334,0.27534893,0.5645626,1.0183524,1.0485463,0.6545638,0.90955484,1.0052763,1.0901283,0.66248804,0.6278547,0.9848538,1.1341305,1.0350492,1.1636078,0.7612284,1.1316764,0.0,0.6096343,0.7875067
