movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34
21bridgesmovie,0.6800295,0.5400877,0.6098579,0.6896146,0.61645865,0.6694739,0.42226863,0.5012851,0.5706966,0.7642783,0.6557318,0.40506417,0.52109635,0.6970738,0.6776272,0.81988657,1.0159115,0.6075815,0.5578328,0.77279603,0.4849158,0.677901,0.71563,1.0014545,0.0,0.67491776,0.46542275,0.6199653,0.65332246,0.5877279,0.68685335,0.65591097,0.23924327,0.82440376,0.7500576
47metersdown,1.0164514,0.52423215,0.59736663,0.5072029,0.49355614,0.7684783,0.50871336,0.622054,0.50116885,1.0109649,0.6995133,0.34087735,0.56586224,0.6701941,0.5539125,0.9435722,1.1234301,1.0847794,0.54026294,0.74430037,0.5008348,0.7584162,0.8925162,1.1153632,0.0,0.4695843,0.4581417,0.5251296,0.7829195,0.4942757,0.7210875,0.56104225,0.5481887,0.9137572,0.82381344
abeautifuldaymovie,0.6699838,0.54884934,0.5112462,0.50785255,0.7179569,0.92351305,0.37095475,0.5546247,0.65688056,0.8375244,0.59878576,0.3665943,0.38624817,0.7360844,0.55915606,0.7183788,0.6764616,0.6519575,0.7598735,0.52845514,0.45694005,0.679023,0.90374935,0.98826176,0.0,0.6354939,0.49523872,0.6271392,0.66820407,0.6214739,0.8600892,0.6619909,0.2786814,0.7951864,0.6057309
abominablemovie,1.2568408,0.3284479,0.76243126,0.9464224,0.6214933,1.2701591,0.86179817,0.75534916,0.56411433,1.4468026,1.0707469,0.42061102,0.67981917,0.8671816,1.0562295,1.258318,1.3184389,1.1006995,0.7354959,0.91974115,0.1387316,0.84751594,1.1592087,1.5478281,0.0,1.135328,0.22725925,0.88104,0.59736013,0.645904,0.9123571,0.83838207,0.7091374,1.392142,0.9243016
adastramovie,0.85728514,0.46377328,0.53879046,0.5500273,0.58037907,0.84311813,0.25664768,0.66653585,0.33179557,0.6980984,0.5022216,0.33123845,0.518203,0.754709,0.5656119,0.776972,0.8642162,0.4708164,0.48531416,0.62305284,0.35299778,0.91632473,0.93907094,0.8260082,0.0,0.65922445,0.2858605,0.7982135,0.6892719,0.4874238,0.7509315,0.31901234,0.37868625,0.76310945,0.5216858
adogsjourneymovie,1.9941554,1.5441,1.2798272,1.3579707,1.6123282,1.2605577,0.6213337,1.5269784,0.5978371,1.5932863,1.0160475,0.6841552,1.2130406,1.7704782,1.556555,2.1003227,1.9897547,1.814461,1.4354422,1.1193756,0.8945103,2.0158386,2.2979093,2.117399,0.0,0.91739374,0.45594302,1.8265179,1.7751073,1.0578563,1.7292893,1.0447727,1.15047,1.7447548,1.5390584
aftermathmovie,0.5685444,0.48295596,0.4994658,0.53238255,0.4534282,0.44601446,0.2625413,0.5518969,0.45390928,0.66627955,0.5229744,0.41791755,0.27013695,0.5031433,0.47708878,0.66188765,0.740613,0.59304386,0.40058827,0.51689416,0.25825328,0.46638072,0.6715639,0.8356389,0.0,0.41527468,0.23210391,0.4652653,0.59503007,0.34657893,0.49260646,0.5986525,0.29414177,0.6250006,0.42668176
aftermovie,0.706847,0.4457539,0.38756076,0.53464794,0.3957571,0.46951255,0.34643722,0.58231914,0.28725728,0.6887555,0.5618184,0.28641522,0.4432103,0.79835486,0.31987083,0.8055484,0.7950438,0.74600345,0.35053262,0.41349727,0.21319008,0.69480085,0.71264917,0.8776764,0.0,0.57668144,0.36038363,0.6119163,0.50472635,0.47601333,0.6854345,0.48127586,0.37805888,0.6589848,0.5789851
ahiddenlifefilm,0.38630217,0.30511534,0.3247765,0.28988454,0.301477,0.3629216,0.21632975,0.31476176,0.27779186,0.40524116,0.3394134,0.22688079,0.2483519,0.35539562,0.30345017,0.4305145,0.44497368,0.34492856,0.3071299,0.32390878,0.22663352,0.3447065,0.41117516,0.48409075,0.0,0.3632418,0.19831935,0.35159978,0.3373484,0.2628911,0.36640632,0.3289473,0.21564013,0.41739386,0.31104928
alitamovie,1.0253595,0.58642215,0.87716365,0.76267076,0.65616924,0.8169415,0.57742673,0.83549774,0.5727684,1.0272539,0.7964084,0.6094821,0.50451756,0.73401576,0.8594555,1.005041,1.4915756,0.7022261,0.5656217,0.90053105,0.4202106,1.0439487,1.2921139,1.4295841,0.0,0.8417505,0.4646122,1.0053753,0.8336199,0.45378178,0.6996754,0.5768977,0.556594,1.3499622,0.6045524
