movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
21bridgesmovie,0.61513305,0.63953763,0.7978326,0.5694255,0.27521634,0.49673623,0.50644785,0.40676296,0.59778976,0.0,0.0,0.0,0.6601762,0.42896953,0.6269114,0.53312564,0.36780173,0.4804739,0.7030558,0.5565836,0.60940266,0.5694411,0.69739443,0.75340307,0.13239363,0.8662485,0.196844,0.49266773,0.65255284,0.9694951,0.60911316,0.0,0.39361525,0.6739688,0.83383876,0.29877734,0.38485003,0.0,0.6225683,0.62569743,0.6631087,0.48302588,0.34808826,0.55783325,0.0,0.6981472,0.35143033,0.44882372,0.0,0.55908024
47metersdown,0.9064419,0.55506116,1.071976,0.6619528,0.33646545,0.7251725,0.7517221,0.31465587,0.80259025,0.0,0.0,0.0,0.7387942,0.56084025,0.5896019,0.8705029,0.5376165,0.9800356,0.94913673,0.7081933,1.0542454,0.8861222,1.1617562,1.0789027,0.0,0.9754659,0.32210454,0.6799236,0.9067872,1.2405835,0.8663012,0.0,0.3936209,1.1609038,0.9860504,0.4575793,0.36611864,0.0,0.93309236,1.0413913,0.99878466,0.8987267,0.87232304,0.747855,0.0,0.47563785,0.16771281,0.7800087,0.0,0.7117324
abeautifuldaymovie,0.48215818,0.53173274,0.83404064,0.5332913,0.43963286,0.45985615,0.5132906,0.4091468,0.65326244,0.0,0.0,0.0,0.6285541,0.50144476,0.6468989,0.76832676,0.45519435,0.5473526,0.8326947,0.52008677,0.6606995,0.7209989,0.65724754,0.66410613,0.22202395,0.8219086,0.37367204,0.4760583,0.5650736,0.92999715,0.5080781,0.0,0.34753448,0.6546562,0.6892621,0.42017806,0.6000227,0.0,0.6743278,0.6526266,0.65588063,0.8006377,0.52505314,0.4669203,0.0,0.45519537,0.38820547,0.33937427,0.0,0.6184233
abominablemovie,1.341511,0.51699984,1.525346,1.0578858,0.34103915,0.6329755,0.78540385,0.0,0.86855906,0.0,0.0,0.0,0.9055375,0.86946946,0.90031177,0.9917008,0.87921363,0.6531389,0.9955749,0.9341918,1.1077825,1.1455657,0.9224526,1.4780859,0.13193052,1.2237276,0.45912823,0.6082878,0.7610372,1.6674273,0.6618785,0.0,0.5346711,0.90084076,1.35976,0.57158434,0.4643388,0.0,0.9351128,1.3056203,1.0498114,1.0406219,0.702841,0.9326851,0.0,0.8575859,0.88329846,0.64160043,0.0,1.1139566
adastramovie,0.64000905,0.6819173,0.892092,0.50094557,0.23865181,0.32856828,0.68353236,0.3238393,0.5727539,0.0,0.0,0.0,0.48492175,0.6510849,0.5648225,0.49028695,0.4873221,0.48419985,0.73272115,0.54889005,0.67025095,0.53280115,0.57717633,0.5023068,0.06306171,0.9040252,0.36592558,0.594889,0.7040565,0.9829723,0.5433495,0.0,0.28482848,0.8746255,0.8063879,0.44317415,0.42355573,0.0,0.5752775,0.5781741,0.80043685,0.64400256,0.5217253,0.39368856,0.0,0.5387139,0.51210225,0.44831032,0.0,0.62280226
adogsjourneymovie,1.2851614,1.1178654,1.8205518,1.1064391,1.2465703,1.2740942,1.4416091,0.569134,1.3034097,0.0,0.0,0.0,1.5745511,1.2671552,1.3562989,1.5393572,0.5721965,1.5686762,1.9843498,1.1191682,1.337419,1.416712,1.93231,1.8926436,0.0,2.4572392,0.9471384,1.3251516,1.4895496,1.7306646,0.94235116,0.0,0.71836716,1.7386786,1.9823595,1.0962639,1.1587373,0.0,1.7064227,1.0311937,1.9253325,1.3593205,1.4343425,0.89741504,0.0,0.4115783,0.74100196,0.9842631,0.0,1.7456957
aftermathmovie,0.40183413,0.47363448,0.61061007,0.3839107,0.36915517,0.41238797,0.39884886,0.2649957,0.53231853,0.0,0.0,0.0,0.54262894,0.4110847,0.51159155,0.5179235,0.46113682,0.38552296,0.6121756,0.39322448,0.47359902,0.46477354,0.5297192,0.54750603,0.1251513,0.6327778,0.29251942,0.29087535,0.42112842,0.59857845,0.36706194,0.0,0.33726388,0.50858074,0.53738904,0.28716102,0.3518661,0.0,0.4357374,0.48059106,0.53945214,0.5283806,0.45448735,0.45078433,0.0,0.40949658,0.3947637,0.3538714,0.0,0.5260397
aftermovie,0.58808464,0.439272,0.4982785,0.4942719,0.3451652,0.4821976,0.32329527,0.34760815,0.6533832,0.02126722,0.0,0.0,0.5287498,0.41218027,0.47029257,0.7301883,0.3521999,0.50356525,0.61853164,0.28811276,0.682072,0.43224257,0.80399877,0.75688946,0.18485512,0.76831436,0.39779273,0.36417568,0.54710156,0.7667455,0.52146226,0.0,0.10364739,0.6041285,0.58314526,0.08507364,0.49147505,0.0,0.6825458,0.5510337,0.6777485,0.62953603,0.51978827,0.3085224,0.0,0.2866148,0.23118812,0.38813624,0.0,0.7010892
ahiddenlifefilm,0.31879234,0.27681464,0.41768706,0.284562,0.20810796,0.28378388,0.23741706,0.17570001,0.34058884,0.0,0.0,0.0,0.31736025,0.32365048,0.27195436,0.31462175,0.23603486,0.2767954,0.38792428,0.28469136,0.34121886,0.33059868,0.3367023,0.37596777,0.09098628,0.44177878,0.18712127,0.22631909,0.32639974,0.46304786,0.26478562,0.0,0.17075835,0.3622044,0.3872723,0.1859394,0.26172298,0.0,0.3334593,0.31313232,0.3805767,0.38080084,0.28934076,0.24979016,0.0,0.28578308,0.21307229,0.22390153,0.0,0.30313265
alitamovie,0.6641269,0.8692088,1.2030658,0.90198165,0.36318758,0.54192734,0.70388836,0.5687212,0.9930328,0.054673783,0.0,0.0,0.56986326,0.7268797,0.7294508,0.85501486,0.38554996,0.9618641,0.8687804,0.7147496,1.0160333,0.6475426,1.1047552,0.91956085,0.17266564,0.8773712,0.45270872,0.8175268,1.0354456,1.3370286,0.5933722,0.0,0.49489647,0.9922351,0.95999575,0.33276758,0.73037,0.0,0.9831675,0.47500563,1.3601749,0.9385444,0.6813799,0.6767301,0.0,0.54630625,0.4265117,0.6057406,0.0,0.644805
