movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,0.8782326,0.0,0.975257,0.8826184,1.2395957,0.4512571,1.3139365,0.0,1.1540724,0.0,1.157096,0.0,0.97851455,1.1417347,1.1732328,0.95973665,0.0,1.0662196,0.9956572,0.56934196
47metersdown,1.2060863,0.0,1.5398935,1.1675787,1.523937,0.4787111,1.8235534,0.0,1.3473189,0.0,1.7704558,0.0,1.2244791,1.4072056,1.4089661,1.3627656,0.0,1.4618425,0.87487584,0.8252652
abeautifuldaymovie,1.0854204,0.0,0.82679886,0.9275139,1.2921498,0.7114277,1.3262241,0.0,1.3907042,0.0,1.2541227,0.0,0.9643161,1.2901124,1.0866351,0.9128918,0.0,1.2708287,0.6333057,0.898273
abominablemovie,1.9813411,0.0,1.4699383,1.2798669,1.7349567,0.36610693,2.3686929,0.0,2.055754,0.0,1.8621323,0.0,1.8898492,2.0011356,1.6601696,1.3756247,0.0,1.6897407,1.199198,0.9958342
adastramovie,1.1432543,0.0,0.87181133,0.7484122,1.1526198,0.32433364,1.2036642,0.0,0.9492963,0.0,1.0334638,0.0,0.9832456,1.3383381,0.8056429,0.7694006,0.0,0.84938735,0.50192946,0.6186135
adogsjourneymovie,1.911826,0.0,1.7234486,1.5908363,2.1322167,0.4890614,3.0089238,0.0,2.012403,0.0,1.623018,0.0,1.8429801,2.2495835,2.3566895,1.4990714,0.0,1.6404817,1.5500637,0.24989119
aftermathmovie,0.8469395,0.0,0.7814155,0.76440954,1.0391015,0.3742967,0.9504297,0.0,0.92997175,0.0,1.0050462,0.0,0.8368076,0.99896777,0.9400453,0.7167784,0.0,0.8968411,0.51686853,0.5892363
aftermovie,1.0334303,0.0,0.85667527,0.9330258,1.042979,0.45499626,1.1033599,0.0,1.055673,0.0,1.0731,0.0,1.1444837,1.1799927,0.91938984,1.029938,0.0,0.9814819,0.47250956,0.94012225
ahiddenlifefilm,0.5040199,0.0,0.44416457,0.423018,0.683014,0.304122,0.6149386,0.0,0.51112527,0.0,0.5772093,0.0,0.53009325,0.6485755,0.51618665,0.5216398,0.0,0.5773662,0.36473307,0.43775555
alitamovie,1.222215,0.0,1.1605307,0.7796267,1.5795989,0.59375405,1.8106855,0.0,1.0126343,0.0,1.1877865,0.0,1.1224433,1.560847,0.9152803,1.037603,0.0,1.1075714,1.4564542,0.71585786
angelhasfallen,1.3745015,0.0,1.0665654,1.2570527,1.786716,0.75437045,1.5176394,0.0,1.751172,0.0,1.6115786,0.0,1.3173816,1.4352579,1.4731735,0.9202094,0.0,1.4569204,1.0360309,0.93404865
angrybirdsmovie,2.099736,0.0,2.0789576,2.0092528,2.7508993,2.0377693,2.9056764,0.0,2.857349,0.0,2.0202258,0.0,2.6862428,2.7272248,2.8477688,2.2284164,0.0,3.0846426,1.9983774,1.593054
annabellemovie,1.9113185,0.0,1.6448787,1.6263703,1.965795,0.62650645,2.2722805,0.0,1.8714222,0.0,1.8504907,0.0,1.385216,1.9585261,1.7960885,1.3485388,0.0,1.6107414,1.4767804,0.7535468
annamovie,0.9556001,0.0,0.9075386,0.6496579,1.1854007,0.6973028,1.1380743,0.0,1.0821912,0.0,1.1672693,0.0,0.96595657,1.4265486,1.1100221,1.0423174,0.0,1.1407254,0.8229826,0.8245823
apollo11movie,0.79872954,0.0,0.73440695,0.6768837,1.0082383,0.36005133,0.98025775,0.0,0.69886655,0.0,0.790067,0.0,0.676133,0.9377024,0.8074433,0.8177552,0.0,0.73849064,0.70859575,0.47945738
arcticdogsmovie,0.5649299,0.0,0.8205922,0.8103169,1.0974555,0.46447307,1.1100082,0.0,0.71891266,0.0,0.99391115,0.0,0.84749705,0.9678487,0.8175488,0.8415614,0.0,1.0078146,0.42670843,0.49453124
arcticmovie,0.7923919,0.0,0.60058796,0.67801976,1.0276372,0.39287317,0.85415447,0.0,0.7439806,0.0,0.88120884,0.0,0.7838827,0.9258492,0.7839058,0.69649166,0.0,0.7779514,0.5613515,0.6177977
artofracingmovie,1.1892639,0.0,1.1277323,0.9531369,1.4102798,0.41169456,1.5486208,0.0,1.2191458,0.0,1.4095099,0.0,1.1504275,1.5950036,1.0237579,0.87362796,0.0,1.1688204,0.7219647,0.7790134
