movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44
21bridgesmovie,0.55148536,0.20451492,0.0,0.39177394,0.54373604,0.5543616,0.4638732,0.28014246,0.6447295,0.49764785,0.0,0.7210872,0.0,0.52956986,0.21757275,0.0,0.5402128,0.384574,0.7339424,0.46004838,0.19950116,0.41271386,0.5824984,0.6542246,0.41820803,0.32650942,0.7012079,0.0,0.52660394,0.6327999,0.57637477,0.60197455,0.39321977,0.655344,0.8085096,0.38975418,0.8262992,0.71743226,0.55803555,0.53004265,0.70813036,0.43498015,0.5486209,0.48382142,0.6971898
47metersdown,1.0817871,0.2944666,0.0,0.63596785,0.6027706,1.279366,0.7070673,0.5068265,1.0112569,0.61997277,0.0,1.0884598,0.0,0.44936186,0.52502674,0.0,1.0294756,0.4573273,1.0977628,0.4672132,0.4842631,0.644355,0.8934269,1.1123029,0.7521191,0.41077614,0.8035633,0.0,0.7482581,0.81843436,0.6948918,0.8082456,0.28601575,0.6074064,0.9814861,0.7908093,1.1392957,0.77253246,0.83330035,0.6780888,1.3299792,0.7209593,1.2110412,0.8422081,1.1256238
abeautifuldaymovie,0.8481191,0.2903406,0.0,0.34310904,0.5480248,0.7395328,0.60795504,0.27134037,0.88138133,0.61955154,0.0,0.7039013,0.0,0.63295746,0.2921124,0.0,0.61460674,0.6030626,0.7904534,0.35057855,0.39388865,0.53298086,0.6949568,0.82087654,0.61430913,0.36869848,0.58679307,0.0,0.44011077,0.7267619,0.6265655,0.641382,0.3839019,0.63030094,0.64028764,0.46065012,0.9187799,0.7577234,0.48117697,0.42958033,0.7055395,0.47999778,0.66008687,0.55199146,0.72316295
abominablemovie,1.5473535,0.69279164,0.0,0.84322214,1.1838038,1.3138869,0.93827474,0.43311664,1.6059914,0.97656214,0.0,1.6881413,0.0,1.2155285,1.0066422,0.0,0.3851593,0.688968,1.5446123,0.88078046,0.276363,1.2664294,1.0836984,1.8539541,1.0934777,0.69081813,1.0615655,0.0,1.1915026,1.3410062,1.3521147,1.1123314,0.85850525,1.241362,1.2428405,0.9480635,0.9510723,1.3799498,0.93765306,0.67555237,1.0795172,1.1390543,1.499825,1.2061484,1.4988672
adastramovie,0.7784582,0.25992933,0.0,0.27659518,0.4121487,0.5195983,0.5639959,0.2644262,0.6859459,0.30104843,0.0,0.7093344,0.0,0.6105116,0.3696378,0.0,0.5264912,0.30775538,0.77332294,0.4057523,0.2618116,0.50276685,0.3998329,0.5478444,0.4359664,0.34178275,0.546273,0.0,0.53055865,0.562895,0.67432976,0.5935595,0.27279016,0.63579416,0.75519776,0.5641185,0.5781111,0.65570724,0.6708952,0.46982804,0.7109163,0.44539642,0.63381076,0.43595448,0.8586346
adogsjourneymovie,1.429441,0.87454396,0.0,0.76996,1.6433363,1.3404144,0.7858488,0.41034004,1.5486739,1.0490255,0.0,1.471107,0.0,1.0347087,0.9984403,0.0,0.9131994,1.3199742,1.1226664,1.1563153,0.81734014,1.0045493,1.7825123,1.7182444,0.9156365,0.88177824,1.0770234,0.0,0.9272716,1.3298844,0.9057762,1.025038,1.1102476,1.000804,1.1735957,1.0052787,1.1273344,1.1072766,1.179692,1.2622119,1.1287817,0.88989675,0.91226935,1.0417407,1.4119387
aftermathmovie,0.6943958,0.35872275,0.0,0.48333877,0.44492155,0.57443637,0.43356398,0.29933116,0.6374086,0.545666,0.0,0.5572175,0.0,0.35140342,0.41773146,0.0,0.4506943,0.32409924,0.6656595,0.34224302,0.29985222,0.35043955,0.5500289,0.65438724,0.4007163,0.44251558,0.39981735,0.0,0.42682382,0.4891757,0.5591481,0.5175786,0.37776795,0.50363046,0.4630758,0.38759434,0.6306086,0.43323284,0.48510775,0.5795554,0.645903,0.44029853,0.6216068,0.54508156,0.627404
aftermovie,0.6327893,0.38703352,0.0,0.36266282,0.5503722,0.6687178,0.43027312,0.28846124,0.6313475,0.22924432,0.0,0.44192958,0.0,0.48586455,0.32137161,0.0,0.60476774,0.4445368,0.6711445,0.4004491,0.202737,0.3687039,0.585856,0.63631195,0.37391073,0.1558673,0.2932826,0.0,0.33984128,0.494854,0.5395409,0.5189731,0.40547833,0.5467532,0.6565294,0.3346515,0.6121257,0.49693954,0.33181295,0.446882,0.46299356,0.38286233,0.681128,0.50552887,0.622976
ahiddenlifefilm,0.40166146,0.20847374,0.0,0.24709687,0.31031674,0.35812268,0.2507422,0.1774506,0.39627972,0.26587826,0.0,0.39224538,0.0,0.27987444,0.23329757,0.0,0.3030082,0.22965947,0.3781948,0.22634302,0.17503381,0.24918038,0.3299221,0.41260815,0.25161228,0.22913903,0.2960235,0.0,0.28384855,0.3269452,0.35005072,0.33389646,0.2388955,0.31624398,0.37227222,0.24317718,0.3811157,0.33333242,0.27940822,0.30389485,0.3707407,0.26337263,0.33232164,0.30617222,0.41238803
alitamovie,0.5875953,0.39277333,0.0,0.4325061,0.44843948,0.8896234,0.85907745,0.17358899,0.64896953,0.7135566,0.0,0.9559077,0.0,0.36425304,0.6459102,0.0,0.5862257,0.5697569,0.7245448,0.52170616,0.3450208,0.7035067,0.45572558,0.7490065,0.65429896,0.7904747,0.6301484,0.0,0.6987477,0.8348747,0.6473002,0.8631626,0.61632085,0.99280065,0.75043964,0.2568345,0.6080379,0.67960453,0.87605274,0.77953196,0.922527,0.50949746,0.69772065,0.7496879,0.98906183
angelhasfallen,0.96534276,0.5343206,0.0,0.6872878,0.7678655,0.6911095,0.7328659,0.3699896,0.9836033,0.8260376,0.0,0.97748435,0.0,0.79636985,0.48239785,0.0,0.72633094,0.537894,0.8871141,0.47483057,0.37453377,0.7008052,0.5275878,1.00251,0.57891524,0.66095054,0.7532112,0.0,0.641827,1.001722,0.6426193,0.7648323,0.4424683,1.0747818,1.0827916,0.7138157,1.0815442,0.79063934,0.47661415,0.65132546,0.8151896,0.7131269,0.9555265,0.81317574,1.0984344
angrybirdsmovie,1.4205838,0.72392637,0.0,0.787905,0.74000746,1.0943964,1.2717963,0.3807977,1.5845344,1.3770419,0.0,1.8575021,0.0,1.2975043,0.3498327,0.0,0.6012594,1.2845719,1.9077562,1.2362465,0.41034117,1.52563,1.5715067,1.5270693,1.0687032,0.7285538,1.5990064,0.0,1.4046935,1.6050497,1.3995585,0.8762994,0.8476756,1.9300212,2.0904205,0.6940057,1.9742672,1.8326353,1.1476502,0.98668396,1.4779413,1.2155098,1.6226128,1.5491825,1.7767422
annabellemovie,1.639704,0.3826904,0.0,0.47038487,0.9007163,1.3163165,0.8996223,0.6295753,1.5262477,0.72461575,0.0,1.2663957,0.0,0.98531353,0.93404996,0.0,0.8752063,0.7792407,1.0386808,0.3270024,0.6273366,0.92087436,0.9893634,1.4998361,0.7902914,0.72869635,0.93082947,0.0,0.9019509,1.0190824,0.96870273,1.1912597,0.4838595,0.6064116,1.0713708,0.96782506,1.4605042,0.946682,1.2283442,0.81382453,1.2656088,0.74080163,1.1349249,1.0275799,1.2910646
annamovie,0.71851563,0.30875766,0.0,0.3936832,0.572506,0.77330947,0.5733986,0.352635,0.76418835,0.54779637,0.0,0.77374387,0.0,0.5247387,0.40908134,0.0,0.51012456,0.37449574,0.73446023,0.36479938,0.30068353,0.55171955,0.56106377,0.8917874,0.63329333,0.25831547,0.49499482,0.0,0.5815586,0.6510949,0.58661276,0.57801014,0.4233505,0.6909589,0.7275386,0.55442286,0.659318,0.5342977,0.5963309,0.58754516,0.72440946,0.66923153,0.66258633,0.68300724,0.68688756
apollo11movie,0.62768614,0.29392114,0.0,0.27841848,0.41445398,0.31584063,0.26567513,0.2386409,0.6080971,0.2594895,0.0,0.642028,0.0,0.42114484,0.18414831,0.0,0.38143367,0.28603536,0.40930247,0.27980578,0.35758653,0.32272026,0.3939255,0.52831286,0.21465497,0.3081577,0.39210457,0.0,0.4135201,0.48836076,0.36746755,0.5078916,0.38141593,0.28993475,0.3680698,0.33829805,0.51568973,0.35126114,0.3552748,0.34204128,0.39780468,0.41142446,0.4264649,0.42287582,0.60087883
arcticdogsmovie,0.6461872,0.37999213,0.0,0.38023707,0.35932392,0.67129916,0.38908717,0.37937352,0.7437689,0.38468355,0.0,0.6440296,0.0,0.39998162,0.32054996,0.0,0.5892378,0.45561182,0.69983613,0.41935098,0.40607834,0.46562907,0.65777785,0.73097074,0.4659588,0.3708189,0.42882437,0.0,0.43329263,0.62234074,0.58939296,0.65471154,0.44955662,0.60046595,0.794894,0.46957812,0.6776535,0.46979326,0.580958,0.44358656,0.82665116,0.55602694,0.76932263,0.4750219,0.7484235
