movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,1.1488307,1.0221761,0.97101945,1.0653461,1.1410294,0.0,1.0619175,1.0001673,0.85073304,0.62972647,0.85591525,0.8607697,0.6857066,0.9940617,1.1983427,1.0928526,0.9502919,1.2101647,1.4586428,0.729327,0.0,0.90554684,0.9888586,1.2181547,0.0
47metersdown,0.8276149,0.61013854,0.68010014,0.6272505,0.58009154,0.0,0.97464925,0.7432402,0.6612671,0.43972734,0.6198022,0.72618115,0.4674474,0.5666405,0.6030154,0.71473116,0.51730365,1.1354026,1.1840419,0.6103443,0.0,0.8607575,0.7868085,0.74325657,0.0
abeautifuldaymovie,0.9609078,0.757478,0.72230315,0.9822797,0.73827314,0.0,0.7898803,0.9383962,0.6833267,0.7668896,0.74785143,0.87492746,0.7122397,0.84237117,0.93250006,0.859512,0.91734207,0.83606344,0.9837685,0.54687065,0.0,1.0268745,0.66831785,0.7316874,0.0
abominablemovie,0.9721645,0.53199214,0.50202537,0.9249156,1.000624,0.0,1.0236512,0.75930434,0.60074013,0.14897811,0.6144362,0.68677455,0.09241628,0.7618192,0.5645713,0.9349136,0.5279945,0.84882486,1.067672,0.06595488,0.0,0.78696007,0.7727962,0.31314588,0.0
adastramovie,0.5792975,1.1083748,0.8966051,0.9906661,0.9909646,0.0,0.7683854,0.8669349,0.64166325,0.7756011,0.8662517,0.7874635,0.5952352,0.60508776,0.8727624,0.7559107,0.6167121,0.9413321,1.3856255,0.74917966,0.0,0.4180707,0.5702278,0.7367933,0.0
adogsjourneymovie,0.9734976,0.16503426,0.3457165,0.5544306,0.55193657,0.0,0.6459241,0.3910731,0.86257523,0.21959424,0.0,0.43641245,0.054298457,0.80119747,0.4930264,1.0636307,1.1620948,0.71111095,0.646438,0.13064554,0.0,0.8682447,1.0363996,0.44724295,0.0
aftermathmovie,0.88456476,0.91562706,0.78378826,0.97620785,0.9556042,0.0,0.81366676,0.75536317,0.64552367,0.6099197,0.72017264,0.7346686,0.7641683,0.71909684,0.9673224,0.8592448,0.68569434,0.91116524,1.2130117,0.5834439,0.0,0.68807256,0.87364143,0.8943002,0.0
aftermovie,0.98965216,0.89510334,0.7207013,1.0756807,1.0146663,0.0,0.88151586,0.6921297,0.7311581,0.61406916,0.5053849,0.58562714,0.7075556,0.9922782,0.98422647,1.123397,0.7347745,1.1340773,1.2469434,0.6048609,0.0,0.9672115,0.77786976,1.0272213,0.0
ahiddenlifefilm,0.5267025,0.60283643,0.54852015,0.6267911,0.5579114,0.0,0.54903895,0.55053866,0.41102725,0.42443535,0.5512907,0.4863672,0.50706005,0.48138544,0.6427961,0.54522485,0.44903097,0.61482084,0.74454683,0.43339244,0.0,0.5094013,0.45028698,0.5871653,0.0
alitamovie,0.58346105,1.0940145,0.501523,0.8283978,0.77632236,0.14406395,0.7245997,0.6611977,0.560596,0.70741737,1.0777789,0.7905478,0.57638764,0.7642417,0.37718284,0.7554906,0.39703888,1.2071061,1.1770744,0.5362217,0.0,0.2616614,0.6575539,0.4705523,0.0
