movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,1.4067744,1.1731563,1.1042429,0.67639446,1.8735684,0.0,0.81057644,0.793958,1.0476915,0.94109154,0.0,1.7658356,0.9524611,0.8411306,1.0008876
47metersdown,1.1504998,1.0361397,1.2510676,0.6868472,1.3152729,0.0,0.6350714,0.48668072,1.1084117,0.49028343,0.0,1.333124,0.3436789,0.64710253,0.6397614
abeautifuldaymovie,1.232995,1.2477918,0.86216414,0.57261616,1.3773755,0.0,1.0030017,0.8362955,1.0488842,0.9293742,0.0,1.2377224,0.7963059,0.6094724,0.7864034
abominablemovie,0.43008855,0.98741496,0.97983027,1.1608166,1.1970322,0.0,0.8948104,0.3653251,0.60364753,0.70315236,0.0,1.4771641,0.5662939,0.22825977,0.47691107
adastramovie,1.1594617,1.2789762,0.8303524,0.7568095,1.2099559,0.0,1.1893177,0.6811918,1.1418052,0.7850343,0.0,1.3429854,0.8977293,0.9085223,0.47174892
adogsjourneymovie,0.6630365,0.9508032,0.921569,0.46738863,1.0192475,0.0,1.4327654,0.8815315,0.8843474,0.06686354,0.0,0.85455966,0.6947757,0.041648842,0.16586241
aftermathmovie,1.1451231,1.0501486,0.88468754,0.47189188,1.435571,0.0,0.8168429,0.97429144,0.96064925,0.7456692,0.0,1.4136617,0.7990428,0.66624725,0.61526936
aftermovie,1.2041839,1.0447097,1.2546632,0.56866604,1.4565566,0.0016914178,0.84522396,1.1102024,1.0232617,0.8152234,0.0,1.6180581,1.0869671,0.73420006,0.691569
ahiddenlifefilm,0.7411377,0.74570763,0.57075524,0.39570725,0.8173767,0.0,0.5760875,0.5677138,0.64495873,0.5216742,0.0,0.85685426,0.543965,0.5017211,0.43995607
alitamovie,0.64848936,0.7268627,0.5607631,0.49574125,1.1808212,0.0,0.5465564,0.6393258,0.48725897,0.4729634,0.035387605,0.8162974,0.5378237,0.67288065,0.42206845
angelhasfallen,1.489928,1.2366662,0.8235595,0.64888746,1.6396817,0.0,0.72204936,0.8430789,0.9124003,0.64083415,0.24528149,1.2799814,1.040295,0.9094537,0.7346411
angrybirdsmovie,1.114977,1.053262,0.019559957,0.0,0.8067831,0.0,0.52975875,0.6350342,0.7851312,1.968776,0.06895922,1.2124549,0.4092249,0.5170239,0.0658893
annabellemovie,1.2467284,1.1289091,1.4242127,0.6974064,1.5778781,0.0,0.9736244,0.8203431,1.376057,0.95709956,0.0,1.9657997,0.9583713,0.70250314,0.77193683
annamovie,1.2760193,1.3364527,1.0649351,0.79257816,1.4910982,0.0,1.098504,0.74762577,1.26659,0.7665017,0.0,1.5971998,0.9067608,0.64923537,0.7986698
apollo11movie,0.9909334,1.0335916,0.6883483,0.24115951,0.94131285,0.0,0.9650822,0.97962785,0.96329767,0.7678479,0.0,0.92215735,0.8796648,0.6225109,0.6678998
arcticdogsmovie,0.95793587,0.9776613,0.42168915,0.5519711,0.9627469,0.0,0.66421324,0.3624754,0.7167418,0.6224992,0.032188155,0.8890209,0.38781255,0.47528392,0.28473243
arcticmovie,0.6938827,0.71721363,0.5480436,0.43129662,0.9717965,0.03048269,0.7054065,0.37425143,0.7287127,0.60108113,0.0,1.1980443,0.6325532,0.44862702,0.55327785
artofracingmovie,1.1873815,1.2576823,1.2353753,0.77718407,1.5001817,0.0,1.1899378,0.6476421,0.93720615,0.74138945,0.0,1.4170622,0.9341583,1.039996,0.6186816
avengers,0.68381315,0.65941125,0.87257683,0.57572794,0.992926,0.08827056,0.6328214,0.67756873,0.5184354,0.34797084,0.0,1.0725359,0.55078244,0.3998756,0.79415226
beachbummovie,1.023289,1.0888727,0.6436665,0.39180002,0.9029322,0.0,0.95854235,0.7488039,0.916981,0.60137755,0.0,0.9194955,0.7728163,0.8016628,0.6953749
bernadettefilm,1.0707202,1.1593058,0.96657515,0.7734187,1.6220962,0.0,0.8997314,1.1082237,1.2482929,0.94422436,0.0,1.8629512,0.6209552,0.46972555,0.8119899
blackandbluemovie,1.167169,1.0348634,0.5506889,0.5082792,1.256712,0.0,0.5931007,0.52284306,0.75124466,1.2613077,0.15841296,1.5092494,0.59876156,0.09300602,0.851423
blackchristmas,1.1894674,1.1172805,0.9706212,0.68951607,1.5636188,0.0,0.9966075,0.89756924,1.1847063,0.66022986,0.0,1.5709788,1.0230204,0.66285294,0.81527114
blindedbythelightmovie,1.0482566,1.108799,0.8006182,0.64521253,1.1202264,0.0,0.9964991,0.7937437,0.94511104,0.5531831,0.0,1.2557099,0.9158764,0.73372865,0.59892374
bombshellmovie,0.3075155,0.6258422,0.5792062,0.44760966,0.92871064,0.0,0.77095145,0.37675428,0.76249444,0.27916166,0.01073065,0.6271623,0.22817542,0.77963364,0.5234573
booksmart,0.0,0.0,0.0,0.030366503,1.1898094,0.5590812,0.897703,0.0,0.0,0.0,1.9622735,0.0,0.0,1.3294861,1.6706092
breakthroughmovie,0.7735183,0.95836824,0.7790835,0.7030147,0.8819213,0.13187844,1.0568471,0.4335743,0.6903333,0.4199779,0.0,0.90239584,0.74969125,0.32931492,0.67143935
brianbanksmovie,1.1877707,1.2211862,0.8810364,0.828346,1.4711401,0.0,0.86918414,0.23892516,1.0474194,0.8597684,0.0,1.5917946,0.77938867,0.7032332,0.9715559
brightburnmovie,1.4426624,1.2376492,0.86790836,0.40269896,1.536165,0.0,0.89170295,1.1799155,1.2360513,0.78444916,0.0,1.3154224,0.743176,0.98167056,0.61187506
brittanyrunsmov,0.43873194,0.46162125,0.27066398,0.38097218,0.5483605,0.0,0.54615295,0.2873414,0.55267173,0.44317642,0.0,0.8208998,0.35103095,0.42191154,0.5133303
