movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34
21bridgesmovie,0.14826837,0.5017048,0.6042593,0.74740744,0.63470346,1.0730777,1.2412696,0.84552217,0.46961802,0.45819396,0.640048,0.78320885,0.0,0.0,0.0,0.0,1.012449,0.6428178,1.0945783,0.9507038,0.858658,0.8205232,1.0835872,0.5209099,0.7455561,0.6669203,1.1281617,1.1744452,0.70046026,0.9199403,0.0,1.0874627,0.75590044,0.77438605,0.0
47metersdown,0.028395593,0.5787918,0.10625544,0.51814115,0.6285122,0.7409265,0.7671991,0.70883715,0.3154175,0.31371397,0.7477014,0.7784784,0.0,0.0,0.076134294,0.0,0.8474578,0.16532615,0.880373,0.74610645,0.57804304,0.57523125,0.71707076,0.25806817,0.34567064,0.31935,0.7302439,1.3335994,0.84234893,0.7387002,0.0,0.7055652,0.6720882,0.5476561,0.0
abeautifuldaymovie,0.27768692,0.5414635,0.5029535,0.8953646,0.238548,0.8483261,0.6299283,0.41529313,0.38823634,0.56992304,0.53181285,0.60682124,0.0,0.0,0.028543439,0.0,0.80149394,0.43535414,0.70596814,0.8433683,0.6722104,0.7484831,1.0078728,0.6177964,0.4625161,0.4477847,0.98368126,1.0073725,0.7724125,0.5943782,0.0,0.9876954,0.55448323,0.65938437,0.030760128
abominablemovie,0.7114454,0.43144602,0.36020324,1.0943618,0.15885493,0.4574784,0.8158789,0.23678687,0.2707188,0.63820297,0.0852368,0.74443644,0.4979178,0.0,0.24383888,0.0,1.0171996,0.50408816,0.9417948,0.43613815,0.36768293,0.6680269,0.9495262,0.11330107,0.49674296,0.44466358,0.6116569,1.2734449,0.2514016,0.39262578,0.0,0.5994634,0.60470587,0.7404946,0.0
adastramovie,0.05542705,0.71725774,0.25416934,0.7510407,0.5258529,1.142126,0.61625963,0.891852,0.6127574,0.22763789,0.9362281,0.7088038,0.008324534,0.018065678,0.0,0.0,0.8308944,0.47133932,0.83790797,0.8030441,0.9191681,0.4941508,0.81600916,0.5499102,0.4954798,0.7331791,1.1158409,0.8790649,0.76188403,0.7471766,0.0,0.6112739,0.60329705,0.4980218,0.0
adogsjourneymovie,0.50835836,0.22286549,0.5540943,0.40030846,0.0,0.47995007,0.9390613,0.33120996,0.23853223,0.3821644,0.37697583,0.44878137,0.0,0.0,0.024077563,0.0,0.7630785,0.3673561,1.005571,0.6459698,0.3504233,0.8606884,0.7344169,0.7789685,0.7926026,0.4696186,0.7578975,0.3965211,0.15727589,0.37590837,0.0,0.59852034,0.32239237,0.3090421,0.27818307
aftermathmovie,0.35433024,0.7019067,0.4142311,0.7523112,0.4233348,0.81604767,0.657562,0.6635535,0.4996837,0.47077918,0.7378384,0.548954,0.0,0.0,0.0,0.0,0.7024503,0.6334809,0.61714566,0.7249234,0.91479474,0.7311482,0.8645701,0.72074765,0.5271174,0.50979805,1.0137216,0.8235976,0.68580544,0.65730834,0.0,0.8185845,0.65340644,0.7843594,0.0
aftermovie,0.415955,0.7505103,0.54283464,1.0112355,0.6458997,0.9866633,0.8633234,0.6773205,0.41362447,0.52764463,0.63959897,0.7677537,0.0,0.0,0.009204812,0.0,0.8152834,0.43729866,0.85289663,0.8252829,0.68625003,0.7517055,1.2062347,0.5469685,0.56880075,0.50681007,1.0737178,0.94932556,0.708359,0.97057503,0.0,0.93431115,0.54453456,0.8348267,0.0
ahiddenlifefilm,0.20175722,0.42734095,0.29329547,0.49546036,0.3338095,0.5329255,0.44823658,0.46463707,0.3210942,0.3273935,0.4231699,0.42392564,0.022313997,0.0,0.0,0.0,0.46155283,0.38343492,0.47391045,0.5264792,0.51479685,0.4084563,0.58560663,0.3610984,0.3449775,0.39435723,0.6308773,0.5667404,0.4842395,0.48154566,0.0,0.59376687,0.41036466,0.45512444,0.0
alitamovie,0.0,0.5274694,0.2093248,0.9600154,0.5735539,1.1171287,0.6525847,0.81864727,0.46610913,0.29221132,0.6668327,0.57658416,0.0,0.0,0.0765363,0.0,0.879575,0.11565752,1.093192,0.8299607,0.7531024,0.49591723,0.7338154,0.44609767,0.33685014,0.40667966,1.2492709,1.1294107,0.7466452,0.6645182,0.0,0.52053,0.55332965,0.49867937,0.0
