movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44
21bridgesmovie,0.8553771,0.8386632,0.29574835,0.8046278,0.23471722,0.5682498,0.8756173,0.64272463,0.39218047,0.49311113,0.76994705,0.80749935,0.0,0.8702489,0.3453449,0.0,0.26128632,0.81928855,0.6855719,0.74224246,0.057902202,0.28558686,0.6978092,0.0,0.0,0.7535693,0.3018064,0.2877566,0.9542204,0.5178625,0.35436937,0.0,0.5335549,0.98918366,0.0,0.22736716,0.6315282,0.41597724,0.5910059,0.16078185,0.68082714,0.30180976,0.9479943,0.014348037,0.54185414
47metersdown,1.1707286,0.741974,0.15097073,0.68520075,0.5042672,0.7960281,0.6887279,0.35971394,0.43585345,0.615775,0.78135395,1.0271137,0.0,0.6762287,0.6226179,0.0,0.44260332,0.49534836,0.4635324,0.6725072,0.0,0.2258858,0.28515306,0.0,0.0,0.5750481,0.24937938,0.11930961,0.47580934,0.30352122,0.5344923,0.0,0.7680656,1.1147693,0.0,0.58414006,0.68508834,0.4597896,0.48774502,0.124888964,0.52328515,0.29424554,0.56241554,0.07383273,0.5022745
abeautifuldaymovie,0.79049164,0.6515747,0.28055826,0.51576203,0.42448354,0.44999915,0.762049,0.42943615,0.1947796,0.4225426,0.6693552,0.6171226,0.0,0.48907897,0.19300315,0.0,0.09601879,0.4831912,0.5723322,0.5766057,0.0,0.30146033,0.51351994,0.0,0.0,0.5443233,0.16124791,0.3450802,0.5716446,0.43970865,0.34057721,0.0,0.71295524,0.7339479,0.0,0.47430333,0.47365773,0.57996404,0.40352583,0.0067324135,0.51220095,0.20202006,0.6857132,0.02955819,0.3220811
abominablemovie,1.0551777,1.2241814,0.8721299,0.7400274,0.34398374,0.58148265,0.91424835,0.6560827,0.0,0.519384,0.8465563,1.0726341,0.0,0.85287774,0.214558,0.0,0.12926978,0.88254833,0.69920826,1.127434,0.0,0.43561065,0.49392244,0.0,0.0,1.0228288,0.6458212,0.65179354,1.2397493,0.64215326,0.75105476,0.0,1.101066,1.0371934,0.0,0.16986555,0.39810225,1.2735691,0.9473077,0.0816335,0.683412,0.5059948,1.1620604,0.14441907,0.54190636
adastramovie,0.8104117,0.43366426,0.48208264,0.45637006,0.17702273,0.51485234,0.5913467,0.61364335,0.13826777,0.51590633,0.48066697,0.62707716,0.0,0.38010678,0.058491662,0.0,0.01711383,0.5142806,0.7597006,0.47828647,0.029217388,0.18865485,0.38393074,0.0,0.0,0.6881124,0.12975767,0.2979908,0.7308066,0.47657835,0.28743967,0.0,0.3893181,0.64370286,0.022796562,0.41905472,0.4544557,0.33585176,0.5573803,0.0,0.69457877,0.21767008,0.61872053,0.031426813,0.22311097
adogsjourneymovie,2.0483017,1.54118,0.34235922,1.2934301,0.2468932,1.3664215,0.8299096,1.112526,0.21696663,0.8625524,1.073904,1.259042,0.0,1.7687517,0.18663591,0.0,0.2084546,1.2555943,1.1691952,2.0471663,0.0,0.5161436,1.1571026,0.0,0.0,1.2379526,0.22807376,0.6779927,1.1703568,0.83948267,0.57297665,0.0,0.44359106,1.9635192,0.0,0.92271805,1.46887,1.171084,1.029385,0.2743619,0.7313035,0.52407634,1.6443949,0.11764841,0.37600058
aftermathmovie,0.7146984,0.49439722,0.33008888,0.43231326,0.22050366,0.4420698,0.6386783,0.5401433,0.1076639,0.4031928,0.5710286,0.5455999,0.0,0.6120414,0.12452849,0.0,0.123499885,0.5708549,0.57610714,0.5736121,0.11428503,0.1847197,0.5143374,0.0,0.0,0.54281604,0.13498357,0.25866467,0.66961294,0.574802,0.3798544,0.0,0.49893272,0.6447828,0.0,0.27790254,0.28464234,0.34920666,0.3702169,0.0,0.41703057,0.098851085,0.74082595,0.0,0.39471558
aftermovie,0.7839331,0.76636213,0.37390998,0.64856917,0.16920054,0.79027957,0.7127761,0.6800519,0.4235206,0.52037257,0.48759162,0.9182903,0.0,0.65982145,0.179504,0.0,0.2830289,0.5235063,0.69069725,0.85377365,0.015745599,0.33485812,0.56045145,0.0,0.0,0.6790289,0.26221192,0.3992892,0.88674515,0.7083212,0.36744097,0.0,0.56718946,0.9253947,0.0,0.33395556,0.6299621,0.5965554,0.51476395,0.17081884,0.53072226,0.35388643,0.7514794,0.0,0.5042738
ahiddenlifefilm,0.48242074,0.40966123,0.19018435,0.35434684,0.16815892,0.32849765,0.38260934,0.32961506,0.115442276,0.24956396,0.3203307,0.34846207,0.0,0.35673353,0.13534833,0.0,0.12762995,0.33822295,0.33278638,0.40430865,0.0036646575,0.15626891,0.34128454,0.0,0.0,0.34389955,0.13327806,0.21286516,0.38452768,0.2724319,0.24522418,0.0,0.27685735,0.43184575,0.0,0.2511576,0.33879647,0.3035417,0.28518763,0.06777848,0.2888435,0.15906645,0.42423543,0.0071300743,0.22079954
alitamovie,0.6300938,0.38033938,0.109791756,0.5537142,0.05209095,0.57497436,0.48465103,0.7357288,0.28882003,0.4702997,0.39409712,0.43631458,0.0,0.48543325,0.06785467,0.0,0.0,0.54253757,0.36059263,0.6187372,0.0,0.36933428,0.4902105,0.0,0.0,0.72861093,0.010812389,0.3121096,0.59542084,0.12445847,0.41989815,0.0,0.08144575,0.44175848,0.0,0.62634164,0.41263714,0.36104557,0.25935102,0.07313295,0.28892758,0.5643326,0.80512637,0.0,0.5123824
