movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,0.81947565,0.5170785,0.83165896,0.5810344,0.47007155,0.0,0.37845236,0.65905225,0.0,1.2684414,0.7380471,0.0,0.6109858,0.87580824,0.44579625,0.8959605,1.1229709,0.26134238,0.83301556,0.32817182
47metersdown,0.79505336,0.5706284,1.1135055,1.0883217,0.82653964,0.0,0.67602736,1.1739979,0.0,1.5967942,0.5471683,0.0,0.76521754,1.0254064,0.78520495,0.30371916,1.3811314,0.6883153,1.0936829,0.31855392
abeautifuldaymovie,0.9747777,0.4804834,1.0552697,0.7980544,0.3876227,0.0,0.43935734,0.5232015,0.0,1.0006337,0.77404016,0.0,0.74767184,1.0265652,0.2703619,0.6019669,0.88716733,0.33513224,0.60908127,0.24043334
abominablemovie,1.4470817,0.6841331,1.3708985,1.6353296,0.8517762,0.0,0.5089744,0.8916463,0.0,1.7154087,1.1004992,0.0,1.0596598,1.0872438,0.25482836,1.1025852,2.180505,0.38548127,0.558461,0.0
adastramovie,0.9065341,0.4243226,0.817899,0.800694,0.4073938,0.0,0.26514155,0.45407107,0.0,0.9533745,0.66151845,0.0,0.3124337,0.7600156,0.28920656,0.6817734,0.746631,0.47319886,0.84411067,0.21005538
adogsjourneymovie,2.1678855,0.8999158,2.0144324,2.050728,1.2308367,0.0,0.5593199,1.8694346,0.0,2.4714675,1.4218606,0.0,1.484206,2.309835,0.859078,1.0243903,2.8507416,1.2039876,1.650492,0.037233368
aftermathmovie,0.6944511,0.39064616,0.61130947,0.81607765,0.60719717,0.0,0.14037806,0.7135173,0.029070795,0.9914464,0.6160134,0.0,0.53315026,0.6836587,0.3111611,0.70247537,1.0641685,0.4195273,0.6013604,0.296162
aftermovie,0.6627697,0.50414515,0.86690587,1.115736,0.48309314,0.0,0.25740921,0.7924234,0.0,1.3580242,0.727072,0.0,0.40884635,0.4046673,0.42266077,0.930536,1.2788892,0.36107728,0.90644747,0.29250568
ahiddenlifefilm,0.5315255,0.27084437,0.5112072,0.47525048,0.32219917,0.0,0.23269731,0.3955476,0.0,0.65585566,0.43584818,0.0,0.29405054,0.4903025,0.20097718,0.41085008,0.60453796,0.2549128,0.46330684,0.14744216
alitamovie,0.936783,0.7809228,0.6158773,1.1930937,0.6991242,0.04051195,0.43949926,0.64055014,0.18543945,1.1181091,0.81127304,0.0,0.6000282,0.68754923,0.54062593,0.6771476,1.1625915,0.3411096,0.8743206,0.2113465
angelhasfallen,1.454957,0.38376284,1.0936608,1.0524021,0.8294568,0.0,0.64058095,0.9925975,0.0,1.8276066,0.9643144,0.0,0.5747831,1.0551307,0.6789584,0.6414403,1.4880092,0.47936204,1.1845098,0.22281322
angrybirdsmovie,3.0443587,0.7779382,2.0288353,1.931768,0.7844254,0.0,1.0320222,1.2887676,0.0,2.5592468,1.8905703,0.0,1.1612608,2.320142,0.4452838,1.492664,2.506747,0.47044474,1.8669536,0.06773896
annabellemovie,1.7359148,0.9791496,1.7377024,1.5049089,0.7396617,0.0,0.6172506,1.0600547,0.0,2.3079507,1.6108629,0.0,1.1359161,1.3980024,0.5417347,1.5710897,1.8582654,0.46525246,1.4668614,0.5286598
annamovie,0.97426665,0.4712112,1.2415224,0.87380695,0.7453777,0.0,0.45362437,0.5946506,0.0,1.3660127,0.6611826,0.0,0.5210437,0.98833233,0.28742844,0.56143653,1.2212992,0.37290302,0.7952742,0.26750934
apollo11movie,0.6464068,0.5180382,0.65917856,0.5227604,0.34298754,0.0,0.2811563,0.4583783,0.0,0.76994526,0.5160286,0.0,0.37996417,0.48880273,0.3455937,0.5008717,0.679104,0.29362646,0.6403567,0.18010685
arcticdogsmovie,0.9069377,0.4133038,0.82733464,0.9238959,0.5949293,0.0,0.4923929,0.7421599,0.0,1.2591754,0.7137933,0.0,0.51070976,0.8759501,0.43167955,0.5209087,1.0736402,0.3669818,0.77067894,0.17631692
arcticmovie,0.7918112,0.4018404,0.7032586,0.48954982,0.5409032,0.0,0.13613662,0.4542986,0.0,0.83327603,0.6086535,0.0,0.25019175,0.65634435,0.18248461,0.64132154,0.79648745,0.35583642,0.5613757,0.2433317
artofracingmovie,1.0797224,0.62153435,1.2131096,0.8904714,0.47446615,0.0,0.4664529,0.5406069,0.0,1.4832647,1.0804989,0.0,0.27028546,0.77788526,0.4395613,1.0747017,1.1174352,0.25166553,1.0049441,0.07119462
avengers,0.82102716,0.4588148,0.88529813,0.5626143,0.3168372,0.0,0.37831664,0.5553278,0.0,1.0415032,0.61695814,0.0,0.5037442,0.7589474,0.30356455,0.8449283,0.95341206,0.27918532,0.7061496,0.10747991
beachbummovie,0.8682806,0.6537143,0.95046073,0.8242355,0.31542423,0.0,0.2334586,0.78552085,0.0,0.93651843,0.38551086,0.0,0.47650224,0.6878051,0.61627173,0.32371655,0.91885674,0.48540166,0.8029035,0.12599647
bernadettefilm,1.0242065,0.35506147,0.8580279,1.0718813,0.5892325,0.0,0.15726176,0.8042803,0.0,1.3687186,1.3714304,0.0,0.69745725,0.57911706,0.46185714,1.1199918,1.0603446,0.447695,0.96101034,0.57888544
blackandbluemovie,2.5687726,1.2002192,1.9148914,1.8638527,0.48738337,0.0,0.5195463,1.5452936,0.0,2.5522738,1.5277519,0.0,1.1733752,1.9713154,0.6684137,1.227761,2.1925693,1.2308174,1.7832923,0.22119316
blackchristmas,1.1915023,0.57466096,1.0582838,1.1105294,0.7377464,0.0,0.45490873,0.7857825,0.0,1.4073833,0.931973,0.0,0.5873766,0.90165937,0.2786608,0.80247605,1.377002,0.60177404,1.0896207,0.28486076
blindedbythelightmovie,0.66338533,0.3354895,0.73061174,0.50709265,0.33471614,0.0,0.27338254,0.38998824,0.0,0.72807693,0.7332375,0.0,0.3684616,0.5184066,0.1529391,0.61486787,0.57406116,0.36532503,0.53178155,0.32390606
bombshellmovie,1.0986526,0.3109671,1.1914932,0.95248526,0.3645298,0.0,0.45666122,0.7299821,0.0,1.2728214,0.82344943,0.0,0.5565676,0.70821744,0.29405347,0.94603634,1.0900118,0.65438294,0.82311994,0.19939643
booksmart,0.25129423,0.10217435,0.34648278,0.0,0.0,0.0,0.21516997,0.15823096,0.0,0.24908398,0.31276572,0.0,0.0,0.16064435,0.0,0.24036297,0.35833684,0.20461594,0.096529216,0.0
breakthroughmovie,1.9182582,1.2579286,2.0162704,1.7766937,0.7132836,0.0,0.5023921,1.2717355,0.0,2.4649343,1.3872924,0.0,0.9333096,2.1989841,0.74911857,1.4984802,2.311126,1.0909616,2.134506,0.0
