movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,1.4746552,1.9195639,1.6638118,1.0217226,1.2700775
47metersdown,1.9591261,1.8211714,1.8776369,0.9019783,1.5605521
abeautifuldaymovie,1.1161716,1.539667,1.6065646,1.0730101,1.1838903
abominablemovie,1.7160568,2.4490361,2.0159838,0.8664337,1.3522916
adastramovie,1.3538936,1.6547917,1.3872595,1.0737051,1.4723275
adogsjourneymovie,1.3232311,2.4624414,2.7932286,0.5313493,1.2029403
aftermathmovie,1.0979855,1.5041872,1.1755035,0.97367877,1.1305269
aftermovie,1.1695848,1.873008,1.832034,0.8691682,1.2313176
ahiddenlifefilm,0.73295045,0.96239173,0.8588493,0.59795207,0.73952186
alitamovie,1.6238668,1.3588132,1.349107,0.9270532,1.0041745
angelhasfallen,1.6433103,2.1866777,1.4654243,1.2818638,1.3323008
angrybirdsmovie,1.237328,1.6545017,2.5101674,0.9976006,0.85716367
annabellemovie,1.8408626,3.008941,2.2797608,1.4930428,1.6369585
annamovie,1.4933985,1.9636258,1.5377251,1.0463278,1.3956372
apollo11movie,0.91873103,1.0137815,1.2100648,0.6555199,1.0418454
arcticdogsmovie,1.1762851,1.5113411,1.5421385,1.0839826,1.1259488
arcticmovie,0.9595055,1.1912978,1.118623,0.5115975,0.8334531
artofracingmovie,1.8945984,2.1800086,2.1651182,1.2167034,1.7174519
avengers,1.0734286,0.9777123,1.1499698,0.6092175,0.96738225
beachbummovie,0.90705186,1.1271164,1.105734,0.5400063,1.0746655
bernadettefilm,1.5170174,2.2619567,1.9927454,1.1518352,1.4246387
blackandbluemovie,1.7987317,2.6343715,2.0658717,1.5722142,1.9323682
blackchristmas,1.4247615,1.7661022,1.7917337,0.8904717,1.4966611
blindedbythelightmovie,0.7167291,1.2668325,1.3210171,0.6448988,1.2108603
bombshellmovie,1.0334494,1.4420793,1.5562087,0.7306844,1.0718237
booksmart,0.64354086,0.90377444,0.73395604,0.0,0.0
breakthroughmovie,2.2625806,2.5640535,2.8205314,1.3097526,1.4878929
brianbanksmovie,1.8205097,2.116342,2.1525297,1.030821,1.7190366
brightburnmovie,1.3286431,1.7185767,1.4726565,1.1554995,1.468317
brittanyrunsmov,0.5491122,0.78286046,0.7603186,0.5411937,0.6255358
captainmarvelofficial,1.3341075,1.6460325,1.418551,0.9068853,1.4795575
captivestatemovie,1.2344567,1.763397,1.7220136,0.86825955,1.3179798
