movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
21bridgesmovie,0.92563075,0.57025874,0.551754,0.6216532,0.35139304,0.7078704,0.28136843,0.15299395,0.4960724,0.7035164,0.5113202,0.21307431,0.39811623,0.5168783,0.4481591,0.0,0.48346668,0.32417214,0.23367436,0.34765196,0.0,0.6379405,0.39344275,0.4659038,0.54632294,0.0,0.3783575,0.19725442,0.43864968,0.0,0.6072964,0.6642034,0.0,0.6069544,0.5692915,0.6149399,0.57871336,0.51265556,0.6246901,0.68464553,0.0,0.4860388,0.37544882,0.42272526,0.44185823,0.6615528,0.5306115,0.5191596,0.5786927,0.53567135
47metersdown,0.5816022,0.5962177,0.58878416,0.82363397,0.24726728,0.6791468,0.21725138,0.30223355,0.5591652,0.75017124,0.4311087,0.15104221,0.69006306,0.6659471,0.4500519,0.0,0.28825095,0.0,0.2709911,0.5847394,0.0,1.0608914,0.21340093,0.4516217,0.3713261,0.0,0.43658975,0.2906636,0.3170694,0.0,0.5113299,0.5287264,0.0,0.6995445,0.41751355,0.6216384,0.7151122,0.7154634,0.6513232,0.48019767,0.0,0.4682787,0.45731333,0.66802126,0.39507574,0.59941804,0.45145354,0.3532238,0.4796308,0.4707911
abeautifuldaymovie,0.58985007,0.6124467,0.5391326,0.53418314,0.33303675,0.35357213,0.30669844,0.13369365,0.5937115,0.58626187,0.4805959,0.38524073,0.6300344,0.5568371,0.62269133,0.0,0.22915602,0.1822534,0.42831153,0.35076225,0.0,0.3452556,0.5511122,0.41304588,0.62529206,0.0,0.5050339,0.3403208,0.46252862,0.0,0.5882094,0.76637393,0.0,0.7446435,0.5696474,0.7184715,0.71530944,0.6633653,0.49371618,0.47736284,0.0,0.32507837,0.4531217,0.55005765,0.32783,0.6746614,0.6657106,0.49173498,0.4182147,0.5475408
abominablemovie,1.2139755,0.5737689,0.59548795,0.7566841,0.37445942,0.9599917,0.39521393,0.14586985,0.856126,1.0151631,0.7237279,0.5512458,0.7041972,0.80123156,1.0169269,0.0,0.363384,0.41000298,0.22843002,0.33689398,0.0,0.83973604,0.37274045,0.4321657,0.4235289,0.0,0.83200425,0.15907699,0.44118255,0.0,0.91050863,0.9208574,0.0,0.8856081,0.8332879,0.90293074,0.92352957,0.8902233,0.64536566,0.85754126,0.0,0.32298252,0.30177528,0.64778894,0.9392131,0.84928864,1.1083142,0.49854556,0.7741118,0.6927298
adastramovie,0.613165,0.35324126,0.5173001,0.4928991,0.18879777,0.4638562,0.3439877,0.17218277,0.42345145,0.59917676,0.31252915,0.2251041,0.39692777,0.35344818,0.3352096,0.0,0.342809,0.20863962,0.46613348,0.4439601,0.0,0.62598646,0.27349326,0.43699425,0.54799247,0.0,0.26241368,0.19730076,0.29789412,0.0,0.26474,0.48945847,0.0,0.4979922,0.3664093,0.67785466,0.41713724,0.5203157,0.45923257,0.48062888,0.0,0.32108283,0.35009822,0.29672098,0.3947794,0.44270623,0.49975365,0.31288844,0.5640125,0.39137042
adogsjourneymovie,0.9838959,0.71350145,1.0775013,0.789304,0.1483343,0.7390195,0.20996693,0.55467844,1.2277844,1.3153718,0.6627981,0.5417254,1.0697135,0.49197832,0.6227487,0.0,0.39910358,0.36766905,0.7378485,0.18580571,0.0,1.5087686,0.9729045,0.74657553,0.9210073,0.0,0.5980234,0.61519,0.8592411,0.0,1.1148682,1.113823,0.0,1.2931578,0.6359049,1.144446,1.1488193,0.669743,0.91452515,0.8998653,0.0,1.1555918,0.55451345,0.6167328,0.9392206,1.0546478,0.8521346,0.77856624,1.0001945,1.184335
aftermathmovie,0.62415606,0.38866943,0.48393184,0.42630944,0.23675716,0.34299073,0.070310205,0.27523926,0.48151755,0.7104967,0.33703852,0.2772619,0.43136328,0.39202824,0.46877566,0.0,0.2666353,0.093333215,0.36063367,0.33855945,0.0,0.5182137,0.21306714,0.32688254,0.56539184,0.0,0.19707404,0.13823745,0.3370367,0.0,0.62393147,0.46240988,0.0,0.56611824,0.48121506,0.48039156,0.540196,0.31232965,0.51822287,0.69662267,0.0,0.3417247,0.327761,0.27985168,0.5645118,0.4529844,0.51702,0.41232884,0.4204335,0.47390983
aftermovie,0.5943048,0.41207102,0.3414738,0.45095885,0.4387569,0.48718506,0.045716137,0.088228464,0.7416687,0.55868936,0.53636885,0.43397397,0.5002961,0.5961698,0.377431,0.0,0.4923487,0.18059072,0.29847053,0.5075225,0.0,0.5875554,0.3316332,0.4550237,0.6316014,0.0,0.60366464,0.12848824,0.30851603,0.0,0.43502858,0.6130815,0.0,0.720835,0.33632118,0.5017982,0.54998124,0.6671583,0.581773,0.53776383,0.0,0.41645524,0.30832717,0.5910816,0.44388306,0.568682,0.4602239,0.49738893,0.38750926,0.40545687
ahiddenlifefilm,0.35442394,0.2528241,0.2578407,0.30272216,0.16320308,0.27476224,0.08800311,0.089648806,0.31217822,0.34567448,0.25993988,0.19044764,0.2683109,0.2807252,0.2541459,0.0,0.19403201,0.10209201,0.19472477,0.20878753,0.0,0.32975143,0.20675962,0.17508858,0.2874114,0.0,0.24467327,0.12156644,0.1992817,0.0,0.2928408,0.34681502,0.0,0.3401157,0.28131437,0.34127814,0.35684076,0.33783278,0.33373562,0.294718,0.0,0.24012718,0.19521897,0.25898147,0.27697092,0.30599922,0.2640661,0.23071547,0.26623878,0.29101053
alitamovie,0.74942136,0.47713205,0.5226971,0.67519915,0.2055592,0.44534576,0.20896092,0.12771767,0.42815688,0.42596194,0.35857934,0.22906753,0.23739898,0.52140987,0.45245883,0.0,0.5504407,0.19798487,0.4098369,0.5696964,0.0,0.46958068,0.26164675,0.5227218,0.7972419,0.0,0.28595436,0.3022537,0.5517869,0.0,0.4376836,0.7131445,0.0,0.57778543,0.36315906,0.85556406,0.36195225,0.5440275,0.22435555,0.8261957,0.0,0.26080307,0.40496597,0.436342,0.5337254,0.67184,0.6376104,0.4549957,0.69771564,0.44466892
angelhasfallen,0.97579855,0.42938137,0.49362323,0.66379184,0.30320552,0.45796347,0.2600402,0.014596853,0.89096797,0.75231355,0.8809908,0.39159444,0.49604052,0.5401632,0.5331772,0.0,0.2873305,0.24144478,0.3645162,0.6355125,0.0,0.72485304,0.7282474,0.24775024,0.52022713,0.0,0.796554,0.0,0.48863748,0.0,0.611146,0.896252,0.0,0.8739159,0.35496825,0.5189337,0.9212616,0.7545683,0.8874306,0.55104095,0.0,0.76690686,0.3913748,0.62572116,0.4721732,0.57521456,0.4597712,0.74853057,0.5687218,0.73381835
