movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,1.4771336,1.7422236,1.3810889,1.0503957,0.6941616,0.33911175,0.9421364,1.3506789,1.211158,0.7773815,1.0272713,1.2542298,1.2190431,1.1037178,0.9757486,1.2949393,0.6239407,1.1774501,1.0117385,1.3620002
47metersdown,1.4144185,1.2224895,1.1454986,0.7584968,0.7709295,0.9743465,0.56306523,0.77586097,0.8351246,0.41887656,0.51667666,1.0938447,1.1080844,0.66087437,0.6616561,0.62412435,0.681978,0.6312556,0.5928599,0.6409233
abeautifuldaymovie,0.93970805,1.2018034,1.1825613,0.761542,0.67655796,0.10405904,0.8902636,1.2107083,1.0541507,0.5626,0.80087686,0.864493,0.9831068,0.9693508,0.64100164,1.0950944,0.48435837,0.85755193,1.1009623,1.0750859
abominablemovie,0.78242344,1.1146557,1.1039906,0.61491704,0.024083912,0.88649195,0.27975133,0.8386218,1.3749588,0.44687784,0.64898974,1.0866368,1.3447084,0.677035,0.61893654,0.48393175,0.57562095,0.41803968,1.0791395,0.9440741
adastramovie,1.0318987,1.3559332,1.0077499,0.9642353,0.62304616,0.22702113,1.116451,1.0606786,1.0796221,0.80024326,0.8756839,1.0897899,0.95082295,1.1366727,0.69279695,0.8021632,0.72806793,0.733389,1.2964381,1.3125217
adogsjourneymovie,0.53135973,1.0677661,0.090831175,0.0,0.5780476,0.49437553,0.05502315,0.8877075,0.33536547,1.1308056,0.22054291,1.8622531,1.071382,0.0,0.727882,0.45484734,0.0,0.9946307,0.86008596,1.4132831
aftermathmovie,1.180335,1.1016397,1.0650588,1.0008259,0.5973489,0.0,0.7848005,1.0936351,0.84143376,0.7098434,0.74217886,1.1183885,1.0312994,0.62950444,0.86848015,0.98791724,0.7479531,0.99747646,1.1230432,1.2629421
aftermovie,1.0742784,1.3047527,0.9044376,1.0367068,0.5527539,0.5199864,0.912037,1.1187491,1.2729324,0.84633595,0.8369788,1.2033904,1.558124,1.1189057,0.631581,0.8823842,0.73761636,0.99685013,1.1410979,1.1453942
ahiddenlifefilm,0.66021425,0.7443154,0.67788154,0.63754094,0.49174252,0.039626665,0.5796566,0.69404,0.64518213,0.48773777,0.5997012,0.64537907,0.6942996,0.58844364,0.50199664,0.65251267,0.42605752,0.6037251,0.7047432,0.74865085
alitamovie,1.1291058,1.1076852,0.8829886,1.098928,0.9194833,0.62491506,0.5988628,1.0838866,0.939536,0.62296855,0.9067695,1.1218656,0.7516745,1.1360993,0.7775503,0.8238952,0.6709701,0.8571265,0.8369386,0.8974807
angelhasfallen,0.92083746,1.2163056,1.1821816,0.76125485,0.33598247,0.14568841,0.45035094,0.9243346,0.97632456,0.47812364,0.720862,1.3240881,1.4052198,0.7173145,0.6524442,0.7917217,0.40703857,0.82422304,0.85887563,0.9570036
angrybirdsmovie,0.24478868,0.64735633,1.0417385,1.2010503,0.5084718,1.2436268,0.6578512,0.5728617,1.1288583,0.9070049,0.5623582,1.1598849,1.2979615,0.953053,0.0,0.23261023,0.3155203,0.5235839,0.2037368,0.0802511
annabellemovie,1.1688362,1.8272783,1.0058804,1.1020648,0.5848268,0.6362034,0.70746857,1.083081,1.3758659,1.181092,0.96702653,1.794297,1.8067681,1.0941297,0.6959636,0.7583293,0.5078607,0.86447215,0.88901347,1.3200047
annamovie,1.0148364,1.1375607,1.2170895,1.2614212,0.7113509,0.31403208,0.78700966,1.1529274,1.1378249,0.70164484,0.99103963,1.152049,1.2676235,0.9705615,0.8478269,1.1995342,0.7174927,0.9594668,0.9841171,0.9912125
apollo11movie,0.8263789,1.0310438,1.0799843,1.1007043,0.64464736,0.0,1.0676796,1.1526514,0.9944751,0.48467478,0.94999033,0.88921237,0.955263,0.93542093,0.73627144,0.93347013,0.6019017,0.9866799,1.0494326,1.044964
arcticdogsmovie,0.94783705,1.1088263,0.8155983,0.803577,0.48864496,0.49488172,0.57967776,0.9303004,0.84477246,0.4963824,0.6270754,0.85444486,0.86529773,0.7039425,0.688402,0.69566447,0.4672533,0.86893845,0.7015608,0.7738383
arcticmovie,0.8236335,0.91040444,0.7669492,0.59582996,0.10586509,0.23693061,0.38552544,0.66398776,0.60846186,0.23460081,0.37261888,0.7056644,0.44749588,0.491669,0.39338624,0.5880439,0.5448988,0.3933581,0.7028039,0.8618205
artofracingmovie,1.1243465,1.073424,1.0356547,0.79097104,0.6570934,0.16747418,0.86698353,1.389907,0.9395039,0.57909477,0.81288743,1.1404564,1.0336103,0.7113141,0.8307599,0.82756877,0.83107346,0.565657,1.6103122,1.4595548
avengers,0.80566096,0.77708095,0.81978154,0.7149531,0.37212846,0.21195465,0.6182477,0.8338965,0.59293604,0.29507458,0.49461013,0.5581288,0.7325403,0.72171295,0.647874,0.43793502,0.4684017,0.6974703,0.6697784,0.6267211
beachbummovie,1.0519725,0.9736995,1.0377287,0.92047995,0.66617465,0.0017567202,0.94731027,1.1882653,0.9941832,0.3128786,0.7262358,0.9854742,0.8874054,1.1068271,0.5163243,0.5848455,0.6280633,0.7964238,0.8579878,0.9182957
bernadettefilm,1.1372707,1.4361302,0.79188895,1.0265172,0.45454806,0.3588193,0.9711527,1.2443691,1.1733909,0.82150185,0.96291023,1.0788134,1.2137929,1.1858891,0.7497294,0.9583976,0.7179206,1.2368222,0.69114923,1.194197
blackandbluemovie,1.178576,1.38607,0.7121918,0.9084328,0.0,1.1171919,0.5901163,0.97551566,1.224197,0.07577698,0.3790544,1.4707879,1.57524,1.0634357,0.47443292,0.032445837,0.61666244,0.9043374,0.54787654,0.52071685
blackchristmas,0.6232388,1.5200219,0.744444,1.1117879,0.72620916,0.28856578,1.0658056,0.85165167,0.94198287,1.0444777,0.9845172,1.4495949,1.35577,0.9543379,0.73323077,0.82064444,0.43033138,1.052274,0.98156,1.2612461
blindedbythelightmovie,0.6853814,1.2571478,0.94221634,1.0262276,0.7187307,0.0,1.0403857,0.910906,1.0036867,0.8110366,0.94204384,0.6957574,0.8484022,0.9688682,0.6182645,1.0781943,0.657932,0.6790656,0.7530179,1.1276077
bombshellmovie,0.70726717,0.97129446,0.64171714,0.55294484,0.0,0.51069915,0.4763236,0.62090003,0.619722,0.24541023,0.29780248,0.4974744,0.63327837,0.56032324,0.47812492,0.54400074,0.45967725,0.55686975,0.696088,0.5968086
booksmart,0.17144653,0.32977992,0.0,0.0,0.0,0.056092683,0.020855706,0.707556,0.2881542,0.0,0.0,0.0,0.4767651,0.12590285,0.018481348,0.15234792,0.109327085,0.26985586,1.1710333,0.06734721
breakthroughmovie,1.1374787,1.4700155,0.73335224,0.73830366,0.0,1.2013065,0.698561,0.8192243,0.95025563,0.03620982,0.017308436,0.79088354,0.6678353,1.2715275,0.54516345,0.9810566,0.66824937,0.44191116,0.9239317,1.018979
brianbanksmovie,1.2909113,1.3753442,1.2506458,0.760045,0.19382103,0.42632127,0.44632107,1.140984,1.0339918,0.566886,0.52097106,1.067181,0.94480854,0.40602636,0.7028743,1.3010297,0.9583164,0.85974395,1.3827897,1.2947831
brightburnmovie,0.8400193,1.285194,1.0479808,1.1694909,0.4721362,0.5158101,1.0118035,0.98437995,1.340821,0.7120983,0.95274746,1.1380001,1.232621,0.93379694,0.39365014,0.94893086,0.46124956,0.9667604,0.83091277,0.8383792
brittanyrunsmov,0.5393749,0.47076398,0.52336615,0.5468166,0.6712183,0.22357607,0.5003079,0.57797664,0.5569408,0.33227327,0.47535253,0.64385164,0.5094198,0.41577286,0.45678157,0.51227427,0.3944502,0.49860677,0.6711626,0.48957747
captainmarvelofficial,0.5714987,0.5936902,0.8960312,0.825122,0.48060805,0.2760396,0.53660107,1.0518501,0.5914042,0.3533308,0.56033707,0.76234996,1.0939219,0.4651088,0.70215154,0.6578,0.59610605,0.58348423,1.1203276,0.81652415
captivestatemovie,0.8166069,0.8760193,0.70492375,0.56436145,0.61075836,0.0,0.6926569,0.87969345,0.984588,0.4429251,0.87794966,0.97156715,0.89472765,0.4491071,0.44088838,0.7128677,0.4154382,0.55405337,1.0447526,0.90231645
catsmovie,0.42055184,0.97153485,0.18167159,0.56059515,0.75261354,1.3991936,1.2763895,0.43081468,1.3456557,0.9915847,0.56756735,1.0511266,1.0616775,0.92738473,0.49572027,0.4714105,0.36453605,0.4298309,0.5851211,0.61310416
charliesangels,0.10665498,1.6094195,1.1786238,1.948522,0.117480464,2.2911894,0.4583354,0.18521693,2.1769676,0.60673136,0.8649554,1.9106708,1.9918964,0.7839389,0.0,0.15875071,0.11431058,0.73143446,0.0,0.0
childsplaymovie,1.6002339,2.469011,1.0998856,0.6194545,0.2918286,4.51969,0.0,0.89460444,1.5147711,0.0,0.0,2.941904,1.6503605,0.32588172,0.8398957,0.0,0.42949247,0.17018779,0.0,0.547339
clarathefilm,1.8246549,1.2119318,0.0,0.0,1.8155097,5.195736,1.1213424,0.7409607,1.143743,0.0,0.0,1.9656115,1.1332557,1.2080581,1.129687,0.0,0.7445495,0.3531463,0.0,0.6986257
coldpursuitmovie,0.8997315,0.95269054,0.9239986,0.8921396,0.6318044,0.0,0.825654,0.8082968,0.93300927,0.7259008,0.958585,0.96908903,1.0349376,0.91100574,0.8129095,0.8177265,0.5970897,0.7111474,0.9002812,1.0423346
countdown,1.0855603,1.4743953,0.5926601,0.5747263,0.60506487,1.2585559,0.46158502,0.74258214,1.052551,0.79641634,0.65716326,1.1096456,1.0532745,0.6639481,0.9258532,0.7099122,0.49714163,0.518834,0.72835666,1.1013559
currentwarmovie,1.2710363,1.3197147,0.8540471,0.64027476,0.37826917,0.2767036,0.6473679,1.2683996,1.0934024,0.47424546,0.92070967,1.2258427,1.2253393,0.7245972,0.8190758,0.59955984,0.49825323,0.57304966,1.2761607,1.294386
darkwatersmovie,1.0604398,0.9032272,0.75669605,0.46520942,0.5949579,0.0,0.60038614,0.9827761,0.68370485,0.7050734,0.47725648,1.2125745,1.3722968,0.55075526,0.10984417,0.5200447,0.4887154,0.7033118,0.8892144,1.1249244
detectivepikachumovie,1.144512,1.3521807,1.3288527,0.870527,0.17891175,0.7847675,0.18700653,0.6212222,1.2655151,0.7009939,0.7358902,1.2937388,1.5293466,0.77771074,0.7232788,0.4092731,0.31521335,1.0194554,0.36129278,0.62270963
disneyaladdin,1.3175256,1.3433263,1.2169449,0.690063,0.1819748,0.23846671,0.8492084,1.7379384,1.115286,0.5006154,0.679033,1.1446139,1.2985777,1.18211,0.83680415,1.0264264,0.6550539,0.8150493,1.7659853,1.3768547
disneyfrozen,0.72759855,0.39906377,0.05452193,0.048515,0.3769228,0.31087127,1.0616937,1.5891156,0.4023597,0.36235917,0.27892074,0.6510916,0.5672888,0.30250916,1.1888254,0.88916624,0.7174512,0.2140749,2.436355,1.2734654
disneymaleficent,1.2311828,1.1850457,1.1781372,0.77984464,0.43143466,0.0,1.0152645,1.6838301,0.96294427,0.5175649,0.87492025,1.0244335,1.1349336,1.01007,0.7933215,1.4960289,0.7447804,0.8337692,1.647818,1.4732257
doctorsleepmovie,1.0247598,1.2552344,0.99394464,1.0821081,0.5823049,0.16496792,0.86021924,1.0716109,1.2189728,0.86298263,0.918992,1.1429281,1.4014188,0.7791262,0.72415745,0.8396944,0.6465907,0.9136208,1.3469818,1.2124903
dolemiteismyname,1.7300994,1.2067362,1.2293167,0.3198918,0.5068899,0.78623915,0.103553414,1.266242,0.5612873,0.115451135,0.16423741,1.5041038,1.4861739,0.952467,1.0479867,0.0,0.5653729,0.83928204,0.49505973,0.8687597
