movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44
21bridgesmovie,0.5548751,0.0,0.49555543,0.39559925,0.51100016,0.6833099,0.7983792,0.546953,0.5324066,0.8990112,0.6641367,0.0,0.0,0.551795,0.6215499,0.5349606,0.60112226,0.46018234,0.24367148,0.7379415,0.5499887,0.7632733,0.4522386,0.5195213,0.6986708,0.87005025,0.46243173,0.71592504,0.7218986,0.3290965,0.8090258,0.37561962,0.4381271,0.0,0.64479434,0.41496128,0.0,0.33451945,0.58987355,0.6098893,0.029567322,0.74768394,0.8214427,0.7004169,0.0
47metersdown,0.40982178,0.0,0.58227587,0.12521392,0.46444288,0.7103011,0.80655885,0.62857014,0.62589574,1.0390575,0.20996869,0.0,0.0,0.61768275,0.4731331,0.2534603,0.7792288,0.28030044,0.08705647,0.7455702,0.5171567,0.54241616,0.24791703,0.52436143,0.71339536,1.0144293,0.44357923,0.7585945,0.5464147,0.48128206,0.4473343,0.42967728,0.56895924,0.0,0.73098624,0.6900103,0.0,0.28347063,0.4125781,0.5895352,0.14316598,0.73482895,0.9633952,0.7257014,0.0
abeautifuldaymovie,0.3030837,0.0,0.46176523,0.51581407,0.2935663,0.65605086,0.5808203,0.32774496,0.7258435,0.68378204,0.39180234,0.0,0.014389489,0.29653847,0.41755626,0.30213213,0.45661578,0.27832645,0.28951147,0.7300057,0.4169774,0.52712715,0.37537062,0.31892174,0.7133588,0.6516956,0.34339797,0.6220336,0.491297,0.35571945,0.56250775,0.4288718,0.44234928,0.0,0.42687303,0.4100459,0.0,0.46680683,0.16598783,0.39569274,0.0,0.53770196,0.71617484,0.4925276,0.0
abominablemovie,1.249587,0.0,0.76238203,0.81532747,0.988831,0.66158485,1.0157402,0.8161574,0.8124782,1.0621353,1.2119279,0.0,0.0,0.66800386,0.4714513,0.53159034,0.90496016,0.73800385,0.0,1.577293,0.6443248,1.3658785,0.73553497,0.75389165,0.86256963,1.2570897,0.9256503,0.95621186,0.8216147,0.74004346,0.85369694,0.3674155,0.3347946,0.0,0.9779538,0.60267144,0.0,0.7511834,0.916325,0.63107383,0.22183247,1.0208979,1.1714488,0.27900606,0.0
adastramovie,0.44091433,0.0,0.42828107,0.36312333,0.19108376,0.64203537,0.6075518,0.5226781,0.32993346,0.711231,0.54033136,0.0,0.0,0.4653921,0.5167241,0.5345085,0.50901693,0.46908373,0.22753677,0.7018393,0.42010292,0.65986586,0.3638868,0.43059254,0.67963475,0.5821517,0.45057058,0.5713224,0.30264404,0.44229263,0.59353495,0.50632524,0.18473586,0.0,0.5394616,0.38393664,0.0,0.34691614,0.522325,0.43839055,0.0,0.63978595,0.6255898,0.3585416,0.0
adogsjourneymovie,1.0589513,0.0,0.8274601,0.44003183,0.94822806,1.2389907,1.241081,0.77014965,0.57152635,1.3746926,1.0492027,0.0,0.0,1.2866216,1.3382714,0.8664272,1.050596,0.96123934,0.0,1.86153,1.3545005,1.3003829,0.6952057,0.4463961,1.1599871,1.3116038,0.33134255,1.0874572,0.7551392,0.37747127,1.345918,0.53635776,1.2339696,0.0,1.3819368,0.9108749,0.0,0.3684263,0.6682756,0.58827037,0.0,1.9976645,1.7150427,1.167648,0.0
aftermathmovie,0.3461578,0.0,0.32992974,0.2783861,0.27475992,0.412435,0.55397856,0.35443628,0.25414252,0.48502555,0.39835578,0.0,0.0,0.37284893,0.4875597,0.28256214,0.49547878,0.27056932,0.26460916,0.74896777,0.3578071,0.59759825,0.3969558,0.41347343,0.4701045,0.55534875,0.2552898,0.40655485,0.34223711,0.44134903,0.4469217,0.33835745,0.24251834,0.0,0.51976866,0.36308494,0.0,0.30294883,0.31605414,0.44969484,0.0,0.43114144,0.4895682,0.41098517,0.0
aftermovie,0.83139914,0.0,0.56516093,0.38399684,0.42133653,0.58323765,0.729051,0.32138216,0.5665642,0.7833207,0.5591949,0.0,0.0,0.25519103,0.5421103,0.2981389,0.658502,0.37837145,0.15025032,0.7905327,0.5530458,0.7766536,0.2214768,0.40391076,0.7000706,0.6310595,0.5201998,0.7498351,0.5235598,0.52179277,0.45652118,0.5014627,0.5108899,0.0,0.52801824,0.45258516,0.0,0.22316794,0.607865,0.514758,0.0,0.86140114,0.8563403,0.5023901,0.0
ahiddenlifefilm,0.32524553,0.0,0.27604097,0.2326796,0.25524127,0.3633955,0.3879255,0.23662448,0.24831198,0.41520205,0.3266802,0.0,0.0,0.24311608,0.29753736,0.26144338,0.31304052,0.25416824,0.099688046,0.47065046,0.3195493,0.38557017,0.24989289,0.2575009,0.38997558,0.39640158,0.26414508,0.3211891,0.2812853,0.2580727,0.3264221,0.24312732,0.20838684,0.0,0.3228489,0.23878284,0.0,0.17414415,0.25211614,0.28495595,0.0,0.41342014,0.42862368,0.26288342,0.0
alitamovie,0.6294901,0.0,0.46563873,0.46242073,0.2857994,0.68243194,0.6726953,0.6854398,0.4998967,0.8725645,0.8184524,0.0,0.0,0.6939956,0.88064265,0.6671784,0.73225355,0.5447741,0.2689288,1.068136,0.6237797,0.9683905,0.50510275,0.7290756,0.82457274,0.65932095,0.6844599,0.6699696,0.44306302,0.5387512,0.7938129,0.4814623,0.46463874,0.0,0.6463352,0.43818685,0.0,0.3920551,0.7302181,0.6389576,0.0,0.9882981,1.1577646,0.48355317,0.0
