movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,0.6553756,0.38956115,0.66098505,0.913537,0.6249054,0.6127812,0.31390023,0.6726088,0.7874777,0.26854733,0.8916806,0.5804862,0.40224355,1.0279725,0.6164274,0.49830383,0.5553041,0.4953585,0.70796114,0.14516298,0.0,0.6812655,0.19766231,0.53256017,0.107901484
47metersdown,0.81803024,0.4476252,0.61796874,0.9666588,0.72281075,0.8956987,0.26443595,0.868283,0.76359576,0.49731556,1.0753186,0.8768377,0.44969708,1.035413,0.74244326,0.7790016,0.91678125,0.48520315,0.56548494,0.41641113,0.0,0.8727715,0.021421075,0.7304665,0.10709572
abeautifuldaymovie,0.53742105,0.4510834,0.773777,0.8134955,0.6029838,0.5063026,0.4847098,0.86762345,0.6471795,0.4858792,1.0849509,0.8260212,0.35756052,0.91534036,0.7156664,0.68741804,0.35489652,0.6727052,0.86911714,0.42038152,0.0,0.97033983,0.15087017,0.81729513,0.25121734
abominablemovie,0.8676331,0.8371274,0.97120094,1.126876,0.7103133,0.9132545,0.37282133,0.8685331,0.62446344,0.46598253,0.8776377,1.0496701,0.5585326,1.569523,0.73890203,0.66514,1.1848483,0.8188215,1.0353941,0.21244967,0.0,0.56970733,0.18905823,0.5317558,0.27345264
adastramovie,0.45087802,0.34539005,0.6453385,0.78909904,0.69677466,0.31422403,0.29475415,0.52614903,0.543883,0.38790324,0.6597632,0.8153093,0.38061523,0.60024375,0.3635612,0.39414313,0.57544124,0.35355115,0.36344096,0.2559054,0.0,0.37553546,0.19635154,0.41444233,0.29305884
adogsjourneymovie,0.85352373,0.5228107,0.9909668,1.2606722,1.7277731,0.7273806,1.1198314,1.36257,1.2636614,0.4028408,1.3254352,1.093617,0.730268,1.3131828,1.4838337,1.0678145,0.64878833,0.9319257,1.67832,1.0090705,0.0,1.7738683,0.0,1.0742263,0.7698432
aftermathmovie,0.52989745,0.36129585,0.4493847,0.6777219,0.6256405,0.46710855,0.29973572,0.64563364,0.5446031,0.32777402,0.72375137,0.5581437,0.45147237,0.86020213,0.56178755,0.40617928,0.68080795,0.4361463,0.58472896,0.10047504,0.0,0.58756584,0.19954313,0.45888776,0.24441952
aftermovie,0.5402645,0.35393965,0.6158078,0.64768356,0.65719575,0.49618053,0.58064765,0.6318269,0.53401804,0.22676425,0.9620009,0.79415625,0.48626146,0.7170487,0.44788048,0.5521728,0.574908,0.47599366,0.6375686,0.24887282,0.0,0.70956564,0.2382104,0.57822776,0.27386707
ahiddenlifefilm,0.30243757,0.22139785,0.34611988,0.42576084,0.4098233,0.30120066,0.20038083,0.37495142,0.33521378,0.2238244,0.4408881,0.38143176,0.23434836,0.4588712,0.31703728,0.2809297,0.320387,0.29336476,0.34372455,0.16812764,0.0,0.38206798,0.07234749,0.2928034,0.141103
alitamovie,0.56818664,0.61728644,1.0001719,1.084259,1.0028061,0.9275851,0.38257313,0.9307384,0.6134536,0.7204494,1.0304476,1.0880314,0.6122377,0.9762321,0.5931874,0.8415693,0.9747269,0.70474154,0.80302894,0.37747467,0.0,0.8257387,0.0,0.50819665,0.23402323
angelhasfallen,0.6528598,0.7783677,1.0502226,1.0323682,1.324437,0.872206,0.90370095,0.9741479,0.98247135,0.789238,1.2374647,1.0141858,0.21398507,1.24384,0.67994374,0.8534128,0.5094451,0.8742034,1.5717536,0.6705639,0.0,1.2117261,0.19899058,1.1488519,0.71480024
angrybirdsmovie,0.56121397,0.52697444,1.1698809,1.3329537,2.4945185,0.57061535,0.8437656,1.979131,1.305507,0.3077962,1.3324295,1.2200073,0.81120425,1.2744166,1.1428337,0.91027254,1.2313576,0.6904159,0.91835916,0.9262078,0.0,1.8287724,0.26139224,0.78743476,0.6336987
annabellemovie,1.1425068,0.83342713,1.0703183,1.3697569,1.1777103,1.3205509,0.47004348,0.9883363,0.912064,0.43631777,1.3221532,1.0807445,0.5847168,1.3332705,0.8697714,0.91684717,0.9569288,0.8198544,1.0929424,0.4934916,0.0,0.9008207,0.08451445,0.73293173,0.45205957
annamovie,0.43770966,0.546055,0.49675244,0.7330633,0.92275006,0.6193754,0.32524103,0.62888974,0.5595233,0.48065546,0.508559,0.5580539,0.3129037,0.79270196,0.5423572,0.30941543,0.6693964,0.47543344,0.6806802,0.2643276,0.0,0.568656,0.070200056,0.56151444,0.30738282
apollo11movie,0.5092131,0.2696106,0.43734455,0.5876025,0.3971456,0.40400127,0.2638342,0.43299207,0.5029253,0.22038653,0.5595646,0.4469086,0.26457667,0.6492139,0.40304664,0.41792637,0.37481585,0.35772416,0.3469392,0.12812766,0.0,0.3305488,0.0045016073,0.4007115,0.23610117
arcticdogsmovie,0.54100895,0.4392428,0.4642629,0.9834473,0.8109325,0.5404667,0.09530563,0.4791901,0.7240932,0.400217,0.8384266,0.6334639,0.5724967,0.75435215,0.65966207,0.6441101,0.692174,0.3643662,0.5349679,0.2608552,0.0,0.8374419,0.34542742,0.63595665,0.0
arcticmovie,0.42405304,0.2772104,0.42533582,0.67159045,0.5256338,0.5266211,0.3138671,0.47758687,0.5281197,0.23981015,0.62032735,0.50981116,0.42020902,0.72057885,0.58179635,0.24733141,0.52052695,0.36545902,0.3238188,0.100801356,0.0,0.6029713,0.05681008,0.48935023,0.22480838
artofracingmovie,0.6286143,0.4560136,0.7849689,1.0317096,1.1504958,0.47040534,0.49786443,0.7446187,0.7485516,0.41423234,0.9682496,0.9393697,0.39167297,0.885887,0.51957583,0.61421794,0.779966,0.3421707,0.4698867,0.46453455,0.0,0.525149,0.04403196,0.51109457,0.5015944
avengers,0.64572656,0.3986824,0.6394093,0.8543724,0.6009481,0.3773702,0.32158768,0.5618384,0.50898886,0.20391132,0.8297283,0.40672815,0.361524,0.69544697,0.48632428,0.39390934,0.5052472,0.2909963,0.52937776,0.20137227,0.0,0.40642673,0.21295093,0.28985402,0.19130929
beachbummovie,0.61337984,0.38707748,0.7014875,0.727775,0.4902715,0.3956361,0.33351606,0.51387095,0.6254479,0.25627035,0.7124664,0.6445781,0.29083997,0.7392512,0.55454963,0.5144748,0.38833296,0.62923324,0.72287726,0.32707456,0.0,0.41777706,0.0,0.39634404,0.5364468
bernadettefilm,0.75358,0.40235016,0.50714517,0.8352245,0.8783745,0.769155,0.5401944,0.854094,0.9778786,0.3497197,0.66419315,0.655679,0.3660388,1.1627063,0.74163496,0.63264036,0.5207954,0.7195721,0.9890087,0.23003724,0.13955905,0.87561876,0.0,0.7975712,0.7043388
blackandbluemovie,1.0566256,0.7501936,1.2932835,1.4075925,1.4023902,0.94229925,0.62014896,1.2198454,0.979442,0.6355259,1.7805015,1.8516816,0.7460374,2.0895238,0.9901616,0.69379175,1.0039203,1.4630561,1.2069024,0.46472612,0.0,1.3091213,0.0,0.8540005,0.4641987
blackchristmas,0.48095784,0.5187788,0.5770965,0.89866453,0.71486545,0.67752045,0.6313047,0.6643561,0.6058081,0.3773791,0.71697134,0.5819811,0.3281762,0.7830127,0.7206277,0.4845132,0.5028406,0.5928347,0.8905525,0.38547254,0.0,0.7249164,0.0,0.53533316,0.3207707
blindedbythelightmovie,0.37981734,0.39586985,0.35107064,0.7260208,0.5425285,0.426101,0.36158466,0.6014801,0.5057575,0.39762834,0.6072482,0.5668514,0.3273272,0.8063518,0.5125357,0.43042383,0.50202817,0.45719558,0.48249075,0.29381257,0.0,0.6341605,0.066971004,0.5858347,0.27318034
bombshellmovie,0.79198694,0.7032683,0.721208,0.98357433,0.91692704,0.6199644,0.3580534,0.648048,0.42985332,0.51926386,0.61527306,0.56546414,0.39349398,0.9486319,0.6310264,0.4971537,0.7191932,0.5330755,0.6676929,0.39126474,0.0,0.5749532,0.31584275,0.5551962,0.23242466
booksmart,0.33892626,0.0,0.047819287,0.38685948,0.6245235,0.0,0.038958788,0.0,0.16142622,0.0,0.0,0.15962034,0.0,0.11213674,0.5776197,0.0,0.6438628,0.080171145,0.0010271259,0.37382546,0.0,0.10868633,0.3690733,0.074957624,0.0
