movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,0.69512063,0.93396366,0.830432,0.89255583,0.0,0.8546219,1.2208875,1.1867915,1.0134087,1.0843855,0.0,0.98602605,0.47348183,0.8158715,0.78612596,1.231577,0.63468724,1.3192207,0.8708914,0.8507702,1.1077528,0.9713857,0.63340014,1.3362894,0.71978116
47metersdown,1.0808562,0.7026148,0.586327,0.64704156,0.14891483,0.26097137,0.8064362,1.2786233,1.1262072,0.82766217,0.0,0.653233,0.10594425,0.5956592,0.42020732,1.2656006,0.16806418,0.8427594,0.540345,0.41380444,0.7275403,0.8383423,0.4895472,0.9968683,0.48682556
abeautifuldaymovie,0.51940024,0.77007246,0.99767584,0.7213119,0.0,0.78977054,1.1015704,1.0698639,0.8050009,0.9169388,0.0,0.9844159,0.48766088,0.9290779,0.7381359,1.124267,0.43613222,1.0055051,0.8896166,0.6829987,0.81786126,0.75199145,0.51465046,1.0625159,0.5941862
abominablemovie,0.7229026,0.19371295,0.9308725,0.6343248,0.080476224,0.86268747,1.0094428,0.8361099,0.86894166,0.06626266,0.28442857,0.11063908,1.4669517,0.5256566,0.087431885,0.58892816,0.40801322,0.5560471,1.0187405,0.6451752,0.36950877,0.42553198,0.34798634,0.5503152,0.9963983
adastramovie,0.6216104,0.715132,0.83651286,0.6835117,0.0,0.82351094,0.8036028,1.1380974,1.0487245,0.8060698,0.0,0.83601826,0.38133696,0.9190793,0.5958517,1.1041969,0.44597575,1.0345422,0.75477254,0.62634873,0.91560656,0.8584048,0.87747693,1.1170542,0.77020454
adogsjourneymovie,0.0,0.3425406,0.791837,0.47292557,0.0,1.3557143,0.86412376,1.3812419,0.913571,0.0,0.0035646409,0.0,0.87225556,0.9904842,0.0,1.0982187,0.4652346,0.58312774,0.7376724,0.35301518,0.84073406,0.4622179,0.36906937,0.0,0.53506565
aftermathmovie,0.6868208,0.67202723,0.92819595,0.8206323,0.0,0.78592193,0.9823494,1.1769762,0.7728318,0.89584094,0.0,0.8701401,0.47951072,0.7993578,0.5942483,1.0979451,0.59828687,0.96261716,0.66016555,0.5975117,0.8995386,0.70085156,0.8762436,1.0767847,0.7892483
aftermovie,0.8406714,0.7919597,1.1516298,0.8875924,0.0,0.76473427,1.1918018,0.96447396,0.99692917,0.9698074,0.0,0.83318895,0.5560819,0.70190215,0.7796869,1.0256383,0.48514473,0.8840524,0.7717965,0.8404204,1.0486995,0.6982981,0.804924,1.2667817,0.6342358
ahiddenlifefilm,0.42716715,0.5199199,0.5988376,0.4887973,0.0,0.5232569,0.6610734,0.69304115,0.606707,0.666768,0.00080655515,0.56215227,0.36844182,0.52915144,0.4303252,0.6850517,0.39874625,0.66486955,0.47725096,0.45416912,0.6336437,0.5449354,0.4699126,0.70604116,0.50148195
alitamovie,0.5904153,0.44542181,0.60815567,0.55807245,0.0,0.55449617,0.6880275,0.8264961,0.9193206,0.7363418,0.0,0.71622443,0.30987495,0.87603164,0.6355962,1.3199041,0.16499655,1.059957,0.9833472,0.50508624,0.61211944,0.35026944,0.72704196,0.7149656,0.953864
