movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,1.6380682,1.220309,1.7871604,1.3372166,0.0
47metersdown,0.6317382,0.27243865,1.0854594,2.544131,0.0
abeautifuldaymovie,1.3994452,1.1070623,1.4316792,0.8600612,0.0
abominablemovie,1.3136959,1.6049715,1.0810568,1.1072474,0.0
adastramovie,1.5124304,1.0343403,1.4992135,0.7725931,0.0
adogsjourneymovie,0.4399912,0.9951342,0.59429926,1.9217002,0.0
aftermathmovie,1.1822639,0.8407559,1.2039698,0.8948403,0.0
aftermovie,1.333935,1.1297435,1.3252168,1.0776615,0.0
ahiddenlifefilm,0.81610537,0.62237763,0.85041374,0.6994009,0.0
alitamovie,0.81687945,0.5177914,0.59438527,1.3066034,0.0
angelhasfallen,1.6281645,1.4340484,1.2730155,1.0159122,0.0
angrybirdsmovie,2.7532797,2.7030225,0.0,0.0,0.0
annabellemovie,1.8203927,1.4933786,1.8309464,1.4596908,0.0
annamovie,1.2473279,1.0518193,1.2350485,1.3534569,0.0
apollo11movie,0.99377745,0.7878073,1.2372589,0.9055383,0.0
arcticdogsmovie,0.80797136,0.5788802,0.8452443,1.2303103,0.0
arcticmovie,0.93936527,0.8427135,0.8509764,0.9261075,0.0
artofracingmovie,1.6276716,1.3961446,1.5192492,1.0250162,0.0
avengers,1.1409672,0.9372161,1.343147,1.027258,0.0
beachbummovie,1.29265,1.0898647,1.3370059,0.98691577,0.0
bernadettefilm,1.645606,1.2809597,1.609937,1.0840197,0.0
blackandbluemovie,2.2927954,2.5855289,1.0100656,0.0,0.0
blackchristmas,1.466909,1.1237236,1.4053802,1.047221,0.0
blindedbythelightmovie,1.0071154,0.62832624,1.1622216,0.9103508,0.0
bombshellmovie,1.0791942,0.9736057,0.72889984,0.70120764,0.04952807
booksmart,0.0,1.5368692,0.0,0.0,0.0
breakthroughmovie,1.7582508,2.9014606,1.4407976,0.0,0.0
brianbanksmovie,1.5721586,0.951875,1.6683643,1.2424618,0.0
brightburnmovie,1.5519205,1.4231348,1.3947582,0.8076841,0.0
brittanyrunsmov,1.0682086,0.92706645,0.6881093,0.5474036,0.0
captainmarvelofficial,0.9204589,0.8114905,1.0430752,1.2510687,0.0
captivestatemovie,0.9800321,0.7586779,0.8166912,1.5257342,0.0
catsmovie,0.59155965,0.49400973,1.2788517,2.1827965,0.0
charliesangels,1.9283481,2.6898646,0.43910587,0.0,0.0
childsplaymovie,0.0,1.121868,0.0,2.135535,0.0
