movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,1.6797215,1.2038375,1.5130632,1.3593206,1.1598337
47metersdown,1.6093003,1.4041291,1.9246744,0.71274364,1.0741996
abeautifuldaymovie,1.1557324,1.1393865,1.6080701,1.1210941,1.0110219
abominablemovie,2.3049653,1.6637741,1.7833873,1.6860107,1.0809255
adastramovie,1.4216762,1.1206859,1.5148144,0.8965126,1.1393706
adogsjourneymovie,2.0180943,1.3330696,2.8125165,1.583061,1.7436668
aftermathmovie,1.182421,0.91535944,1.2649859,0.76213783,0.8968079
aftermovie,1.2095262,1.2248375,1.5163237,1.0199368,1.0609437
ahiddenlifefilm,0.7671226,0.6319207,0.84286076,0.63137174,0.64106095
alitamovie,1.8414172,1.2062877,1.8809713,1.4140177,1.2598505
angelhasfallen,1.5407856,1.7959734,1.9038466,1.4229811,1.1967263
angrybirdsmovie,1.664147,1.8218195,3.2160695,2.2100677,2.5690768
annabellemovie,2.7917566,1.9489325,2.5506725,2.098891,1.7331418
annamovie,1.7174431,1.4323068,1.8952944,1.3380322,1.4527732
apollo11movie,0.9375174,0.89339006,1.0057118,0.7202147,0.7979042
arcticdogsmovie,1.6997753,1.2406062,1.6470213,0.8139657,0.87867624
arcticmovie,0.979168,0.80524194,1.1001657,0.7670274,0.860532
artofracingmovie,1.618372,1.3874372,1.9077185,1.1578823,1.3370417
avengers,1.1668358,0.5666301,0.9230046,0.74492097,0.73629963
beachbummovie,0.8346055,0.8887451,0.88502276,0.7551001,0.79575896
bernadettefilm,1.8362067,1.2281947,1.7841431,1.268042,1.4869326
blackandbluemovie,2.7937813,2.3211813,3.149987,2.0155084,1.7563264
blackchristmas,1.519351,1.1702412,1.6388893,1.0927374,1.2293483
blindedbythelightmovie,0.83780426,0.8935399,1.1191648,0.7117786,0.5953138
bombshellmovie,1.209871,0.7283059,1.3547028,1.2127818,0.8521866
booksmart,0.31935605,0.0,0.09538997,0.4466154,1.4393779
breakthroughmovie,2.6692786,1.9254259,2.9245737,1.4185687,1.7439624
brianbanksmovie,2.2424998,1.4579107,1.7468171,1.6198848,1.4637088
brightburnmovie,1.406284,1.3949705,1.8442554,1.4532661,1.2562313
brittanyrunsmov,0.7386449,0.61293054,0.7433149,0.646859,0.51408076
captainmarvelofficial,1.0320095,0.67591125,1.3569614,0.96843547,1.2763895
captivestatemovie,1.731642,1.2793405,1.7099801,1.4010282,1.2777125
