movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44
21bridgesmovie,0.46325928,0.62567544,0.8181529,0.4611963,0.0,0.7996003,0.6027188,0.0,0.52914405,0.4678463,0.54423743,0.6542342,0.8535506,0.5914957,0.36205268,0.6394936,0.7685286,0.31313413,0.44103625,0.75445175,0.38285494,0.42761543,0.0,0.27999794,0.71424925,0.5447528,0.3692643,0.2173469,0.2982699,0.5844055,0.36951345,0.0,0.0,0.647563,0.69383246,0.28395113,0.49458393,0.79541755,0.0,0.7017729,0.19172236,0.4275394,0.7113921,0.46724293,0.71293956
47metersdown,0.5887386,0.60345346,0.5305208,0.7966411,0.0,0.70388603,0.34404242,0.0,0.4277802,0.7683455,0.6316817,0.49884933,0.5574556,0.3675252,0.1753775,1.1378611,0.5131236,0.27753276,0.26458994,0.881976,0.06307475,0.59675884,0.0,0.5341815,0.5415013,0.31476915,0.36283332,0.68853694,0.38364944,0.7850052,0.7843283,0.0,0.0,0.7433034,0.8537687,0.36655748,0.35186166,0.8792181,0.0,1.0881878,0.24020946,0.51077825,0.3388449,0.21574473,0.32991815
abeautifuldaymovie,0.43775356,0.65702516,0.8353389,0.47826687,0.0,0.5113675,0.23790999,0.0,0.39313424,0.44271195,0.8211009,0.63606757,0.84085685,0.41997787,0.3858688,0.8691288,0.64866495,0.38541603,0.31431758,0.5963739,0.35235888,0.49566385,0.0,0.4841926,0.6424347,0.3447107,0.2606,0.43482164,0.25197938,0.5527374,0.5733588,0.0,0.0,0.7309784,0.59674555,0.36166775,0.5240634,0.83414245,0.0,0.7698425,0.27225968,0.48483545,0.5793715,0.45729947,0.4717056
abominablemovie,0.26749128,0.7110989,0.97882783,0.6423109,0.0,1.3541782,0.7310841,0.0,0.7808965,0.8126432,0.59154385,0.37183875,0.91460186,0.7681791,0.2270156,0.84875745,0.7518028,0.26474762,0.5180103,1.010524,0.56445926,0.39605135,0.0,0.6545487,1.0008478,0.7447272,0.5900034,0.11456652,0.61752915,0.7749317,0.6407855,0.0,0.0,0.9137706,1.1411695,0.33471262,0.41785848,0.618531,0.0,0.53934985,0.06959894,0.5174158,0.8216394,0.7343642,0.76801586
adastramovie,0.45146823,0.4306267,0.602608,0.41880202,0.0,0.5052198,0.18284129,0.0,0.19871756,0.46209705,0.4563139,0.3638695,0.638476,0.45897704,0.14885831,0.46526802,0.38703138,0.26081958,0.44527137,0.4439182,0.2168196,0.29110885,0.0,0.39502025,0.7818977,0.27919695,0.15521473,0.32631215,0.22579792,0.39456645,0.37123972,0.0,0.0,0.61951035,0.5092776,0.24798377,0.20728,0.62890077,0.0,0.5710106,0.26768085,0.5206366,0.42551222,0.33613193,0.2609846
adogsjourneymovie,1.7938522,1.2533956,1.340433,0.84976816,0.0,1.4259961,1.0212519,0.0,0.158211,1.370317,1.3777782,0.62696964,1.7495861,0.77568156,0.093451366,1.2353935,0.8747302,0.31278187,0.66315913,1.2587116,0.37942463,0.72674906,0.0,1.1505044,1.3081094,0.70293033,0.41709244,0.32040587,0.7559848,1.1641581,0.82234704,0.0,0.0,1.3088365,1.083571,0.4223479,0.659715,0.83863294,0.0,1.2122102,0.0,1.2522901,1.9318988,1.0058368,0.9152221
aftermathmovie,0.3439701,0.38516563,0.60405564,0.31991208,0.0,0.56001854,0.110029,0.0,0.3476267,0.44173965,0.4240767,0.3062099,0.7063989,0.33533487,0.21967898,0.3802122,0.5786821,0.27540252,0.38193563,0.44197765,0.18981226,0.30812466,0.0,0.27684134,0.7056684,0.42957884,0.23094797,0.19498155,0.108433686,0.39696643,0.48716295,0.0,0.0,0.5722459,0.49718988,0.34437042,0.3118334,0.6713548,0.0,0.591645,0.12700711,0.32233113,0.4699452,0.2743893,0.50832736
aftermovie,0.3745295,0.47363967,0.83350486,0.7290202,0.0,0.8079008,0.41594636,0.0,0.47403324,0.5542574,0.45405647,0.43297708,0.8671391,0.5603292,0.3196813,0.6514088,0.68472993,0.30070168,0.40792266,0.75444746,0.45093864,0.4569358,0.0,0.4061596,0.60252225,0.3922634,0.33714318,0.35168606,0.33636197,0.55787265,0.49504507,0.0,0.0,0.6775638,0.72200644,0.33920336,0.35221037,0.6560545,0.0,0.7370139,0.23137528,0.68655556,0.6002238,0.40110767,0.5344273
ahiddenlifefilm,0.25135,0.27534056,0.40039283,0.25201952,0.0,0.33838665,0.19576016,0.0,0.22423492,0.28677747,0.29901254,0.24967413,0.40226614,0.27773044,0.12452052,0.35157025,0.31675524,0.14607993,0.20358478,0.3189267,0.1793541,0.23811471,0.0,0.23019443,0.37415266,0.19821839,0.17128143,0.1569715,0.1873601,0.28837588,0.26046813,0.0,0.0,0.35779023,0.33016533,0.18625826,0.21463962,0.35597706,0.0,0.37553757,0.102047496,0.2826356,0.34651795,0.2511118,0.2653075
alitamovie,0.51798,0.63788974,0.8733039,0.3930775,0.0,0.67507076,0.3039111,0.0017698482,0.17020695,0.44749156,0.63597995,0.6812939,0.78112394,0.47598922,0.55398417,0.6564697,0.70739186,0.3625766,0.43131068,0.6656548,0.43858647,0.3375482,0.0,0.45163366,0.47243816,0.37348777,0.20252101,0.61750954,0.27519634,0.79301167,0.35797092,0.0,0.0,0.86423326,0.61567384,0.34493977,0.65764815,0.72094357,0.0,0.7779283,0.34787518,0.57845676,0.38194704,0.32035553,0.48425508
