movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34
21bridgesmovie,0.86514693,0.90797436,0.0,0.0,0.2753361,0.3225403,0.27901137,1.1236353,0.36165282,0.539715,0.5747001,0.8810202,0.5560599,0.0,0.18666227,0.67637134,0.32778236,0.603575,0.11856149,0.1330879,0.453435,0.6547444,0.60183555,0.848244,1.1219314,0.6600825,0.6377801,0.71188724,0.63083816,0.25948903,0.64880157,0.7930227,0.5474218,0.68954694,0.0
47metersdown,0.76883423,1.0444402,0.0,0.0,0.10226567,0.40705857,0.24687785,0.9543726,0.6066433,0.9176864,0.55909353,0.9756288,0.89993393,0.0,0.30581704,0.7751856,0.33959875,0.5172137,0.0,0.426864,0.60281867,0.9553148,1.0060817,0.7151169,1.3277272,0.46902564,0.5387556,0.76598376,0.7651959,0.37718698,0.37562367,0.29952276,0.49307638,0.5502091,0.0
abeautifuldaymovie,0.78009176,0.6395219,0.0,0.0,0.5151206,0.036642514,0.052123576,0.83450395,0.34484404,0.60428077,0.43723986,0.83036184,0.68468386,0.12293108,0.3552902,0.7474542,0.20325401,0.45415443,0.0,0.34999543,0.6173214,0.62846655,0.78568673,0.5380552,0.8540211,0.31142086,0.7645153,0.51823676,0.39750573,0.38322586,0.4147368,0.5156573,0.5404922,0.6103244,0.0
abominablemovie,0.80771244,0.9440542,0.0,0.0,0.029510664,0.2280944,0.28062397,0.99202806,0.25919348,0.41047615,0.5435215,1.1516899,0.87711906,0.0,0.33541855,0.58669883,0.63929707,0.89992356,0.0,0.24774823,0.14754489,1.0754815,0.6834359,0.9320284,1.4272591,0.37332183,0.7086894,0.7022443,0.47513345,0.38147125,0.39237252,0.5543337,0.5127827,0.9688417,0.0
adastramovie,0.50015956,0.65726244,0.0,0.0,0.17572802,0.20180771,0.37768224,0.8486593,0.15916812,0.38089174,0.22928801,0.8169486,0.4883986,0.07016654,0.079853185,0.33000743,0.347101,0.3143237,0.0,0.18628457,0.51502454,0.59816325,0.64732367,0.68489385,0.69376004,0.2742312,0.56610656,0.36291534,0.5527064,0.20870727,0.25600722,0.6327372,0.4137677,0.4160533,0.0
adogsjourneymovie,1.779979,2.2135155,0.0,0.0,0.003580656,0.10580544,0.1746739,2.2358792,0.5206141,0.9969032,0.49170554,1.58334,2.078961,0.3363552,0.15117846,1.1209452,0.6643887,1.1553997,0.24193613,0.4661254,1.2996454,1.7666961,1.6994759,1.0917556,1.7169766,1.1566547,1.1551117,1.4459631,0.5252227,0.53436095,0.90567786,1.3952279,0.12443374,0.9011301,0.0
aftermathmovie,0.49382305,0.65382373,0.0,0.0,0.20227605,0.05541297,0.08126445,0.5491469,0.20968708,0.5602133,0.35319385,0.32544,0.50286937,0.1587873,0.04339076,0.41167814,0.2357353,0.39389312,0.08768408,0.26676106,0.37326282,0.51289934,0.5346938,0.5110815,0.54150987,0.4030018,0.513077,0.33165023,0.46397436,0.22794499,0.3499653,0.5423547,0.31326872,0.42892915,0.0
aftermovie,0.6703023,0.8063996,0.0,0.07929308,0.15099937,0.19451356,0.12208024,0.8855572,0.50869995,0.52456594,0.33514333,0.52004784,0.52604496,0.14647926,0.08523476,0.5817945,0.2730313,0.408439,0.3273217,0.15035681,0.5354246,0.81387013,0.7865195,0.4350502,0.92206734,0.5627558,0.5793152,0.473255,0.23608293,0.2616425,0.33406368,0.59978163,0.23133281,0.5194516,0.0
ahiddenlifefilm,0.3522085,0.42825794,0.0,0.0,0.14513637,0.11634453,0.11424251,0.40130797,0.21489167,0.34934893,0.22799273,0.36382025,0.34460476,0.093818314,0.10963695,0.31343007,0.16395056,0.26812553,0.03884588,0.13767786,0.29334113,0.36836165,0.40158617,0.32813525,0.47522545,0.2813819,0.3460779,0.28310606,0.25713345,0.1676306,0.21787876,0.33911458,0.20665473,0.3192937,0.0
alitamovie,0.77494156,1.42292,0.0,0.0,0.2932356,0.20412374,0.25333157,1.0972108,0.5597402,0.95787096,0.27494836,0.8965414,1.0056444,0.010760728,0.2722952,0.63011354,0.31540838,0.19177268,0.029054,0.21966144,0.8450966,0.7533993,0.9477068,1.0746322,1.1442075,0.5033774,0.70510083,0.6352713,0.54230356,0.49726436,0.22322237,0.62170815,0.35186005,0.72795403,0.0
