movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,1.1492798,0.2899751,0.0,1.0326447,0.60114133,0.65716887,0.8933883,0.7979835,0.642803,0.14110367,0.5335894,0.0,0.0,1.0619955,0.63368976,0.0,0.6656668,0.84326375,0.6291371,0.8743117,0.0,0.88510007,0.5599529,0.63250554,0.64852977
47metersdown,0.6322397,0.67390877,0.0,1.1636223,0.43029967,0.41668013,1.3601785,0.28772923,0.4314847,0.0,0.88169813,0.0,0.0,0.67373264,0.43730408,0.0,0.6675556,0.78112817,0.3661434,0.40877703,0.0,0.60219496,0.7982493,0.9563135,1.0746281
abeautifuldaymovie,0.7381254,0.21480727,0.0,1.1760089,0.36350253,0.6570876,0.9852226,0.595178,0.5735949,0.0,0.5422011,0.0,0.0,0.9048051,0.7276287,0.0,0.76386285,0.8526621,0.71241665,0.6832511,0.0,0.8099669,0.6339193,0.5185379,0.68245614
abominablemovie,0.969281,0.17722018,0.0,1.2708591,0.68921983,1.1833259,1.2878345,0.6155854,0.86195767,0.0,0.42160308,0.0,0.0,1.3111628,0.7981495,0.0,0.80703413,0.983276,0.62336344,1.2089915,0.0,1.0863714,0.823069,0.6879949,0.56724226
adastramovie,0.9375579,0.27632126,0.0,0.72966427,0.44273955,0.31890747,0.7701467,0.58918583,0.22210164,0.0,0.44344336,0.0,0.0,0.9820397,0.40691316,0.0,0.7860979,0.6386342,0.45517778,0.55573434,0.0,0.8327893,0.3781552,0.48289454,0.49922192
adogsjourneymovie,2.136016,0.80558765,0.0,1.4736159,0.8497447,0.4889465,1.4543802,1.3108689,0.6602121,0.0,1.01502,0.0,0.0,1.7493879,0.5229098,0.0,1.0260875,0.76026714,0.56257904,1.6891587,0.0,1.2020143,0.43762827,1.5575554,1.0895363
aftermathmovie,0.9840205,0.28296155,0.0,1.01808,0.4858316,0.40225083,0.82892644,0.42730957,0.4261226,0.0,0.37615117,0.0,0.0,0.81408113,0.5950656,0.0,0.66617775,0.74720764,0.4955021,0.69600767,0.0,0.5281884,0.4413391,0.6445319,0.5675052
aftermovie,1.1057736,0.44919297,0.0,1.0062383,0.46774623,0.5377137,0.82693064,0.7352701,0.5082617,0.120749734,0.38120145,0.0,0.0,0.8301821,0.52689123,0.0,0.52316976,0.765913,0.49965423,0.78651845,0.0,0.66305965,0.62772655,0.511381,0.7083807
ahiddenlifefilm,0.55294293,0.1627039,0.0,0.5350421,0.274522,0.3418643,0.4812277,0.34279937,0.2924996,0.0,0.2761206,0.0,0.0,0.48223832,0.34714818,0.0,0.38977283,0.42607045,0.3033908,0.38154858,0.0,0.40119058,0.33603588,0.3341995,0.35245577
alitamovie,0.8850959,0.101593,0.0,1.0213099,0.41504118,0.73071325,1.2884849,0.40233773,0.38015592,0.0,0.7392457,0.0,0.0,1.1174471,0.9817914,0.0,0.8861562,0.9020394,0.85861355,0.9658071,0.0,0.83394086,0.7661004,0.8190474,0.58640385
angelhasfallen,1.2677957,0.418223,0.0,1.522462,0.44045597,0.9776018,1.1286398,0.81347245,0.5856603,0.0,0.6453579,0.0,0.0,1.1631417,0.627887,0.0,0.8759799,1.046919,0.5753067,1.0493803,0.0,0.8812442,0.64557374,0.6001137,0.72033167
angrybirdsmovie,1.6626022,0.11035529,0.040183708,1.2651434,1.1237143,1.3466318,1.6649895,0.870959,1.6882914,0.0,0.7943578,0.0,0.0,0.7587266,1.1465197,0.0,0.64524317,1.4035678,0.75312203,0.89548796,0.0,1.7554274,1.6995025,1.3137138,0.7807323
annabellemovie,1.9630041,0.4542778,0.0,1.7305533,0.6682992,1.0397289,1.7111452,0.9178118,1.1551961,0.0,0.49538067,0.0,0.0,1.2974021,0.839934,0.0,0.9889388,1.1494628,0.88534695,1.1094248,0.0,1.310402,1.0409195,1.0234524,0.98663455
annamovie,1.0667341,0.31443366,0.0,1.2198675,0.4412645,0.55663216,0.9834206,0.77891636,0.49563557,0.0,0.385133,0.0,0.0,1.1329145,0.71981084,0.0,0.83210385,0.8882669,0.5656942,0.85842484,0.0,0.690098,0.6502657,0.80651516,0.73722184
apollo11movie,0.55214673,0.22018221,0.0,0.45968273,0.33700198,0.25284037,0.5493721,0.40525198,0.34734374,0.0,0.24012157,0.0,0.0,0.5062627,0.28323627,0.0,0.5297172,0.34931272,0.27915958,0.40490428,0.0,0.3754034,0.24960953,0.4091133,0.5072969
arcticdogsmovie,0.8958484,0.37830555,0.0,1.107508,0.37105694,0.5020741,1.1313962,0.46135527,0.26157576,0.0,0.64102674,0.0,0.0,0.9648806,0.44742286,0.0,0.80426157,0.6677482,0.30277216,0.7233553,0.0,0.5792052,0.5223114,0.7645349,0.7480935
arcticmovie,0.6652038,0.2059503,0.0,0.61204225,0.5354209,0.32778934,0.51693153,0.28653497,0.5358137,0.043996274,0.3638428,0.0,0.0,0.5359538,0.37112775,0.0,0.37851146,0.34878072,0.18299526,0.35901275,0.0,0.35300946,0.29298154,0.48699522,0.36918357
artofracingmovie,1.3152438,0.38333148,0.0,1.0164158,0.66543984,0.2692596,1.0718813,0.7223192,0.31413972,0.0010098293,0.42091653,0.0,0.0,1.1454773,0.78558224,0.0,0.74456656,0.8842766,0.6505975,0.8678367,0.0,0.8899305,0.46253878,0.4787271,0.70827806
avengers,0.83666116,0.23473322,0.0,0.8470377,0.31099147,0.47099352,0.6698431,0.5364419,0.34153607,0.056528457,0.41422012,0.0,0.0,0.7828816,0.50591373,0.0,0.5246047,0.68929505,0.42288005,0.570491,0.0,0.49660212,0.22575524,0.44513685,0.39066917
beachbummovie,0.5475602,0.44624934,0.0,0.5762676,0.43879876,0.30097234,0.7908696,0.52208024,0.17686728,0.017713558,0.3771382,0.0,0.0,0.58179903,0.3379646,0.0,0.831617,0.48323163,0.3753013,0.3905576,0.0,0.6366454,0.28823057,0.29769254,0.49906507
bernadettefilm,1.0503958,0.30134857,0.0,1.0403984,0.36700788,0.749024,1.2275767,0.6886282,0.511119,0.0,0.71521944,0.0,0.0,0.91746587,0.5864028,0.0,0.95015347,1.1814682,0.64251757,0.6063145,0.0,0.7394742,0.6654145,0.46863592,0.5910767
blackandbluemovie,1.7892501,0.32541957,0.0,2.2079663,0.6551051,0.87632155,2.1466923,0.8600929,0.71202016,0.0,0.72363865,0.0,0.0,1.6672305,0.9208439,0.0,1.4935517,1.4190866,0.7759215,1.1765285,0.0,1.1167908,1.0371287,1.1313899,1.269338
blackchristmas,1.3240956,0.38608518,0.0,1.148266,0.6678425,0.7128913,0.87208354,0.89247257,0.52472967,0.0,0.6737397,0.0,0.0,1.1167471,0.6858142,0.0,0.832517,0.7638397,0.6208722,0.84517103,0.0,0.9320608,0.70484406,0.627272,0.7175346
blindedbythelightmovie,0.8741463,0.23160999,0.0,0.65262115,0.39365363,0.4544531,0.65408003,0.39093715,0.28050217,0.0,0.33671665,0.0,0.0,0.5225665,0.44484025,0.0,0.5459221,0.4901151,0.39968038,0.5586236,0.0,0.4279074,0.4455476,0.40753102,0.42591563
bombshellmovie,0.7886709,0.15413761,0.0,0.61213756,0.3744359,0.5469094,0.50816596,0.8067858,0.23548505,0.1163138,0.38616168,0.0,0.0,0.5884835,0.42177218,0.0,0.51009953,0.48972395,0.4446482,0.5512462,0.0,0.564957,0.67118543,0.34933686,0.38978288
booksmart,0.27773586,0.048755586,0.08676318,0.035681184,0.1440798,0.024778415,0.34684858,0.0,0.09672262,0.11726446,0.30766195,0.0,0.07682141,0.09753797,0.09286792,0.056643102,0.16846992,0.07438902,0.044034418,0.16161355,0.0,0.0,0.17228565,0.17670313,0.116522685
breakthroughmovie,1.8491116,0.4918895,0.0,2.1074262,1.1106286,0.87484187,2.0386834,0.99703956,0.6888897,0.0,0.34022993,0.0,0.0,2.0199564,1.0073144,0.0,1.2738261,1.7570496,1.2522544,1.2571167,0.0,1.6466854,1.0526835,0.79680884,1.3610312
brianbanksmovie,1.2096758,0.32776576,0.0,1.0745338,1.1453186,0.4813069,1.0568806,0.60555416,0.56756914,0.0,0.427364,0.0,0.0,1.1621482,0.8772858,0.0,1.011735,0.8534713,0.7120954,0.8012331,0.0,0.97745824,0.84316754,0.92177105,0.9033139
brightburnmovie,1.0834242,0.115583956,0.0,1.1069127,0.3543145,0.64390457,1.1571627,0.49948376,0.37917066,0.0,0.57923627,0.0,0.0,0.9288931,0.84891045,0.0,0.8269609,0.8802693,0.5196196,0.68265283,0.0,0.7802934,0.7408304,0.6420857,0.68890816
brittanyrunsmov,0.5164738,0.19352749,0.0,0.43305925,0.34408426,0.29427546,0.4954449,0.32848775,0.29935586,0.0,0.2903798,0.0,0.0,0.3324254,0.2662932,0.0,0.4366361,0.52479994,0.26442298,0.27917328,0.0,0.41288525,0.417665,0.39213407,0.35307738
captainmarvelofficial,1.1410241,0.35018578,0.0,0.98900944,0.43353862,0.4371639,0.79178655,0.6057006,0.29297566,0.09383506,0.3996885,0.0,0.0,0.93306404,0.83032054,0.0,0.61355925,0.67256033,0.5459986,0.6150492,0.0,0.75042063,0.51595,0.30691195,0.5822835
captivestatemovie,1.0278814,0.19760527,0.0,1.2926748,0.48598534,0.80751455,1.2394564,0.56742567,0.862384,0.0,0.67153054,0.0,0.0,0.7722776,0.9408026,0.0,0.9945762,0.9940326,0.93831563,0.79627395,0.0,0.77949256,0.6090471,0.61592,0.8486386
catsmovie,1.7751156,0.18071026,0.0,1.3313574,0.5292803,0.78859854,1.5897232,0.67064667,0.33518523,0.0,0.7359522,0.0,0.0,1.236031,1.1061778,0.0,1.0761343,1.1994045,1.0497438,1.0411856,0.0,0.49023724,1.0092702,0.6976066,1.1347458
charliesangels,1.7271976,0.20431755,0.0,1.5535967,0.69147336,0.95010006,1.4405577,0.7966018,0.83659977,0.0,0.8042568,0.0,0.0,1.4761691,0.9515237,0.0,1.1983,1.1580658,0.29507944,0.99982506,0.0,1.326204,1.0818514,1.2698556,0.75734764
childsplaymovie,0.9902083,0.4245608,0.0,1.4534718,0.54798317,0.64643323,1.5933545,0.2937218,0.71442264,0.08312046,0.6531716,0.0,0.0,1.3134477,0.3986155,0.0,0.8598608,0.88534653,0.8436994,0.7282514,0.0,0.7703137,0.2589215,0.5645879,0.49389374
clarathefilm,0.23921086,0.20828646,0.0,0.7963975,0.41586474,0.4813054,0.47117922,0.39632523,0.3596029,0.09862863,0.070610195,0.0,0.0,0.80417657,0.11757675,0.0,0.32301423,0.16161218,0.0,1.0687541,0.0,0.2179519,0.0,0.5061265,0.26674747
coldpursuitmovie,0.66286725,0.14766806,0.0,0.82126486,0.27036119,0.44384181,0.6731641,0.31260455,0.35009336,0.030582186,0.5235032,0.0,0.0,0.6559622,0.46529615,0.0,0.56184137,0.5535722,0.41091037,0.5422419,0.0,0.5803681,0.34207475,0.34002823,0.33489022
