movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44
21bridgesmovie,0.48512506,0.45324025,0.4471226,0.6440329,0.8396996,0.5000014,0.0,0.5524245,0.42579576,0.0,0.782457,0.5844899,0.65102834,0.38505113,0.0,0.18571435,0.8293273,0.59192026,0.8988859,0.3191799,0.34501648,0.3238746,0.94489175,0.57409596,0.0,0.79899704,0.8635613,0.6503777,0.63705945,0.33377254,0.0,0.14205799,0.58657897,0.67503756,0.7334075,0.6161581,0.81464624,0.5155162,0.68711156,0.5402319,0.6447923,0.34681413,0.52237463,0.42174262,0.7893804
47metersdown,0.4191359,0.37092584,0.2798288,0.3547941,0.9663392,0.3949133,0.0,0.77262425,0.38708094,0.0,0.61436015,0.60401654,0.6548543,0.6598452,0.0,0.015108442,1.2541534,0.27719748,0.8062894,0.42006436,0.60175484,0.29366207,0.4157774,0.81834775,0.0,0.66066605,0.881201,0.6651917,0.5590671,1.0681745,0.0,0.17822386,0.64158237,0.5285034,0.71180403,0.64814734,1.0786574,0.4687743,0.5282626,0.852335,0.709702,0.4458303,0.6198415,0.65385085,0.81950825
abeautifuldaymovie,0.5168625,0.34876642,0.46876717,0.48198044,0.6398748,0.29252487,0.0,0.40087822,0.34109077,0.0,0.60311925,0.42927966,0.6728976,0.48309588,0.0,0.30465764,0.8606994,0.38828722,0.68428475,0.32908908,0.4803396,0.49739236,0.5540474,0.77480394,0.0,0.6648405,0.6525367,0.621588,0.59311825,0.30684826,0.0,0.210399,0.5664402,0.47574154,0.4362678,0.42800027,0.7177323,0.48144487,0.3979788,0.32654232,0.37118766,0.3804584,0.5093111,0.3291131,0.6707792
abominablemovie,0.5695387,0.6376747,0.98768616,0.678831,0.9376325,0.45821542,0.0,0.5106708,0.7213608,0.0,0.6483506,0.8665053,0.799265,0.8827254,0.0,0.5422735,1.0693167,0.71687216,1.1807743,0.21748494,1.2557468,0.5227829,0.79905003,0.96922547,0.0,0.91315645,1.0806253,0.70966065,0.8303875,0.50410056,0.0,0.10667266,0.74023724,1.052847,0.49773502,0.42071146,0.9933988,0.86424387,0.6330334,0.42730427,0.41899285,1.1391985,0.7878854,0.32600638,0.9832738
adastramovie,0.3779809,0.35668802,0.36733133,0.34100038,0.6130966,0.35197797,0.0,0.35796645,0.3027417,0.0,0.55825925,0.5426457,0.4605783,0.34138355,0.0,0.1509271,0.59685445,0.50972265,0.7143131,0.3130829,0.3116856,0.35887018,0.6372518,0.612761,0.0,0.522058,0.5416401,0.51209754,0.5861228,0.420082,0.0,0.051320843,0.47478813,0.50183743,0.41966748,0.473939,0.74447834,0.48193583,0.31804812,0.5672245,0.5768285,0.5762183,0.51065457,0.26905343,0.6155574
adogsjourneymovie,0.723479,0.32504916,0.44472963,0.97389215,0.9297421,0.6478153,0.0,1.0691032,0.24575587,0.0,0.59360814,0.531801,1.1261714,0.3587431,0.0,0.6699208,1.4235817,0.75021935,1.4241666,0.32459426,0.6556223,0.8493556,0.6490696,1.1169837,0.0,0.6917953,1.1962229,0.73926693,0.64762074,0.53566706,0.0,0.12109249,1.1088738,0.6627089,0.5417838,0.80128294,1.2724612,1.0821989,1.0456927,0.96936363,0.6142628,0.4788541,1.2825923,0.57752335,1.4348531
aftermathmovie,0.37861148,0.35818502,0.47748277,0.354456,0.6501428,0.33504343,0.0,0.46406955,0.16980818,0.0,0.40960357,0.41939533,0.5386725,0.29447085,0.0,0.12542188,0.57474697,0.5127432,0.52177936,0.16403015,0.2800895,0.23607965,0.43971977,0.45626432,0.0,0.539694,0.47333717,0.38943183,0.4616439,0.18621343,0.0,0.081360996,0.31972045,0.42615533,0.33508217,0.28400105,0.69345194,0.34919295,0.40351507,0.2743877,0.400587,0.34776032,0.33375263,0.19056508,0.598769
aftermovie,0.4801408,0.39836997,0.56038046,0.5417103,0.69227755,0.35314798,0.0,0.48745692,0.31341007,0.0,0.6129389,0.7031944,0.62980765,0.5694403,0.0,0.11548698,0.81608075,0.41080874,0.6733674,0.3989567,0.54104084,0.31531334,0.4133907,0.7025656,0.0,0.510143,0.7481154,0.5443809,0.42875844,0.37885883,0.0,0.31137437,0.49881586,0.65259176,0.57079864,0.4943797,0.6527151,0.76618373,0.48496,0.4080177,0.5072757,0.4847404,0.6147215,0.42604727,0.6934462
ahiddenlifefilm,0.24279442,0.2349804,0.25701496,0.25675842,0.39763844,0.19821668,0.0,0.282695,0.18623845,0.0,0.31266573,0.30735624,0.2916113,0.24933691,0.0,0.12430672,0.42186123,0.24182716,0.38679022,0.18515395,0.24625017,0.19677223,0.27605316,0.34518078,0.0,0.34486908,0.35515112,0.28230068,0.28344923,0.21111396,0.0,0.097766295,0.27755782,0.3078138,0.25268114,0.28129786,0.42084724,0.2857878,0.26237354,0.21985446,0.28923535,0.26830983,0.29236796,0.19572371,0.36104763
alitamovie,0.43472424,0.5057272,0.68461895,0.23441797,0.74096674,0.28847587,0.0,0.5595388,0.27451372,0.0,0.42965716,0.611495,0.56054926,0.45343348,0.0,0.21580319,0.69229,0.47551426,0.8139616,0.44232634,0.28050452,0.4036787,0.5998045,0.73959965,0.0,0.618765,0.4951266,0.34914657,0.5467698,0.37028953,0.0,0.013725329,0.5340346,0.7254048,0.48807186,0.5085607,1.0450491,0.6479171,0.50168216,0.41684425,0.537194,0.5633705,0.73109573,0.17295322,0.68574375
